recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
UGA,2026,2030,U.S. Department of State,"Sectoral management information systems (HMIS, EMIS, etc.)",(not stated),113,commitment,verified,Pipeline,"U.S. Department of State — Uganda health data systems under the America First Global Health Strategy MOU, 2025","""2.5.3 Funding Plan: The U.S. Government intends to provide the following amount of funding for data systems in each of the specified years, subject to the availability of funds: 2026 $26,129,831; 2027 $24,779,640; 2028 $25,103,354; 2029 $27,294,065; 2030 $9,795,399. TOTAL $113,102,289.""

Uganda controls what the money builds: it ""plans to determine and approve the national data and health information architecture prior to any investment financed under this MOU"", the US ""plans to fund data systems investments within the budget reflected in Section 2.5.3 on projects as determined jointly by both Participants"", and ""All data generated through U.S.-funded programs is expected to be owned by the Government of Uganda"" (2.5.2).

The sum is one line of a wider MOU whose total planned US support is US$1,719,960,000 against Uganda's US$577,001,796 (Appendix 1). Non-binding: ""This MOU is not an international agreement"" (6.9), every figure ""subject to the availability of funds"".",Government,Government of Uganda / Ministry of Health,,,,https://www.citizen.org/wp-content/uploads/2026-0012QN-Uganda-Health-12.10.2025.pdf,us-department-of-state,2025-12-10-state-uga-afghs-data-systems-2025-record
UGA,2025,2030,Korea International Cooperation Agency,Innovation ecosystem,Grant,12,commitment,exact,Active,Project to Enhance Distance Education Environment at Makerere University,"KOICA grant ($12.2M, 2025) to Makerere University to transform open, distance and e-learning capabilities. Develops e-content for 2,560 courses across 10 colleges. Strengthens digital learning, research, and academic support systems.",Government,,,,,https://softpower.ug/muyingo-launches-12-2m-koica-project-to-revolutionise-digital-learning-at-makerere/,koica,2025-01-01-koica-uga-makerere-elearning-2025-project-to-enhance-distance-education-environment
UGA,2024,,Belgian Investment Company for Developing Countries,Connectivity,Commercial loan,12,commitment,exact,Active,TowerCo Of Africa Uganda \u2014 Rural Telecom Tower Expansion Loan,"USD 12M 10-year senior loan to TowerCo of Africa Uganda (previously Ubuntu Towers Uganda) for installation of 506 solar-powered telecom towers in rural Uganda. Part of USD 40M syndication with EIB (USD 16M) and OeEB (USD 12M). Towers provide 4G/5G broadband coverage, mobile money access, and digital financial services to rural communities currently without mobile network coverage.",Private sector,,,,,https://www.bio-invest.be/en/investments/towerco-of-africa,bio-invest,2024-01-01-bio-uga-towerco-2024-towerco-of-africa-uganda-rural-telecom
UGA,2024,2029,UK FCDO,"Sectoral management information systems (HMIS, EMIS, etc.)",Grant,14,commitment,imputed,Active,"Scaling Agriculture Investment in Digital, AI and Innovation (SAIDAI)","Supports and scales digital agriculture innovations with the most potential for transformative impact, while generating evidence. Catalyses investment at scale in agricultural innovations expanding productivity, incomes and climate resilience. Drives more sustainable and better-integrated agri-food systems delivering safe and nutritious food. Builds a stronger enabling environment including better information on investment opportunities and risks. Increases deployment and adoption of technologies — including digital and AI — for greatest impact on livelihoods and resilience.",Multi-stakeholder,Acumen; Shell Foundation; Climate Policy Initiative; Bill & Melinda Gates Foundation,"GBP 10,730,913",GB-GOV-1-400153,GB-GOV-1-400153-401;GB-GOV-1-400153-402;GB-GOV-1-400153-404;GB-GOV-1-400153-406,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-400153/summary,uk-fcdo,2024-01-01-fcdo-uga-001-scaling-agriculture-investment-in-digital-ai
UGA,2023,,European Investment Bank (EIB),Connectivity,Commercial loan,16,commitment,exact,Active,UGANDA TELECOM TOWER EXPANSION (TOWERCO OF AFRICA),Construction of 659 new mobile sites (506 ultimately signed) in Uganda. At least 50% of towers in rural areas without mobile service coverage. Provides mobile coverage in areas without mobile broadband and increases capacity in saturated areas. Towers powered primarily by renewable energy. Enables 4G and 5G data services and mobile money solutions.,Private sector,Uganda,,20220268,XM-DAC-918-3-20220268-94570,https://www.eib.org/en/projects/all/20220268,eib,2023-01-01-eib-uga-001-uganda-telecom-tower-expansion-towerco-of
UGA,2024,,Export-Import Bank of China (China Eximbank),Connectivity,Concessional loan,147,commitment,exact,Active,National Data Transmission Backbone Infrastructure/E-Government Infrastructure Phase V,"China Eximbank government concessional loan for Phase V of Uganda's National Data Transmission Backbone Infrastructure / E-Government Infrastructure project (NBI/EGI), implemented by NITA-Uganda. Phase V extends the fibre backbone to the districts and sub-counties the first four phases did not reach and adds last-mile connectivity to government sites: 3,604 km of backbone with 51 backbone sites, 2,240 km of last mile to 800 government sites, and a new data centre at Namanve of 180 cabinets. Contractor CITCC, on commercial contract NITA-U/SUPLS/21-22/0001 signed 22 April 2022. Terms are 20 years at 2% interest (State Minister for Finance, 2023-12-06). Builds on Phases I-III (2006-2013), financed by China Eximbank, and Phase IV (2018), financed by the World Bank at US$75.8m.",Government,National Information Technology Authority,"CNY 1,049,999,568",UG.037,AIIB-CHINA-EXIMBANK-GCL-2023-05-773,https://china.aiddata.org/projects/106497 https://english.news.cn/africa/20241206/328b1ba0410f42f0954291b9efdcfed6/c.html,china-eximbank,2023-01-01-press-chn-uga-2023-001-national-data-transmission-backbone-infrastructuree-government-infrastructure
UGA,2022,2028,World Bank,"Sectoral management information systems (HMIS, EMIS, etc.)","Concessional loan *(source label, unverified — see Notes)*",13,commitment,exact,Active,Uganda Climate Smart Agricultural Transformation \u2014 Digital Agro-Climatic Information Systems,"Sub-Component 1.2 ($12.9M IDA of $350M total) of the Uganda Climate Smart Agricultural Transformation Project finances digital agro-climatic information systems: weather stations, SMS/mobile advisory services, and data platforms delivering climate and market information to farmers.",Government,,,P173296,,https://projects.worldbank.org/en/projects-operations/project-detail/P173296,world-bank,2022-12-22-wb-uga-002-uganda-climate-smart-agricultural-transformation-digital
UGA,2022,2027,Ministry of Foreign Affairs of the Netherlands,"Sectoral management information systems (HMIS, EMIS, etc.)",Grant,2,commitment,exact,Active,EMATA Digital Loans To Smallholder Dairy Farmers Uganda,"Contribution to capitalise Emata and enable digital loan roll-out among dairy cooperative members in Uganda. Emata provides digital credit to smallholder dairy farmers using mobile-based disbursement, linked to cooperative milk supply data.",Private sector,Emata Ltd,"EUR 1,509,615",dgis-XM-DAC-7-PPR-4000005641,XM-DAC-7-PPR-4000005641,https://www.iatistandard.org/en/,netherlands-dgis,2022-01-01-dgis-uga-emata-digital-loans-dairy-2022-emata-digital-loans-to-smallholder-dairy
UGA,2021,2026,MIGA,Digital Payments and Fintech,Guarantee,59,commitment,exact,Closed,Airtel Mobile Money Uganda \u2013 Digital Financial Services Guarantee,"MIGA political risk guarantee covering The Rise Fund II Aurora S.à r.l. (TPG private equity) equity investment in Airtel Mobile Commerce B.V.'s subsidiary providing Airtel Money digital financial services in Uganda. Services include mobile wallet (cash-in/cash-out), airtime recharging, bill payments, merchant payments; with international transfers, savings and microloans in some markets. Risks: war and civil disturbance, expropriation, transfer restriction and inconvertibility for up to 5 years.",Private sector,Airtel Mobile Commerce,,MIGA-14855,,https://www.miga.org/project/airtel-mobile-commerce,miga,2022-01-01-miga-uga-airtel-mobile-money-2022-airtel-mobile-money-uganda-digital-financial
UGA,2022,,Partech Africa,Digital Payments and Fintech,Equity,10,commitment,estimated,Active,Partech Africa pre-Series B equity investment in Tugende (2022),"Partech Africa led a $10M pre-Series B equity round in Tugende, a Uganda-based technology-enabled MSME asset finance company operating in Uganda and Kenya. The round included participation from two new investors. Tugende uses technology to provide productive asset loans (motorcycles, smartphones) to low-income entrepreneurs and MSMEs in East Africa.",Private sector,Tugende,,,,https://www.techloy.com/tugende-closes-10m-pre-series-b-round/,partech,2022-01-01-partech-uga-tugende-2022-partech-africa-pre-series-b-equity-investment
UGA,2021,2027,World Bank,Connectivity,"Concessional loan *(source label, unverified — see Notes)*",200,commitment,exact,Active,Uganda Digital Acceleration Project - GovNet,"Expands Uganda's digital economy through a national government network (GovNet), digital public services, broadband connectivity, and digital inclusion.",Government,Republic of Uganda,,P171305,44000-P171305,https://projects.worldbank.org/en/projects-operations/project-detail/P171305,world-bank,2021-06-02-wb-uga-001-uganda-digital-acceleration-project---govnet
UGA,2021,2025,Enabel,Digital divides,Grant,3,commitment,exact,Active,Digital for Girls and Women \u2014 Uganda,"D4GW-UGA (Digital for Girls and Women) Uganda component. Promotes inclusive, rights-based digital transformation across Belgium, Burkina Faso, and Uganda. Uganda component improves digital skills and digital rights for women and girls. Budget EUR 2.25M, 2021-2025. Enabel implements with Belgian government financing.",Government,,"EUR 2,250,000",BFA2200511SP3,BE-BCE_KBO-0264814354-BFA2200511SP3,https://open.enabel.be/en/UGA/2662/p/digital-for-girls-and-women-uga.html,enabel,2021-01-01-enabel-uga-d4gw-2021-digital-for-girls-and-women-uganda
UGA,2021,2023,International Telecommunication Union (ITU),"Strategies, plans and policies",TA,2,commitment,estimated,Closed,Technical Assistance and Training to Uganda on National ICT Development Strategy,ITU technical assistance to Uganda for developing and implementing a National ICT Development Strategy. Activities include strategy formulation; institutional capacity building for NITA-U and Ministry of ICT; training workshops on digital economy regulatory frameworks; and support for digital transformation roadmap. Implemented January 2021 to December 2023.,Government,Ministry of ICT and National Guidance; NITA-U,"CHF 1,651,100",9UGA21008,,https://www.itu.int/en/ITU-D/Regional-Presence/Africa/Documents/2023/RDF/reference/session-1-BDT-projects-RIs_RDFAFR2023.pdf,itu,2021-01-01-itu-uga-ict-strategy-2021-technical-assistance-and-training-to-uganda
UGA,2021,,Partech Africa,Digital Payments and Fintech,Equity,4,commitment,estimated,Active,Partech Africa equity investment in Tugende (2021 Series A extension),"Partech Africa and Enza Capital provided $3.6M in fresh equity to Tugende, a Uganda-based technology-enabled asset finance company that provides productive asset loans (motorcycle taxis, smartphones) to MSMEs in East Africa. The round, led by Partech, was agreed and structured in 2020 and extends Tugende's Series A. Brings total Series A equity to $9.9M.",Private sector,Tugende,,,,https://partechpartners.com/news/tugende-secures-36m-fresh-equity-partech-and-enza-help-meet-intense-demand-productive-asset-finance,partech,2021-01-01-partech-uga-tugende-2021-partech-africa-equity-investment-in-tugende
UGA,2020,2030,Mastercard Foundation,Training and skills,Grant,200,commitment,rounded,Active,Young Africa Works in Uganda,"MCF $200M commitment to enable 4.3 million young Ugandans to access dignified work by 2030. Digital economy is a core enabling sector alongside agriculture, tourism and construction. Includes digital skills, digital platforms, and fintech access.",Multi-stakeholder,Multiple partners,,,,https://mastercardfdn.org/en/news/mastercard-foundation-launches-10-year-plan-to-enable-3-million-young-people-in-uganda-to-access-dignified-work/,mastercard-foundation,2020-01-01-mcf-uga-youngafricaworks-2020-young-africa-works-in-uganda
