row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
SLE-gov.legislate-fraud-liability,SLE,gov.legislate,Governance and regulation,Allocation of loss for mobile-money fraud,Two published analyses disagree on whether the problem is absent law or unenforced law; unreconciled as at 2026-08-09.,,not probed on this run; probe capped at four across the three units
SLE-infra.capacity-domestic-technical-capacity-to-operate-t,SLE,infra.capacity,Infrastructure,Domestic technical capacity to operate the national digital estate,"A staffing, skills-audit or operations report from NaTCA, DSTI or the NCRA covering who runs the national systems and with what capacity.",,not probed on this run; probe capped at four across the three units
SLE-digital.localgov-digitalisation-of-local-councils,SLE,digital.localgov,Digital public infrastructure,Digitalisation of local councils,"A local government digital plan, a council-level service platform, or a district administration report on digital service delivery.",,not probed on this run; probe capped at four across the three units
SLE-geopol.eu-european-union-digital-cooperation-with,SLE,geopol.eu,Governance and regulation,European Union digital cooperation with Sierra Leone,"A Global Gateway or EU delegation announcement, a financing agreement, or a programme document naming Sierra Leone.",,not probed on this run; probe capped at four across the three units
SLE-geopol.india-indian-digital-cooperation-with-sierra-l,SLE,geopol.india,Artificial intelligence and the technology sector,Indian digital cooperation with Sierra Leone,"A bilateral memorandum, a line-of-credit agreement, or an India Stack or ITEC programme document naming Sierra Leone.",,not probed on this run; probe capped at four across the three units
SLE-geopol.gulf-gulf-state-digital-investment-in-sierra,SLE,geopol.gulf,Artificial intelligence and the technology sector,Gulf state digital investment in Sierra Leone,"An investment agreement, data-centre or connectivity commitment from a Gulf sovereign fund or operator.",,not probed on this run; probe capped at four across the three units
SLE-finance.budget-domestic-budget-appropriations-for-the-d,SLE,finance.budget,Finance,Domestic budget appropriations for the digital sector,"The Ministry of Finance appropriation act or budget speech showing the votes for MoCTI, NaTCA, DSTI and the NCRA.",,not probed on this run; probe capped at four across the three units
SLE-gov.protect-ncra-slrsa-register-to-register-data-sha,SLE,gov.protect,Governance and regulation,NCRA-SLRSA register-to-register data-sharing agreement,"The signed agreement or a published summary stating what data classes flow, on what legal basis and with what retention limit.",2026-08-09,"probed 2026-08-09: the agreement exists - NCRA's own news index records a Data Sharing Agreement with the SLRSA, and a 2023-10-27 newspaper account of the signing states the SLRSA was granted authorised access to NCRA's identity verification platform for vehicle registration and driving licences. The instrument itself is not published, so the data classes, legal basis and retention limit remain unestablished."
SLE-dpi.exchange-legal-basis-for-data-sharing-between-gov,SLE,dpi.exchange,Digital public infrastructure,Legal basis for data sharing between government registers,"A data-sharing instrument, regulation or protocol governing exchanges between the identity register and other agencies.",,not probed on this run; probe capped at four across the three units
SLE-gov.protect-us-health-data-sharing-agreement,SLE,gov.protect,Governance and regulation,United States bilateral health agreement and its data-sharing agreement,"The memorandum of understanding and the related data-sharing agreement themselves, a signature date, or a Sierra Leonean government statement naming the instrument. The text is withheld rather than unpublished, and is in litigation in the United States District Court for the District of Columbia",,not probed on this run; no web access on the nightly pass
SLE-dpi.pay-bsl-rtgs-ach,SLE,dpi.pay,Digital public infrastructure,Bank of Sierra Leone RTGS and ACH re-platforming,"An award notice from the Bank of Sierra Leone or the National Public Procurement Authority for references 8922483/8922484, naming supplier, value and scope. The only listing found was an inadmissible-origin tender aggregator, retired 2026-08-10; neither contracting authority's procurement page carries a matching entry.",2026-08-10,open
