indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,No change,The [digital public infrastructure roadmap](2025-09-15 Kenya developing DPI roadmap to streamline public service delivery) is the section's central coordinating instrument and the base holds no text of it.,"It is under development on five pillars, launched at an inaugural inter-ministerial steering committee ([roadmap](2025-09-15 Kenya developing DPI roadmap to streamline public service delivery), [launch](2025-01-01 Kenya Launches Strategic Roadmap to Build Inclusive Digital Public Infrastructure)).

A technical-assistance tender was issued in July 2026 with offers closing 1 September, a German development agency having funded a work package inside a European service contract to develop a bankable national project; no roadmap document, timetable or cost is published ([tender](2026-07-31-giz-bmz-eac-dpi-technical-assistance-tender)).

The digital programme is named a priority sector in the FY2027/28 budget process, with no ceiling, figure or timetable published ([budget process](2026-07-24-kenya-fy2027-28-budget-process-digital-economy)).",KEN-dpi.govtech-kenya-dpi-roadmap|KEN-finance.budget-fy2027-28-budget-process
gov.policy--ict-strategy,No change,"A [business process outsourcing policy is claimed delivered](2026-07-30-kenya-advances-digital-superhighway-agenda-with-new-legislative-push) with no text or adoption date on file, and the authority bill behind it is unwritten.","Both sit on the ministry's forward legislative list, the outsourcing policy claimed as delivered and the authority bill named as a priority with no text, sponsor or stage held ([legislative push](2026-07-30-kenya-advances-digital-superhighway-agenda-with-new-legislative-push)).

A harmonised county wayleave framework was agreed between the information technology and devolution departments, to be tabled at the intergovernmental sector forum, with no framework text, timetable, cost or wayleave figure published ([wayleave framework](2026-07-31-kenya-ict-devolution-partnership)).",KEN-gov.policy-national-bpo-policy|KEN-gov.legislate-ict-authority-bill|KEN-gov.policy-harmonised-county-wayleave-framework
gov.policy--broadband-strategy,No change,"Against a target of [100,000km of fibre and 25,000 hotspots](2026-01-05 Kenya Targets 100,000 km Fiber Network, 25,000 Public WiFi Hotspots in 2026), the regulator reports 2,193km deployed and 1,173 last-mile sites connected.","The targets were restated for 2026 by the information technology authority ([targets](2026-01-05 Kenya Targets 100,000 km Fiber Network, 25,000 Public WiFi Hotspots in 2026)), and the delivered figures are for the universal-service-funded slice of the programme at 30 June 2025 ([annual report](2026-07-01-ca-kenya-annual-report-fy-2024-2025)).

FY2026/27 carries KSh 1.3bn for backbone maintenance and KSh 528m for last-mile county connectivity ([allocations](2026-06-11-businessdaily-ict-allocation-fy2026-27)).

The only delivered-kilometre figures published anywhere are the fund's own ([annual report](2026-07-01-ca-kenya-annual-report-fy-2024-2025)), so the target is measured against about 2 per cent of itself.",KEN-infra.connect-digital-superhighway-fibre-and-hotspot-targe
gov.policy--data-storage-cloud-strategy,Advanced,[Cloud policy implementation guidelines](2026-06-01-kenya-cloud-policy-2025-implementation-guidelines) opened provider accreditation in August 2026 and give state organs 24 months to migrate non-exempted systems.,"The 99-page document is signed by the Cabinet Secretary and cover-dated June 2026, grading providers into four accreditation classes with a register on the ministry website and a supplier-and-buyer marketplace administered by a cloud adoption committee ([guidelines](2026-06-01-kenya-cloud-policy-2025-implementation-guidelines)).

Accreditation opened before that committee had been constituted ([accreditation](2026-08-06-search-for-firm-to-host-sensitive-state-data-on-cloud-begins)).

The cloud policy the guidelines implement is itself not held: it carries a cloud-first mandate for the public sector and is cited as anchoring domestic data-centre demand, and the base dates it 2024 in one source and 2025 in another ([policy](2026-07-30-kenya-advances-digital-superhighway-agenda-with-new-legislative-push), [demand](2026-06-23 Africa's Data Centre Boom Where The New Facilities Are Being Built)).",KEN-gov.policy-kenya-cloud-policy-implementation-guideline|KEN-gov.policy-national-cloud-policy
gov.policy--data-interoperability-framework-roadmap,No change,"The [enterprise architecture and interoperability framework](2023-01-01-kenya-gea-gif-interoperability-framework) is the standing roadmap, in its second edition since 2023.","The framework was approved by the ICT Authority as a second edition and is the country's standing instrument for government enterprise architecture and interoperability ([framework](2023-01-01-kenya-gea-gif-interoperability-framework)).

A workshop in November 2025 took it to institutions under the digital economy acceleration project ([workshop](2025-11-07-kenya-gea-interoperability-workshop-kicc)).

A national data governance policy is still in validation ([validation](2026-02-06-kenya-national-data-governance-policy-validation)). The framework predates it, so the architecture standard is in force while the policy that would set the rules for the data moving across it is not.",KEN-gov.policy-gea-gif|KEN-gov.policy-draft-national-data-governance-policy|KEN-dpi.exchange-interoperability-platform-pilot
gov.policy--ai-strategy,Advanced,The [national strategy's roadmap](2026-02-20-real-test-ai-roadmap-nation) is costed at KSh 152bn over five years with no dedicated allocation in the FY2026/27 budget.,"The roadmap was published in February 2026 with an 80 per cent fifth-generation population-coverage target by 2030 ([roadmap](2026-02-20-real-test-ai-roadmap-nation)); the strategy document itself is not held and its publication date is not established ([roadmap](2026-02-20-real-test-ai-roadmap-nation), [costing](2026-03-26-kenya-bets-152bn-ai-hub-standard), [governance politics](2026-07-23-cipesa-politics-of-ai-governance-regulation)).

A 226-page draft policy is out for consultation with a risk-based lifecycle model, effects-based extraterritorial reach, binding worker standards and a disclosure duty, high risk undefined and penalties unstated; it proposes a national council and a safety institute, and a civil-society submission urges institutional independence for the council and mandatory human-rights impact assessments ([draft policy](2026-07-21-kenya-ai-emerging-technologies-policy-draft-fulltext), [submission](2026-08-14-kenya-cipesa-draft-ai-policy-submission), [worker standards](2026-07-28-kenya-sets-standards-for-ai-workers)).

A standing Cabinet committee was established on 30 June 2026 to steer the strategy and coordinate policy across ministries, with no membership, meeting record or output published; it reaches the base through a university analysis rather than a gazette ([Cabinet committee](2026-08-18-cipit-standing-cabinet-committee-ai-kenya)).",KEN-tech.ai-national-ai-strategy-2025-2030|KEN-tech.ai-kenya-ai-and-other-emerging-technologies-pol|KEN-tech.ai-standing-cabinet-committee
gov.policy--data-localisation-policies,No change,No localisation requirement is held; the [2021 general regulations](2022-01-14-kenya-data-protection-general-regulations-2021) and cross-border guidance govern transfers instead.,"The general regulations under the Data Protection Act have been in force since January 2022 and are the operative subsidiary instrument ([regulations](2022-01-14-kenya-data-protection-general-regulations-2021)).

The Data Protection Commissioner issued guidance notes for the public sector in 2025, applying the data-protection principles to public bodies and their processing ([guidance](2025-11-01-kenya-odpc-guidance-public-sector)).

The regime regulates transfers abroad rather than requiring local storage; a sovereign cloud market has grown up beside it commercially rather than by mandate. No instrument requiring state or personal data to be held in country is held.",KEN-gov.protect-dp-general-regulations|KEN-gov.protect-odpc-public-sector-guidance|KEN-gov.protect-cross-border-transfer-guidance
gov.policy--data-governance-policy,Advanced,"A [draft national data governance policy](2026-07-23-kenya-wants-to-monetize-its-data-but-at-what-cost) of May 2026 schedules implementation from July, with the personal and non-personal boundary undefined.","The pricing method is deferred, and the draft text is not held ([draft policy](2026-07-23-kenya-wants-to-monetize-its-data-but-at-what-cost), [monetisation question](2026-06-08 Kenya Wants to Sell Your Data. But It's Complicated)).

It was workshopped with the United States State Department on 10 July 2026 ([workshop](2026-07-10 Kenya and U.S. Discuss Draft Data Governance Policy to Strengthen Digital Economy)).

It remains on the information technology principal secretary's forward list as still to be completed, which is a different position from the implementation start the draft itself schedules.",KEN-gov.policy-draft-national-data-governance-policy
gov.policy--open-data-policy,Advanced,"A [state-run data marketplace](2026-06-07-state-plans-ecitizen-data-sale-nation) is proposed at KSh 396m to build and operate, offering more than 1,000 datasets over five years.","It would be overseen by a proposed national council, with pricing deferred to a later phase and no valuation method stated ([marketplace](2026-06-08 Kenya proposes marketplace for State data), [draft policy](2026-07-23-kenya-wants-to-monetize-its-data-but-at-what-cost)).

The proposal is to sell state data rather than to open it, and it sits inside the same draft policy that leaves the personal and non-personal boundary undefined, which is the question a marketplace would have to answer first.",KEN-data.open-national-data-marketplace
gov.legislate--data-protection-legislation,Advanced,"The [2019 Act](2026-08-04-odpc-draft-guidance-offshore-ai-cross-border-data) is in force, and a court awarded [eleven petitioners KES 900,000 each](2026-08-03-kenya-gra-betting-firms-data-breach-probe) for a sustained compromise of subscriber data.","The regulator is now stretching the Act's cross-border-transfer duties to reach offshore artificial-intelligence processing ([the Act](2026-08-04-odpc-draft-guidance-offshore-ai-cross-border-data), [quality standards](2026-07-22-odpc-quality-standards)).

The judgment of 13 May 2026 found a sustained and systematic compromise; the telco is not named in the account held and the judgment text is not on file ([judgment](2026-08-03-kenya-gra-betting-firms-data-breach-probe)).

On the receiving side, 15 of 224 betting and gaming firms were fully registered as both controller and processor, with 185 unregistered and given 40 days or licence cancellation, and no follow-up is on file after the deadline expired ([registration ultimatum](2026-05-13-kabogo-betting-firms-children-data-nation)).

The gambling regulator has an open investigation into three licensees, with the criminal investigations directorate requesting its entire record back to 2018 — the first move against recipients of leaked subscriber data rather than the leakers ([investigation](2026-08-03-kenya-gra-betting-firms-data-breach-probe)).",KEN-gov.protect-data-protection-act-2019|KEN-gov.protect-constitutional-petition-e095-of-2026|KEN-gov.protect-betting-and-gaming-firms-registered-with-the|KEN-gov.protect-gambling-regulator-investigation-into-three
