title,publisher,author,published,date_precision,places,topics,entities,ingested,url
وزارة الاتصالات تستهدف إتاحة 400 خدمة على منصة مصر الرقمية بحلول 2030,جريدة حابي (Hapi Journal),,2026-09-09,day,EGY,dpi.govtech; dpi.id; dpi.registry; gov.policy; tech.industry,mcit-egypt; itida,2026-09-09,https://hapijournal.com/2026/09/09/%D9%88%D8%B2%D8%A7%D8%B1%D8%A9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AA%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D8%A5%D8%AA%D8%A7%D8%AD%D8%A9-400-%D8%AE%D8%AF%D9%85%D8%A9-%D8%B9%D9%84/
"Egypt Partners With Vodafone, Elsewedy and Cassava on $1bn Data Centre Investment",Tech Africa News,,2026-09-08,day,EGY,infra.store; tech.ai; finance.new,mcit-egypt; vodafone; elsewedy-electric; cassava-technologies; africa-data-centres,2026-09-08,https://techafricanews.com/2026/09/08/egypt-vodafone-elsewedy-cassava-1bn-data-centre/
Egypt Targets $8bn Outsourcing Exports as ICT Sector Records 24.3% Growth,Tech Africa News,,2026-09-08,day,EGY,tech.industry; gov.policy; tech.ai,mcit-egypt; itida; federation-of-egyptian-chambers-of-commerce,2026-09-08,https://techafricanews.com/2026/09/08/egypt-8bn-outsourcing-exports-ict-sector-growth/
EG-IX: Egypt peaks near 1 Tbps on 18 member networks,tech.africa,,2026-09-08,day,EGY,infra.connect,telecom-egypt; eg-ix,2026-09-09,https://tech.africa/eg-ix-cairo-18-members/
'فودافون والسويدي وكاسافا' تؤسسون أكبر مركز بيانات وذكاء اصطناعي في مصر,Maspero — National Media Authority (Egypt),,2026-09-08,day,EGY,infra.store; tech.ai,vodafone; elsewedy-electric; cassava-technologies,2026-09-08,https://www.maspero.eg/economy/2026/09/08/987328/%DA%A4%D9%88%D8%AF%D8%A7%D9%81%D9%88%D9%86-%D9%88%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF%D9%8A-%D9%88%D9%83%D8%A7%D8%B3%D8%A7%D9%81%D8%A7-%D8%AA%D8%A4%D8%B3%D8%B3%D9%88%D9%86-%D8%A3%D9%83%D8%A8%D8%B1-%D9%85%D8%B1%D9%83%D8%B2-%D8%A8%D9%8A%D8%A7%D9%86%D8%A7%D8%AA-%D9%88%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%81%D9%8A-%D9%85%D8%B5%D8%B1
وزير الاتصالات: قطاع الاتصالات حقق أعلى معدل نمو فى تاريخه عند 24.3%,Youm7,,2026-09-07,day,EGY,infra.connect; data.statistics,ministry-of-communications-and-information-technology-egypt,2026-09-08,https://www.youm7.com/story/2026/9/7/%D9%88%D8%B2%D9%8A%D8%B1-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D9%82%D8%B7%D8%A7%D8%B9-%D8%A7%D9%84%D8%A7%D8%AA%D8%B5%D8%A7%D9%84%D8%A7%D8%AA-%D8%AD%D9%82%D9%82-%D8%A3%D8%B9%D9%84%D9%89-%D9%85%D8%B9%D8%AF%D9%84-%D9%86%D9%85%D9%88-%D9%81%D9%89-%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE%D9%87/7538565
معلومات الوزراء: وعي المصريين بالذكاء الاصطناعي يقفز من 22% لـ65% فى 3 سنوات,Youm7,,2026-09-07,day,EGY,tech.ai; data.statistics,information-and-decision-support-center-egypt,2026-09-08,https://www.youm7.com/story/2026/9/7/%D9%85%D8%B9%D9%84%D9%88%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%88%D8%B2%D8%B1%D8%A7%D8%A1-%D9%88%D8%B9%D9%8A-%D8%A7%D9%84%D9%85%D8%B5%D8%B1%D9%8A%D9%8A%D9%86-%D8%A8%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%8A%D9%82%D9%81%D8%B2-%D9%85%D9%86-22-%D9%84%D9%8065/7538408
L'école égyptienne de code 3C Coding School lève 3 millions $ pour son expansion,wearetech.africa,,2026-09-07,day,EGY,finance.new; capacity.training,3c-coding-school,2026-09-08,https://www.wearetech.africa/fr/fils/breves/breves-simple/lecole-egyptienne-de-code-3c-coding-school-leve-3-millions-pour-son-expansion
Home Page,Egyptian Tax Authority,,2026-09-07,day,EGY,dpi.mis; dpi.registry,egyptian-tax-authority; e-tax-egypt; ministry-of-finance-egypt,2026-09-07,https://eta.gov.eg/en/home
Telecom Egypt's 5Pbps Red Sea bypass puts chokepoint resilience back in the spotlight,Capacity,,2026-09-07,day,EGY,infra.connect,telecom-egypt; power-sub-link,2026-09-08,https://capacityglobal.com/news/telecom-egypt-5pbs-red-sea-bypass/
