title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
"Magalie Bemba, une Congolaise qui relie mines, technologies et souveraineté africaine",wearetech.africa,,2026-09-09,day,COD,tech.innovate; gov.discourse,codes-africa; temabe-global,2026-09-09,https://www.wearetech.africa/fr/fils/tech-stars/magalie-bemba-une-congolaise-qui-relie-mines-technologies-et-souverainete-africaine,
Paratus expands East Africa connectivity ahead of ITW Africa,TechTrendsKE,,2026-09-09,day,COD; RWA; UGA; KEN,infra.connect; infra.store,paratus; starlink,2026-09-09,https://techtrendske.co.ke/2026/09/09/paratus-expands-east-africa-connectivity-itw-africa/,
Congo extends state control over mining with bid to lock down geological data,The Citizen,,2026-09-08,day,COD,data.open; gov.legislate,natural-resource-governance-institute,2026-09-08,https://www.thecitizen.co.tz/tanzania/news/africa/congo-extends-state-control-over-mining-with-bid-to-lock-down-geological-data-5587428,
DRC to Roll Out QR Code System to Track Products and Fight Counterfeits,We are Tech (wearetech.africa),,2026-09-07,day,COD,gov.standards; dpi.exchange,office-congolais-de-controle; ministere-du-commerce-exterieur-rdc; videray-technologies,2026-09-07,https://www.wearetech.africa/en/fils-uk/news/tech/drc-to-roll-out-qr-code-system-to-track-products-and-fight-counterfeits,
Inside the System That Was Ready: How Years of Quiet Investment Shaped Africa's Ebola Response,African Society for Laboratory Medicine (ASLM),,2026-09-07,day,XAF; COD,dpi.mis; infra.capacity; gov.regional,aslm; africa-cdc,2026-09-07,https://aslm.org/inside-the-system-that-was-ready-how-years-of-quiet-investment-shaped-africas-ebola-response/,
RDC : alerte sur l'urgence d'élaborer une politique de gestion des données environnementales,Agence Congolaise de Presse (ACP),,2026-09-06,day,COD,gov.policy; data.open; dpi.exchange; capacity.research,academie-congolaise-des-sciences; universite-de-kinshasa,2026-09-07,https://acp.cd/science-sante-environnement/rdc-alerte-sur-lurgence-delaborer-une-politique-de-gestion-des-donnees-environnementales/,
"Tanzania, DRC agree to fast-track SGR link and fibre-optic cable across Lake Tanganyika",Daily News (Tanzania),,2026-09-05,day,TZA; COD,infra.connect; gov.regional,ministry-of-foreign-affairs-tanzania,2026-09-05,https://dailynews.co.tz/tanzania-drc-agree-to-fast-track-sgr-link-and-fibre-optic-cable-across-lake-tanganyika/,
Inatel signe un accord strategique pour le projet de nouvelle ville de Kinshasa,Algerie Eco,,2026-09-04,day,COD; DZA,infra.capacity; dpi.pay; dpi.govtech,inatel,2026-09-04,https://algerie-eco.com/2026/09/04/inatel-signe-un-accord-strategique-pour-le-projet-de-nouvelle-ville-de-kinshasa/,
Le pari de la Banque centrale pour moderniser le syst\u00e8me de paiements,Ouragan,,2026-09-04,day,COD,dpi.pay; include.access,banque-centrale-du-congo,2026-09-04,https://ouragan.cd/2026/09/le-pari-de-la-banque-centrale-pour-moderniser-le-systeme-de-paiements,
"Identification, PDL-145T, décentralisation financière : Nicolas Kazadi répond aux questions du professeur Ngondankoy",Actualite.cd,,2026-09-04,day,COD,dpi.id; gov.discourse,nicolas-kazadi,2026-09-05,https://actualite.cd/2026/09/04/identification-pdl-145t-decentralisation-financiere-nicolas-kazadi-repond-aux-questions,
RDC : plus de 40 millions de Congolais connectés grâce aux infrastructures de Helios Towers,ACTUALITE.CD,,2026-09-04,day,COD,infra.connect; infra.capacity; include.divides,helios-towers; arptc; ministere-ptntic-rdc,2026-09-08,https://actualite.cd/2026/09/04/rdc-plus-de-40-millions-de-congolais-connectes-grace-aux-infrastructures-de-helios,
"Dialogue national en RDC : sans les personnes sourdes, l'inclusion restera un slogan (Tribune)",Actualite.cd,,2026-09-04,day,COD,gov.discourse; include.divides; include.access,presidence-rdc,2026-09-07,https://actualite.cd/2026/09/04/dialogue-national-en-rdc-sans-les-personnes-sourdes-linclusion-restera-un-slogan-tribune,
"RDC : entre ambitions d'IA et deficit d'infrastructures, le defi du numerique a l'ecole",wearetech.africa,,2026-09-03,day,COD,digital.rural; include.divides; dpi.govtech,unesco; world-bank,2026-09-04,https://www.wearetech.africa/fr/fils/actualites/tech/rdc-entre-ambitions-d-ia-et-deficit-d-infrastructures-le-defi-du-numerique-a-l-ecole,
Health officials turn to mobile-phone data to track Ebola spread in Congo,Reuters,,2026-09-03,day,COD,dpi.exchange; dpi.mis; gov.protect,world-health-organization; flowminder; vodacom,2026-09-08,https://www.reuters.com/business/healthcare-pharmaceuticals/health-officials-turn-mobile-phone-data-track-ebola-spread-congo-2026-09-03/,
Kinshasa Kia Mona Plans Digital Equipment Assembly Facility,BANKABLE,,2026-09-03,day,COD,finance.mou; infra.capacity; dpi.pay,csspevk; pgs-africa; inatel; dabyan,2026-09-04,https://bankable.africa/en/digital/0309-3526-kinshasa-kia-mona-plans-digital-equipment-assembly-facility,
