row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
BEN-infra.connect-5g,BEN,infra.connect,Infrastructure,instrument,5G networks,Implemented,2026-04-28,Second operator live 2026-04-28,2024,Advanced,"One 5G operator (MTN, 2024)","Two operators, after Moov Africa Bénin",2026-04-28-techafricanews-moov-africa-benin-5g-launch,,"Moov Africa Bénin became the second 5G operator after MTN, which launched in 2024"
BEN-infra.connect-fibre,BEN,infra.connect,Infrastructure,instrument,National fibre backbone,Implemented,2026-02-09,"More than 3,000 km in service (2026-02)",2026-02,No change,In service,"More than 3,000 km underpinning the service estate",2026-02-09-wearetech-benin-2031-digital-strategy-roadmap,,"more than 3,000 km of fibre underpins the service estate, cited as a foundation of the 2031 strategy"
BEN-infra.store-datacentre,BEN,infra.store,Infrastructure,instrument,National data centre,Implemented,2025-06-26,In operation behind the cyber stack (2025-06),2025-06-26,No change,In operation,"Operating; no capacity, tier or tenancy figure held",2025-06-26-caf-5e-edition-assises-cotonou-cybersecurite,,"operated behind the cyber stack; no capacity, tier or tenancy figure is held"
BEN-infra.cybersec-sovereign-cloud,BEN,infra.store,Infrastructure,instrument,Sovereign cloud and national cyber authority,Planned,2026-04-02,Urged by an expert roadmap to 2033 (2026-04),,Advanced,Did not exist,Recommended only; neither exists,2026-04-02-ale-abdel-farid-securite-nationale-numerique-2033,,urged by an expert roadmap to 2033; neither exists
BEN-dpi.id-afis,BEN,infra.cybersec,Digital public infrastructure,instrument,AFIS fingerprint system wired to the regional police exchange,Implemented,2025-10-02,Inaugurated 2025-09-30,,Advanced,Did not exist,Connected to the ECOWAS SIPAO police data exchange,2025-10-02-afis-empreintes-digitales-sipao-cedeao,,"inaugurated 30 September 2025 and connected to the ECOWAS SIPAO police data exchange, EU-funded and Interpol-implemented"
BEN-infra.cybersec-attack-surface,BEN,infra.cybersec,Infrastructure,measure,Attack surface of the online service estate,,2026-06-25,,,Baseline not held,,"More than 230 services delivered online, about 40 priority structures under oversight (2026-06)",2026-06-25-conference-rssi-cyberresilience|2026-04-02-ale-abdel-farid-securite-nationale-numerique-2033,,"more than 230 services delivered online are framed by the agency as an expanding attack surface with about 40 priority structures under tailored oversight; an expert roadmap to 2033 urges a sovereign cloud, a national cyber authority, a universal digital identity and AI-based intelligence fusion"
BEN-infra.cybersec-strategy,BEN,infra.cybersec,Infrastructure,instrument,National digital-security stack,Implemented,2025-06-26,"CSIRT, PKI, forensic laboratory and critical-infrastructure policy in place",2020,No change,In place (2020),"Coordinated through ASIN and the CNIN, under the Malabo and Budapest conventions",2025-06-26-caf-5e-edition-assises-cotonou-cybersecurite,,"a national digital-security strategy since 2020 with a national CSIRT, a national PKI, a forensic-analysis laboratory and a critical-infrastructure protection policy, coordinated through ASIN and the CNIN, with commitments under the Malabo and Budapest conventions"
BEN-infra.cybersec-ransomware-detections,BEN,infra.cybersec,Infrastructure,measure,Ransomware threats detected,,2026-08-18,,,Baseline not held,Baseline not held,"631 ransomware threats detected in Benin in 2024, on a security vendor's telemetry cited by Interpol",2026-08-18-lanation-benin-cybermenaces-francois-amour-bakpe-interview,,"a detection count from one vendor's installed base, reported through Interpol's 2025 Africa assessment and repeated in a national newspaper interview, so the denominator - how much of Benin's estate that vendor sees - is unpublished and the figure cannot be read as national exposure. Two years old at the point of its citation, and the base holds no incident, ransom-payment or recovery figure against it"
BEN-dpi.exchange-bic-uemoa,BEN,dpi.exchange,Digital public infrastructure,instrument,BIC-UEMOA credit information bureau,Implemented,2026-08-13,First Cotonou data forum held 2026-07-23,,Baseline not held,Not held,"Operating across all eight UEMOA states with 321 data providers, about 48 million contracts and more than 20 million active borrowers; at its first Cotonou data forum on 23 July 2026 the finance ministry framed data quality as the route to cutting credit-approval turnaround to 48 hours",2026-08-13-benin-bic-uemoa-credit-data-quality,,"the figures are the bureau operator's own and are union-wide, not Benin-specific; no Benin coverage, dispute or data-protection statement is held"
BEN-dpi.govtech-customs,BEN,dpi.exchange,Digital public infrastructure,instrument,Customs system migration,Implemented,2025-02-13,44 of 49 offices migrated (2025-02),2025-02-13,No change,Migrated (2025-02),"44 of 49 offices, with more than 30bn CFA collected",2025-02-13-itweb-webb-fontaine-benin-customs-digitisation,,"44 of 49 customs offices migrated off the previous platform, with more than 30bn CFA collected"
BEN-dpi.govtech-waybill,BEN,dpi.exchange,Digital public infrastructure,instrument,Electronic international waybill,Implemented,2026-05-22,"Launched 2026-05-22, mandatory after three months",,Advanced,Did not exist,Live at the Port of Cotonou,2026-05-22-lettre-voiture-internationale-electronique-port,,"launched at the Port of Cotonou, mandatory after a three-month transition"
BEN-infra.store-securoute,BEN,dpi.exchange,Infrastructure,instrument,SECUROUTE road-enforcement data platform,In development,2026-01-27,In build from 2026-01-27,,Advanced,Did not exist,Being extended for full interoperability with the national exchange,"2026-01-27 Cybastion Advances Digital Government Solutions, Supports Benin's SECUROUTE Infrastructure Upgrade",,"centralises and secures traffic and road-enforcement data across police, transport and road-safety agencies, being extended for full interoperability with the national exchange"
BEN-dpi.exchange-uxp,BEN,dpi.exchange,Digital public infrastructure,instrument,Xroad-BJ national data exchange,Implemented,2026-07-11,32.7m requests in 30 days (2026-07),2020-03-18,"Advanced, in traffic",Operating (2025-08),"73 members, 176 information systems, 512 services; 138.17m requests cumulatively",2026-07-11 UXP Directory|2020-03-18-benin-cadre-interoperabilite-xroad-bj,,"instituted by décret 2020-209 and running on an X-Road-lineage platform; 138,174,337 total requests with 32.7m in the last 30 days, 73 members, 176 information systems and 512 services, the heaviest providers being land transport, identity and tax"
BEN-dpi.id-wallet,BEN,dpi.id,Digital public infrastructure,instrument,Citizen mobile wallet,Planned,2025-06-18,Planned for end-2026,2025-06-18,No change,Planned (2025-06),Still planned; no build reported,2025-06-18 Benin envisages mobile wallet launch in inclusive national digital ID push,,"planned by end-2026, against a target of legal identity for every citizen by 2028"
BEN-dpi.id-epass,BEN,dpi.id,Digital public infrastructure,instrument,Diaspora biometric passport renewal platform,Implemented,2025-12-18,Live 2025-10-24,,Advanced,Did not exist,"Available in more than 80 countries, renewals reported at about 15 minutes",2025-10-24 Benin unveils platform to ease biometric passport applications for diaspora citizens|2025-12-18 Seamfix revealed as developer of Benin's biometric passport renewal app,,"available in more than 80 countries with renewals reported at about 15 minutes, built by an external vendor on the national exchange and tied to national identity and immigration systems"
BEN-dpi.id-foundational,BEN,dpi.id,Digital public infrastructure,instrument,Foundational biometric identity,Implemented,2026-05-20,7.7m identification numbers issued (2026-05),2017,"Advanced, in issuance rather than in coverage",Biometric enrolment near-complete (2025-08),98-99% biometric enrolment; 7.7m numbers and 6.1m certificates issued free,2026-05-20 Transforming lives in Benin a unique identification system|2024-06-27 WURI digital ID project improving access to public services in Benin|2025-11-01 Identification System in Benin Increasing Access to Services,,"the 2017 Identification Law created the agency and a unique personal identifier reaching about 10m in six months; the World Bank-supported programme added 2.2m more, lifting biometric enrolment to about 98-99%, with 7.7m personal identification numbers issued through the free lifelong card and 6.1m certificates issued free"
BEN-dpi.pay-tolls,BEN,dpi.pay,Digital public infrastructure,instrument,Cashless motorway tolls,Implemented,2026-03-19,Live 2026-03-19,,Advanced,Did not exist,Cashless tolling live,2026-03-19-siratpay-paiement-numerique-peages,,
BEN-dpi.pay-mobile-money,BEN,dpi.pay,Digital public infrastructure,instrument,Mobile money,Implemented,2026-05-19,88.09% penetration on 11.65m active accounts (2025-12),2024,"Advanced, in accounts; concentration unchanged",Operating (2024),11.65m active accounts; one operator holds about 51% of accounts and 83% of revenue,2026-05-19-arcep-benin-essor-usages-numeriques|2026-03-17-uemoa-248-millions-comptes-momo,,"88.09% penetration on 11.65m active accounts at end-2025, one operator holding about 51% of accounts and about 83% of revenue, against 248.7m electronic-money accounts across the union in 2024"
BEN-dpi.pay-ecfa,BEN,dpi.pay,Digital public infrastructure,instrument,Regional central bank digital currency,Piloting,2026-04-29,e-CFA in pilot (2026-04),,Baseline not held,,The regional e-CFA in pilot,2026-04-29-crypto-actifs-debat-opportunites-risques,,"the regional e-CFA is in pilot, alongside a domestic debate on crypto-asset opportunity and risk"
BEN-dpi.pay-pi-spi,BEN,dpi.pay,Digital public infrastructure,instrument,Regional instant payment rail,Implemented,2025-10-07,Banks and mobile money 100% interconnected (2026-05),2025-09-30,Advanced,Rail launched across all eight member states (2025-09-30),Fully interconnected and free domestically,2025-10-07-lancement-pi-spi-uemoa,,the regional rail launched 30 September 2025 across all eight member states and free domestically; banks and mobile money were 100% interconnected by May 2026
BEN-dpi.registry-birth,BEN,dpi.registry,Digital public infrastructure,instrument,Birth registration,In development,2026-07-16,"Single-window pilot at 10 maternities, 76.56%",2026-02-26,"Advanced, in the pilot but not in generalisation",About 22% of births registered nationally,Pilot at 76.56%; generalisation slipped 3 to 4 months into consolidation,2026-07-16-adjinacou-maternite-identite-legale|2026-02-26-guichet-unique-naissances-bilan-six-mois,,"behind near-universal biometric coverage sits a weak civil-registration leg — about 2.5m births declared between 2021 and 2025 against under 1m actually registered, because parents had to make a second trip; a single-window pilot at 10 maternities lifted registration to 76.56% against about 22% nationally in 2025, and generalisation slipped 3 to 4 months into a consolidation phase"
