indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Movement,"A 2031 digital strategy [opened drafting in February 2026](2026-02-09-wearetech-benin-2031-digital-strategy-roadmap), beside [a 2060 vision](2026-02-12-vision-benin-2060-volet-numerique) and [a presidential programme to 2033](2026-03-21-benin-programme-wadagni-talata-2026-2033); the portfolio then changed hands.","2026-02-05 — [drafting of a digital strategy to 2031 opened with external facilitation, building on more than 3,000 km of fibre, the population register and more than 250 digital services](2026-02-09-wearetech-benin-2031-digital-strategy-roadmap), [set out as a strategic vision the same month](2026-02-15 Digital - Benin outlines its strategic vision for 2031). [A digital pillar of a 2060 vision was published in February](2026-02-12-vision-benin-2060-volet-numerique).

2026-03-21 — [the presidential programme for 2026 to 2033 commits to a data-localisation law, national supercomputers and a state platform monetising locally produced data, and counts a government artificial-intelligence super app among existing foundations](2026-03-21-benin-programme-wadagni-talata-2026-2033), [framed as a technology hub](2026-03-24-wadagni-talata-hub-technologique). No budget, sequencing or implementing agency is stated for any of it, and nothing held establishes that the super app exists.

2026-05-27 — [the portfolio changed hands and the ministry was renamed for digital transformation and innovation with an explicit artificial-intelligence strategy mandate](2026-05-27-passation-ministere-digitalisation-akplogan), [created by decree](2026-05-26-ben-mtdi-creation-ministere-transformation-digitale) after [the April poll returned a new government](2026-06-01-techreviewafrica-benin-appoints-akplogan-digital-minister). The same decree moved the budget programme codes, so any ministry-keyed budget series breaks at that date.",BEN-gov.policy-strategy-2031|BEN-gov.policy-vision-2060|BEN-gov.policy-programme-2033|BEN-gov.policy-machinery
gov.policy--data-interoperability-framework-roadmap,Movement,"A national digital public infrastructure roadmap [was drafted in July 2026 on a once-only principle](2026-07-31-benin-dpi-roadmap), and [architecture referentials went to consultation](2026-07-01-pasi-pdaie-architecture-systemes-etat).","2026-07-31 — [a national roadmap was drafted with two external institutes to link fragmented government systems around a once-only principle, the state ceasing to ask citizens for documents it issued itself, with the agency framing the hard part as governance and coherence across infrastructure already built](2026-07-31-benin-dpi-roadmap), [first reported a fortnight earlier](2026-07-17-benin-dpi-roadmap).

2026-07-01 — [architecture and application-integration referentials were opened to consultation, to end siloed platform-building](2026-07-01-pasi-pdaie-architecture-systemes-etat). Neither existed before.

Both are governance instruments over an exchange that has run since 2020 and is carrying tens of millions of requests a month, reported under data exchange. The sequencing is the notable part: the platform came first and the doctrine for using it is being written six years later.",BEN-dpi.exchange-dpi-roadmap|BEN-dpi.exchange-pasi-pdaie
gov.policy--ai-strategy,No change,"The 2023 to 2027 national artificial-intelligence and big-data strategy [remains in force](2025-06-30-techafricanews-benin-fon-voice-ai-lab), with a fresh strategy mandate given to the renamed ministry.","[The 2023-2027 national artificial-intelligence and big-data strategy is in force](2025-06-30-techafricanews-benin-fon-voice-ai-lab) and was in force at the start of the window; the country rose from 145th globally to the sub-Saharan top five on an artificial-intelligence readiness index in three years.

Nothing in the twelve months to 2026-08-26 amends, replaces or reports against it. What did change is around it: [the ministry renamed in May 2026 carries an explicit mandate for a national artificial-intelligence strategy](2026-05-26-ben-mtdi-creation-ministere-transformation-digitale), which implies a successor instrument that has not appeared, and the presidential programme's supercomputer and data-monetisation commitments sit outside the existing strategy's scope.",BEN-tech.ai-sniam
gov.policy--data-localisation-policies,Movement,"A data-localisation law [is committed in the presidential programme](2026-03-21-benin-programme-wadagni-talata-2026-2033), with no draft, scope or timetable on file.","2026-03-21 — [the presidential programme for 2026 to 2033 commits to a data-localisation law](2026-03-21-benin-programme-wadagni-talata-2026-2033). None existed before it and no draft, scope or timetable has followed in the five months since.

The commitment sits beside two live positions it would bear on. The generative-artificial-intelligence regime reported under government use already forbids transfer of administration data to extraterritorial jurisdictions by contract, and concedes that contract does not close the risk. And the national data centre reported under storage has no published capacity, so what a localisation duty would be satisfied against is not established.",BEN-gov.legislate-data-localisation
gov.legislate--legislation-covering-digital-id,Movement,"The 2017 identification law [is the statutory base for the identifier and the agency](2017-06-19-loi-2017-08-identification-personnes-physiques), extended in June 2025 [to foreigners and Afro-descendants](2025-06-23-article-6-loi-identification-retouche).","[The 2017 law is the statutory base for the identification of natural persons, creating the identification agency and the unique personal identifier](2017-06-19-loi-2017-08-identification-personnes-physiques). It is held as the text layer of a scan, so quotation from it is unsafe.

2025-06-23 — [law 2025-12 creates a residents file with distinct foreigner and Afro-descendant identifiers, for migration control and civic inclusion](2025-06-23-article-6-loi-identification-retouche). Nothing of the kind existed before it, and it is the only amendment to the identity statute in the window.

The instrument the estate still lacks is a rule on what may be asked of the register: the data protection authority's intervention on the electoral roll, reported under data protection, was a regulator settling by decision a question no statute answers.

The framework statute’s reach into the workplace was set out in September 2026: on a newspaper’s reading of [article 379 of the Code du numérique](2026-09-05-lanation-benin-whatsapp-employeur-donnees-personnelles), a company phone, a company-issued number or a work messaging group does not by itself entitle an employer to read the messages on it. It is a reading, not a regulator decision or a judgment.",BEN-gov.legislate-identification-law-2017|BEN-dpi.id-foreigners-law|BEN-gov.legislate-code-du-numerique
gov.legislate--legislation-enabling-data-interoperability,No change,"The exchange's founding decree of March 2020 [is in force and now on file](2020-03-18-benin-decret-2020-209-plateforme-interoperabilite-xroad-bj), acquired as a signed scan rather than a gazette copy.","[The decree instituting the national exchange was signed on 18 March 2020 and remains in force](2020-03-18-benin-decret-2020-209-plateforme-interoperabilite-xroad-bj). What moved in the window is custody rather than law: the base acquired the signed decree in August 2026 from the operator's own media host. It is not a gazette copy, and the file is a page-image scan with no text layer, so its articles cannot be quoted.

No amendment, implementing decree or successor statute appears. The instruments that have moved are administrative — the access conditions and the architecture referentials reported elsewhere — which is how a six-year-old decree comes to govern an exchange carrying 32.7m requests a month.",BEN-dpi.exchange-decree-text
gov.legislate--ai-legislation-regulations,No change,A four-country comparative study [found no artificial-intelligence-specific legislation in force or in draft](2026-08-10-grain-west-africa-ai-governance-comparative-study); the 2023 to 2027 strategy carries the field.,"2026-08-10 — [a four-country comparative study of West African artificial-intelligence governance found no artificial-intelligence-specific instrument in force or in draft in Benin](2026-08-10-grain-west-africa-ai-governance-comparative-study), and rates a neighbour's strategy the most advanced of the four on inclusion and data governance. That is a searched absence rather than an unexamined one.

What carries the field instead is soft law: the national strategy, the data protection authority's artificial-intelligence policy and the generative-tool regime for public agents, all reported elsewhere in this report. Each binds a part of the state and none binds a private deployer, which is the gap a statute would close.",BEN-tech.ai-dedicated-ai-legislation
gov.legislate--e-commerce-legislation,"No change, a standing statute the base holds for the first time","[Loi 2017-20, the Code du numerique, has been in force since 20 April 2018](2018-04-20-loi-2017-20-code-du-numerique) as the sector's framework statute.","[The Code du numerique was adopted by the National Assembly on 13 June 2017, brought into conformity with the Constitution after two Constitutional Court decisions, and promulgated on 20 April 2018; it has since been amended by Loi 2020-35](2018-04-20-loi-2017-20-code-du-numerique). [The earlier Code de l'information et de la communication, Loi 2015-07 of 20 March 2015, remains alongside it](2015-03-20-loi-2015-07-code-information-communication).

The code is the authority every subsequent instrument on this ledger cites: the state information systems security policy, the non-terrestrial networks regime and the interoperability framework are all made under it. What the base does not hold is any account of its enforcement.",BEN-gov.legislate-code-du-numerique|BEN-gov.legislate-code-information-communication
gov.legislate--statistics-legislation,"No change, a standing statute the base holds for the first time",[Loi 2022-07 of 27 June 2022 organises and regulates statistical activity](2022-06-27-loi-2022-07-statistique).,"[Loi 2022-07, adopted on 2 June 2022 and promulgated on 27 June, organises and regulates statistical activity in Benin](2022-06-27-loi-2022-07-statistique), replacing the earlier regime under which the [third national statistical development strategy was drawn up](2020-04-22-instad-bj-snds-3).

No implementing decree, statistical council minute or compliance report under the new statute is held.",BEN-data.statistics-loi-2022-07
gov.protect--data-protection-authority,"Movement, in caseload","The authority [examined 907 files and sanctioned 14 cases in 2025](2026-06-25-apdp-bilan-2025-conformite), and [required extraneous fields stripped from the electoral roll before publication](2026-05-16 World Bank, African DPAs outline formula for trusted digital identity, DPI).","2026-06-25 — the 2025 report [records 907 files examined with 87.4% validated, 782 contentious, 64 control missions, 75 conformity certificates, 37 data-protection officers and 14 sanctioned cases](2026-06-25-apdp-bilan-2025-conformite). The authority flags its own gaps as the absence of algorithmic-audit tooling and of budget, and it [was created by the digital code](2025-05-05-benin-loi-protection-donnees-2021).

2026-05-16 — it [required extraneous fields to be stripped from the electoral roll before publication](2026-05-16 World Bank, African DPAs outline formula for trusted digital identity, DPI), resolving a transparency-against-privacy question by regulatory decision rather than by legislation.

Its statutory reporting is the weak point. [One activity report covering 2015 to 2020 was published under the digital code](2020-12-01-apdp-rapport-activites-2015-2020) and nothing later is held, so a duty that is statutory has produced one document in a decade — against an annual compliance report that does exist.",BEN-gov.protect-apdp|BEN-gov.protect-electoral-enforcement|BEN-gov.protect-authority-activity-reporting
