title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Fiscalía y Comisión Anticorrupción pactan coordinación permanente para luchar contra la corrupción en Guinea Ecuatorial,Revista Real Equatorial Guinea,,2026-09-04,day,GNQ,dpi.exchange; gov.policy,fiscalia-general-guinea-ecuatorial; comision-nacional-anticorrupcion-guinea-ecuatorial,2026-09-07,https://realequatorialguinea.com/sociedad/fiscalia-y-comision-anticorrupcion-pactan-coordinacion-permanente-para-luchar-contra-la-corrupcion-en-guinea-ecuatorial/
INEGE inicia una gira por los servicios estadísticos de los ministerios para consolidar el Sistema Estadístico Nacional,Revista Real Equatorial Guinea,,2026-09-03,day,GNQ,data.statistics; gov.standards,inege-gnq; consejo-nacional-de-estadistica-gnq,2026-09-07,https://realequatorialguinea.com/inege/inege-inicia-una-gira-por-los-servicios-estadisticos-de-los-ministerios-para-consolidar-el-sistema-estadistico-nacional/
Equatorial Guinea | Rights Mapping and Analysis Platform,"United Nations High Commissioner for Refugees (UNHCR), Rights Mapping and Analysis Platform",,2026-09-02,day,GNQ,include.access; gov.policy,unhcr,2026-09-04,https://rimap.unhcr.org/countries/equatorial-guinea
El Ministerio de Telecomunicaciones acelera la transformación digital con el respaldo del Grupo Banco Mundial,Oficina de Información y Prensa de Guinea Ecuatorial,,2026-09-02,day,GNQ,gov.policy; infra.connect,world-bank; ministerio-de-transportes-telecomunicaciones-y-aviacion-civil-guinea-ecuatorial; ortel-gnq; gitge-gnq; cniapge-gnq,2026-09-04,https://www.guineaecuatorialpress.com/noticias/el_ministerio_de_telecomunicaciones_acelera_la_transformacion_digital_con_el_respaldo_del_grupo_banco_mundial
Guinea Ecuatorial - Asociaciones Internacionales - Comisión Europea,"Comisión Europea, Dirección General de Asociaciones Internacionales (DG INTPA)",,2026-09-02,day,GNQ,geopol.eu; gov.policy,european-commission,2026-09-04,https://international-partnerships.ec.europa.eu/countries/equatorial-guinea_es
Starlink Is Live in Equatorial Guinea,Space in Africa,,2026-08-31,day,GNQ,infra.connect,starlink; spacex; gitge,2026-08-31,https://spaceinafrica.com/2026/08/31/starlink-is-live-in-equatorial-guinea/
Diez jóvenes de Guinea Ecuatorial viajarán a China con el programa «Semillas para el Futuro» de Huawei,Guinea Ecuatorial Press,,2026-08-30,day,GNQ,capacity.training; gov.policy; geopol.china,huawei; ministerio-de-transportes-telecomunicaciones-y-aviacion-civil-guinea-ecuatorial; insttic-guinea-ecuatorial; universidad-afroamericana-de-africa-central,2026-09-01,https://www.guineaecuatorialpress.com/noticias/diez_jovenes_de_guinea_ecuatorial_viajaran_a_china_con_el_programa_%3Fsemillas_para_el_futuro%3F_de_huawei
Elon Musk confirma que el internet satelital de Starlink ya está disponible en Guinea Ecuatorial,Revista Real Equatorial Guinea,,2026-08-29,day,GNQ,infra.connect; geopol.usa,starlink,2026-08-30,https://realequatorialguinea.com/destacado/mundo/elon-musk-confirma-que-el-internet-satelital-de-starlink-ya-esta-disponible-en-guinea-ecuatorial/
Gobierno refuerza el control aduanero y agiliza reformas económicas,lagdeguinea.com,,2026-08-28,day,GNQ,dpi.govtech; gov.policy,office-of-the-prime-minister-equatorial-guinea; ministry-of-finance-equatorial-guinea; ministry-of-commerce-equatorial-guinea; ventanilla-unica-empresarial-equatorial-guinea,2026-09-01,https://lagdeguinea.com/gobierno-refuerza-el-control-aduanero-y-agiliza-reformas-economicas/
Coopération Sud-Sud : la Guinée équatoriale s'inspire de l'expérience burundaise du recensement numérique,UNFPA Burundi,,2026-08-28,day,BDI; GNQ,data.statistics; gov.regional,insbu-burundi; inege-gnq; unfpa; fao,2026-09-01,https://burundi.unfpa.org/fr/news/coop%C3%A9ration-sud-sud-la-guin%C3%A9e-%C3%A9quatoriale-sinspire-de-lexp%C3%A9rience-burundaise-du-recensement
El Consejo Nacional de Estadística analiza los avances de las principales operaciones estadísticas del país,Guinea Ecuatorial,,2026-08-27,day,GNQ,data.statistics; gov.policy,consejo-nacional-de-estadistica-gnq; inege-gnq; ministry-of-finance-equatorial-guinea,2026-09-01,https://www.guineaecuatorialpress.com/noticias/el_consejo_nacional_de_estadistica_analiza_los_avances_de_las_principales_operaciones_estadisticas_del_pais
"El gobierno lanza el proyecto \""SIGF\"" para modernizar la administración pública",La Gaceta de Guinea Ecuatorial,,2026-08-26,day,GNQ,dpi.govtech; gov.policy,guinea-ecuatorial-secretaria-general-del-gobierno; sigf-guinea-ecuatorial; guinea-ecuatorial-ministerio-de-hacienda,2026-08-27,https://lagdeguinea.com/el-gobierno-lanza-el-proyecto-sigf-para-modernizar-la-administracion-publica/
El Comité Técnico Multisectorial del Seguro Médico Universal presenta las Cuentas Nacionales de Salud 2021-2023,Oficina de Información y Prensa de Guinea Ecuatorial,,2026-08-26,day,GNQ,data.statistics; gov.policy; include.access,office-of-the-prime-minister-equatorial-guinea; seguro-medico-universal-equatorial-guinea; world-health-organization,2026-09-01,https://www.guineaecuatorialpress.com/noticias/el_comite_tecnico_multisectorial_del_seguro_medico_universal_presenta_las_cuentas_nacionales_de_salud_2021-2023
El Gobierno afianza la disciplina fiscal y la transparencia en el quinto Consejo Interministerial del 2026,AHORAEG,,2026-08-25,day,GNQ,data.statistics; gov.policy,ministry-of-finance-equatorial-guinea,2026-08-29,https://ahoraeg.com/politica/2026/08/25/el-gobierno-afianza-la-disciplina-fiscal-y-la-transparencia-en-el-quinto-consejo-interministerial-del-2026/
Guinea Ecuatorial exige a StarTimes cumplir con el envío del material pendiente para digitalizar RTVGE,Página Oficial del Gobierno de la República de Guinea Ecuatorial,,2026-08-24,day,GNQ,infra.capacity; finance.mou,startimes; rtvge,2026-08-27,https://www.guineaecuatorialpress.com/noticias/guinea_ecuatorial_exige_a_startimes_cumplir_con_el_envio_del_material_pendiente_para_digitalizar_rtvge
Investigan el destino de más de 425 millones de francos CFA para equipar la sala de informática de la UNGE en Bata,Revista Real Equatorial Guinea,,2026-08-22,day,GNQ,finance.new; gov.discourse; include.access,unge-gnq; obimenguere-comunicaciones; gendarmeria-nacional-gnq,2026-08-27,https://realequatorialguinea.com/sociedad/investigan-el-destino-de-mas-de-425-millones-de-francos-cfa-para-equipar-la-sala-de-informatica-de-la-unge-en-bata/
