row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
NAM-gov.policy-artificial-intelligence-legislation,NAM,gov.policy,Governance,instrument,Artificial-intelligence legislation,Planned,2026-08-05,"Sequenced behind the strategy, per the ICT minister",,Baseline not held,,Announced as following the strategy; nothing drafted or tabled,2026-08-05-namibia-deloitte-ai-strategy-framework|2026-08-05-namibia-deloitte-ai-strategy,,The research council's own authors recorded no artificial-intelligence governance framework in place at 2026-02-16
NAM-gov.policy-artificial-intelligence-strategy,NAM,gov.policy,Governance,instrument,National artificial-intelligence strategy,In development,2026-08-05,Consultations reported begun under the research council 2026-08-05,,Baseline not held,,"Under development through the research council's working group and its technical advisory committees, with consultations begun; no draft published, and the ministry states the strategy is sequenced ahead of legislation",2026-02-16-namibia-building-ai-readiness-coordination-collaboration-isc|2026-08-05-namibia-deloitte-ai-strategy-framework|2026-08-05-namibia-deloitte-ai-strategy,,An earlier report that a consultancy was engaged to lead the framework was resolved against on 2026-08-05
NAM-gov.legislate-corporate-laws-bill-2025,NAM,gov.legislate,Governance,instrument,Corporate Laws Bill 2025,In development,2025-10-07,Draft 3 out for comment by stakeholders and the general public,,Advanced,Did not exist,"At Draft 3 and out for public comment: it consolidates and re-enacts the Companies Act with the business and intellectual property authority as registrar, and clause 114 would require every company, and every external company establishing a place of business in Namibia, to keep in Namibia a register of beneficial owners recording each owner's name, date of birth, identity-document number and residential, business, email and postal addresses; company process is routed through the Electronic Transactions Act",2025-10-07-bipa-corporate-laws-bill-2025-draft-3,,"The draft carries no date on its face and is dated from the file's own timestamp, so this dates the draft and not a tabling or a gazette"
NAM-gov.legislate-cybercrime-bill,NAM,gov.legislate,Governance,instrument,Cybercrime Bill,In development,2026-07-14,"Named by the ICT minister as being finalised, 2026-07-14",,"Advanced, marginal","No bill named on the record; enforcement relying on the electronic transactions statute, the communications statute and the penal code",Named by the minister as being finalised alongside the data protection bill; no draft published and no tabling date given,2026-07-14-namibia-pushes-cyber-security-reforms-itweb|2025-11-21-namibia-cabinet-approves-cyber-crime-proposals-itweb,,The base first names this bill on 2026-07-14
NAM-gov.legislate-data-protection-bill,NAM,gov.legislate,Governance,instrument,Data Protection Bill,In development,2026-08-04,Still in finalisation; not tabled,,Stalled,"A tabling announced for September 2025, about twelve years after drafting began",Not tabled and not enacted; no data-protection statute in force at 2026-08-06,2025-08-14-govt-to-introduce-data-protection-bill-september-namibian|2025-08-17-data-protection-bill-returns-to-parliament-namibiansun|2026-07-14-namibia-pushes-cyber-security-reforms-itweb|2026-08-04-namibia-mp-data-control-concerns-china-smart-city-grant,,The drafting start of about 2013 is inferred from the twelve years reported on 2025-08-17
NAM-gov.legislate-data-protection-bill-latest-draft,NAM,gov.legislate,Governance,instrument,"Data Protection Bill, latest published draft",In development,2022-03-01,"Published for comment by the ministry, March 2022",2022-03,No change,"The March 2022 revised draft, 59 pages and eight Parts, the last version published for comment","The March 2022 revised draft remains the last version published for comment, with the supervisory authority at its Part 2; the draft's stated objects are establishing a Data Protection Supervisory Authority with its own powers and duties, obligations on data controllers and processors, rights for data subjects, and codes of conduct; the 2020 version is held alongside it, and no later text and no tabling record has been published",2020-01-01-namibia-draft-data-protection-bill-2020-version|2022-03-01-namibia-draft-data-protection-bill-revised-version-mict,,The March 2022 draft is now held directly rather than known only through the 2020 draft's comparative account
NAM-gov.legislate-electronic-transactions-act-2019,NAM,gov.legislate,Governance,instrument,Electronic Transactions Act 2019,Implemented,2026-07-14,In force from March 2021,2021-03,No change,"In force; covers electronic signatures, consumer protection and contracts but not cross-border data flow, data localisation or personal data protection","Unchanged; still the interim instrument law enforcement relies on for cybercrime, with the communications statute and the penal code",2023-01-01 Digital Trade Regulatory Integration - Namibia Country Profile|2026-07-14-namibia-pushes-cyber-security-reforms-itweb,,"The regulatory profile is a reference study, cited and not absorbed"
NAM-gov.protect-data-subject-rights-provisions-data,NAM,gov.protect,Governance,instrument,Data-subject rights provisions of the Data Protection Bill,"Discontinued, removed in the 2022 redraft",2025-08-17,"Part III, sections 8 to 14, present in the 2020 draft and absent from the March 2022 revised draft",2022-03,No change,Recorded as removed on a research institute's account; neither draft held,"Established from the drafts themselves: the 2020 version carries Part III, ""Rights of the Data Subject"", sections 8 to 14, together with Part VII on recourse to the judicial authority and Part VIII on offences and penalties, none of which appears in the 59-page, eight-Part version the ministry published for comment in March 2022, where access and correction survive only as controller obligations at sections 31 and 32",2025-08-17-data-protection-bill-returns-to-parliament-namibiansun|2020-01-01-namibia-draft-data-protection-bill-2020-version,,The 2020 draft carries no date on its face and is identified by structural match
NAM-gov.protect-gazette-notice-withdrawing-existing-identity,NAM,gov.protect,Governance,instrument,Gazette notice withdrawing existing identity documents,Planned,2026-07-25,Provided for; not issued at 2026-08-06,,Advanced,Did not exist,"Named by the home affairs ministry as the instrument that will end the validity of pre-independence cards, older identity documents and current machine-readable cards; not issued",2026-07-25-namibia-electronic-id-rollout-september-2026,,"Until it issues, the September 2026 rollout is additive"
NAM-gov.protect-smart-city-grant-agreement-annexures,NAM,gov.protect,Governance,instrument,Smart-city grant agreement and annexures,Not held,,,,,,,,,
