indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"A [national digital public infrastructure strategy](2026-03-11-dpi-strategy-launch-newtimes) was launched at a first national infrastructure day in March 2026, and the strategy document itself is not held.","The launch was at the country's first national digital public infrastructure day in March 2026, framed as laying groundwork for artificial intelligence and inclusive growth ([strategy](2026-03-11-dpi-strategy-launch-newtimes), [launch](2026-03-20 Rwanda Launches Digital Public Infrastructure Strategy to Lay Groundwork for AI and Inclusive Growth)).

The document is not held, so its sequencing, targets and financing cannot be checked against the identity, payments and data-sharing components that are separately recorded here.",RWA-dpi.exchange-national-digital-public-infrastructure-strat
gov.policy--ict-strategy,No change,"An [ICT sector strategic plan](2025-01-01-minict-rwanda-ict-sector-strategic-plan-2024-2029) covering 2024/25 to 2028/29 replaced the 2018 to 2024 plan, and only a front-matter extract is held.","The plan is the standing sector instrument and the base holds a front-matter extract rather than the body, so the artefact is the record and its targets cannot be quoted against outturn ([plan](2025-01-01-minict-rwanda-ict-sector-strategic-plan-2024-2029)).

It is also what dates the data centre and cloud directives, which carry no date of their own. A strategy whose text the base cannot read is a limit on every judgement in this report about whether delivery is on plan.",RWA-gov.policy-ict-sector-strategic-plan
gov.policy--broadband-strategy,Advanced,"The [national broadband policy](2025-10-22-digital-penetration-masterclass-telecomreview) was revised in 2022, abandoning the single-wholesale-network model, and a [phased legacy-network retirement plan](2026-07-30-rwanda-3g-sunset-2027) now dates the third-generation sunset to June 2027.","The revision abandoned the single-wholesale-network model the country had been known for ([policy](2025-10-22-digital-penetration-masterclass-telecomreview)).

Government approved a phased retirement plan for the older networks; in March 2026 the ministry had opened talks with device importers with no firm timeline, and the plan is what replaced that ([plan](2026-07-30-rwanda-3g-sunset-2027), [sunset](2026-07-28-rwanda-minict-3g-2g-network-sunset)).

The third-generation switch-off is dated 30 June 2027 by the ministry, and the stated rationale is operator cost and spectrum rather than consumer benefit ([third generation](2026-07-29-rwanda-june-2027-deadline-retire-3g), [phase-out](2026-03-30 Rwanda Moves to Phase Out 2G and 3G Devices in Digital Transition Push)). December 2028 is a working target for the second-generation switch-off, and a commissioned study puts more than two million people still on the older network in 2030 absent a planned transition ([second generation](2026-07-30-rwanda-3g-sunset-2027)).",RWA-infra.connect-national-broadband-policy|RWA-gov.policy-legacy-network-retirement-plan|RWA-infra.connect-third-generation-network-switch-off|RWA-infra.connect-second-generation-network-switch-off
gov.policy--data-storage-cloud-strategy,Advanced,Hosting has rested on [2012 ministerial instructions](2012-03-12-rwanda-ict-procurement-ministerial-instructions-2012) requiring critical systems at the national data centre; a [shared data hub](2025-11-21-risa-shared-government-data-hub-early-market-engagement-2025) would add cloud alongside it.,"The founding instruction of March 2012 requires public institutions to host critical systems at the national data centre, and is still cited by the current implementation guidelines ([instructions](2012-03-12-rwanda-ict-procurement-ministerial-instructions-2012)).

Early market engagement in November 2025 specified a hybrid model for a shared government data hub: an on-premise national data centre core with cloud components for scalable and graphics-processing workloads ([minutes](2025-11-21-risa-shared-government-data-hub-early-market-engagement-2025)).

That is a procurement position, not a strategy. No standalone cloud strategy document exists; the operative rule remains an instruction fourteen years old.",RWA-gov.policy-ict-procurement-instructions-2012|RWA-infra.store-shared-government-data-hub|RWA-infra.store-hybrid-cloud-deployment
gov.policy--data-interoperability-framework-roadmap,Advanced,"A [national digital public infrastructure strategy](2026-03-09-rwanda-national-dpi-strategy-launch-2026) launched in March 2026, and a [shared data hub](2025-11-21-risa-shared-government-data-hub-early-market-engagement-2025) went to early market engagement four months earlier.","The strategy launched on 9 March 2026 sets a shared architecture for interoperable digital identity, payments and trusted data exchange ([launch](2026-03-09-rwanda-national-dpi-strategy-launch-2026)).

The hub that would carry it went to early market engagement in November 2025, specified as an on-premise core with cloud components ([minutes](2025-11-21-risa-shared-government-data-hub-early-market-engagement-2025)).

The sequence is unusual and worth noting: the procurement of the interoperability platform preceded the publication of the strategy it serves by four months.",RWA-dpi.exchange-national-digital-public-infrastructure-strat|RWA-infra.store-shared-government-data-hub
gov.policy--ai-strategy,Advanced,"A [national artificial-intelligence policy](2026-07-30-cipit-east-african-ai-policy-outlook-report) was approved by cabinet in April 2023, and a [national agency](2026-06-08-ai-agency-cabinet-approves-ktpress) was approved in June 2026 with no establishing instrument published.","The policy has been in force since April 2023 and is the instrument every later commitment is read against ([policy](2026-07-30-cipit-east-african-ai-policy-outlook-report), [outlook](2026-06-08-ai-agency-cabinet-approves-ktpress)).

Cabinet approved a dedicated agency in June 2026 and a coordinating mandate for shared compute was stated in August; software developers and early-stage startups welcomed it in the national press and set out what they want from it, compute and infrastructure improvements and expanded room for commercialisation. That is a statement of the gaps the sector reports rather than of the agency's remit: no establishing instrument, budget, staffing or timetable is held, so the base cannot say whether any of it falls to the agency at all ([agency](2026-06-08-ai-agency-cabinet-approves-ktpress), [startups](2026-08-17-newtimes-ai-agency-startups), [gaps](2026-08-17-rwanda-startups-national-ai-agency-infrastructure-gaps)).",RWA-gov.policy-national-artificial-intelligence-policy|RWA-gov.policy-national-artificial-intelligence-agency
gov.policy--data-localisation-policies,No change,"The rule is conditional, not absolute: [articles 48 to 50 of the 2021 data protection law](2021-10-15-rwanda-law-058-2021-data-protection-privacy) set in-country storage by default with authorised external transfer.","The statute enacted in October 2021 establishes storage inside the country as the default and permits external storage and transfer subject to authorisation ([law](2021-10-15-rwanda-law-058-2021-data-protection-privacy)).

That is a conditional localisation rule rather than a blanket mandate, and it is administered through the data protection supervisory authority's registration regime.

The shared data hub's hybrid specification — on-premise core, cloud for scalable workloads — is the first procurement document that has to answer the question in practice ([minutes](2025-11-21-risa-shared-government-data-hub-early-market-engagement-2025)).",RWA-gov.protect-data-protection-and-privacy-law|RWA-infra.store-shared-government-data-hub
gov.policy--data-governance-policy,Advanced,"A [national data-sharing policy](2025-10-27 Introduction to the Rwanda National Data Sharing Policy) approved in 2025 runs open by default with a safe-access framework, and [implementation](2026-05-07 What will determine the success of Rwanda’s data governance push) began after cabinet approval in May 2025.","The policy is open by default with a safe-access framework, governance sitting with the statistics office and the platform with the information society authority ([policy](2025-10-27 Introduction to the Rwanda National Data Sharing Policy), [course](2025-06-09 Rwanda charts a new course for government data sharing)).

Implementation is under way and the policy text and its seven annexes are not held, so what the safe-access framework actually requires of a controller cannot be stated here ([implementation](2026-05-07 What will determine the success of Rwanda’s data governance push), [governance](2025-10-27 Introduction to the Rwanda National Data Sharing Policy)).

It is the clearest instance in this unit of a pattern that recurs: the instrument is announced and summarised, and the text that would let anyone check the summary is not published.",RWA-dpi.exchange-national-data-sharing-policy|RWA-gov.policy-national-data-sharing-policy-implementation
gov.policy--open-data-policy,No change,"The [2017 data revolution policy](2017-04-26-rwanda-cabinet-communique-data-revolution-policy-2017) expired in 2022 with no replacement, and the [2025 data-sharing policy](2025-11-28-rwanda-national-data-governance-framework-2025) puts open data outside its own scope.","Cabinet approved the National Data Revolution Policy on 26 April 2017 for the period to 2022 ([communiqué](2017-04-26-rwanda-cabinet-communique-data-revolution-policy-2017)). It has expired.

The data governance framework published in November 2025 carries a public access classification within a wider package of classification, metadata, quality and incident-management guidance ([framework](2025-11-28-rwanda-national-data-governance-framework-2025)) — a classification, not a publication duty.

The data-sharing policy that sits beside it states open data falls outside its scope, so nothing on the base obliges any body to publish.",RWA-data.open-national-open-data-portal-or-policy|RWA-data.open-data-governance-framework
gov.legislate--data-protection-legislation,No change,"The [data protection and privacy law](2026-01-26-year-of-accountability-data-controllers-newtimes) has been fully in force since a two-year grace period ended in October 2023, and the Act's own text and law number are not held.","The grace period ended on 15 October 2023, and the authority's framing of the period since is a year of accountability for controllers ([law](2026-01-26-year-of-accountability-data-controllers-newtimes), [expansion](2026-05-18 Africa’s Digital Economy Is Expanding Faster than Its Privacy Protections)).

Neither the Act's text nor its law number is held. What the base can say about the regime is therefore drawn from secondary accounts of it and from the appropriation lines that fund the supervisory authority.",RWA-gov.protect-data-protection-and-privacy-law
