fy,fiscal_year_label,basis,line_name,code,primary_subject,scope_confidence,funding_source,currency,amount_scale,proposed,appropriated,revised,doc_locator,source_slug,extracted,notes
2024,2024,line,"Renouveler, mettre à jour et étendre la licence TomPro",10301031,dpi.govtech,whole,external,XOF,full CFA francs as printed,,20000000,,"Ordonnance n° 2024-001 du 4 janvier 2024 (loi de finances 2024), Annexe IV, cahier 2, JO p. 136, section 03, programme 103, action 10301, activité 10301031, column Coût CP, code financement 55",2024-01-04-ner-lf-2024-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Financing code 55, which in this law carries only activities of the education sector's pooled donor fund (FCSE); the line names no funder beyond that."
2024,2024,line,Projet Villages Intélligents pour la croissance rurale et l'inclusion numérique,10609002,infra.connect,whole,external-loan,XOF,full CFA francs as printed,,1942971000,,"Ordonnance n° 2024-001 du 4 janvier 2024 (loi de finances 2024), Annexe IV, cahier 2, JO p. 178, section 05, programme 106, action 10609, activité 10609002, column Coût CP, code financement 42",2024-01-04-ner-lf-2024-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Financing code 42; codes 22 and 42 together equal the law's printed prêts projets 206,900,000,000."
2024,2024,line,Projet Villages Intélligents pour la croissance rurale et l'inclusion numérique,10609003,infra.connect,whole,external-grant,XOF,full CFA francs as printed,,4942971000,,"Ordonnance n° 2024-001 du 4 janvier 2024 (loi de finances 2024), Annexe IV, cahier 2, JO p. 178, section 05, programme 106, action 10609, activité 10609003, column Coût CP, code financement 33",2024-01-04-ner-lf-2024-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Financing code 33; codes 33 and 43 together equal the law's printed dons projets 375,300,000,000."
2024,2024,line,Projet d’Identification Unique pour l’Intégration Régionale et l’Inclusion en Afrique de l’Ouest (WURI) - Niger,14101005,dpi.id,whole,external-grant,XOF,full CFA francs as printed,,4000000000,,"Ordonnance n° 2024-001 du 4 janvier 2024 (loi de finances 2024), Annexe IV, cahier 5, JO p. 536-537, section 25, programme 141, action 14101, activité 14101005, column Coût CP, code financement 33",2024-01-04-ner-lf-2024-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Financing code 33 (dons projets).
2024,2024,line,Projet d’Identification Unique pour l’Intégration Régionale et l’Inclusion en Afrique de l’Ouest (WURI) - Niger,14101006,dpi.id,whole,external-loan,XOF,full CFA francs as printed,,2000000000,,"Ordonnance n° 2024-001 du 4 janvier 2024 (loi de finances 2024), Annexe IV, cahier 5, JO p. 537, section 25, programme 141, action 14101, activité 14101006, column Coût CP, code financement 22",2024-01-04-ner-lf-2024-companion,2026-09-24,The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Financing code 22 (prêts projets).
2025,2025,line,Accélérateur Fintechs,10602800,tech.industry,whole,external-loan,XOF,full CFA francs as printed,,60000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 207, section 05, programme 106, action 10602, activité 10602800, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Appui a la mise en œuvre de la messagerie gouvernementale - missions pour la promotion du numérique de l'Administration,10602801,dpi.govtech,whole,external-loan,XOF,full CFA francs as printed,,30000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 208, section 05, programme 106, action 10602, activité 10602801, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). Autorisations d'engagement 70,000,000."
2025,2025,line,Assistance technique au Ministère des Finances en vue de l'amélioration du cadre fiscal des services financiers digitaux,10602802,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,90000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 208, section 05, programme 106, action 10602, activité 10602802, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000)."
2025,2025,line,Assurer l'incitation à l'usage du MM au Niger,10602803,dpi.pay,whole,external-loan,XOF,full CFA francs as printed,,70000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 208, section 05, programme 106, action 10602, activité 10602803, column Coût CP, code financement 42",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 42 (loan); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). Autorisations d'engagement 100,000,000."
2025,2025,line,Connectivité numérique de 2175 localités,10602804,infra.connect,whole,external-grant,XOF,full CFA francs as printed,,14700000000,,"Ordonnance n° 2024-59 du 31 décembre 2024 (loi de finances 2025), Annexe III, cahier 2, JO p. 209, section 05, programme 106, action 10602, activité 10602804, column Coût CP, code financement 43",2024-12-31-ner-lf-2025-companion,2026-09-24,"The publisher's file fetched for this sitting matches the md5 OSINT holds for it. Read from the scanned annex on the rendered page after OCR located it. Financing code 43 (grant); the structure is ANSI, in the Presidency's action 10602, whose printed total 22,396,040,658 equals this line set plus one domestic food-security activity (700,000,000). Autorisations d'engagement 11,681,956,940."
