title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Accès aux câbles sous-marins : quelles options pour la Centrafrique au-delà du Cameroun,Camerounlink (source: Agence Ecofin),,2026-09-01,day,CAF; CMR,infra.connect,camtel; agence-centrafricaine-du-developpement-du-digital; mtn; congo-telecom,2026-09-01,https://www.camerounlink.com/news/2026/9/1/acces-aux-cables-sous-marins-quelles-options-pour-la-centrafrique-au-dela-du-cameroun-156491/,
"Dépassé par l’IA, Touadéra se tourne vers les opérateurs mobiles pour traquer les Centrafricains via les cartes SIM",Corbeaunews Centrafrique,,2026-08-31,day,CAF,gov.discourse; infra.cybersec; dpi.id,faustin-archange-touadera; arcep-central-african-republic; haut-conseil-de-la-communication-car,2026-09-01,https://corbeaunews-centrafrique.org/depasse-par-lia-touadera-se-tourne-vers-les-operateurs-mobiles-pour-traquer-les-centrafricains-via-les-cartes-sim/,
Contribuer à construire des services publics numériques plus accessibles et inclusifs en République centrafricaine,Orange Centrafrique (LinkedIn),,2026-08-26,day,CAF,gov.policy; dpi.govtech; include.access,orange-centrafrique; sofrecom; pgnsp-central-african-republic,2026-09-01,https://fr.linkedin.com/posts/orange-centrafrique_orangecentrafrique-transformationnum%C3%A9rique-activity-7498417069621870592-Y_Eb,
Institut superieur de technologie (Universite de Bangui),Universite de Bangui,,2026-08-25,day,CAF,capacity.training; capacity.research,universite-de-bangui,2026-08-25,https://www.univ-bangui.org/technologie/,
Development of Data Centre Infrastructures Underpinning the Digital Economy (PIDA project prospectus),African Union / AUDA-NEPAD (PIDA),,2026-08-25,day,XCA; CAF,infra.store; gov.regional; infra.cybersec,eccas; auda-nepad; african-union,2026-08-25,https://au-pida.org/prospectus/brochure-onepage.php?id=17,
Operational Update Quarterly | April - June 2026 — Central African Republic (CAR),UNHCR,,2026-08-19,day,CAF,include.access; dpi.id,unhcr; wfp,2026-09-03,https://data.unhcr.org/en/documents/download/123755,
Centrafrique : le Projet de Gouvernance numérique du secteur public affiche un taux d’avancement de 78 %,Oubangui Médias,,2026-08-19,day,CAF,dpi.govtech,pgnsp-central-african-republic; world-bank,2026-09-03,https://oubanguimedias.com/2026/08/19/centrafrique-le-projet-de-gouvernance-numerique-du-secteur-public-affiche-un-taux-davancement-de-78/,
Central African Republic: using telemedicine to tap into a global network of healthcare professionals,Médecins Sans Frontières,,2026-08-18,day,CAF,include.access; dpi.mis; digital.rural,medecins-sans-frontieres,2026-08-23,https://www.doctorswithoutborders.ca/central-african-republic-using-telemedicine-to-tap-into-a-global-network-of-healthcare-professionals/,
ICASEES : lancement officiel des travaux du Comité de pilotage de la MICS7 en République centrafricaine,ICASEES,,2026-08-18,day,CAF,data.statistics; gov.standards; finance.new,icasees; unicef,2026-08-23,https://www.icasees.org/index.php/actualites/405-icasees-lancement-officiel-des-travaux-du-comite-de-pilotage-de-la-mics7-en-republique-centrafricaine,
"Cybercriminalité : à Saint-Pétersbourg, Évariste Ngamana défend un combat perdu d'avance contre les réseaux sociaux",Corbeau News Centrafrique,,2026-08-18,day,CAF,gov.discourse; gov.legislate; infra.cybersec,evariste-ngamana; faustin-archange-touadera; police-nationale-central-african-republic; ministere-justice-central-african-republic,2026-08-23,https://corbeaunews-centrafrique.org/cybercriminalite-a-saint-petersbourg-evariste-ngamana-defend-un-combat-perdu-davance-contre-les-reseaux-sociaux/,
