indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,CPV-gov.policy-eedcv,,,,,,,2026-07-31,0,EEDCV adopted by Resolucao 88/2024 for 2024-2030; no costed plan or M&E report on record,
gov.policy--ict-strategy,3,CPV-gov.policy-eedcv|CPV-gov.policy-5g-strategy,,,,,,,2026-07-31,0,EEDCV and 5G strategy adopted; no reported implementation against either,
gov.policy--broadband-strategy,3,CPV-gov.policy-estrategia-nacional-5g,,,,,90% internet penetration,2026-12-31,2026-07-31,0,5G strategy in force with dated targets; no funding source identified,
gov.policy--data-storage-cloud-strategy,2,CPV-gov.policy-egdcv-2021-2024,,,,,,,2026-07-31,0,Government cloud named only in the expired EGDCV annex; no hosting policy instrument,
gov.policy--data-interoperability-framework-roadmap,2,CPV-gov.policy-interoperability-framework-mandate|CPV-gov.legislate-interoperability-standards-diploma,,,,,,,2026-07-31,0,Framework mandated by Resolucao 46/2025 but not published; standards diploma unadopted,
gov.policy--ai-strategy,2,CPV-tech.ai-national-ai-strategy,,,,,,,2026-07-31,0,Drafting kicked off; no draft text or adoption,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,Only a PDEX routing rule for state data; no localisation rule and no cited absence,
gov.policy--data-governance-policy,2,CPV-gov.policy-data-strategy-public-administration|CPV-gov.legislate-data-governance-diploma,,,,,,,2026-07-31,0,Data strategy launched in drafting; governance diploma unadopted,
gov.policy--open-data-policy,,,,,,,,,2026-07-31,0,Only a planned open-data portal named to parliament; no policy drafted or portal publishing,
gov.legislate--data-protection-legislation,3,CPV-gov.protect-lei-133-v-2001,,,,,,,2026-07-31,0,Law in force with authority operating; no enforcement act on record,
gov.legislate--cybersecurity-legislation,3,CPV-infra.cybersec-decreto-lei-9-2021,,,,,,,2026-07-31,0,Decreto-Lei 9/2021 known through budget and NOSi recitals; no regulations or incident-response acts on record,
gov.legislate--legislation-covering-digital-id,3,CPV-gov.legislate-decreto-lei-19-2014-cni|CPV-dpi.id-cartao-nacional-identificacao,,,,,,,2026-07-31,0,Decreto-Lei 19/2014 in force and card issued; grievance and oversight provisions not on record,
gov.legislate--digital-payments-legislation,3,CPV-gov.legislate-sistema-de-pagamentos-diplomas,,,,,,,2026-07-31,0,Payment system and e-money regimes in force; no interoperability rules or licences on record,
gov.legislate--legislation-enabling-data-interoperability,2,CPV-gov.legislate-interoperability-standards-diploma,,,,,,,2026-07-31,0,Interoperability diploma named as a 2024 deliverable; not adopted,
gov.legislate--ai-legislation-regulations,3,CPV-tech.ai-ai-binding-rule,,,,,,,2026-07-31,0,Automated-decision limits in Lei 121/IX/2021; no AI statute or designated AI regulator,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-07-31,0,E-commerce framework only declared within the 5G strategy; no bill or law held,
gov.legislate--statistics-legislation,3,CPV-data.statistics-lei-48-ix-2019,,,,,,,2026-07-31,0,Lei 48/IX/2019 in force; Charter principles in its text not on record,
gov.legislate--access-to-information-legislation,3,CPV-data.open-open-data-policy-rti-statute,,,,,,,2026-07-31,0,Lei 10/X/2022 enacted; no oversight mechanism or requests on record,
gov.protect--data-protection-authority,3,CPV-gov.protect-cnpd,,,,,,,2026-07-31,0,CNPD constituted and active; no enforcement decision on record,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-07-31,0,Only mapped row is a police video-surveillance access claim; law and authority not among its rows,
gov.regional--regional-policy-collaboration,2,CPV-infra.connect-auda-nepad-island-economies,,,,,,,2026-07-31,0,Covered by the AUDA-NEPAD island programme; no Cabo Verde contribution on record,
gov.regional--regional-legal-harmonisation,3,CPV-gov.regional-regional-instrument-ratification|CPV-gov.protect-malabo-convention-108-ratification,,,,,,,2026-07-31,0,Malabo accession approved by Resolucao 153/IX/2020; no ECOWAS act transposed,
gov.regional--cross-border-data-transfers,3,CPV-gov.regional-cross-border-transfer-regime,,,,,,,2026-07-31,0,Adequacy and authorisation provisions in force; no CNPD transfer decision on record,
gov.standards--national-interoperability-standards,2,CPV-gov.legislate-interoperability-standards-diploma|CPV-gov.policy-interoperability-framework-mandate,,,,,,,2026-07-31,0,Standards diploma and framework pending; Decreto-Lei 47/2022 stands in place of a catalogue,
gov.standards--national-quality-standards,2,CPV-gov.standards-ncv-catalogue,,,,,,,2026-07-31,0,Standards body active with 25 standards and none on ICT or data,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,Rows show a planned ISO 27001 certification and the .cv registry; no ISO membership or adoption on record,
gov.discourse--non-governmental-contribution-to-national-policy,2,CPV-gov.policy-conselho-consultivo-economia-digital,,,,,,,2026-07-31,0,Consultative council meets; its membership and traceable input not on record,
gov.discourse--open-discussion-of-government-policy,3,CPV-gov.discourse-public-policy-dialogue-mechanism,,,,,,,2026-07-31,0,OGP forum active and no restriction on record; ATI law not among the cited rows,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,CPV-finance.budget-sniac-earmark|CPV-finance.budget-plataforma-digital-inovacao-programme,,,,,,,2026-07-31,0,Fee earmark in the budget law and a recurring programme with published execution; no sovereignty fund,
finance.new--mobilisation-of-non-state-finance,4,,0.4362,per cent of GDP,2026,outputs/non-state-finance/CPV-nonstate.csv@2024-01-01,,,2026-07-31,0,"1 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,4,,81.4,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,3,,74.7,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,4,,1.59,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,CPV-infra.connect-backbone-concession-wholesale-division,,,,,,,2026-07-31,0,Inter-island backbone under the incumbent's concession; no open-access terms or length figure,
infra.connect--internet-exchange-points,2,CPV-infra.connect-cv-ixp,,,,,,,2026-07-31,0,"CV-IXP established 2022; no members, traffic or capacity published",
infra.connect--satellite-broadband-licensing-and-availability,3,CPV-infra.connect-starlink-cabo-verde|CPV-gov.legislate-arme-general-authorisation-regime,,,,,,,2026-07-31,0,Starlink in service under ARME general authorisation; one satellite operator only,
infra.store--local-data-centre-capacity-all-providers,2,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2024-01-01,,,2026-07-31,0,0 of 1 multi-tenant facilities in service at Tier III or above,
infra.store--local-data-centre-capacity-national-providers,4,,100,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2024-01-01,,,2026-07-31,0,1 of 1 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,2,CPV-infra.store-techpark-dc3-sao-vicente,,,,,,,2026-07-31,0,DR data centre built and inaugurated; no systems replicating or recovery objective on record,
infra.energy--grid-reliability,4,,0.7485,outages per month,2024,ref:enterprise-surveys-outages@2026-09-24,,,2026-07-31,0,survey figure; no primary in the base,
