indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,GIN-gov.policy-simandou,,,,,,,2026-08-31,0,Simandou 2040 digital pillar launched with a 20%-of-GDP target; no costed plan or progress report on record,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,Rows show the ministry and a parliamentary committee; no sector policy or strategy held here,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,Only an FTTH licensing dispute held; no broadband plan and no cited absence,
gov.policy--data-storage-cloud-strategy,2,GIN-infra.store-gn,,,,,,,2026-08-31,0,National Tier III data centre opened; no government hosting or cloud policy on record,
gov.policy--data-interoperability-framework-roadmap,2,GIN-gov.policy-guinee-digitale-2023-2027,,,,,,,2026-08-31,0,Framework programmed in the strategy only; August platform demonstrations are not a framework,
gov.policy--ai-strategy,2,GIN-tech.ai-strategy,,,,,,,2026-08-31,0,AI roadmap 2026-2035 validated but not published; text not reachable,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Sovereign-cloud study restituted and data strategy in drafting; no localisation rule proposed or drafted on record,
gov.policy--data-governance-policy,2,GIN-gov.policy-datagov,,,,,,,2026-08-31,0,National data governance strategy in drafting since June 2026; no adoption date,
gov.policy--open-data-policy,3,GIN-data.open-none,,,,,,,2026-08-31,0,Access-to-information law requires proactive publication; no portal or licence held,
gov.legislate--data-protection-legislation,3,GIN-gov.protect-dpl,,,,,,,2026-08-31,0,Loi L/2016/037/AN enacted; the authority it provides for was never constituted,
gov.legislate--cybersecurity-legislation,3,GIN-infra.cybersec-law|GIN-gov.legislate-decret-audit-securite-2026,,,,,,,2026-08-31,0,First conviction under the law 19 August; agency constituted under the law not on record,
gov.legislate--legislation-covering-digital-id,3,GIN-dpi.registry-etat-civil-loi-2023-0020|GIN-gov.legislate-decrets-npi-rnpp-2025,,,,,,,2026-08-31,0,Law and decrees in force; application in practice with grievance and oversight not on record,
gov.legislate--digital-payments-legislation,3,GIN-gov.legislate-bcrg-payments-framework,,,,,,,2026-08-31,0,Central-bank instructions only; payments statute and council at terms-of-reference stage,
gov.legislate--legislation-enabling-data-interoperability,3,GIN-gov.legislate-decret-ande-2023-interoperabilite,,,,,,,2026-08-31,0,Decree charges the agency with exchange; no sharing obligations or implementing acts on record,
gov.legislate--ai-legislation-regulations,3,GIN-tech.ai-hac-ai-media-ban,,,,,,,2026-08-31,0,Broadcasting regulator's prohibition on AI-generated content is the only sectoral rule; no enabling AI framework,
gov.legislate--e-commerce-legislation,3,GIN-gov.legislate-transactions-electroniques|GIN-gov.legislate-decret-2021-092,,,,,,,2026-08-31,0,E-signature decree signed 19 August; no accredited certification provider on record,
gov.legislate--statistics-legislation,3,GIN-gov.legislate-loi-statistique-2014,,,,,,,2026-08-31,0,2014 law states objectivity and confidentiality with a statistics council; professional independence not written in,
gov.legislate--access-to-information-legislation,3,GIN-data.open-none,,,,,,,2026-08-31,0,Loi L/2020/0027/AN in force with proactive disclosure; no oversight mechanism or request decisions on record,
gov.protect--data-protection-authority,2,GIN-gov.protect-apdp-not-constituted,,,,,,,2026-08-31,0,Provided for in the 2016 law; bill stalled at the transition council; no members appointed,
gov.protect--national-data-protection-readiness,3,GIN-gov.protect-dpl,,,,,,,2026-08-31,0,Law in force; authority not constituted,
gov.regional--regional-policy-collaboration,3,GIN-gov.regional-car|GIN-gov.regional-tas,,,,,,,2026-08-31,0,Chairs the African Council of Regulators and hosted Transform Africa 2025; no domestic implementation reported,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo ratified and regulators' forum held; no REC instrument domesticated on record,
gov.regional--shared-regional-infrastructure,3,GIN-infra.connect-pamelap,,,,,,,2026-08-31,0,Guinea-Sierra Leone backbone link in service; roaming protocol signed but not implemented,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,Only a border identification system is mapped; transfer provisions of the 2016 law not in these rows,
gov.standards--national-interoperability-standards,3,GIN-gov.standards-ande-referentials,,,,,,,2026-08-31,0,Agency referential published; no mandating instrument or conformance testing,
gov.standards--national-quality-standards,2,GIN-gov.standards-ignm,,,,,,,2026-08-31,0,Standards body exists; no ICT or data standards adopted and no quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,GovStack workshop only; no ISO membership or adopted standards on record,
gov.discourse--open-discussion-of-government-policy,2,GIN-infra.connect-block,,,,,,,2026-08-31,0,Social-media blocking in force from 28 July 2026 and still running in August,
finance.budget--sustainable-domestic-financing-of-digital-transformation,4,GIN-gov.legislate-rcn|GIN-gov.legislate-fsn,,,,,,,2026-08-31,0,Levy and sovereignty fund created by decree May 2026; no capitalisation or disbursement yet,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/GIN-nonstate.csv@2026-06-16,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,4,,82.2,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,2,,33.3,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,2,,5.16,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,GIN-infra.connect-backbone,,,,,,,2026-08-31,0,Backbone in service on ministry figures; regional reach and open-access terms not on record,
infra.connect--international-internet-bandwidth,2,GIN-infra.connect-ace,1,routes,2025,2025-07-10-mediaguinee-second-submarine-cable-workshop,,,2026-08-31,0,"ACE the sole landing, saturated; MEDUSA and Via Africa not yet in service",
infra.connect--satellite-broadband-licensing-and-availability,1,GIN-infra.connect-starlink,,,,,,,2026-08-31,0,Union states Starlink is not recognised; no licensing decision on file,
infra.store--local-data-centre-capacity-all-providers,2,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2025-01-01,,,2026-08-31,0,0 of 1 multi-tenant facilities in service at Tier III or above,
infra.store--local-data-centre-capacity-national-providers,4,,100,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2025-01-01,,,2026-08-31,0,1 of 1 multi-tenant facilities of known ownership nationally owned,
