recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
LBR,2026,,World Bank,Energy,Unknown,57,commitment,reported,Approved,"World Bank — Liberia, Mount Coffee solar expansion and battery storage financing, 2026",,Public Sector,Government of Liberia,"US$57,000,000 (source states the figure in USD)",,,https://emansion.gov.lr/index.php/media/press-release/president-boakai-advances-clean-energy-agenda-dedicates-20-megawatt-solar-power,world-bank,2026-03-01-world-bank-lbr-2026-mount-coffee-solar-expansion
LBR,2026,2026,Korea Ministry of Foreign Affairs,Training and skills,Grant,,,stated,Active,Digital Capacity Building for Youth Workers in African Continent(25-27)(2026),"Strengthening the digital capacity of young leaders and relevant stakeholders across the African continent, creating an environment conducive to effective digital youth policies, quality youth services, and youth empowerment.",Public Sector,,"KRW 19,334,584",B260003_2025_143,KR-GOV-010-KR-GOV-051-2026040101955004,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=KR-GOV-010-KR-GOV-051-2026040101955004,korea-ministry-of-foreign-affairs,2026-01-01-iati-kr-gov-010-kr-gov-051-2026040101955004-lbr-digital-youth-capacity
LBR,2026,2030,U.S. Department of State,Sectoral management information systems,Unknown,26,commitment,verified,Pipeline,"U.S. Department of State — Liberia health data systems under the America First Global Health Strategy MOU, 2025","""2.5.3 Funding Plan: The U.S. Government intends to provide the following amount of funding for data systems in each of the specified years, subject to the availability of funds: 2026 $8,056,796; 2027 $6,705,396; 2028 $6,517,396; 2029 $2,054,096; 2030 $2,800,000."" In 2026 this includes ""$1,654,099 for mSupply, $827,050 for EMR, $1,620,287 for LIS, $620,287 for eIDSR/IDSR and $413,525 for HMIS/DHIS2""; over the term, ""$2,676,744 for Electronic Medical Records systems, $2,007,558 for lab information system, $2,007,558 for eIDSR/IDSR $1,338,372 for HMIS/DHIS2 at its national health data warehouse.""

The sum is one line of a wider MOU whose total planned US support is US$124,418,400 against Liberia's US$50,725,704 (Appendix 1). It is non-binding: ""This MOU is not an international agreement and does not give rise to legal rights and obligations"" (6.9), and every figure is ""subject to the availability of funds"".",Public Sector,Government of Liberia / Ministry of Health,,,,https://healthpolicy-watch.news/wp-content/uploads/2025/12/US-Liberia-MOU-2025.pdf,us-department-of-state,2025-12-09-state-lbr-afghs-data-systems-2025-record
LBR,2025,2030,World Bank,Digital Identity and CRVS,Concessional Loan,30,commitment,reported,Active,"World Bank — Liberia GREAT digital-ID and digital-government, 2025","""Liberia's Ministry of Finance and Development Planning launched the Governance Reform Accountability Transformation (GREAT) project on 20 March 2025 in Monrovia. Funded by the World Bank's ID Credit Program with $30 million (plus an additional $13m for digital infrastructure), GREAT seeks to enroll at least 2 million Liberians for the national digital ID through the NIR."" Running to November 2030, it also builds a digital-government ecosystem beginning with nine institutions.",Public Sector,GREAT project / Ministry of Finance and Development Planning,,,,https://www.biometricupdate.com/202503/liberia-launches-digital-public-infrastructure-project-with-30m-world-bank-funding,world-bank,2025-01-01-world-bank-lbr-2025-liberia-great-digital-id-bw03
LBR,2023,2031,MIGA,Connectivity,Guarantee,81,commitment,exact,Active,Orange Telecom Project in Liberia \u2013 Expansion Guarantee,"MIGA guarantee of $81 million to Orange Cote d'Ivoire Participations (OCIP) covering existing equity investment and future retained earnings for telecom operations and expansion in Orange Liberia Inc., including construction of telecom towers, installation of fiber optic cable, and provision of telecom services and mobile finance services. Risks: Expropriation and War and Civil Disturbance for up to 8 years. Issued September 8, 2023 (FY2024). MIGA's first contract in Liberia since 2016.",Private Sector,Orange Liberia Inc.,,MIGA-14784,,https://www.miga.org/press-release/miga-facilitates-expansion-telecom-services-liberia,miga,2024-01-01-miga-lbr-orange-liberia-2024-orange-telecom-project-in-liberia-expansion
LBR,2023,2026,African Development Bank (AfDB),Digital Payments and Fintech,Grant,4,commitment,rounded,Active,Liberia - Payments Infrastructure and Systems Upgrade,"The proposed project seeks to address the current inefficiencies in two key CBL payment systems, the ACP/ACH and the RTGS, as well as the main and recovery site data centres. The project aims to upgrade the aforementioned systems and infrastructure to acceptable industry standard and facilitate the ...",Public Sector,,"XDR 2,910,000",P-LR-H00-008,46002-P-LR-H00-008,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-LR-H00-008,african-development-bank,2023-01-01-afdb-lbr-001-liberia---payments-infrastructure-and-systems
LBR,2022,2024,USAID,Connectivity,Grant,1,commitment,exact,Closed,Digital Invest DCCP - Liberia,USAID Digital Invest DCCP activity supporting digital connectivity and cybersecurity in Liberia. Part of the broader Digital Connectivity and Cybersecurity Partnership.,Public Sector,,,,US-GOV-1-7200AA22CA00015,https://www.usaid.gov/sites/default/files/2023-01/DCCP%20Factsheet.pdf,usaid,2022-01-01-usaid-lbr-digital-invest-dccp-2022-digital-invest-dccp---liberia
LBR,2021,2026,World Bank,Registries,Concessional Loan,32,commitment,reported,Active,"World Bank — Liberia REALISE Informal Sector Employment Recovery Project, 2021","""The objective is to increase access to income earning opportunities for the vulnerable in the informal sector in response to the COVID-19 crisis in Liberia."" (original PDO, approved 12-Mar-2021). Current PDO, approved as part of an additional-financing package on 22-Dec-2022: ""To increase access to income-earning opportunities for the vulnerable in the informal sector in response to crises, expand income and livelihood support to poor and food insecure households, and improve efficiency in managing social protection programs in Liberia.""",Public Sector,,USD 31.73 million,P174417,,https://documents1.worldbank.org/curated/en/099072825133035694/pdf/P174417-17056a8a-f1db-4adb-af5f-982e8fb95722.pdf,world-bank,2021-03-12-world-bank-lbr-2021-liberia-realise-informal-sector-recovery
LBR,2020,2030,MIGA,Energy,Guarantee,12,commitment,exact,Active,Escotel Liberia \u2013 Solar Power for Telecom Towers Guarantee,"MIGA political risk guarantee of $12.06 million to Escotel Mauritius covering its investment in Escotel Liberia Inc., which installs and operates solar-hybrid power systems at ~612 telecom tower sites in Liberia owned/operated by Orange Liberia. Avoids 158,000 tCO2e over the guarantee period. Risks: Transfer Restriction, Expropriation, War and Civil Disturbance for up to 10 years.",Private Sector,Escotel Liberia Inc.,,MIGA-14430,,https://www.miga.org/project/escotel-africa-0,miga,2021-01-01-miga-lbr-escotel-2021-escotel-liberia-solar-power-for-telecom
LBR,2019,2024,World Bank,Other GovTech and e-Gov,Concessional Loan,24,commitment,exact,Closed,Liberia Public Financial Management Reforms for Institutional Strengthening,"Improves domestic revenue mobilization systems and strengthens financial control and accountability in public finances of Liberia. Supports IFMIS expansion and upgrade, revenue administration systems, and PFM institutional capacity building. Includes customs management information system enhancements and integrated tax administration system components.",Public Sector,Republic of Liberia,,P165000,44000-P165000,https://projects.worldbank.org/en/projects-operations/project-detail/P165000,world-bank,2019-07-16-wb-lbr-001-liberia-public-financial-management-reforms-for
