recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
CPV,2026,,China Ministry of Commerce,Cybersecurity,Grant (non-reimbursable assistance),11,commitment,estimated,Approved,"China Ministry of Commerce — Cabo Verde, Cidade Segura Project Phase 3, 2026","""A República Popular da China disponibilizou a Cabo Verde um financiamento de cerca de 9,3 milhões de euros para a terceira fase do Projecto Cidade Segura no quadro da assistência não reembolsável acordada entre os governos dos dois países. Esse montante visa reforçar as capacidades tecnológicas e operacionais das forças de segurança e apoiar a investigação criminal."" The implementation agreement was signed ""esta semana"" (the week of the 2026-08-15 report) by Cabo Verde's interior minister Carlos Sena and China's ambassador Zhang Yang at the National Police Command Centre in Praia. Phase 3 covers command centres, data centres and wireless base stations in Assomada, Tarrafal de Santiago and Porto Novo, plus expanded video-surveillance capacity in Praia and Mindelo. It follows Phase 1 ([[china-mofcom-cpv-001]]/[[china-mofcom-cpv-002]]) and Phase 2 ([[china-mofcom-cpv-003]]) of the same programme.",Government,Government of Cabo Verde,"EUR 9,300,000 (approx., ""cerca de 9,3 milhões de euros"")",,,https://www.anacao.cv/noticia/2026/08/15/seguranca-china-disponibiliza-a-cabo-verde-financiamento-para-a-terceira-fase-do-pojecto-cidade-segura/,china-ministry-of-commerce,2026-08-01-china-mofcom-cpv-004-cidade-segura-phase-3
CPV,2025,2026,African Development Bank (AfDB),Other GovTech and e-Gov,TA,20,commitment,rounded,Approved,"CABO VERDE - E-Governance and Public Financial Management Reform Program, Phase 2 (E-PFMRP II)","The E-Governance and Public Financial Management Reform Program Phase II (E-PFMRP II) in Cabo Verde is a program-based budget support operation aimed at accelerating digital transformation, strengthening public financial management and consolidating good governance reforms to support inclusive and s...",Government,,"XDR 15,091,477",P-CV-K00-020,46002-P-CV-K00-020,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-020,african-development-bank,2025-01-01-afdb-cpv-007-cabo-verde---e-governance-and-public
CPV,2024,2027,African Development Bank (AfDB),ICT Industry,Commercial loan,27,commitment,rounded,Active,Cabo Verde \u2013 Morabeza Innovation Project,"The proposed Results-Based Financing (RBF) project, spanning from 2024 to 2028 is structured to cover four budget years (2025, 2026, 2027 and 2028). The Bank’s financing of EUR 24 million accounts for 15.37% of the overall cost of the broader program, which totals EUR156.18million. This support is s...",Government,,"XDR 20,655,111",P-CV-GB0-005,46002-P-CV-GB0-005,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-GB0-005,african-development-bank,2024-01-01-afdb-cpv-005-cabo-verde-morabeza-innovation-project
CPV,2024,2025,African Development Bank (AfDB),Other GovTech and e-Gov,TA,21,commitment,rounded,Active,Cabo Verde - E-Governance and Public Financial Management Reform Program (E-PFMRP),"The E-Governance and Public Financial Management Reform Program – Phase I will support the implementation of key reforms to promote e-governance through the digitalization of public services, the promotion of open-data to make data publicly available, and the establishment of transparency portal. In...",Government,,"XDR 15,717,636",P-CV-K00-019,46002-P-CV-K00-019,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-019,african-development-bank,2024-01-01-afdb-cpv-006-cabo-verde---e-governance-and-public
CPV,2024,,European Investment Bank (EIB),Connectivity,Commercial loan,40,commitment,exact,Active,CABO VERDE REGIONAL DIGITAL CONNECTIVITY,Framework Loan for digital connectivity in Cape Verde. Finances: construction of a branch between a new submarine cable linking Europe to South Africa and Cape Verde's national network; urgent modernisation of Cape Verde's national transmission network; upgrade of information systems and other digital infrastructures of Cabo Verde Telecom.,Private sector,Cabo Verde,"EUR 37,000,000",20220836,XM-DAC-918-3-20220836-96052,https://www.eib.org/en/projects/all/20220836,eib,2024-01-01-eib-cpv-001-cabo-verde-regional-digital-connectivity
CPV,2022,2027,African Development Bank (AfDB),ICT Industry,Commercial loan,16,commitment,rounded,Active,Cabo Verde - Technology Park (CVTP) Phase II,"The Republic  of  Cabo  Verde has  defined  ambitious  strategies  to  become  a  ""  Cyber Island"",a""digital  hub"",and a ""gateway  to  West  Africa"".For  example,  in  the  Cabo  Verde Digital  Agenda  2019-21,  the Government displays strategies  to  develop  a  conducive  digital  and innovation  ...",Government,,"XDR 11,940,705",P-CV-GB0-004,46002-P-CV-GB0-004,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-GB0-004,african-development-bank,2022-01-01-afdb-cpv-003-cabo-verde---technology-park-cvtp
CPV,2022,2025,African Development Bank (AfDB),Other GovTech and e-Gov,TA,23,commitment,rounded,Active,Cabo verde - E-Governance and Public Administration Modernisation Program (E-PAMP),Management hereby submits the following proposal and recommendation fora loan of EUR 20 million to the Republic of Cabo Verde to finance the second phase of the E-Governance and Public Administration Modernisation Programme (E-PAMP II). The E-PAMP was designed as a programmatic series of two consecu...,Government,,"XDR 16,996,252",P-CV-K00-015,46002-P-CV-K00-015,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-015,african-development-bank,2022-01-01-afdb-cpv-004-cabo-verde---e-governance-and-public
CPV,2021,2022,African Development Bank (AfDB),Other GovTech and e-Gov,TA,24,commitment,rounded,Active,Cape Verde - E-Governance and Public Administration Modernisation Programme (E-PAMP) \u2013 Phase I,"The proposed operation is a loan of EUR 20 million to the Republic of Cabo Verde to finance the E-Governance and Public Administration Modernisation Programme - Phase I (E-PAMP-I). PAMP-I is the first phase of a programme-based budget support operation covering fiscal years 2021 and 2022, with an ov...",Government,,"XDR 16,996,252",P-CV-K00-013,46002-P-CV-K00-013,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-013,african-development-bank,2021-01-01-afdb-cpv-002-cape-verde---e-governance-and-public
CPV,2020,2028,World Bank,Connectivity,"Concessional loan *(source label, unverified — see Notes)*",20,commitment,exact,Active,Digital Cabo Verde Project,"Supports Cabo Verde's digital economy through improved internet connectivity, digital government services, and digital skills development.",Government,Republic of Cabo Verde,,P171099,44000-P171099,https://projects.worldbank.org/en/projects-operations/project-detail/P171099,world-bank,2020-11-12-wb-cpv-001-digital-cabo-verde-project
CPV,2019,2021,China Ministry of Commerce,ICT Industry,Grant,15,commitment,exact,Closed,"Chinese Government provides RMB 92.5 million for Phase 2 of the Safe City Project (linked to projects #56716, #88566, #88567)","On October 30 and 31, 2017, representatives of the Government of China and the Government of Cabo Verde signed an exchange of notes for a feasibility study on Phase 2 of the Safe City Project. According to MOFCOM, on May 16 and 20, 2019, the Chinese Government and the Government of Cabo Verde signed an exchange of notes for implementing Phase 2 of the Safe City Project. Previously, on July 10, 2017, the Cape Verde Ministry of the Interior signed an agreement with Huawei Technologies Co. on the provision of technical equipment for the project.  The Chinese Government reportedly committed RMB 92.5 million (EUR 11.8. million) in free assistance to this project. The proceeds were drawn at least in part from an Economic and Technical Cooperation Agreement (ETCA) that the two governments signed on January 31, 2018 They may have also been drawn from an agreement that the two governments signed in September 2018. This project represents the umbrella project for the funding mechanisms for the project. The January 2018 ETCA is captured in project ID#88566, and the September 2018 ETCA is captured in project ID#88567.  The purpose of Phase 2 is to extend the video surveillance network of Praia to three other Cabo Verdean islands: the island of São Vicente, especially the city of Mindelo; the island of Sal, especially the cities of Santa Maria and Espargos; and the island of Boa Vista, especially the city ​​of Sal Rei. On the island of São Vicente, 100 video surveillance poles will be installed; on the island of Sal (Ilha do Sal), 30 video surveillance poles will be installed; and on Boa Vista, 20 video surveillance poles will be installed. Phase 2 will also involve the installation of another 100 video surveillance poles in the capital city of Praia. Each of these video surveillance poles will have three cameras. Phase 2 also involves the installation of a 4G (LTE) network for police communications.   Huawei Technologies Co. is the contractor responsible for implementation, and",Government,Government of Cabo Verde,"CNY 92,500,000",aiddata-gcdf3-56717,,http://cv.mofcom.gov.cn/article/zxhz/201711/20171102664018.shtml,china-ministry-of-commerce,2019-01-01-china-mofcom-cpv-003-chinese-government-provides-rmb-925-million
