recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
CPV,2026,,China Ministry of Commerce,Cybersecurity,Grant,11,commitment,estimated,Approved,"China Ministry of Commerce — Cabo Verde, Cidade Segura Project Phase 3, 2026","""A República Popular da China disponibilizou a Cabo Verde um financiamento de cerca de 9,3 milhões de euros para a terceira fase do Projecto Cidade Segura no quadro da assistência não reembolsável acordada entre os governos dos dois países. Esse montante visa reforçar as capacidades tecnológicas e operacionais das forças de segurança e apoiar a investigação criminal."" The implementation agreement was signed ""esta semana"" (the week of the 2026-08-15 report) by Cabo Verde's interior minister Carlos Sena and China's ambassador Zhang Yang at the National Police Command Centre in Praia. Phase 3 covers command centres, data centres and wireless base stations in Assomada, Tarrafal de Santiago and Porto Novo, plus expanded video-surveillance capacity in Praia and Mindelo. It follows Phase 1 (china-mofcom-cpv-001/china-mofcom-cpv-002) and Phase 2 (china-mofcom-cpv-003) of the same programme — neither prior tranche is held as its own record (no primary evidence found for them).",Public Sector,Government of Cabo Verde,"EUR 9,300,000 (approx., ""cerca de 9,3 milhões de euros"")",,,https://www.anacao.cv/noticia/2026/08/15/seguranca-china-disponibiliza-a-cabo-verde-financiamento-para-a-terceira-fase-do-pojecto-cidade-segura/,china-ministry-of-commerce,2026-08-01-china-mofcom-cpv-004-cidade-segura-phase-3
CPV,2026,2028,Global Partnership for Education (GPE),Sectoral management information systems,Grant,1,commitment,reported,Approved,"GPE — Cabo Verde PRISE Education System Capacity Grant, 2026","""O Secretariado da Parceria Global para a Educação (GPE), comunicou ao Governo a aprovação de uma subvenção não reembolsável no montante de um milhão de dólares (95.625.000 escudos), destinada ao reforço das capacidades do Sistema Educativo de Cabo Verde.""

""Esta subvenção visa financiar o Programa de Suporte ao Reforço Institucional do Setor Educativo (PRISE) 2026-2028... a implementação desta subvenção terá início a 20 de abril de 2026 e término a 31 de dezembro de 2028.""

""Este programa adicional foca-se na implementação de atividades em áreas técnicas essenciais, tais como a melhoria dos padrões de recolha e utilização de evidências... a implementação do Barómetro Nacional do Sistema Educativo (BNSE), a expansão e modernização da plataforma do Sistema Integrado de Gestão Escolar (SIGE)...""",Public Sector,"Ministério da Educação, Cabo Verde","95,625,000 escudos (announced by the Government of Cabo Verde alongside the US$1,000,000 figure as its own escudo equivalent, dated 2026-04-08)",,,https://www.governo.cv/parceria-global-para-educacao-aprova-subvencao-nao-reembolsavel-de-um-milhao-de-dolares-ao-governo/,global-partnership-for-education,2026-04-08-gpe-cpv-2026-cabo-verde-prise-education-system-capacity-grant
CPV,2026,(not stated),World Bank,Energy,Concessional Loan,13,commitment,reported,Approved,"World Bank — Cabo Verde REIUP additional financing, 2026",,Public Sector,Government of Cabo Verde,US$13.30 million (IDA),P170236,,https://www.worldbank.org/pt/news/press-release/2026/01/12/world-bank-scales-up-support-to-cabo-verde-energy-transition-and-universal-access,world-bank,2026-01-08-world-bank-cpv-2026-reiup-additional-financing
CPV,2025,,Japan (Government of Japan),Sectoral management information systems,Grant,2,commitment,"reported (cve); usd is a dated conversion at cve 100.0/usd, the 2025 rate in lookups/fx-imf-annual.csv, itself marked approximate",Active,"Japan — Cabo Verde telemedicine equipment handover, 2025","""Ao abrigo da Cooperação Bilateral entre o Governo de Cabo Verde, através do Ministério da Saúde e o Governo do Japão, no âmbito de um projeto denominado 'Reestruturação do Serviço Nacional de Telemedicina', o Embaixador do Japão em Dakar, AKAMATSU Takeshi, faz hoje a entrega oficial dos equipamentos de telemedicina, ao Governo de Cabo Verde."" The delivery comprised 24 telemedicine units/carts, 24 videoconference systems and two digital microscopes, financed in full by the Government of Japan at CVE 240,000,000, under a project Cabo Verde had presented to Japan in 2021. Installation is under way; the Ministry states all 22 municipalities will have at least one fully telemedicine-equipped health facility, with the equipment to be integrated into the Sistema de Informação Sanitária, and the two digital microscopes installed in the two central hospitals to digitise all Anatomia Patológica slides/processes.",Public Sector,Ministério da Saúde de Cabo Verde,"CVE 240,000,000",,,https://minsaude.gov.cv/noticias/ministerio-da-saude-vai-reforcar-o-servico-de-telemedicina-com-novos-equipamentos-avaliados-em-240-000-00000-em-parceria-com-o-japao/,japan,2025-12-18-japan-cpv-2025-telemedicina-equipamentos
CPV,2025,2026,African Development Bank (AfDB),Other GovTech and e-Gov,Technical Assistance,20,commitment,rounded,Approved,"CABO VERDE - E-Governance and Public Financial Management Reform Program, Phase 2 (E-PFMRP II)","The E-Governance and Public Financial Management Reform Program Phase II (E-PFMRP II) in Cabo Verde is a program-based budget support operation aimed at accelerating digital transformation, strengthening public financial management and consolidating good governance reforms to support inclusive and s...",Public Sector,,"XDR 15,091,477",P-CV-K00-020,46002-P-CV-K00-020,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-020,african-development-bank,2025-01-01-afdb-cpv-007-cabo-verde---e-governance-and-public
CPV,2024,2027,African Development Bank (AfDB),ICT Industry,Commercial Loan,27,commitment,rounded,Active,Cabo Verde \u2013 Morabeza Innovation Project,"The proposed Results-Based Financing (RBF) project, spanning from 2024 to 2028 is structured to cover four budget years (2025, 2026, 2027 and 2028). The Bank’s financing of EUR 24 million accounts for 15.37% of the overall cost of the broader program, which totals EUR156.18million. This support is s...",Public Sector,,"XDR 20,655,111",P-CV-GB0-005,46002-P-CV-GB0-005,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-GB0-005,african-development-bank,2024-01-01-afdb-cpv-005-cabo-verde-morabeza-innovation-project
CPV,2024,2025,African Development Bank (AfDB),Other GovTech and e-Gov,Technical Assistance,21,commitment,rounded,Active,Cabo Verde - E-Governance and Public Financial Management Reform Program (E-PFMRP),"The E-Governance and Public Financial Management Reform Program – Phase I will support the implementation of key reforms to promote e-governance through the digitalization of public services, the promotion of open-data to make data publicly available, and the establishment of transparency portal. In...",Public Sector,,"XDR 15,717,636",P-CV-K00-019,46002-P-CV-K00-019,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-019,african-development-bank,2024-01-01-afdb-cpv-006-cabo-verde---e-governance-and-public
CPV,2024,,European Investment Bank (EIB),Connectivity,Commercial Loan,40,commitment,exact,Active,CABO VERDE REGIONAL DIGITAL CONNECTIVITY,Framework Loan for digital connectivity in Cape Verde. Finances: construction of a branch between a new submarine cable linking Europe to South Africa and Cape Verde's national network; urgent modernisation of Cape Verde's national transmission network; upgrade of information systems and other digital infrastructures of Cabo Verde Telecom.,Private Sector,Cabo Verde,"EUR 37,000,000",20220836,XM-DAC-918-3-20220836-96052,https://www.eib.org/en/projects/all/20220836,eib,2024-01-01-eib-cpv-001-cabo-verde-regional-digital-connectivity
CPV,2022,2027,African Development Bank (AfDB),ICT Industry,Commercial Loan,16,commitment,rounded,Active,Cabo Verde - Technology Park (CVTP) Phase II,"The Republic  of  Cabo  Verde has  defined  ambitious  strategies  to  become  a  ""  Cyber Island"",a""digital  hub"",and a ""gateway  to  West  Africa"".For  example,  in  the  Cabo  Verde Digital  Agenda  2019-21,  the Government displays strategies  to  develop  a  conducive  digital  and innovation  ...",Public Sector,,"XDR 11,940,705",P-CV-GB0-004,46002-P-CV-GB0-004,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-GB0-004,african-development-bank,2022-01-01-afdb-cpv-003-cabo-verde---technology-park-cvtp
CPV,2022,2025,African Development Bank (AfDB),Other GovTech and e-Gov,Technical Assistance,23,commitment,rounded,Active,Cabo verde - E-Governance and Public Administration Modernisation Program (E-PAMP),Management hereby submits the following proposal and recommendation fora loan of EUR 20 million to the Republic of Cabo Verde to finance the second phase of the E-Governance and Public Administration Modernisation Programme (E-PAMP II). The E-PAMP was designed as a programmatic series of two consecu...,Public Sector,,"XDR 16,996,252",P-CV-K00-015,46002-P-CV-K00-015,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-CV-K00-015,african-development-bank,2022-01-01-afdb-cpv-004-cabo-verde---e-governance-and-public
