row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
ZAF-gov.policy-cost-to-communicate-roadmap,ZAF,gov.policy,Governance,instrument,Cost to Communicate Roadmap,Planned,2026-08-01,"Market analysis study put out to tender, reported 2026-08-01",,Advanced,Did not exist; no successor instrument after the 2019 Data Services Market Inquiry,Study out to tender; no roadmap published,2026-08-01-sas-data-price-puzzle,,"the DCDT tender concedes a ""current policy vacuum"" and that the price benefits expected from the 2022 spectrum auction ""remain largely unmet"", naming market concentration, spectrum allocation and the burden on prepaid consumers as structural causes; deliverables are a Cost to Communicate Roadmap of short-, medium- and long-term reforms plus an assessment of ICASA's measures and of progress implementing the Competition Commission's 2019 Data Services Market Inquiry recommendations; the tender's issue date is not stated, so as_at is month-precision"
ZAF-gov.policy-2050-digital-economy-vision,ZAF,gov.policy,Governance,instrument,ICT indicators and scenario-modelling system to 2050,Planned,2026-08-11,"Put out to tender, 11 August 2026",,Baseline not held,,"Tendered by the communications department to steer the digital economy to 2050, framed against the National Digital Transformation Roadmap, the Presidential Commission on the Fourth Industrial Revolution and the Digital Economy Masterplan; no award, value or delivery date published",2026-08-11-sa-dcdt-2050-digital-economy-vision-tender,,"A tender, not a system: nothing is built or awarded."
ZAF-gov.policy-mega-project-monitoring-dashboard,ZAF,gov.policy,Governance,instrument,Mega infrastructure project monitoring dashboard,In development,2026-08-13,"Committee briefed on fast-tracking it, 2026-08-14",,Baseline not held,Not held,"A joint push by the Presidency and the planning and evaluation department to fast-track a digital dashboard monitoring mega infrastructure projects, put before the parliamentary committee on the Presidency alongside a wider review of progress against the state-of-the-nation commitments",2026-08-13-parliament-sona-digital-dashboard-committee-presidency,,"no delivery date, data source, custodian or statement of whether the dashboard will be public is given"
ZAF-gov.policy-ai-policy,ZAF,gov.policy,Governance,instrument,National AI policy,In development,2026-04-09,Draft gazetted for comment and later withdrawn,,Regressed,"Cabinet March 2026, finalise FY2026/27 (as at 2026-02)","The draft policy gazetted for comment, proposing a national artificial-intelligence commission, an ethics board, a regulatory authority and a safety institute on a phased implementation, and later withdrawn in its entirety",2026-04-09-draft-south-africa-national-artificial-intelligence-policy|2026-08-19-citizen-activate-sa-ai-policy-summit|2026-07-29-south-africa-national-ai-policy-radical-rethink|2026-02-25-timeline-sa-national-ai-policy|2026-04-28-ai-hallucination-policy-withdrawal|2026-05-12-malatsi-ai-expert-panel|2026-05-27-sa-delays-ai-policy-2027,,"the draft was withdrawn in April 2026 after AI-hallucinated citations were found in its reference list; the redraft will issue national guidelines rather than prescribe rules to industry, the seven proposed new institutions are being reconsidered, and cabinet is targeted for November 2026 with January 2027 as fallback - South Africa has no gazetted national AI policy framework as at 2026-07-29"
ZAF-gov.protect-data-cloud-policy,ZAF,gov.policy,Governance,instrument,National Policy on Data and Cloud,Implemented,2024-05-31,"Gazetted 2024-05-31, Gazette 50741",,Advanced,Draft,"Gazetted as final policy, the standing national instrument on data and cloud; a policy direction of December 2025 requires data sovereignty, data protection and data security to be weighed in sector ownership regulation",2024-05-31-national-policy-on-data-and-cloud|2025-12-11-policy-direction-icasa-bbbee-data-sovereignty|2025-01-01 South African Digital Sovereignty at the Crossroad of Securitization and Development (Chapter 4) - Digital Sovereignty in the BRICS Countries,,"declares that data generated in South Africa shall be the property of South Africa and provides for in-country copies for law enforcement; Research ICT Africa warns it could obstruct the cross-border flows AfCFTA needs, and it sits markedly apart from POPIA's adequacy logic"
ZAF-dpi.govtech-vulindlela,ZAF,gov.policy,Governance,instrument,Operation Vulindlela Phase II,Implemented,2026-07-31,Quarterly reporting,,,,,2026-07-31-sa-operation-vulindlela-q1-2026-progress-report|2026-04-23-operation-vulindlela-digital-transformation|2026-07-31-sa-operation-vulindlela-2026-q1-progress-report|2025-03-27-cabinet-statement-26-march-2025,,"approved at the same Cabinet meeting as the Roadmap; the Q1 2026/27 report concedes progress has been uneven and in certain instances slower than initially anticipated, against the 80% on track figure of 2026-04-23 which remains the dated prior"
ZAF-gov.legislate-afcfta-digital-trade-protocol-domestic,ZAF,gov.legislate,Governance,instrument,AfCFTA Digital Trade Protocol domestication,Not held,,,,,,,,,
ZAF-gov.legislate-breach-notification-rate,ZAF,gov.legislate,Governance,measure,Breach notification rate,,2026-08-31,,,No change,~284 per month (Apr–Nov 2025),"~244 per month (April-August 2026), on more than 8,000 security-compromise reports received to date and 1,220 since the 2026/27 financial year opened in April; the regulator projects over 3,000 for the full year and calls the rate very alarming",2026-08-31-itweb-inforeg-alarming-data-breaches|2026-04-14-inforeg-788-breaches-q1,,the monthly rate has eased across the three periods held while the cumulative total and the regulator's own assessment have not; the projection is the regulator's
ZAF-gov.legislate-capital-flow-management-crypto,ZAF,gov.legislate,Governance,instrument,Capital Flow Management Regulations and Crypto Asset Manual,In development,2026-08-19,Draft crypto asset manual for cross-border activities out for comment to 2026-09-30,,Advanced,Did not exist,"Both in draft; manual comments to end-September 2026; the Treasury and the central bank published a draft crypto asset manual for cross-border activities for comment to 30 September 2026, setting authorisation and reporting rules for crypto asset service providers and defining cross-border crypto flows",2026-08-19-south-africa-cross-border-crypto-rules|2026-08-05-sa-treasury-cross-border-crypto-draft-manual,,"the draft regulations were proposed by National Treasury in April 2026 and would replace the pre-approval exchange-control regime with a risk-based reporting system, carrying penalties of up to R1 million, five years imprisonment or both; the draft manual sets the rules licensed crypto asset service providers would follow on cross-border transactions and what must be reported to the Reserve Bank Financial Surveillance Department; Treasury states the manual was published before it had considered the comments already submitted on the regulations, and that both remain subject to refinement"
ZAF-gov.legislate-cofi,ZAF,gov.legislate,Governance,instrument,Conduct of Financial Institutions Bill,In development,2026-01-30,Before Parliament,,,,,2026-01-30 2026 fintech year ahead,,would consolidate conduct rules including open finance and buy-now-pay-later
ZAF-gov.legislate-copyright-bill,ZAF,gov.legislate,Governance,instrument,Copyright Amendment Bill,In development,2026-07-31,Returned to Parliament 2026-06,,Advanced,,Constitutional Court ruling 2026-06,2026-07-28-sajim-ott-streaming-sa-broadcasting|2026-07-31-anthropic-book-scanning-south-african-authors,,"would replace fair dealing with a broader fair use exception; the Constitutional Court upheld most of it in June 2026 and returned parts of the education provisions as unconstitutional, so it returns to Parliament for repair; the Bill says nothing explicit about generative AI or text and data mining, which imports the American judicial answer to those questions along with the doctrine"
ZAF-gov.legislate-cross-border-transfer-adequacy-determi,ZAF,gov.legislate,Governance,instrument,Cross-border transfer adequacy determinations,Not held,,,,,,,,,
ZAF-gov.legislate-cybercrimes-act,ZAF,gov.legislate,Governance,instrument,Cybercrimes Act,Not held,,In force since 2021,,,,,,2026-08-14,
ZAF-gov.legislate-cybercrimes-act-in-force,ZAF,gov.legislate,Governance,instrument,Cybercrimes Act 19 of 2020,Implemented,2025-10-30,UN Convention against Cybercrime signed 2025-10-25,,Baseline not held,Not held in the base,"In force, the country's substantive cybercrime statute; the state signed the United Nations Convention against Cybercrime on 25 October 2025, and consultation on a revised National Cybersecurity Strategy is substantially complete with adoption expected in the following quarter",2025-10-30-minister-kubayi-remarks-g20-acwg-ministerial-meeting|2021-06-01-cybercrimes-act-19-of-2020|2026-05-22-state-security-agency-budget-vote-2026-27-cybersecurity-strategy,,the statute is held as an excerpt; the strategy's adoption is a stated expectation and no adopted text is on file
ZAF-gov.legislate-iec-disinformation-code,ZAF,gov.legislate,Governance,instrument,Draft Electoral Code of Conduct on Countering Disinformation,In development,2026-08-24,Moving from draft to enforcement ahead of the local elections,,Advanced,Did not exist,"The Electoral Commission is moving the updated code from draft to enforcement ahead of the local government elections, the existing code extended to bring it in line with campaign mechanisms on new, digital and social media and to bind political contestants, candidates and their supporters against campaigning on falsehoods, with disinformation defined as false information circulated in the knowledge that it is false. The commission cannot itself find a breach or impose a sanction: where it investigates and forms the opinion that one may have occurred it must refer the matter to the Electoral Court. Alongside the code it is working with large social-media and technology companies on self-regulation, so that false content can be referred to them for takedown",2026-08-24-citizen-iec-electoral-code-disinformation|2026-06-30-iec-draft-electoral-code-conduct-countering-disinformation,,"a draft, not promulgated regulations; the Commission's own media statement gives the comment deadline as 21 July 2026 against the 22 July on the gazetted notice"
ZAF-gov.legislate-eca-amendment,ZAF,gov.legislate,Governance,instrument,Electronic Communications Amendment Bill,In development,2026-08-21,Submissions deadline extended to 21 September 2026,,Advanced,,"Tabled by the Minister of Communications and Digital Technologies on 20 April 2026; it would empower the local-government minister to make a national standard by-law on rapid deployment of electronic communications networks. The portfolio committee extended the deadline for written submissions by one month, to 4pm on Monday 21 September 2026",2026-08-21-citizen-electronic-communications-bill-input-deadline|2026-08-20-parliament-sa-ec-amendment-bill-deadline-extended|2026-04-20-sa-electronic-communications-amendment-bill-b12-2026|2026-07-29-apc-sa-community-connectivity-policy,,"the Bill's own text is now held, which settles the licensing exemption this row could not previously state: clause 2 amends section 6 of the principal Act to make electronic communications network services provided on a not-for-profit basis licence-exempt, and clause 3 inserts a new section 21A requiring the local-government minister to make a national standard draft by-law providing, among other things, for a uniform wayleave application and approval process"
ZAF-gov.legislate-ecta,ZAF,gov.legislate,Governance,instrument,Electronic Communications and Transactions Act 25 of 2002,Implemented,2002-08-02,In force since 2002,,Baseline not held,Not held in the base,"In force as the country's electronic transactions statute, the standing legal basis for electronic contracting and data messages",2002-08-02-electronic-communications-and-transactions-act-25-of-2002,,held as an excerpt; no amendment is on file and no repeal or successor bill appears
ZAF-gov.legislate-data-rollover,ZAF,gov.legislate,Governance,instrument,End-user and Subscriber Service Charter Amendment Regulations,"Enacted, in force 2027-01-23",2026-07-30,Under review litigation,,"Advanced, litigated",In consultation,Gazetted 2026-01-23; under review application,2026-01-23-icasa-end-user-and-subscriber-service-charter-amendment-regulations|2026-07-30-malatsi-data-expiry-regulation-south-africa,,"GN 7027 in GG 53991, gazetted 2026-01-23 and in force 2027-01-23: unused bundles must roll over automatically and free of charge at least once, excluding bundles of seven days or less and uncapped, free and promotional bundles, with depletion alerts at 50%, 80% and 100%; MTN and Vodacom have filed for review, and the filing date and case number are unestablished"
ZAF-gov.legislate-information-regulator-appropriation,ZAF,gov.legislate,Governance,measure,Information Regulator appropriation,Not held,,,,,R135.7m (2025/26),,,2026-08-14,
ZAF-gov.legislate-malabo-convention-ratification-positio,ZAF,gov.legislate,Governance,instrument,Malabo Convention ratification position,Not held,2026-08-14,"A peer-reviewed review of four countries' health-data governance records South Africa as a non-signatory, 2026-08-14",,,,"Not held. A peer-reviewed review of health-data governance in Kenya, Nigeria, Rwanda and South Africa records only Rwanda as a Malabo Convention signatory, and finds all four frameworks fragmented, with weak cross-border transfer harmonisation and capacity gaps",2026-08-14-ssa-health-data-governance-literature-review|,2026-08-14,
ZAF-gov.legislate-media-platforms-inquiry-remedies,ZAF,gov.legislate,Governance,instrument,Media and Digital Platforms Market Inquiry remedies,Implemented,2025-11-13,Final Report and binding remedial actions published 2025-11-13,,Advanced,,"Final Report released with binding remedial actions under section 43D(1) for Google, Meta, Microsoft, OpenAI, TikTok and X; Google's Annexure 8 commitment is up to ZAR 687,500,000 over the five-year term",2025-11-13-compcom-mdpmi-final-report|2025-11-13-compcom-mdpmi-final-report-annexure8-remedial-actions,,the inquiry's own Final Report and its Annexure 8 remedial actions are now held; the secondary analyst account is superseded
ZAF-dpi.id-nir-bill,ZAF,gov.legislate,Governance,instrument,National Identification and Registration Bill,In development,2026-05-29,Before Parliament,,,,Still before Parliament,2026-05-29 Opinion South Africa's Digital Identity Regulations A Governance Crossroads,,"still before Parliament; named as the statutory foundation the digital-ID regulations should rest on, and the report does not say whether its passage is now a precondition"
ZAF-gov.legislate-national-land-transport-regime,ZAF,gov.legislate,Governance,instrument,National Land Transport Amendment Act and Regulations,Enacted,2025-09-12,Act gazetted 11 June 2024; the Second Regulations gazetted 12 September 2025,2024-06-11,Advanced,Did not exist as a national registration regime reaching e-hailing services,"In force: the Amendment Act of 2023 gazetted in June 2024 and the Second National Land Transport Regulations of 2025 gazetted in September 2025, which together carry the national registration regime the e-hailing licence work rests on",2025-09-12-za-second-national-land-transport-regulations-2025-gn3487|2024-06-11-za-national-land-transport-amendment-act-23-of-2023,,The primary instruments behind the e-hailing operating-licence regime recorded separately under Technology.
ZAF-gov.legislate-national-open-science-policy,ZAF,gov.legislate,Governance,instrument,National Open Science Policy,Implemented,,No commencement date stated,,,,,2026-03-01-south-african-open-science-policy,,
ZAF-gov.legislate-national-payment-system-bill,ZAF,gov.legislate,Governance,instrument,National Payment System Bill,In development,2026-09-01,Announced for public comment 2026-09-01,,Advanced,Did not exist,"a bill the central bank governor says will soon go out for public comment, moving payment regulation from an entity-based model to an activity-based one",2026-09-01-national-payment-system-bill-techcentral,,
ZAF-gov.legislate-oecd-crs-amendment,ZAF,gov.legislate,Governance,instrument,OECD Common Reporting Standard regulations,Implemented,2025-11-28,Amended regulations gazetted 2025-11-28,,Advanced,The standard in force on the prior regulations,"Amended regulations gazetted, updating the legal and technical basis for automatic cross-border exchange of financial-account information",2025-11-28-regulations-international-tax-standards-oecd-crs-amendment,,the only cross-border data-transfer instrument on this ledger with an operating exchange behind it
ZAF-gov.legislate-online-platforms-guidance,ZAF,gov.legislate,Governance,instrument,Online Intermediation Platforms Guidance Note,Implemented,2026-02-06,Final guidance gazetted 2026-02-06,,Advanced,Did not exist,"Final guidance in force for leading online intermediation platforms, naming price-parity clauses, interoperability restrictions, self-preferencing and misuse of competitively sensitive data as the competition risks the commission will act on",2026-02-06-final-online-intermediation-platforms-guidance-note,,guidance rather than regulation; no enforcement action under it is on file
ZAF-gov.legislate-operation-vulindlela-reporting,ZAF,gov.legislate,Governance,measure,Operation Vulindlela reporting,,2026-04-23,,,Regressed,80% of initiatives on track (2026-04),"""Uneven and slower than anticipated""",2026-04-23-operation-vulindlela-digital-transformation,,
ZAF-gov.legislate-popia-enforcement-notices,ZAF,gov.legislate,Governance,measure,POPIA enforcement notices,,2026-08-31,,,Advanced,None held,"Four notices, May-August 2026, the fourth issued to the national bureau of standards over its 2024 ransomware attack with 90 days to revise policies, run personal-information impact assessments and implement security measures; two direct-marketing matters were also referred to the enforcement committee under POPIA section 69",2026-08-31-itweb-inforeg-alarming-data-breaches|2026-06-16-paia-enforcement-mining-house-sibanye|2026-06-14-inforeg-first-enforcement-notice-2026,,
ZAF-gov.legislate-public-administration-management-act,ZAF,gov.legislate,Governance,instrument,Public Administration Management Act 11 of 2014,Implemented,2014-12-22,In force since 2014,,Baseline not held,Not held in the base,"In force as the statutory frame for administration-wide arrangements across national, provincial and municipal spheres, including the transfer and secondment of employees and the establishment of common norms and standards",2014-12-22-public-administration-management-act-11-of-2014,,the standing statute under which administration-wide standards such as the Digital Public Services Standard are authorised
ZAF-gov.legislate-sadc-real-time-settlement,ZAF,gov.legislate,Governance,instrument,SADC real-time settlement,Implemented,2026-07-28,Kwanza added 2026-07-27,,Advanced,Rand only since 2013,Kwanza added 2026-07-27,2026-07-28-sadc-rtgs-kwanza-official,,
ZAF-gov.legislate-statistics-act,ZAF,gov.legislate,Governance,instrument,Statistics Act 6 of 1999 and Statistics Amendment Act 29 of 2024,Enacted,2026-03-11,Amendment Act proclaimed for implementation,,Advanced,"The 1999 Act in force, the 2024 Amendment Act assented and not proclaimed","The Amendment Act proclaimed for implementation and implementation reported as progressing, with regulations and twenty memoranda of understanding under development to carry it",2026-03-11-stats-sa-2025-26-q3-report-portfolio-committee|1999-04-21-statistics-act-6-of-1999-2|2024-12-20-statistics-amendment-act-29-of-2024|2026-06-23-parliament-atc-109-2026,,"the proclamation date itself is not stated in the held account, only that proclamation had occurred"
ZAF-gov.protect-optout-registry,ZAF,gov.protect,Governance,instrument,Consumer Protection Act direct-marketing opt-out registry,In development,2026-04-20,Regulations 2026-04,,,,,2026-04-20-cpa-direct-marketing-optout-regs,,2026 CPA Amendment Regulations shift the anti-spam duty to the National Consumer Commission
