indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,RWA-dpi.exchange-national-digital-public-infrastructure-strat,,,,,,,2026-08-31,0,a DPI strategy launched March 2026 stands in for a national DTS; its text and horizon are not held,
gov.policy--ict-strategy,3,RWA-gov.policy-ict-sector-strategic-plan,,,,,all government services online,2029-06-30,2026-08-31,0,ICT sector strategic plan 2024/25 to 2028/29 adopted; no progress report held,
gov.policy--broadband-strategy,3,RWA-infra.connect-national-broadband-policy,,,,,,,2026-08-31,0,broadband policy revised 2022 and in force; dated targets and funding not on record,
gov.policy--data-storage-cloud-strategy,3,RWA-gov.policy-ict-procurement-instructions-2012,,,,,,,2026-08-31,0,2012 ministerial instructions require critical systems at the national data centre; no hosting classification on record,
gov.policy--data-interoperability-framework-roadmap,2,RWA-dpi.exchange-national-digital-public-infrastructure-strat|RWA-infra.store-shared-government-data-hub,,,,,,,2026-08-31,0,interoperability named in the DPI strategy and a data hub at pre-procurement; no framework instrument held,
gov.policy--ai-strategy,3,RWA-gov.policy-national-artificial-intelligence-policy,,,,,,,2026-08-31,0,"Policy adopted; the agency is approved but no establishing instrument, budget or implementation plan is on record",
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,rows show a data protection law and a planned data hub; no localisation rule on record,
gov.policy--data-governance-policy,3,RWA-dpi.exchange-national-data-sharing-policy|RWA-gov.policy-national-data-sharing-policy-implementation,,,,,,,2026-08-31,0,data-sharing policy approved 2025; implementing standards still being built,
gov.policy--open-data-policy,1,RWA-data.open-national-open-data-portal-or-policy,,,,,,,2026-08-31,0,The 2017-2022 policy expired with no replacement; no new source in August,
gov.legislate--data-protection-legislation,3,RWA-gov.protect-data-protection-and-privacy-law,,,,,,,2026-08-31,0,law in force; no enforcement act published and regulations not held,
gov.legislate--cybersecurity-legislation,3,RWA-gov.legislate-cybercrimes-law-2018|RWA-gov.legislate-application-software-security-directives,,,,,,,2026-08-31,0,2018 law in force with 2026 directives; no prosecutions or incident-response acts on record,
gov.legislate--legislation-covering-digital-id,3,RWA-gov.legislate-single-digital-identification-law,,,,,,,2026-08-31,0,law in force with enrolment open; regulations and grievance or oversight provisions not on record,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,Rows held are a virtual-asset law and a sandbox; no payment-systems law or e-money regulation among them,
gov.legislate--legislation-enabling-data-interoperability,3,RWA-gov.legislate-sdid-law-029-2023,,,,,,,2026-08-31,0,ID law requires relying-party integration and civil-registration sync; no general exchange obligations or custodian,
gov.legislate--ai-legislation-regulations,,,,,,,,,2026-08-31,0,absences cited cover hiring rules and partnership review only; no statement that no law addresses AI,
gov.legislate--e-commerce-legislation,3,RWA-gov.legislate-competition-consumer-law-2026,,,,,,,2026-08-31,0,Law 011/2026 e-commerce chapter in force; no trust-service regulations or enforcement on record,
gov.legislate--statistics-legislation,3,RWA-gov.legislate-statistics-law-45-2013,,,,,,,2026-08-31,0,2013 law founds the statistical system; independence and confidentiality provisions not on record,
gov.legislate--access-to-information-legislation,3,RWA-gov.legislate-access-to-information-law-2013,,,,,,,2026-08-31,0,2013 law in force and under revision; oversight mechanism and requests not on record,
gov.protect--data-protection-authority,3,RWA-gov.protect-data-protection-supervisory-authority,,,,,,,2026-08-31,0,supervisory authority operating and authorising transfers; no enforcement decision on record,
gov.protect--national-data-protection-readiness,3,RWA-gov.protect-registered-data-controllers-and-processors,,,,,,,2026-08-31,0,law in force with registration live; no Guidelines practices or enforcement on record,
gov.regional--regional-policy-collaboration,3,RWA-tech.ai-continental-ai-declaration|RWA-tech.ai-global-ai-summit,,,,,,,2026-08-31,0,"Active participation, now hosting COMESA AI consultations; no regional guidelines carried in domestic instruments on record",
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,rows hold bilateral central-bank memoranda only; no REC instrument referenced or domesticated,
gov.regional--shared-regional-infrastructure,2,RWA-infra.connect-cross-border-terrestrial-fibre-route,,,,,,,2026-08-31,0,Fibre route announced live only after the as-at; August source is the operator's own and does not establish service,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,rows hold a bilateral health data-sharing memorandum; transfer provisions of the data protection law not in these rows,
gov.standards--national-interoperability-standards,3,RWA-gov.standards-electronic-government-interoperability-frame,,,,,,,2026-08-31,0,RGEA v2.1 published by RISA; no mandating instrument or conformance testing on record,
gov.standards--national-quality-standards,3,RWA-gov.standards-gazetted-national-standards,,,,,,,2026-08-31,0,standards board gazetting national standards with one IT entry; no quality policy or ICT certification on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,only a cross-border conformance mission is mapped; ISO membership and adopted ICT standards not on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,an annual multistakeholder IGF runs; no consultation on a digital instrument or policy input on record,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-08-31,0,"Dialogue forums held but no source on shutdowns, blocking or an access-to-information law places a rung",
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,RWA-infra.connect-information-and-communications-for-developme,,,,,,,2026-08-31,0,recurring ICT4D programme in the finance law; 93% externally financed and no dedicated fund,
finance.new--mobilisation-of-non-state-finance,4,,0.08958,per cent of GDP,2026,outputs/non-state-finance/RWA-nonstate.csv@2025-01-01,,,2026-08-31,0,"1 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,1,,51.5,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,2,,31.7,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,4,,1.87,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,,,,,,,,,2026-08-31,0,only a planned government network subcomponent is mapped; no backbone row on record,
infra.connect--internet-exchange-points,3,RWA-infra.connect-rinex,,,,,,,2026-08-31,0,RINEX in service taking new members; traffic or capacity not cited,
infra.connect--satellite-broadband-licensing-and-availability,3,RWA-infra.connect-satellite-reseller-authorisation,,,,,,,2026-08-31,0,satellite service in service through one certified reseller; partial source,
infra.store--local-data-centre-capacity-all-providers,3,,1,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2025-03-24,,,2026-08-31,0,"1 of 2 multi-tenant facilities in service at Tier III or above, 1 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,3,,50,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2025-03-24,,,2026-08-31,0,1 of 2 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,3,RWA-infra.store-digital-adoption-guidelines|RWA-infra.store-horus-labs-tier-iii,,,,,,,2026-08-31,0,guidelines mandate off-site backup at the national data centre; no tested failover or continuity plan on record,
infra.energy--grid-reliability,4,,1.7864,outages per month,2023,ref:enterprise-surveys-outages@2026-09-24,,,2026-08-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,3,,65.2,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
infra.capacity--robustness-of-government-hardware-and-software,2,RWA-infra.capacity-pki-procurement,,,,,,,2026-08-31,0,PKI upgrade out to tender; core systems' platforms and inventory not on record,
