title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Animal Resources Ministry Launches Official Website,Sudan News Agency (SUNA),,2026-09-07,day,SDN,dpi.govtech; data.open; digital.localgov,ministry-of-animal-resources-and-fisheries-sudan,2026-09-08,https://www.suna.sd/posts/animal-resources-ministry-launches-official-website
"السماني عوض الله يكتب: \""بيان\"" وديوان شؤون الخدمة المدنية",Al-Hakim News,,2026-09-06,day,SDN,gov.discourse; dpi.govtech,civil-service-diwan-sudan; bayan-platform-sudan,2026-09-07,https://alhakim.net/142125
"Sudan pound hits 7,000 as banking system falters - The Sudan Times",The Sudan Times,,2026-09-03,day,SDN,dpi.pay; include.access; infra.capacity,bank-of-khartoum; bankak,2026-09-04,https://thesudantimes.com/sudan/sudan-pound-hits-7000-as-banking-system-falters/
خدمة جديدة عبر بلدنا لتسهيل إجراءات المستثمرين,Atheer News (reproducing Ministry of Digital Transformation and Communications / National Investment Authority statement),,2026-09-03,day,SDN,dpi.exchange; dpi.govtech,baladna-platform-sudan; ministry-digital-transformation-sudan; national-investment-authority-sudan; sudan-customs-authority,2026-09-07,https://atheernews.net/222149/
ديوان الزكاة يوقّع عقداً لاستكمال نظام المصارف والموارد البشرية والمالية - صحيفة الفجر,صحيفة الفجر,,2026-09-02,day,SDN,dpi.govtech; dpi.mis,zakat-chamber-sudan; national-technical-company-sudan,2026-09-04,https://alfjrnews.net/29666/
Investment Authority Launches Service to Activate Requirements Lists via Electronic One-Stop Platform,Sudan Horizon,,2026-09-01,day,SDN,dpi.govtech; gov.policy,national-investment-authority-sudan,2026-09-04,https://sudanhorizon.com/investment-authority-launches-service-to-activate-requirements-lists-via-electronic-one-stop-platform/
Post,"Telecommunications and Post Regulatory Authority (TPRA), Republic of the Sudan",,2026-08-29,day,SDN,dpi.registry,national-telecommunications-and-post-regulatory-authority-sudan,2026-09-03,https://tpra.gov.sd/en/regulatory/postal/
"Defying Sudan's Ongoing Conflict — Sudatel Group Delivers Record FY2025 Results: Highest Operating Income Since Inception, Net Profit of USD 117.5 Million",Sudatel Telecommunications Group,,2026-08-29,day,SDN,infra.connect,sudatel; sudani-telecom; expresso; chinguitel,2026-09-03,https://sudatel.sd/en/fy2025-results/
Telecommunications Licensees – TPRA,Telecommunications and Post Regulatory Authority (Sudan),,2026-08-29,day,SDN,tech.industry,national-telecommunications-and-post-regulatory-authority-sudan,2026-09-03,https://tpra.gov.sd/?page_id=4475
Telecommunications Licensees – TPRA,"Telecommunications and Post Regulatory Authority (TPRA), Sudan",,2026-08-29,day,SDN,gov.policy,national-telecommunications-and-post-regulatory-authority-sudan,2026-09-03,https://tpra.gov.sd/en/services/telecom-licensing/
