row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
SEN-infra.energy-power-provision-data-centre,SEN,infra.energy,Infrastructure,Power provision for data-centre and telecom infrastructure,"a Senegalese primary carrying the installed capacity of the data-centre estate, a utility tariff or supply agreement for a named facility, or a government decision on the industry recommendation",,
SEN-infra.cybersec-computer-emergency-response-team,SEN,infra.cybersec,Infrastructure,National computer emergency response team,"a decree or ministerial order creating a national response team or cybersecurity agency, or an official statement naming one that already exists",,
SEN-data.open-open-government-data-policy,SEN,data.open,Governance and regulation,"Open government data policy, portal or licence","a decree or circular on public-data re-use, a national open-data portal ingested as a primary, or a published open-data charter",,
SEN-dpi.id-universal-digital-identity-under,SEN,dpi.id,Digital public infrastructure,Universal digital identity under the technology strategy,"a build contract, pilot record or enrolment figure for the universal digital identity the strategy announced",,
SEN-digital.rural-rural-digital-data-capture,SEN,digital.rural,Digital public infrastructure,Rural digital data capture,"a source on tablet-based rural enumeration, agricultural census digitisation or field-level data collection",,
SEN-data.satellite-use-satellite-data-public,SEN,data.satellite,Digital public infrastructure,Use of satellite data in public administration,"a statistics-agency, agriculture-ministry or land-administration document showing earth-observation data feeding an official statistic, cadastre or crop estimate",,
SEN-digital.localgov-commune-level-systems-other,SEN,digital.localgov,Digital public infrastructure,Commune-level systems other than civil status,a source on a commune-level administrative system that is not the civil register,,
SEN-tech.ai-place-ai-readiness-index,SEN,tech.ai,Artificial intelligence and the technology sector,Place in an AI readiness index,"Senegal's inclusion in a future edition, or any other AI-readiness index publishing a Senegal score",,
SEN-geopol.india-senegal-india-technology-cooperation,SEN,geopol.india,Artificial intelligence and the technology sector,Senegal-India technology cooperation,"any dated Indian-government, export-bank or Indian-vendor announcement naming Senegal",,
SEN-geopol.gulf-senegal-gulf-technology-investment,SEN,geopol.gulf,Artificial intelligence and the technology sector,Senegal-Gulf technology investment,"a dated investment agreement, memorandum or facility naming a Gulf counterparty",,
SEN-finance.budget-digital-sector-budget-outturn,SEN,finance.budget,Finance,"Digital-sector budget outturn, execution and audit","the quarterly budget-execution report with ministry or programme disaggregation, or the audit court's settlement law for FY2024 or FY2025",,
SEN-include.divides-domestic-measurement-digital-divide,SEN,include.divides,Inclusion and capacity,Domestic measurement of the digital divide or digital literacy,"a statistics-agency or regulator household ICT-usage survey, or a ministry digital-skills baseline",,
