recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
MOZ,2023,,Korea International Cooperation Agency,Technical Capacity,Grant,0,disbursed,rounded,Active,"KOICA - INGD Mozambique, ICT equipment for disaster risk management, 2026","Verbatim press release, Programa das Nacoes Unidas para o Desenvolvimento, 9 September 2026:

COMUNICADO DE IMPRENSA

PNUD e KOICA reforçam a capacidade de Moçambique para a gestão do risco de desastres

Maputo, 9 de Setembro de 2026

– O Programa das Nações Unidas para o

Desenvolvimento (PNUD), em parceria com o Governo de Moçambique e com o apoio

financeiro da Agência de Cooperação Internacional da Coreia (KOICA)

, procedeu hoje à

entrega de equipamento de tecnologias de informação e comunicação (TIC), avaliado em

mais de 300 mil dólares norte

-americanos, com vista a reforçar a capacidade de

Moçambique para antecipar, preparar -se e responder a desastres e outros ch

oques

relacionados com o clima.

A cerimónia de entrega, realizada nas instalações do Instituto Nacional de Gestão e Redução do Risco de Desastres (INGD), em Maputo, assinala mais um marco na implementação do projecto “Promoção da Resiliência aos Desastres e da Coesão Social no Norte e Centro de Moçambique”, lançado em Junho de 2023.

O equipamento inclui computadores portáteis e de mesa, impressoras, sistemas de videoconferência e outros recursos tecnológicos. Estes meios irão apoiar o INGD e outras instituições governamentais envolvidas na gestão do risco de desastres, através do reforço da gestão da informação, da comunicação, da coordenação e dos processos de tomada de decisão aos níveis nacional, provincial e distrital.

O investimento beneficiará directamente equipas técnicas nas províncias de Cabo Delgado, Niassa, Nampula, Sofala e Manica, reforçando as capacidades tecnológicas e institucionais necessárias para coordenar a preparação e resposta a desastres, ao mesmo tempo que promove decisões mais céleres e baseadas em evidências.

A entrega do equipamento reflecte um compromisso mais amplo do Governo de Moçambique, do PNUD e da República da Coreia com o fortalecimento dos sistemas e capacidades nacionais para a construção da resiliência.

Intervindo na cerimónia, Sua Excelência Bok -Wan Kang, Embaixador da República da Coreia em Moçambique, sublinhou que o valor desta parceria vai muito além da simples disponibilização de equipamento.

“Não se trata apenas de fornecer equipamento; trata -se de garantir um apoio contínuo para enfrentar desafios reais, reforçando a preparação para desastres e as capacidades locais.”

COMUNICADO DE IMPRENSA

O diplomata destacou a importância de uma cooperação para o desenvolvimento orientada para resultados concretos, que combine apoio financeiro com conhecimento, tecnologia e experiência.

“A resiliência sustentável constrói -se não apenas através de infra -estruturas e sistemas, mas também por meio de parcerias mais fortes e comunidades capacitadas. Quando a tecnologia e os equipamentos adequados são disponibilizados e utilizados de forma prática através da nossa cooperação, podemos salvar vidas, proteger meios de subsistência e reforçar a resiliência das comunidades vulneráveis.”

O Embaixador reafirmou ainda o compromisso da República da Coreia em continuar a trabalhar com Moçambique como parceiro de confiança e expressou a sua gratidão ao Governo de Moçambique, ao INGD, ao PNUD e ao Escritório da KOICA em Moçambique pela colaboraç ão contínua.

Para o PNUD, este investimento representa uma contribuição concreta para o reforço das capacidades nacionais antes da ocorrência de crises. O Representante Residente Adjunto para Programas do PNUD Moçambique, Cleophas Torori, salientou que uma gestão eficaz do risco de desastres exige que as instituições disponham dos sistemas, da informação e dos instrumentos necessários para antecipar riscos e actuar atempadamente.

“Reforçar a resiliência aos desastres não significa apenas responder eficazmente quando

ocorre uma crise. Significa assegurar que as instituições disponham da informação, dos

sistemas, dos instrumentos e das capacidades necessárias para antecipar riscos, t

omar

decisões informadas e agir precocemente.”

Acrescentou ainda: “A informação fiável e uma gestão eficaz da informação são elementos fundamentais da moderna gestão do risco de desastres.”

O equipamento apoiará, por conseguinte, muito mais do que as operações institucionais quotidianas. O seu objectivo é reforçar os sistemas através dos quais a informação é produzida, partilhada e utilizada para apoiar a prevenção, preparação, resposta e rec uperação.

“O verdadeiro valor deste investimento será medido, em última instância, não pelo equipamento em si, mas pelas capacidades institucionais e pelos serviços públicos que permitirá desenvolver”, afirmou o Sr. Torori.

COMUNICADO DE IMPRENSA

O responsável sublinhou igualmente a importância de assegurar a manutenção adequada

do equipamento e a sua integração efectiva nos sistemas institucionais e nas práticas de

trabalho, de modo a garantir benefícios sustentáveis para além do momento da entreg

a.

Ao receber o equipamento, a Presidente do INGD, Luisa Meque , considerou o apoio uma importante contribuição para o fortalecimento do sistema nacional de gestão do risco de desastres e da capacidade institucional para actuar de forma mais eficaz entre sectores e diferentes níveis de governação.

A dirigente descreveu a parceria com a KOICA como um exemplo de cooperação prática que fortalece as capacidades nacionais através do acesso ao conhecimento e à tecnologia.

“Com este gesto, estamos perante uma parceria inteligente em que todos saímos mais fortalecidos. A Coreia partilha a sua experiência e conhecimento, enquanto Moçambique reforça o seu acesso a conhecimento e tecnologia que nos permitem melhorar a forma como monitorizamos e gerimos eventos climáticos extremos e complexos, alguns dos quais agravados pela variabilidade e pelas mudanças climáticas.”

A Presidente reafirmou ainda o compromisso do INGD em assegurar a utilização eficaz do equipamento e em prosseguir os esforços para reduzir a vulnerabilidade das comunidades expostas a eventos extremos.

Moçambique encontra -se cada vez mais exposto a múltiplos riscos interligados, incluindo ciclones, cheias, secas, choques relacionados com o clima, deslocações populacionais e outros factores susceptíveis de agravar vulnerabilidades sociais e económicas.

O projecto responde a estes desafios através de uma abordagem integrada que reconhece as ligações entre riscos climáticos, vulnerabilidade aos desastres, coesão social e instabilidade.

Implementado pelo PNUD, o projecto visa reforçar a capacidade das instituições e das

comunidades para antecipar, resistir e recuperar de choques e crises, contribuindo

simultaneamente para prevenir novos ciclos de vulnerabilidade, conflito e instabilidade.

A

iniciativa reúne instituições nacionais, autoridades locais, parceiros de desenvolvimento e

comunidades em torno de um objectivo comum: reforçar a resiliência, proteger os ganhos

de desenvolvimento e criar condições para um desenvolvimento mais inclusiv

oe

sustentável.

COMUNICADO DE IMPRENSA
No âmbito desta abordagem, o projecto tem igualmente apoiado o desenvolvimento de capacidades institucionais e de coordenação, incluindo a colaboração com importantes parceiros governamentais, como o Ministério da Justiça, Assuntos Constitucionais e Religiosos, o Serviço Nacional Público de Salvamento (SENSAP) e o Instituto Nacional de Acção Social (INAS).
O investimento em TIC complementa estes esforços ao reforçar a infra -estrutura digital e de informação necessária para apoiar uma coordenação eficaz e processos de tomada de decisão mais eficientes.
Esta entrega ocorre igualmente num momento importante para os esforços de Moçambique no reforço da digitalização das instituições e dos serviços públicos. Um melhor acesso à tecnologia e sistemas de informação mais eficazes podem ajudar as instituições a m elhorar a monitoria dos riscos, a comunicação entre diferentes níveis de governação e a transformação da informação em acções oportunas.
Para o PNUD, a iniciativa demonstra igualmente o valor de parcerias que articulam resiliência, fortalecimento institucional, coesão social e desenvolvimento sustentável.
“Esta é a primeira intervenção apoiada pela KOICA que reúne, numa única iniciativa, as dimensões da resiliência aos desastres e da coesão social”, observou o Sr. Torori. “Vemos esta iniciativa não apenas como um investimento importante para Moçambique, mas também como uma oportunidade para gerar conhecimento, demonstrar boas práticas e orientar futuras abordagens integradas de resiliência e desenvolvimento.”
O PNUD e a KOICA continuarão a trabalhar estreitamente com o Governo de Moçambique para consolidar a implementação do projecto, sistematizar as lições aprendidas e maximizar o seu impacto no desenvolvimento. Em última análise, a ambição partilhada desta pa rceria é clara: instituições mais fortes, decisões mais bem informadas, comunidades mais resilientes e maior coesão social.
A entrega hoje realizada constitui um investimento concreto para alcançar essa visão comum, contribuindo para que os cidadãos, as instituições e os ganhos de desenvolvimento de Moçambique estejam mais preparados para enfrentar os riscos do futuro.
FIM

COMUNICADO DE IMPRENSA
Para mais informações, contacte: Manuel Mabuiangue Chefe de Parcerias Estratégicas e Comunicação manuel.mabuiangue@undp.org",Public Sector,Instituto Nacional de Gestao e Reducao do Risco de Desastres,mais de 300 mil dolares norte-americanos,,,https://www.undp.org/sites/g/files/zskgke326/files/2026-09/comunicado_de_imprensa-pnud_entrega_de_equipamentos.pdf,koica,2026-09-09-koica-moz-2026-mozambique-ingd-ict-equipment
MOZ,2026,2031,World Bank,Sectoral management information systems,Concessional Loan,150,commitment,stated,Active,Skills for Employment and Economic Transformation in Mozambique,"MozJobs aims to create more and better jobs in priority value chains by strengthening the skills ecosystem (priority sectors are energy, agribusinesses, and tourism). It does this by making the skills system industry-led and data-driven: rolling out a national TVET-MIS, strengthening the LMIS with predictive analytics, and operationalizing institute fee retention so providers are incentivized to perform. On the delivery side, MozJobs finances competitive, employer-linked grants, work-based internships, and modernized qualifications and short-cycle programs, including hybrid/remote learning backed by LMS analytics. It also scales collaborative short courses in priority value chains, entrepreneurship and socio-emotional skills, and Recognition of Prior Learning; and, through two African Centers of Excellence, boosts higher-education quality, research, and innovation.",Public Sector,National Authority of Professional Education (Ministry of Education and Culture),"USD 150,000,000",P513981,44000-P513981,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=44000-P513981,world-bank,2026-06-30-iati-44000-p513981-mozambique-skills-employment-transformation
MOZ,2026,,European Union,Digital divides,MoU,,,stated commitment,Approved,EU commits €28 million to Mozambique digital transformation under Global Gateway,"""Digital transformation has been allocated €28 million, with a particular focus on
increasing women's participation in the digital economy."" One of four Global Gateway
agreements — clean energy €40m, digital transformation €28m, agricultural businesses and
sustainable value chains €60m, education and skills €50m — totalling €178 million,
described by the source as ""the signing of four agreements"".

Only the digital transformation slice is recorded here; the energy and agriculture slices
are out of the wiki's scope, and the €50m education and skills line is recorded on the
prose source rather than as a separate digital record because its stated purpose
(""to prepare Mozambican students for a digital and sustainable economy"") is not specific
enough to a digital activity to map cleanly.",Public Sector,recipient organisation unspecified,"EUR 28,000,000",,,https://360mozambique.com/economy/markets-finance-eu-and-mozambique-seek-to-take-partnership-to-the-next-level/,european-union,2026-06-09-eu-moz-001-global-gateway-digital-transformation
MOZ,2026,2026,World Bank,Registries,Unknown,9,commitment,estimated,Active,"World Bank-funded mass civil-registration campaign, Mozambique","Announced 20 March 2026: a joint Ministry of Justice / Ministry of Interior campaign, funded by the World Bank at approximately US$9 million, deploying up to 500 mobile brigades nationwide to register births and issue National Identity Cards on the spot, free of charge, targeting up to 7 million citizens by December 2026 — directly linking birth registration to first identity-document issuance at national scale.",Public Sector,Mozambique,approximately US$9 million (source gives no more precise figure),,,https://360mozambique.com/development/government-launches-world-bank-funded-campaign-to-tackle-civil-identification-deficit/,world-bank,2026-03-20-wb-moz-mass-civil-registration
MOZ,2026,2028,Government of Japan,Digital Identity and CRVS,Grant,7,commitment,reported,Approved,UNHCR and Japan US$6.9 million partnership to restore access to documentation and legal services for displaced families in Cabo Delgado,"From 2026 to 2028, Japan and UNHCR will rehabilitate or reconstruct 27 government service points, train 300 provincial and district officials in civil registration, identification and legal assistance, and deliver mobile civil documentation to ~100,000 people, legal aid to ~30,000 and outreach to ~120,000 in Cabo Delgado, restoring legal identity for populations displaced by the province's armed conflict since 2017.",Public Sector,Mozambique,US$6.9 million (source states USD directly),,,https://data.unhcr.org/en/news/22845,government-of-japan,2026-03-03-japan-moz-cabo-delgado-doc-partnership
MOZ,2026,,European Union,Digitalisation of sub-national government,Grant,,,reported,Approved,Team Europe for Digital Transformation in Mozambique — GovNet expansion,"Action Document ACT-63473, Annex 2 to the Commission Implementing Decision on the 2026 annual action plan for Mozambique. Expands GovNet — which had connected about 1,000 public institutions across 141 districts — to at least 20 further districts, on the ""supply side,"" paired with the establishment and operationalisation of Community Multimedia Centres on the ""demand side."" Part of the Digital Economy Package signed between Mozambique and the EU, building on the VaMoz Digital! flagship initiative (two tech hubs in Nampula and Zambézia).",Public Sector,Mozambique,"EUR 7,100,000 total estimated cost; EUR 5,000,000 EU budget contribution",,,https://www.gtai.de/resource/blob/2006980/32b32750cfcf0c9bab9747e7b5c49ebc/PRO202606172006968%20-%20Annex%202.PDF,european-union,2026-01-01-eu-moz-govnet-team-europe
MOZ,2026,2030,U.S. Department of State,Sectoral management information systems,Unknown,83,commitment,verified,Pipeline,"U.S. Department of State — Mozambique health data systems under the America First Global Health Strategy MOU, 2025","""2.5.3 Funding Plan: The U.S. Government intends to provide the following amount of funding for data systems in each of the specified years, subject to the availability of funds: 2026 $16,666,385; 2027 $28,230,116; 2028 $18,533,429; 2029 $11,129,710; 2030 $8,512,439.""

The money builds SIS-RME (the integrated electronic medical record absorbing the US-built SESP patient tracking system, transferred to Mozambican management by 2026-06-20), SIS-LAB, the eVIDR outbreak surveillance platform, nSIMAM commodity logistics, a health data exchange due functional by end-2026 and a national health data warehouse due operational by end-2027. ""Development of data systems funded by the U.S. Government are expected to be fully led and owned by the Government of Mozambique with technical assistance and workplan oversight by the U.S. Government"" (2.5.1). The US reserves the right to ""revisit its funding levels"" if no mutually acceptable technology roadmap is agreed (2.5.3).

The sum is one line of a wider MOU whose total planned US support is US$1,829,380,000 against Mozambique's US$70,573,106 (Appendix 1). Non-binding: ""This MOU is not an international agreement"" (6.9).",Public Sector,Government of Mozambique / Ministry of Health,,,,https://www.citizen.org/wp-content/uploads/2026-0008QN-Mozambique-Health-12.15.2025.pdf,us-department-of-state,2025-12-15-state-moz-afghs-data-systems-2025-record
MOZ,2025,2026,Malaria Consortium,Sectoral management information systems,Grant,5,disbursed,stated,Active,Integrating upSCALE into the Ministry of Health [Mozambique],"upSCALE is an electronic community health information system (eCHIS). The eCHIS software is uploaded onto a mobile phone and provided to the community health workers known locally as Agentes polivalentes de saúde (APSs). It is designed to improve quality of care and enhance reporting rates to improve data for decision making.

The project started in 2016 as a pilot and has since scaled up. This current UNICEF grant started in January 2025 with the aim of institutionalising upSCALE into the Ministry of Health through data ownership and data-informed decision-making for the community health programme.

Through this grant, upSCALE will be scaled up to all 10 provinces covering all districts in each province and equipping every APS with a digital device.",Public Sector,Ministry of Health,,,GB-CHC-1099776-2U-MZ,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=GB-CHC-1099776-2U-MZ,malaria-consortium,2025-03-31-iati-gb-chc-1099776-2u-mz-mozambique-upscale-echis
MOZ,2025,,Export-Import Bank of China (China Eximbank),Connectivity,Commercial Loan,200,commitment,estimated,Pipeline,Tmcel Telecommunications Network Second Expansion Financing,,Public Sector,Mozambique Telecom SA (Tmcel),,,,https://clubofmozambique.com/news/tmcel-secures-us200-million-on-very-good-terms-for-modernisation-and-expansion-151082/,china-eximbank,2025-01-01-eximbank-cn-moz-005-tmcel-telecommunications-network-second-expansion-financing
MOZ,2023,2027,International Telecommunication Union (ITU),Connectivity,Technical Assistance,2,commitment,estimated,Active,Laying the Foundation for VaMoz Digital (Mozambique),ITU is implementing agency for the regulatory and policy component of the EU-funded VaMoz Digital! programme in Mozambique. Project strengthens enabling environment for inclusive digital transformation through: policy and regulatory framework reform; institutional capacity development for telecom regulators; digital skills curriculum; and fostering a digital innovation ecosystem. ITU component (Outcome 1) of broader EUR 10M VaMoz Digital! programme (EU Global Gateway flagship). AICS implements complementary youth digital skills component.,Public Sector,Ministry of Communications and Digital Transformation; INTIC,"CHF 2,244,820",9MOZ23005,,https://www.itu.int/net4/ITU-D/CDS/projects/display.asp?ProjectNo=9MOZ23005,itu,2023-01-01-itu-moz-vamoz-digital-2023-laying-the-foundation-for-vamoz-digital
