recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
XWA,2026,2030,African Development Bank (AfDB),Other GovTech and e-Gov,Grant,6,commitment,reported,Active,"African Development Bank — WATAF Strengthening Tax Administration Capacity Project in West Africa (STACP-WA), 2026","Verbatim from the source:

> Liberia is among six West African countries set to benefit from a US$5.3 million African Development Bank (AfDB)-financed initiative designed to strengthen tax administration, improve domestic revenue mobilization, and build resilient revenue systems across the region.
>
> The four-year Strengthening Tax Administration Capacity Project in West Africa (STACP-WA) was officially launched by the West African Tax Administration Forum (WATAF) on Tuesday, August 18.
>
> The initiative is financed through a UA4 million grant from the African Development Fund/Transition Support Facility Pillar III, equivalent to approximately US$5.3 million. It will benefit Burkina Faso, The Gambia, Guinea, Guinea-Bissau, Liberia, and Sierra Leone.
>
> Bangura said the project will help beneficiary countries improve domestic, trade, and extractive-sector tax administration, strengthen compliance, and reduce revenue leakages.
>
> It will also support digital tax tools, VAT and e-invoicing reforms, taxpayer education, gender-responsive tax systems, and improved governance of natural resource revenues.
>
> According to Bangura, the project has three main components: strengthening the efficient administration of domestic and trade taxes; improving natural resource revenues in resource-rich countries; and supporting project management, coordination, and institutional capacity development within the WATAF Secretariat.",Multilateral,West African Tax Administration Forum (WATAF),UA 4 million (African Development Fund unit of account),,,https://www.liberianobserver.com/business/liberia-five-others-benefit-from-us-5-3m-afdb-tax-administration-project/article_09a09868-8c9e-49c2-ad5e-1dcf6a739fe8.html,african-development-bank,2026-08-18-african-development-bank-wataf-2026-stacp-wa
XWA,2026,,African Development Bank (AfDB),Innovation ecosystem,Equity,,,exact,Approved,AfDB / EU-OACPS equity pool -- Janngo Start-Up Fund,"""The African Development Bank Group has approved an equity investment pool of EUR10.5m toward the first close of the Janngo Start-Up Fund, a pan-African tech start-up fund. The pooled funds comprise EUR7m provided by the African Development Bank and a EUR3.5m contribution by the European Union and the Organization of African, Caribbean and the Pacific States."" Fund focus: agribusiness, financial services, energy, education and healthcare, primarily in Francophone West Africa. ""The pooled investment advances the Boost Africa Program, a collaboration among the contributing partners and the European Investment Bank.""",Private Sector,Janngo Start-Up Fund / Janngo Capital,"EUR 10,500,000 (EUR 7,000,000 AfDB + EUR 3,500,000 EU/OACPS combined; EU's own individual share not separately stated)",(not stated),,https://www.africaglobalfunds.com/news/investors/afdb-approves-105m-investment-in-tech-startup-fund/,african-development-bank,2026-08-09-afdb-janngo-xwa-2026
XWA,2026,2030,African Development Bank (AfDB),Sectoral management information systems,Grant,14,commitment,stated,Pipeline,Multinational - Strengthening Health Systems and Medical Regulations (SHyMeR) Project,"The Strengthening Health Systems and Medical Regulations Project (SHyMeR) is a multinational regional public goods operation designed to strengthen health-system resilience and medical-product regulation in seven eligible African Development Fund countries in the ECOWAS region: Benin, The Gambia, Guinea, Guinea-Bissau, Liberia, Sierra Leone and Togo. The project will strengthen National Medicines Regulatory Authorities and laboratories, improve access to safe and quality-assured medical and nutrition products, enhance diagnostic and emergency-response capacities, and build the skills of the regional health workforce. It will support the regulatory authorities of Benin, The Gambia, Liberia and Sierra Leone in progressing towards World Health Organization Maturity Level 3; equip The Gambia’s national quality-control laboratory; establish cross-border One Health laboratories in Benin and Togo; and repair, maintain and equip biomedical, diagnostic, intensive-care and cancer-diagnostic facilities in Guinea, Guinea-Bissau, Liberia and Sierra Leone. The project will also develop an integrated regional health data hub and electronic medical-record systems, introduce digital learning and virtual or augmented-reality simulation laboratories in three universities, train health professionals and biomedical technicians, and support youth-led biomedical and digital-health enterprises. At the regional level, it will promote harmonized health policies, pooled procurement of essential medicines, sustainable health financing, climate-resilient health investment planning, and the integration of One Health, nutrition and gender-based violence considerations into community-health policies. The total project cost is estimated at UA 11.435 million, equivalent to approximately USD 15.712 million. It will be financed by an African Development Fund Regional Public Goods grant of UA 10.380 million, or about USD 14.262 million, and a cash counterpart contribution from ECOWAS/WAHO of UA 1.055 million, or approximately USD 1.450 million. The grant recipient and executing agency is the West African Health Organization (WAHO). The project development objective is to enhance resilience in West Africa by strengthening health systems and medical regulations to support the provision of quality routine health services and effective responses to public-health and nutrition emergencies in seven eligible ECOWAS member states. More specifically, the project seeks to strengthen medical-product reg",Unknown,,"XDR 10,380,000.00 (commitment)",46002,46002-P-Z1-IB0-044,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-Z1-IB0-044,african-development-bank,2026-06-11-iati-46002-p-z1-ib0-044-shymer-health-systems-medical-regulations
XWA,2026,2031,World Bank,Connectivity,Concessional Loan,137,commitment,exact,Active,Western Africa Regional Digital Integration Program SOP2,"Supports Western Africa's digital integration through Series of Projects (SOP2) approach. Increases broadband access, financing, and usage in participating countries and enables environment for cross-border digital services in Western Africa. Successor to SOP1 (P176932). Covers broadband infrastructure, digital economy governance, and digital public services across West African ECOWAS member states.",Public Sector,Ministry of Finance and Economic Affairs,,P500628,44000-P500628,https://projects.worldbank.org/en/projects-operations/project-detail/P500628,world-bank,2026-03-11-wb-reg-012-western-africa-regional-digital-integration-program
XWA,2026,,Proparco,Digital Payments and Fintech,Equity,2,commitment,exact,Active,Cauridor \u2014 Cross-Border Payment Infrastructure Fintech West Africa,"USD 2 million equity investment in Cauridor, a fintech company specialised in cross-border payment infrastructure for African corridors. Founded by Guinean entrepreneurs, Cauridor builds payment infrastructure for remittances and cross-border transactions. Investment is part of Cauridor's Series A round (target close Q4 2026). Total funding reaches USD 13 million. Announced at Africa Forward Summit in Nairobi.",Private Sector,Cauridor,,,,https://www.proparco.fr/en/news/proparco-invests-usd-2-million-cauridor-support-development-inclusive-digital-payment,proparco,2026-01-01-proparco-reg-cauridor-2026-cauridor-cross-border-payment-infrastructure-fintech-west
XWA,2025,2027,Gates Foundation,Digital Payments and Fintech,Grant,3,commitment,exact,Active,Strengthening the Agri payment value proposition,"To test and scale digital payment services that help smallholder farmers and rural merchants increase income, resilience, and access to financial tools.",NGO,Mercy Corps,,INV-087043,DAC-1601-INV-087043,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DAC-1601-INV-087043,gates-foundation,2025-01-01-gates-reg-118-strengthening-the-agri-payment-value-proposition
XWA,2024,2025,Agence Française de Développement,National statistics,Grant,3,commitment,exact,Active,"Gender Statistics Support \u2014 Senegal, Mauritania and Chad (Women Count Phase 2)","Phase 2 of Women Count programme. Improves production and use of gender-disaggregated data to track SDGs, women's economic empowerment, and gender-based violence. Modernises data systems in Senegal, Chad, and Mauritania; engages statistics institutes, ministries, women's organisations and media. Financed through UN Women.",Multilateral,"UN Women; National Statistics Institutes (SN, TD, MR)","EUR 2,500,000",CZZ3692,FR-3-CZZ3692,https://www.iatistandard.org/activities/FR-3-CZZ3692,afd,2024-01-01-afd-reg-002-gender-statistics-support-senegal-mauritania-and
XWA,2024,2029,African Development Bank (AfDB),Digital Payments and Fintech,Grant,11,commitment,rounded,Pipeline,MULTINATIONAL - Support Project to improve Access to Financial Services for the Vulnerable Population Groups in the WAEMU Zone (PAASF - UEMOA),"The PAASF-UEMOA project (Projet d'Appui à l'Amélioration de l'Accès aux Services Financiers des Saisons Vulnérables dans la Zone UEMOA) complements the PRDEN in that it targets the financial inclusion of vulnerable groups, notably women, young people, startups, MSMEs and rural populations, by levera...",Public Sector,,"XDR 8,500,000",P-Z1-H00-117,46002-P-Z1-H00-117,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-Z1-H00-117,african-development-bank,2024-01-01-afdb-reg-018-multinational---support-project-to-improve
XWA,2024,2026,Gates Foundation,Digital Payments and Fintech,Grant,1,commitment,rounded,Active,Digital Infrastructure Reforms for the overall economy in Africa- Phase 2,To make Digital Financial Inclusion reforms work for the overall economy in Africa by building unified country level coordinating mechanisms of all essential building blocks that serve the economy.,NGO,United Nations Development Programme,,INV-074384,DAC-1601-INV-074384,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DAC-1601-INV-074384,gates-foundation,2024-01-01-gates-reg-196-digital-infrastructure-reforms-for-the-overall
XWA,2023,2028,World Bank,Connectivity,Concessional Loan,266,commitment,exact,Active,Digital Transformation for Africa/ Western Africa Regional Digital Integration Program SOP1,"Supports Western Africa's digital transformation through a Series of Projects (SOP) approach covering broadband infrastructure, digital economy governance, digital public services, and digital inclusion.

> **Country list corrected 2026-07-21 (reconcile).** The captured description named
> *Benin, Burkina Faso, Cote d'Ivoire, Guinea, Niger, Senegal and Togo*. **That list is wrong
> and is not this operation's.** PAD4756's datasheet (held at
> `raw/2023/2023-11-07-worldbank-dtfa-wardip-sop1-pad4756.md`) states ""Project Beneficiary(ies)
> **Gambia, The, Guinea, Guinea-Bissau, Mauritania**"", with borrowers The Gambia, Guinea,
> Guinea-Bissau, Mauritania, the African Union, ECOWAS and Smart Africa Alliance. Confirmed
> 2026-07-21 against the World Bank projects API for P176932, whose `impagency` field reads
> ""Ministere de la Transformation Numerique de l'Innovation et de la Modernisation de l'Admi[nistration]
> (Mauritania), Ministério dos Transportes e Comunicações (Guinea-Bissau), Smart Africa Alliance,
> African Union Commission, Ministry of Communications and Digital Economy (The Gambia), ECOWAS"".
> Six of the seven originally named countries are financed by **no** part of this operation.
> The original text is preserved here rather than deleted so the capture fault stays auditable.",Public Sector,"Minist�re des Finances, Ministry of Finance and Economic Affairs, Minist�re de l'Economie et des Finances), Minist�rio da Economia, Plano e Integra��o Regional",,P176932,44000-P176932,https://projects.worldbank.org/en/projects-operations/project-detail/P176932,world-bank,2023-11-30-wb-reg-002-digital-transformation-for-africa-western-africa
