recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
RWA,2026,,Gates Foundation,AI,Grant,50,commitment,reported,Unknown,"Gates Foundation and OpenAI — AI-for-health systems (Horizon1000), Rwanda, 2026","""The pilot initiative, known as Horizon1000, will combine $50 million in funding, technology, and technical support to help countries apply AI tools that strengthen primary healthcare delivery."" ""Implementation will begin in Rwanda, with plans to scale the programme to 1,000 primary healthcare clinics and surrounding communities across multiple countries by 2028."" The programme targets Sub-Saharan Africa's estimated health-workforce shortage of 5.6 million.",Public Sector,(unspecified,,,,https://techafricanews.com/2026/01/22/gates-foundation-and-openai-commit-50m-to-ai-powered-health-systems-in-africa/,gates-foundation,2026-01-01-gates-foundation-rwa-2026-horizon1000-ai-health-bw08
RWA,2025,,British International Investment,Connectivity,Equity,44,commitment,exact,Active,Paradigm Tower Ventures \u2014 Investment (Shared Telecom Infrastructure),"BII committed $44.4M to Paradigm Infrastructure in September 2025, established in 2019 to pursue opportunities to develop shared telecoms tower infrastructure across Sub-Saharan Africa. Paradigm operates and leases tower sites to mobile network operators, enabling expanded network coverage especially in underserved rural areas. The investment directly supports mobile broadband connectivity and digital inclusion across multiple SSA markets.",Private Sector,Paradigm Tower Ventures / Paradigm Infrastructure,,F375601,GB-COH-03877777-F375601-01,https://www.bii.co.uk/en/our-impact/investment/paradigm-tower-ventures-investment-01/,british-international-investment,2025-01-01-bii-rwa-001-paradigm-tower-ventures-investment-shared-telecom
RWA,2025,2027,BMZ,ICT Industry,Grant,1,commitment,exact,Active,PartnerAfrica-Project within the framework of the Special Initiative Projektbezeichnung deutsch\tPartnerAfrika-Projekt im Rahmen der Sonderinitiative \u201eGute Besch\u00e4ftigung f\u00fcr sozial gerechten Wandel\u201c zw,PartnerAfrica-Project within the framework of the Special Initiative Decent Work for a Just Transition between the Federal Association for IT-SME (BITMi) and the Information and Communication Technology (ICT) Chamber in Ruanda - PartnerAfrica-Project within the framework of the Special Initiative Decent Work for a Just Transition between the Federal Association for IT-SME (BITMi) and the Information and Communication Technology (ICT) Chamber in Ruanda -,Public Sector,,"EUR 1,066,000",DE-1-202402303,DE-1-202402303,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DE-1-202402303,bmz,2025-01-01-bmz-rwa-004-partnerafrica-project-within-the-framework-of-the
RWA,2024,2027,BMZ,Training and skills,Grant,9,commitment,exact,Active,Digital4Rwanda - Digitalization for sustainable Development in Rwanda Digital4Rwanda- Digitalisierung f\u00fcr nachhaltige Entwicklung in Ruanda,"Context:   The Rwandan Government aims to accelerate the country’s sustainable development by digitalising the economy and society. In recent years, Rwanda has made significant investments in digital infrastructure, skills, and services. However, a large proportion of the population still lacks direct access to these resources and services. Many also do not have the necessary skills to effectively use digital technologies—particularly marginalised groups such as women, people living in rural are",Public Sector,,"EUR 8,000,000",DE-1-202220903,DE-1-202220903,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DE-1-202220903,bmz,2024-01-01-bmz-rwa-001-digital4rwanda---digitalization-for-sustainable-development
RWA,2024,2028,Gates Foundation,Digital Identity and CRVS,Grant,2,commitment,rounded,Active,Scaling DPI in Rwanda and launching an African Centre for DPI,"To accelerate economic inclusion and reduce poverty by supporting Rwanda's efforts to build safe and inclusive digital public infrastructure, including interoperable payments, identity, and data sharing systems.",NGO,Global Impact,,INV-075089,DAC-1601-INV-075089,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DAC-1601-INV-075089,gates-foundation,2024-01-01-gates-rwa-003-scaling-dpi-in-rwanda-and-launching
RWA,2024,2028,Korea International Cooperation Agency,ICT Industry,Grant,8,commitment,exact,Active,Strengthening Rwanda Industrial Standardisation ICT Capacity (SISIC) Project,"KOICA grant ($8M, 2024-2028) with Rwanda Standards Board (RSB) to boost technology in advancing Rwanda's industrial standardisation. Empowers SMEs across key sectors, enhancing competitiveness through ICT tools for standards compliance.",Public Sector,,,,,https://www.newtimes.co.rw/article/18071/news/featured/rsb-koica-launch-8-million-project-to-boost-technology-in-advancing-rwandas-industrial-standardisation,koica,2024-01-01-koica-rwa-sisic-standardisation-ict-2024-strengthening-rwanda-industrial-standardisation-ict-capacity
RWA,2023,,Agence Française de Développement,Other GovTech and e-Gov,Concessional Loan,40,commitment,exact,Active,Rwanda Digital Transformation (First AFD Sovereign Digital Loan to Rwanda),"First AFD sovereign digital transformation loan to Rwanda. Supports expansion of digital public services, e-government infrastructure, and digital economy. Rwanda is advancing Irembo (national e-service platform) and digital ID systems.",Public Sector,Republic of Rwanda,"EUR 37,000,000",,,https://www.afd.fr/en/actualites/more-rwandan-public-services-are-going-digital-support-afd,afd,2023-01-01-afd-rwa-001-rwanda-digital-transformation-first-afd-sovereign
RWA,2023,2027,JICA,ICT Industry,Grant,14,commitment,exact,Active,Project for Introduction of Intelligent Transport System (ITS) in Kigali City,"JICA grant aid for deployment of intelligent transport system at 20 intersections in Kigali City. Includes traffic control equipment (traffic lights and traffic control consoles), road-surface markings, detailed design and supervision, and technical assistance for facility management including development of manuals, operation of traffic control and signal control systems, and analysis of traffic data. Grant agreement signed October 5, 2023.",Public Sector,Ministry of Infrastructure; Kigali City,"JPY 2,009,000,000",,,https://www.jica.go.jp/english/information/press/2023/20231010_42.html,jica,2023-01-01-jica-rwa-kigali-its-2023-project-for-introduction-of-intelligent-transport
RWA,2022,2028,World Bank,Digital Payments and Fintech,Concessional Loan,14,commitment,imputed,Active,Rwanda Social Protection Transformation Project \u2014 Digital Payment Systems Component,"Components 3 and 4 (combined ~$13.5M of $100M total) of the Rwanda Social Protection Transformation Project support nationwide digital payment systems for VUP social transfers via mobile money (MTN/Airtel), SACCO digitization, dynamic social registry, and digital beneficiary management systems.",Public Sector,,,P177492,,https://projects.worldbank.org/en/projects-operations/project-detail/P177492,world-bank,2022-09-22-wb-rwa-002-rwanda-social-protection-transformation-project-digital
RWA,2022,2030,Africa50,Innovation ecosystem,Equity,50,commitment,imputed,Active,Kigali Innovation City (KIC) Technopark PPP Development,"Africa50 is co-developer and equity co-sponsor of Kigali Innovation City (KIC), a 60-hectare mixed-use, masterplanned innovation city in Kigali, Rwanda, developed under a public-private partnership with the Rwanda Development Board (RDB). The project includes Grade A offices, a technology incubator, retail, hospitality, residential and four planned universities. Africa50 IC approval December 2022; groundbreaking September 2024. Total project value estimated USD 300 million–USD 2 billion at full build-out. Expected to generate USD 150 million in annual ICT exports and attract USD 300 million in FDI.",Public Sector,Kigali Innovation City Company / Rwanda Development Board,,,,https://www.africa50.com/investing-for-growth/projects-investments/kigali-innovation-city/,africa50,2022-01-01-africa50-rwa-kigali-innovation-city-2022-kigali-innovation-city-kic-technopark-ppp
