title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Malawi set to introduce digital ID wallet,Malawi24,,2026-09-10,day,MWI,dpi.id; gov.policy,national-registration-bureau,2026-09-10,https://malawi24.com/2026/09/10/malawi-set-to-introduce-digital-id-wallet/
Malawi exam results move online,ITWeb Africa,,2026-09-09,day,MWI,dpi.mis; dpi.govtech,maneb; ministry-of-education-malawi,2026-09-09,https://www.itweb.africa/article/malawi-exam-results-move-online/PmxVE7KEYzKqQY85
UNDP's AA4DPI Programme Deepens South-South Cooperation on Digital Public Infrastructure,United Nations Development Programme (UNDP),,2026-09-08,day,ETH; MWI; RWA; SLE; ZMB; XAF,gov.policy; dpi.exchange; dpi.id; dpi.pay; infra.capacity,undp; african-union,2026-09-09,https://www.undp.org/africa/press-releases/undps-aa4dpi-programme-deepens-south-south-cooperation-digital-public-infrastructure
MACRA sounds alarm over rising digital scams,Malawi24,,2026-09-04,day,MWI,infra.cybersec; dpi.pay,macra-malawi,2026-09-05,https://malawi24.com/2026/09/04/macra-sounds-alarm-over-rising-digital-scams/
"DMAP gains momentum as Government, World Bank reaffirm commitment to digital transformation","Public Private Partnership Commission (PPPC), Malawi",,2026-09-04,day,MWI,gov.policy; finance.new,pppc-malawi; world-bank; malawi-ministry-of-ict,2026-09-04,https://www.pppc.mw/news/dmap-gains-momentum-as-government-world-bank-reaffirm-commitment-to-digital-transformation
Digital health records system in pilot phase,Nation Online,,2026-09-04,day,MWI,dpi.exchange; dpi.mis,ministry-of-health-malawi; malawi-health-equity-network; tnm-malawi; airtel-malawi,2026-09-04,https://mwnation.com/digital-health-records-system-in-pilot-phase/
Malawian farmers help shape digital plant-health services,NIBIO (Norwegian Institute of Bioeconomy Research),,2026-09-04,day,MWI,gov.discourse; include.access,nibio; ministry-of-agriculture-malawi; viamo,2026-09-04,https://www.nibio.no/en/news/2026/malawan-farmers-help-shape-digital-plant-health-services
Malawi police digitises traffic fines,ITWeb Africa,,2026-09-04,day,MWI,dpi.pay; dpi.govtech,malawi-police-service; ict-association-of-malawi,2026-09-04,https://itweb.africa/article/malawi-police-digitises-traffic-fines/JBwEr7n3lrzM6Db2
Malawi Seeks Private Investment to Close Digital Connectivity Gap,Ecofin Agency (Cynthia Ebot Takang),,2026-09-04,day,MWI,finance.new; infra.connect; dpi.id,world-bank,2026-09-04,https://www.ecofinagency.com/news-digital/0409-58612-malawi-seeks-private-investment-to-close-digital-connectivity-gap
Malawi Advances Next Phase Of Digital Connectivity,Broadcast Media Africa,,2026-09-04,day,MWI,infra.connect; finance.new,world-bank; pppc-malawi; malawi-ministry-of-ict,2026-09-06,https://news.broadcastmediaafrica.com/2026/09/04/malawi-advances-next-phase-of-digital-connectivity/
Malawi Activates 36th Rural Telecom Tower to Expand Digital Connectivity,Tech Africa News,,2026-09-03,day,MWI,infra.connect; include.access,malawi-ministry-of-ict,2026-09-04,https://techafricanews.com/2026/09/03/malawi-activates-36th-rural-telecom-tower-digital-connectivity/
"LUANAR warns students over unauthorised photos, videos",Malawi24,,2026-09-03,day,MWI,gov.protect,luanar; malawi-data-protection-act-2024,2026-09-05,https://malawi24.com/2026/09/03/luanar-warns-students-over-unauthorised-photos-videos/
World Bank turns heat on Malawi's digital transformation project,Nyasa Times,,2026-09-03,day,MWI,gov.discourse; finance.new; infra.connect,world-bank; macra-malawi; data-protection-authority-malawi; national-statistical-office-malawi,2026-09-04,https://www.nyasatimes.com/world-bank-turns-heat-on-malawis-digital-transformation-project/
Malawi drives next wave of connectivity,ITWeb Africa,,2026-09-03,day,MWI,infra.connect; dpi.govtech; finance.mou,world-bank,2026-09-04,https://www.itweb.africa/article/malawi-drives-next-wave-of-connectivity/KA3WwqdzP647rydZ
"CDPI on its session at the Africa Accelerator for Digital Public Infrastructure, 2–3 September 2026",Centre for Digital Public Infrastructure (CDPI),,2026-09-03,day,ETH; MWI; RWA; SLE; ZMB,dpi.govtech; dpi.exchange; infra.capacity; gov.regional,cdpi; undp; centre-for-open-societal-systems,2026-09-08,https://www.linkedin.com/posts/africa-accelerator-for-digital-public-infrastructure-share-7501243526484123648-U4ba
African Delegations Explore India's Digital Public Infrastructure During UNDP Learning Mission,Youth Village Zambia,,2026-09-02,day,ZMB; ETH; MWI; RWA; SLE,dpi.exchange; gov.regional; capacity.training; geopol.india,undp; uidai; npci,2026-09-04,https://youthvillagezm.com/2026/09/african-delegations-explore-indias-digital-public-infrastructure-during-undp-learning-mission/
Five Southern African countries move to link customs data as trade corridors face pressure to cut delays,Southern African Times,,2026-09-02,day,ZMB; MWI; MOZ; ZAF; ZWE; XSA,dpi.exchange; gov.regional,sars; trademark-africa; sadc,2026-09-04,https://southernafricantimes.com/five-southern-african-countries-move-to-link-customs-data-as-trade-corridors-face-pressure-to-cut-delays/
Empowering Malawi Police to Respond to Emerging Digital and Community Security Challenges,United Nations Development Programme (UNDP Malawi),,2026-09-01,day,MWI,infra.cybersec; capacity.training,undp; malawi-police-service; malawi-university-of-science-and-technology; university-of-malawi; european-union,2026-09-01,https://www.undp.org/malawi/news/empowering-malawi-police-respond-emerging-digital-and-community-security-challenges
World Bank begins review of Malawi’s $150 million Digital Acceleration Project,techreviewafrica.com,,2026-09-01,day,MWI,dpi.govtech; infra.connect,world-bank; pppc-malawi; dmap,2026-09-01,https://techreviewafrica.com/news/6993/world-bank-begins-review-of-malawis-150-million-digital-acceleration-project
Airtel Africa Foundation Awards Tech Scholarships to 25 Young Malawians,Tech Africa News,,2026-09-01,day,MWI,capacity.training; include.access,airtel-africa-foundation; malawi-university-of-science-and-technology,2026-09-02,https://techafricanews.com/2026/09/01/airtel-africa-foundation-awards-tech-scholarships-to-25-young-malawians/
"What digital development might do for Africa and why it matters - AI, Digital Public Infrastructure and Data Sovereignty",Russell Southwood (Substack),,2026-09-01,day,XAF; NGA; ZAF; KEN; MWI; UGA,tech.ai; dpi.govtech; infra.store; include.divides; gov.discourse; gov.policy,nitda; cipesa; viamo; afrinic,2026-09-08,https://russellsouthwood.substack.com/p/what-digital-development-might-do
US insists specimen data won't be shared,Nation Online,,2026-09-01,day,MWI,gov.protect; dpi.exchange; geopol.usa,ministry-of-health-malawi; us-embassy-malawi; malawi-health-equity-network,2026-09-04,https://mwnation.com/us-insists-specimen-data-wont-be-shared/
"Karnataka Hosts African Union, Five African Nations For Digital Public Infrastructure Exposure Visit",The Bengaluru Live,,2026-09-01,day,ETH; MWI; RWA; SLE; ZMB,dpi.govtech; geopol.india; capacity.training,african-union; undp; government-of-karnataka; centre-for-e-governance-karnataka,2026-09-04,https://thebengalurulive.com/karnataka-hosts-african-union-five-african-nations-for-digital-public-infrastructure-exposure-visit/
Japan deepens Malawi innovation ties,ITWeb Africa,,2026-09-01,day,MWI,tech.innovate; capacity.training,macra; government-of-japan,2026-09-01,https://itweb.africa/article/japan-deepens-malawi-innovation-ties/dgp45MaBQYBqX9l8
52011 - HeliosTowers Bond 2026,International Finance Corporation (IFC),,2026-09-01,day,COD; GHA; MDG; MWI; COG; SEN; ZAF; TZA,finance.new; infra.connect,ifc; helios-towers,2026-09-04,https://disclosures.ifc.org/project-detail/SII/52011/heliostowers-bond-2026
Beyond Access: Advancing Digital Agency for People with Visual Impairments in Malawi,United Nations Development Programme (UNDP Malawi),,2026-08-31,day,MWI,capacity.training; include.access,undp; malawi-school-of-government; european-union,2026-08-31,https://www.undp.org/malawi/news/beyond-access-advancing-digital-agency-people-visual-impairments-malawi
RBM governor challenges Malawi banks on inclusion as Old Mutual unveils new finance arm - Business News Malawi | Nyasa Times,Nyasa Times,,2026-08-31,day,MWI,include.access; dpi.pay; finance.new,reserve-bank-of-malawi; old-mutual,2026-09-01,https://www.nyasatimes.com/rbm-governor-challenges-malawi-banks-on-inclusion-as-old-mutual-unveils-new-finance-arm/
Southern African customs administrations agree roadmap for faster digital trade - Farmers Review Africa,Farmers Review Africa,,2026-08-31,day,MWI; MOZ; ZAF; ZMB; ZWE; XSA,dpi.exchange; gov.regional,sars; trademark-africa; sadc,2026-09-01,https://farmersreviewafrica.com/southern-african-customs-administrations-agree-roadmap-for-faster-digital-trade/
MALAWI'S AI STRATEGY NEEDS A VERIFICATION STANDARD BEFORE PUBLIC SERVICES SCALE,Eltas Enterprises INC,,2026-08-29,day,MWI,gov.discourse; tech.ai,comesa; undp,2026-09-01,https://www.maravipost.com/malawis-ai-strategy-needs-a-verification-standard-before-public-services-scale/
Malawi: $634 million in economic value expected through targeted digital reforms,Kapital Afrik | All African finance,,2026-08-28,day,MWI,include.divides; infra.connect; gov.discourse,gsma,2026-09-01,https://www.financialafrik.com/en/2026/08/28/malawi-634-million-in-economic-value-expected-through-targeted-digital-reforms/
Big Brother Is Watching – Part One,PIJ Malawi,,2026-08-26,day,MWI,gov.protect; gov.discourse; gov.legislate,macra-malawi; airtel-malawi; tnm-malawi; pij-malawi,2026-09-01,https://pijmalawi.org/show-story/big-brother-is-watching-part-one
Ghana and Malawi strengthen partnership on digital government,Digital Watch Observatory,,2026-08-26,day,MWI; GHA,dpi.govtech; gov.regional; gov.policy,malawi-ministry-of-ict; ghana-ministry-of-communication-digital-technology-and-innovations,2026-08-27,https://dig.watch/updates/ghana-malawi-digital-government-partnership
Malawi Nears Launch Of Labour Market Information System,Mirage News (syndicated release),,2026-08-25,day,MWI,dpi.exchange; gov.standards,ilo; national-statistical-office-malawi,2026-08-27,https://www.miragenews.com/malawi-nears-launch-of-labour-market-1732758/
MRA strategy plan targets stronger domestic revenue for Malawi,Malawi24,,2026-08-25,day,MWI,dpi.govtech; gov.policy; finance.budget,malawi-revenue-authority; ministry-of-finance-malawi,2026-08-29,https://malawi24.com/2026/08/25/mra-strategy-plan-targets-stronger-domestic-revenue-for-malawi/
Malawi to enhance digital government with Ghana s support,Biometric Update,,2026-08-25,day,MWI; GHA,dpi.govtech; gov.regional; dpi.id,malawi-ministry-of-ict; ministry-of-communication-digital-technology-and-innovations-ghana; ghana-card,2026-08-25,https://www.biometricupdate.com/202608/malawi-to-enhance-digital-government-with-ghanas-support
ITU launches Sub-Saharan broadband push,ITWeb Africa,,2026-08-25,day,MWI; XSS,infra.connect; include.divides; gov.regional; data.statistics,itu; macra; european-union; esri,2026-08-25,https://www.itweb.africa/article/itu-launches-sub-saharan-broadband-push/o1Jr5MxPawdMKdWL
Can TNM's MK30.87bn investment meet demand?,Malawi24,,2026-08-24,day,MWI,infra.connect; dpi.pay,tnm-malawi,2026-08-29,https://malawi24.com/2026/08/24/can-tnms-mk30-87bn-investment-meet-demand/
Malawi loses K700m in NOCMA cyber heist,Malawi24,,2026-08-24,day,MWI,infra.cybersec; gov.protect,nocma; malawi-police-service; national-bank-of-malawi,2026-08-25,https://malawi24.com/2026/08/24/malawi-loses-k700m-in-nocma-cyber-heist/
Ghana and Malawi Strengthen Digital Transformation Cooperation Through Knowledge Sharing,Tech Africa News,,2026-08-24,day,GHA; MWI,gov.regional; dpi.govtech; gov.policy,ministry-of-communication-digital-technology-and-innovations-ghana; office-of-the-president-and-cabinet-malawi,2026-08-24,https://techafricanews.com/2026/08/24/ghana-and-malawi-strengthen-digital-transformation-cooperation-through-knowledge-sharing/
IT experts question return to manual FISP coupons,Malawi24,,2026-08-22,day,MWI,dpi.id; dpi.mis; gov.discourse,government-of-malawi; ictam,2026-08-27,https://malawi24.com/2026/08/22/it-experts-question-return-to-manual-fisp-coupons/
Malawi targets smartphone tax relief,ITWeb Africa,,2026-08-21,day,MWI,include.divides; gov.policy,malawi-ministry-of-ict; macra; gsma,2026-08-21,https://www.itweb.africa/article/malawi-targets-smartphone-tax-relief/mQwkoq6Y9DpM3r9A
European Union launches a new EUR143 million Annual Action Plan (AAP) 2026 for Malawi,European Union Delegation to Malawi (EEAS),,2026-08-21,day,MWI,geopol.eu,european-union; eu-delegation-malawi; eib; ministry-of-finance-economic-planning-and-decentralisation-malawi,2026-08-31,https://www.eeas.europa.eu/delegations/malawi/european-union-launches-new-eur143-million-annual-action-plan-aap-2026-malawi_en
STATUS OF POWER GENERATION IN MALAWI,Electricity Generation Company (Malawi) Limited (EGENCO),,2026-08-21,day,MWI,infra.energy,egenco-malawi; reserve-bank-of-malawi; government-of-malawi,2026-08-31,https://www.egenco.mw/status-of-power-generation-in-malawi/
COMESA Launches Artificial Intelligence and Digital Inclusion Consultations in Malawi,Common Market for Eastern and Southern Africa (COMESA),,2026-08-21,day,MWI,gov.discourse,comesa; malawi-ministry-of-ict; world-bank; dmap,2026-08-31,https://www.comesa.int/comesa-launches-artificial-intelligence-and-digital-inclusion-consultations-in-malawi/
Government eyes AI laws amid push for innovation,The Times Group (Malawi),,2026-08-20,day,MWI,gov.legislate; tech.ai,malawi-ministry-of-ict,2026-08-23,https://times.mw/government-eyes-ai-laws-amid-push-for-innovation/
Malawi urges COMESA to target AI investments,ITWeb Africa,,2026-08-20,day,MWI,tech.ai; gov.regional,comesa; malawi-ministry-of-ict,2026-08-20,https://itweb.africa/article/malawi-urges-comesa-to-target-ai-investments/Pero3MZ3JjeqQb6m
"80% of Malawians Remain Offline Despite Coverage, New GSMA Report Sets Out Six Priorities to Unlock Digital Potential",Tech Africa News,,2026-08-20,day,MWI,include.divides; dpi.pay; gov.policy,gsma; macra-malawi,2026-08-21,https://techafricanews.com/2026/08/20/gsma-malawi-digital-transformation-policy-action/
"Driving Digital Transformation of the Economy in Malawi: Opportunities, Policy Recommendations and the Role of Mobile",GSMA,,2026-08-20,day,MWI,include.divides; dpi.pay; gov.policy,gsma,2026-09-01,https://www.gsma.com/about-us/regions/africa/wp-content/uploads/2026/08/Driving-digital-transformation-of-the-economy-in-Malawi.pdf
UnionPay and Standard Bank Expand E-Commerce Acceptance Across Nine African Markets,Tech Africa News,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay,unionpay-international; standard-bank,2026-08-19,https://techafricanews.com/2026/08/19/unionpay-and-standard-bank-expand-e-commerce-acceptance-across-nine-african-markets/
Standard Bank expands UnionPay acceptance,ITWeb Africa,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay; geopol.china,standard-bank; unionpay-international,2026-08-19,https://itweb.africa/article/standard-bank-expands-unionpay-acceptance/KBpdgvpmBA47LEew
"NSO, MACRA face questions over ICT survey jobs",Malawi24,,2026-08-19,day,MWI,gov.discourse; data.statistics,national-statistical-office-malawi; macra-malawi,2026-08-21,https://malawi24.com/2026/08/19/nso-macra-face-questions-over-ict-survey-jobs/
Malawi digitises public auction platform,ITWeb Africa,,2026-08-19,day,MWI,dpi.govtech; gov.standards; infra.connect,pppc-malawi; department-of-egovernment-malawi; csm-tech; world-bank,2026-08-19,https://itweb.africa/article/malawi-digitises-public-auction-platform/KPNG8v8NLm1M4mwD
Malawi Regulator Warns Against Sharing Non-Consensual Intimate Content Online,techafricanews.com,,2026-08-19,day,MWI,gov.protect; gov.legislate,macra,2026-08-19,https://techafricanews.com/2026/08/19/malawi-regulator-warns-against-sharing-non-consensual-intimate-content/
Msaka calls for responsible use of AI in higher education,Malawi24,,2026-08-18,day,MWI,gov.discourse; tech.ai,ministry-of-education-science-and-technology-malawi,2026-08-23,https://malawi24.com/2026/08/18/msaka-calls-for-responsible-use-of-ai-in-higher-education/
