recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
MWI,2026,,World Bank,Digitalisation of sub-national government,"Investment Project Financing — IDA grant, SDR 58.2m = US$80m equivalent",80,commitment,commitment,"Approved — Board 2026-04-24, signed 2026-06-19, ratified by Parliament 2026-07-29; expected closing 2031-06-30","World Bank/IDA — Governance to Enable Service Delivery Project 2.0 (GESD 2), Malawi, 2026","Successor to the Governance to Enable Service Delivery (GESD) Project, which closed on
30 June 2026. Per the Minister of Finance, Economic Planning and Decentralisation presenting
the ratification bill, GESD 2 ""strengthens efficiency in financial resource management and
multi-level governance so that our district and municipal councils can deliver better
services"", continuing the performance-based grant system that rewards councils demonstrating
transparency, accountability and effective service delivery. Councils that participated in the
previous GESD Project continue to receive performance-based grants; four municipal councils —
**Karonga, Kasungu, Luchenza and Mangochi** — enter the programme for the first time.

The ratifying legislation (Bill No. 8 of 2026) authorises withdrawals from the IDA financing,
charges all payments under the agreement on the Consolidated Fund, and exempts the grant funds
from taxes, charges and other restrictions under Malawian law.",Government,Government of Malawi,"US$80,000,000-equivalent (reported in Malawi as part of a US$130m / ~K228–229bn two-grant package; the kwacha figure is a dated conversion of the combined package, not of this grant)","**P508024** *(established from the PAD, 2026-07-31)*",,https://www.nyasatimes.com/govt-secures-k229bn-in-world-bank-grants-parliament-approves-two-financing-bills/,world-bank,2026-06-19-wb-mwi-gesd2-2026-governance-to-enable-service-delivery-2
MWI,2025,,National Bank of Malawi,Innovation ecosystem,Donation (+ 3-year MoU),0,commitment,reported,,"National Bank of Malawi — ICTAM 2025 Innovation Jam, 2025","""There are expectations that Malawian young innovators will turn their ideas into thriving solutions ... courtesy of a K75.5 million boost for the 2025 Innovation Jam. As part of its six-year partnership with the ICT Association of Malawi (ICTAM), National Bank of Malawi (NBM) plc has made the donation to support the Innovation Jam."" NBM also ""signed a three-year memorandum of understanding (MoU) with ICTAM to ensure consistent mentorship, incubation, and technical support.""",Industry association,ICT Association of Malawi (ICTAM),"MWK 75,500,000",,,https://malawi24.com/2025/11/19/k75-5-to-helpm-malawian-young-innovators-turn-ideas-into-thriving-solutions/,national-bank-of-malawi,2025-01-01-national-bank-of-malawi-ictam-2025-innovation-jam-bw06
MWI,2024,2028,European Union,Access to services,Grant,2,commitment,exact,Active,Inclusive Digital Transformation for Malawi (IDT4M),"Contract related to: Inclusive Digital Transformation for Malawi (IDT4M) - The overall objective of the Action is to contribute to strengthening democratic governance and the social contract in Malawi. Through this Action, and across all its results, the EU and the Government of Malawi aim to influence positive change in the outlook of democracy in the country, while strengthening the social contr",Government,,"EUR 2,000,000",,XI-IATI-EC_INTPA-2024-PC-37646,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2024-PC-37646,european-union,2024-01-01-ec-mwi-001-inclusive-digital-transformation-for-malawi-idt4m
MWI,2024,2028,United Nations Development Programme (UNDP),Digital Identity and CRVS,Grant,6,commitment,exact,Active,Inclusive Digital Transformation for Malawi (IDT4M),"UNDP Inclusive Digital Transformation for Malawi (IDT4M) project. Supports Malawi's commitment to SDG 16.9 (legal identity for all), digital public infrastructure, e-government services, and ICT regulatory reform. Implementation 2024-2028. Digital ID, interoperability, and digital public services are key components.",Government,Government of Malawi / Ministry of Information and Digitalization,,1002150,XM-DAC-41114-OUTPUT-01002150,https://open.undp.org/projects/01002150,undp,2024-01-01-undp-mwi-idt4m-2024-inclusive-digital-transformation-for-malawi-idt4m
MWI,2024,,World Bank,Connectivity,IDA grant,70,commitment,reported,Approved,"World Bank — Digital Malawi Acceleration Project (DMAP), 2024","Appraisal-Stage Project Information Document (PIDIA00549, 5 May 2024) for the Digital Malawi Acceleration Project (DMAP, P505095), part of the regional IDEA MPA. Total Operation Cost at approval US$90.00m (IDA grant US$70.00m + US$20.00m unguaranteed commercial); estimated approval date 27 June 2024. The appraisal ceiling under the IDEA MPA is US$150m (US$70m IDA Phase 1 + US$80m IDA Phase 2) plus US$50m leveraged commercial. Components: affordable broadband and secure data hosting; interoperable/secure data platforms (next-generation digital ID, Bomalathu data exchange, Data Protection Authority); high-impact digital services; and management.",Government,Republic of Malawi,,P505095,,https://documents1.worldbank.org/curated/en/099050524041520240/txt/P5050951dae66d0e1bc631717e7e7a4e70.txt,world-bank,2024-01-01-world-bank-mwi-2024-02-malawi-digital-acceleration-dmap-bw01
MWI,2024,,World Bank,Strategies plans and policies,IDA grant (Program-for-Results),80,commitment,reported,Approved,"World Bank — Malawi Fiscal Governance Program-for-Results, 2024","World Bank Program Appraisal Document (26 April 2024) for a proposed IDA grant of SDR 60.3 million (US$80 million equivalent) to Malawi for a Fiscal Governance Program-for-Results. The operation supports public financial management reform — revenue mobilisation, budget execution and procurement modernisation — underpinning the digitalisation of government fiscal systems (including the eGP/eGM procurement digitalisation).",Government,Republic of Malawi,"XDR 60,300,000",,,https://documents.worldbank.org/curated/en/099050624155539128,world-bank,2024-01-01-world-bank-mwi-2024-malawi-fiscal-governance-pforr-bw01
MWI,2022,2028,BMZ,Other GovTech and e-Gov,Grant,30,commitment,exact,Active,Support to Public Financial and Economic Management St\u00e4rkung des \u00f6ffentlichen Finanzmanagements,Context:   Malawi is one of the poorest countries in the world. Few people believe that the government can improve the situation. This mistrust is fostered by the perception of widespread corruption. Low taxes and a high level of national debt drastically restrict the financial scope for the government to pursue political goals.  Reforming public financial administration is high up on the government’s agenda. The focus here is on the legal framework and the new Integrated Financial Management an,Government,,"EUR 28,350,000",DE-1-202120830,DE-1-202120830,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=DE-1-202120830,bmz,2022-01-01-bmz-mwi-001-support-to-public-financial-and-economic
MWI,2021,2026,MIGA,Digital Payments and Fintech,Guarantee,21,commitment,exact,Closed,Airtel Mobile Money Malawi \u2013 Digital Financial Services Guarantee,"MIGA political risk guarantee covering The Rise Fund II Aurora S.à r.l. (TPG private equity) equity investment in Airtel Mobile Commerce B.V.'s subsidiary providing Airtel Money digital financial services in Malawi. Services include mobile wallet (cash-in/cash-out), airtime recharging, bill payments, merchant payments; with international transfers, savings and microloans in some markets. Risks: war and civil disturbance, expropriation, transfer restriction and inconvertibility for up to 5 years.",Private sector,Airtel Mobile Commerce,,MIGA-14894,,https://www.miga.org/project/airtel-mobile-commerce,miga,2022-01-01-miga-mwi-airtel-mobile-money-2022-airtel-mobile-money-malawi-digital-financial
MWI,2022,,US Trade and Development Agency,Connectivity,TA,1,commitment,rounded,Active,Fixed Wireless and Fiber Access Network Expansion - Malawi,USTDA feasibility study for fixed wireless and fiber broadband network expansion in Malawi. Supports digital connectivity and broadband infrastructure development.,Government,,,,US-GOV-12-1131PL23GH11039,https://www.ustda.gov/ustda-supports-digital-connectivity-in-malawi/,ustda,2022-01-01-ustda-mwi-fixed-wireless-fiber-2022-fixed-wireless-and-fiber-access-network
MWI,2021,2027,African Development Bank (AfDB),Strategies plans and policies,TA,14,commitment,rounded,Active,Malawi - Support for Digitalization Financial and Competitiveness (DFIC) Project,"The Support for Digitalization, Financial Inclusion and Competitiveness (DFIC) project is an institutional support project financed from ADF-15 resources in the form of a grant. This is an ADF-15 grant of UA 10.00 million. The period of execution runs from January 2022 to December 2024. The project ...",Government,,"XDR 10,000,000",P-MW-KF0-007,46002-P-MW-KF0-007,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-MW-KF0-007,african-development-bank,2021-01-01-afdb-mwi-001-malawi---support-for-digitalization-financial
MWI,2021,,Export-Import Bank of China (China Eximbank),Connectivity,Concessional loan,112,commitment,exact,Active,China Eximbank provides RMB 693 million government concessional loan for Phase II of the National Fibre Backbone Project (Linked to Project ID#52386),"In 2018, the Parliament of Malawi passed a Loan Authorization Act allowing the Government of Malawi to borrow $99 million from the China Eximbank loan for Phase II of the National Fibre Backbone Project. In February 2019, Malawi's ICT Minister Henry Mussa held a meeting with China Eximbank officials to reaffirm Malawi's need for more widespread internet connectivity to rural areas. China Eximbank official Zeng Ming promised the project was in the final procedural stages before funding could be released. Then, on August 18, 2020, the Government of Malawi and China Eximbank signed an RMB 693 million governmental concessional loan (GCL) agreement for Phase II of the National Fibre Backbone Project.  The GCL carries the following borrowing terms: a 20 year maturity (final maturity date: March 21, 2040), a 6.5 year grace period (first repayment date: March 21, 2027), a 1% interest rate, a 0.25% commitment fee, and a 0.25% management fee. The proceeds of the loan were on-lent to the Electricity Supply Commission of Malawi.    In a Mid Year Public Debt Report for 2020/2021 Financial Year, Malawi’s Ministry of Finance noted that the loan had ‘registered significant disbursements’. By June 2023, the loan had disbursed RMB 299,286,770.33. The loan's principal amount outstanding was RMB 299,286,770.33 as of June 2023. As of 2022, the borrower expected to make principal repayments each year worth RMB 22,169,390.39 between 2028 and 2040.  The purpose of Phase II is to construct a national data recovery center, lay nearly 3,000 kilometers of fiber optic cables, and install a video-conferencing system in government offices.   Huawei Technologies Co., Ltd. is the contractor responsible for project implementation.  Phase II was officially launched by Malawi’s President Lazarus Chakwera on June 29, 2021. Huawei Technologies Co., Ltd. commissioned Malawi's first-ever National Data Cente on July 21, 2022 in the country's second-largest city of Blantyre. Malawian President Lazarus Chakw",Government,Government of Malawi,"CNY 693,000,000",aiddata-gcdf3-69285,,http://africa.chinadaily.com.cn/weekly/2018-07/13/content_36567490.htm,china-eximbank,2020-01-01-eximbank-cn-mwi-002-china-eximbank-provides-rmb-693-million
