indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,A [presidential committee](2025-05-28-presidential-committee-dpi-implementation) and a [civil service working committee](2026-08-17-nigeria-hos-digital-transformation-working-committee) sit above a [digital public infrastructure framework](2025-03-07-dpi-framework-unified-services-2027) still in development against a 2027 services target.,"The presidential committee on implementation was constituted in May 2025 and is operating ([committee](2025-05-28-presidential-committee-dpi-implementation)).

An eleven-member civil service technical working committee was inaugurated in August 2026, tasked with drafting the architecture, roadmap and governance mechanisms within one week ahead of a steering committee; no terms of reference, budget or publication commitment is stated ([working committee](2026-08-17-nigeria-hos-digital-transformation-working-committee)).

The framework itself remains in development against a target of 75 per cent of public services digitised by 2027 on an integrated-government model ([framework](2025-03-07-dpi-framework-unified-services-2027)).",NGA-dpi.exchange-dpi-committee|NGA-gov.policy-civil-service-digital-transformation-committee|NGA-dpi.exchange-dpi-framework
gov.policy--ict-strategy,Advanced,"The [National Telecommunications Policy](2026-05-22 Why global hyperscalers are avoiding Nigeria despite Africa's biggest market) is being rewritten for the first time since 2000, a licensing regime built for voice and messaging.","The rewrite was under way in May 2026 ([rewrite](2026-05-22 Why global hyperscalers are avoiding Nigeria despite Africa's biggest market)).

A licensing regime built for voice and short messaging is cited as a reason hyperscalers route investment to other African markets, which is the argument the rewrite has to answer. No draft, timetable or consultation is published.",NGA-infra.connect-telecom-policy
gov.policy--broadband-strategy,Advanced,"A [Spectrum Roadmap 2026-2030](2026-03-01-ncc-spectrum-roadmap-2026-2030) would raise assignable spectrum from 1.07 GHz to about 3.8 GHz, and [about 3,700 towers](2026-08-19-guardianng-fg-3700-towers-nucap-20m-nigerians) are to deploy from October 2026.","The roadmap targets at least 96 per cent 4G population coverage and at least 50 per cent for 5G by 2030, sets a median quality benchmark rising from 20-22 Mbps to 65-80 Mbps, and treats satellite direct-to-device as the complement for riverine, border and blackspot communities ([roadmap](2026-03-01-ncc-spectrum-roadmap-2026-2030)); the universal service fund identifies 87 clusters holding approximately 23 million people ([roadmap](2026-03-01-ncc-spectrum-roadmap-2026-2030)).

Resource mobilisation and contracting are stated complete for about 3,700 towers reaching more than 20 million people, with a first tower in Delta State and riverine communities targeted before mid-2027 ([towers](2026-08-19-guardianng-fg-3700-towers-nucap-20m-nigerians)); the count, the population figure and the dates are the government's own and no contract value or supplier is stated ([towers](2026-08-19-guardianng-fg-3700-towers-nucap-20m-nigerians), [approval](2026-08-07-nigeria-project-bridge-fibre-rollout-approval)).",NGA-infra.connect-spectrum-roadmap|NGA-infra.connect-nucap-tower-deployment
gov.policy--data-storage-cloud-strategy,Advanced,"A [National Digital Cloud Policy](2026-08-18-nigeria-national-digital-cloud-policy) makes cloud the default for new federal systems and sorts data into four levels, above [cloud guidelines signed with no published text](2026-08-04-nigeria-sovereign-cloud-regulatory-frameworks-signed) and a [draft data and cloud policy](2026-06-17 Government data silos threaten Nigeria's AI ambitions) five years in draft.","The policy is in force apart from its sovereignty provisions, which await presidential approval. It pools ministry demand through the government infrastructure company under framework agreements, and sorts government and regulated data into four levels, the highest hosted only in Nigeria and the next stored at rest in Nigeria; it imposes no general localisation on commercial data, and sets a private cloud and data-centre investment target of US$250m within 12 months rising to US$750m within 24 months ([policy](2026-08-18-nigeria-national-digital-cloud-policy), [announcement](2026-08-17-nigeria-national-digital-cloud-policy-fmcide-announcement)).

Cloud computing and technical guidelines were signed at a ceremony in August 2026 with implementation beginning immediately in phases, and scope, obligations and thresholds unstated because no text is published ([guidelines](2026-08-04-nigeria-sovereign-cloud-regulatory-frameworks-signed), [signing](2026-08-05-nitda-signs-sovereign-cloud-framework-to-boost-ai-data-centre-investment)).

A separate draft national policy on data and cloud has been in draft since 2021, and the localisation question was settled by circular instead ([draft](2026-06-17 Government data silos threaten Nigeria's AI ambitions)).",NGA-gov.policy-national-digital-cloud-policy|NGA-gov.standards-cloud-guidelines|NGA-gov.protect-data-cloud-policy
gov.policy--data-interoperability-framework-roadmap,No change,[Draft technical standards for digital public infrastructure](2025-04-15-nitda-draft-dpi-technical-standards) have been in draft since April 2025 with nothing published since.,"The standards were in draft in April 2025 and remain so ([standards](2025-04-15-nitda-draft-dpi-technical-standards)).

A national data exchange is meanwhile moving personal data in production behind the government service portal, so the exchange is running ahead of the standards that would govern it.",NGA-dpi.exchange-dpi-standards
gov.policy--ai-strategy,Advanced,"The [National AI Strategy](2025-02-05-ai-connectivity-government-initiatives) is still in development with its Trust approved, while the country ranks [38th of 135 on a responsible-AI index](2026-08-10-nigeria-tops-africa-girai-responsible-ai-index) and Africa's highest.","The National AI Trust was approved by the Federal Executive Council in February 2025 to mobilise resources and provide oversight, building on a 2024 draft strategy and the national artificial-intelligence research centre; the strategy itself is still in development ([trust](2025-02-05-ai-connectivity-government-initiatives)).

The country scores 45.93 and 38th of 135 on the 2026 responsible-AI index, Africa's highest, and 72nd on a government readiness index against 141st three years earlier; the responsible-AI index's own conclusion is that holding policies is not the same as enforceable oversight or deployed systems, and both are composite scores built largely from policy documents ([indices](2026-08-10-nigeria-tops-africa-girai-responsible-ai-index)).",NGA-tech.ai-strategy|NGA-tech.ai-responsible-ai-index
gov.policy--data-localisation-policies,Advanced,"A [central bank circular](2026-06-24-complyan-cbn-data-localisation-directive) requires payment data generated in Nigeria to be stored there by 1 January 2027, against [more than 85 per cent of workloads on public clouds](2026-08-11-nigeria-sovereign-cloud-google-microsoft-amazon).","The circular requires payment transaction data generated in Nigeria to be stored and managed in Nigeria by 1 January 2027, with ultimate beneficial ownership disclosure and market-concentration caps; the circular text itself is not held ([circular](2026-06-24-complyan-cbn-data-localisation-directive), [directive](2026-06-17-cbn-data-localisation-beneficial-owners-2027), [dilemma](2026-07-10 CBN's Data Localisation Directive Puts Nigerian Fintechs In A Cloud Dilemma)).

An analysing firm estimates US$850m a year spent on offshore data hosting and about 90 per cent of Nigerian payment data currently held abroad ([analysis](2026-08-12-nigeria-cbn-payments-system-circular-data-localisation)).

More than 85 per cent of Nigerian workloads sit on public clouds and 22 per cent of the thousand most-accessed sites are hosted locally against a 34 per cent sub-Saharan average ([dependence](2026-08-11-nigeria-sovereign-cloud-google-microsoft-amazon)); the concentration risk is an expert's characterisation rather than a measured exposure ([dependence](2026-08-11-nigeria-sovereign-cloud-google-microsoft-amazon), [costs](2026-08-26-cloud-dependence-african-ai-startups-cost-risks)).",NGA-dpi.pay-localisation|NGA-dpi.pay-cbn-payments-circular|NGA-infra.store-public-cloud-dependence
gov.legislate--data-protection-legislation,Advanced,"The [Data Protection Act 2023](2026-08-20-thesun-nigeria-fg-ngf-data-protection-act-states) is in force with an [amendment bill](2026-07-19-rulaac-nigeria-data-protection-amendment-bill-social-media) before the assembly, and the [first damages award](2026-08-01-fct-court-stanbic-ibtc-data-privacy-judgment) under it was made in July 2026.","The Act is criticised as structurally weak in placing the commission under ministerial control, and its section 63 gives it primacy over any inconsistent law on personal-data processing; the federal government and the governors' forum have been urging states to implement it, which is an admission that the tier handling civil registration, health, education and land records is not yet compliant ([Act](2026-08-20-thesun-nigeria-fg-ngf-data-protection-act-states), [accountability](2026-02-27 Who Protects Nigeria's Digital Citizens Unmasking Accountability Gaps in Digital Rights Governance)).

An amendment bill was introduced in July 2026 ([bill](2026-07-19-rulaac-nigeria-data-protection-amendment-bill-social-media)).

A court awarded ₦15m general damages, costs and post-judgment interest for marketing after consent was withdrawn, grounded on the Act, the constitutional privacy provision and the consumer-protection Act together; it held personal data must be erased on termination but refused wholesale deletion where statutory banking retention applies ([judgment](2026-08-01-fct-court-stanbic-ibtc-data-privacy-judgment)).",NGA-gov.protect-ndpa|NGA-gov.legislate-ndpa-amendment|NGA-gov.protect-stanbic-judgment
gov.legislate--cybersecurity-legislation,No change,"The [Cybercrimes (Amendment) Act 2024](2025-08-01-cybercrime-act-misuse-n1-1trn) is in force, and lawyers argue enforcement agencies misapply it against dissent rather than cyber threats.","Civil-society lawyers argue the Act is misapplied against dissent, with most such cases collapsing because complainants never testify; the financial sector alone lost ₦53.4bn to cybercrime in 2024 ([Act](2025-08-01-cybercrime-act-misuse-n1-1trn)).

No prosecution, conviction or dismissal series under the Act is published, so the claim of misuse and the claim of necessity rest on the same absence of data.",NGA-infra.cybersec-cybercrimes-act
gov.legislate--legislation-covering-digital-id,Advanced,"The [NIMC Act 2026](2026-08-02-nimc-act-2026-experts-transparency-data-protection) makes the identity number the foundational credential, and a [legal reading](2026-08-11-nigeria-nimc-act-2026-legal-analysis) puts mandatory use across passports, banking, telecommunications and land dealings.","The Act replaces the 2007 statute, recognises the identity number as the foundational credential under a one-person-one-identity policy, incorporates the data-protection regime and lets the commission prosecute identity fraud; the gazetted text was still not publicly available about six weeks after assent, so neither the expansion reading nor the counter-reading can be checked against it ([Act](2026-08-02-nimc-act-2026-experts-transparency-data-protection), [transformation](2026-07-22-thisday-shettima-digital-transformation-nimc-act-2026), [analysis](2026-07-30-pros-cons-of-amended-nimc-act)).

On a law firm's reading the commission becomes the root certification authority for a national public key infrastructure and the national biometric-data repository, use of the number is made mandatory across four named sectors, the Act states that proof of identity is not proof of eligibility or citizenship, and unauthorised database access carries penalties of at least NGN10m or five years for an individual ([reading](2026-08-11-nigeria-nimc-act-2026-legal-analysis)).",NGA-dpi.id-nimc-act|NGA-gov.legislate-nimc-act-2026-provisions
