row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
NGA-infra.connect-9mobile-roaming,NGA,infra.connect,Infrastructure,instrument,9mobile national roaming on MTN,Implemented,2026-08-04,Roaming live 2025-05-30,2025-05-30,No change,Live (2025-05),"Roaming live; T2 Mobile flat at 802,534 internet subscribers (2026-05), no visible recovery",2025-05-30-9mobile-roaming-mtn-network|2026-08-04-globacom-nigeria-internet-subscriber-growth-may,,"close to a year after the NCC approved the national roaming remedy, T2 Mobile (formerly 9mobile) was flat at 802,534 internet subscribers for a second consecutive month at 2026-05, so the remedy has produced no visible subscriber recovery"
NGA-infra.connect-airtel-retail,NGA,infra.connect,Infrastructure,instrument,Airtel Nigeria retail and distribution network,Implemented,2026-07-22,"200,000+ touchpoints and 4,000+ shops (2026-07)",,Baseline not held,,"About 17,200 sites, from about 13,000 three years earlier",2026-07-22-airtel-nigeria-retail-expansion,,"200,000+ customer touchpoints and 4,000+ exclusive shops, on a network grown from about 13,000 to about 17,200 sites in the three years to 2026-04"
NGA-infra.connect-fibre-cuts,NGA,infra.connect,Infrastructure,measure,Fibre cuts from road works,,2026-08-11,"Regulator figure for the first half of 2026, reported 2026-08-11",,Baseline not held,Baseline not held,"More than 5,000 fibre-optic cable cuts from road works in the first half of 2026, on the regulator’s own count",2026-08-11-nigeria-ncc-fibre-cuts-road-works,,
NGA-infra.connect-fso-links,NGA,infra.connect,Infrastructure,instrument,Free-space optical links in Lagos,Implemented,2026-08-05,Close to twelve links reported live across Lagos (2026-08),,Baseline not held,,"Close to twelve licence-exempt optical links across Lagos, on the companies' own account",2026-08-05-taara-liquid-wireless-connectivity-nigeria,,"Taara, a graduate of Google's X, and Liquid Intelligent Technologies, a Cassava Technologies business, say they deployed close to twelve wireless optical links across Lagos over two years, distributing bandwidth from points of presence at Africa Data Centres and other facilities to banks, internet service providers, hotels and a utility; the Lightbridge platform is rated at up to 20 Gbps over up to 20 km, and Abuja, Ibadan and Kano are named as next; the links need no trenching, civil works or spectrum licence, so a high-capacity urban transport layer sits outside the spectrum instruments the regulator uses to shape the market; the deployment count is company-reported"
NGA-infra.connect-ifc-airtel,NGA,infra.connect,Infrastructure,instrument,IFC financing for Airtel Africa network upgrades,Implemented,2026-07-07,"US$150m facility, 2026-07-07",,Advanced,Did not exist,US$150m for network upgrades,2026-07-07-ifc-150m-airtel-africa-digital-infrastructure,,US$150m
NGA-infra.connect-ixpn,NGA,infra.connect,Infrastructure,instrument,Internet Exchange Point of Nigeria traffic,Implemented,2025-04-24,Passed 1 Tbps (2025-04),2025-04-24,No change,1 Tbps (2025-04),Above 1 Tbps,2025-04-24-ixpn-1tbps-traffic-milestone,,passed a 1 Tbps traffic milestone
NGA-infra.connect-subscriber-base,NGA,infra.connect,Infrastructure,measure,Mobile and broadband subscriber base,,2026-08-04,,,Advanced,50% broadband penetration (2025-11),"157m internet subscribers (2026-05), from 154.3m (2026-04); 188m mobile subscriptions and broadband penetration 55.67% (2026-04)",2026-06-28-telecom-subs-188m-broadband-55-67|2026-08-04-globacom-nigeria-internet-subscriber-growth-may,,"two NCC series run side by side: mobile subscriptions at 188m with broadband penetration 55.67% at 2026-04, up from 50% in 2025-11 (MTN 96.4m, Airtel 64.7m, Globacom 23.2m, 9mobile 3.5m; 4G 54% of connections and 5G 4.34%); and internet subscribers at about 157m in 2026-05, up 2.67m in the month from 154.3m, split MTN 83.5m (+382,894), Airtel 55.8m (+1.07m), Globacom 16.8m (+1.2m) and T2 Mobile 802,534 (flat) — the internet series counts active data-using lines, so reactivation and acquisition are indistinguishable in it"
NGA-infra.connect-population-coverage,NGA,infra.connect,Infrastructure,measure,Mobile broadband population coverage,,2026-03-01,,,No change,4G LTE 84.60% and 5G 13.28% of population (2024-12),"4G about 85% and 5G about 13% of population (2025), against 2030 targets of at least 96% and at least 50%",2025-11-01-ncc-2024-subscriber-network-performance-report|2026-03-01-ncc-spectrum-roadmap-2026-2030,,"the regulator's own population-coverage series, distinct from broadband subscription penetration (44.43% at 2024-12) and from 4G's share of the connection mix; 2G reaches 95.31% and 3G 89.42% of the population (2024-12); the 2025 figure carries year precision only, and these are the first primaries the base holds stating Nigerian population coverage by technology"
NGA-infra.connect-mtn-optical,NGA,infra.connect,Infrastructure,instrument,MTN 400G and 800G optical backbone with Huawei,Implemented,2025-10-22,Backbone lit 2025-10-22,,Advanced,Did not exist,400G and 800G optical backbone with Huawei,2025-10-22-mtn-huawei-400g-800g-optical-network,,
NGA-infra.connect-mtn-ihs,NGA,infra.connect,Infrastructure,instrument,MTN acquisition of IHS Towers,In development,2026-08-11,"Target shareholders approved the buyout, reported 2026-08-11",,Advanced,Did not exist,"Shareholders of the tower company approved the acquirer’s cash buyout of the 75.3% it does not already own; the target’s first-half 2026 revenue rose 8.2% to US$844m while rising Nigerian diesel costs and acquisition-related charges cut operating income 38%, and it has exited Latin America to concentrate on African tower operations. Federal strategic review of the transaction is the last position the base holds on the state’s side",2026-02-18-mtn-ihs-towers-transaction-review|2026-08-11-ihs-towers-revenue-rises-8-as-diesel-merger-costs-squeeze-profits|2026-08-11-mtn-expects-profits-to-fall-up-to-30-as-iran-investment-takes-a-hit,,under federal strategic review
