indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-08-31,0,Only a national development plan on record; no digital strategy or cited absence of one,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,Development plan and investment programme only; no ICT sector policy or cited absence on record,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,Fibre targets in an investment programme and a ministerial speech; no broadband plan on record,
gov.policy--data-storage-cloud-strategy,1,CAF-gov.policy-cloud-strategy,,,,,,,2026-08-31,0,development bank records no cloud strategy developed; nothing in window changes it,
gov.policy--data-interoperability-framework-roadmap,2,CAF-dpi.exchange-government-interoperability-or-data,,,,,,,2026-08-31,0,interoperability architecture commissioned not designed; no framework adopted,
gov.policy--ai-strategy,2,CAF-tech.ai-ai-policy-strategy-or,,,,,,,2026-08-31,0,Minister's statement that a strategy is in elaboration; no draft or adoption,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Only an adequacy-based transfer regime; no localisation rule or cited absence on record,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,unplaced: named data governance policy held with no text date or status; August review is about tax digitisation,
gov.policy--open-data-policy,2,CAF-data.open-open-government-data-portal,,,,,,,2026-08-31,0,portal publishing under an open licence; no adopted open data policy on record,
gov.legislate--data-protection-legislation,3,CAF-gov.protect-loi-n-24-001,,,,,,,2026-08-31,0,Law in force since January 2024; no implementing decree or authority,
gov.legislate--cybersecurity-legislation,3,CAF-infra.cybersec-cybersecurity-law-text|CAF-gov.legislate-cybersecurity-cybercrime-law,,,,,,,2026-08-31,0,Law 24.002 in force; no regulations or constituted agency on record,
gov.legislate--legislation-covering-digital-id,2,CAF-gov.legislate-digital-legal-reform-terms-of-reference|CAF-dpi.id-unique-identification-number-mandate,,,,,,,2026-08-31,0,Identifier mandated; legal reform scoped by terms of reference but no ID bill drafted,
gov.legislate--digital-payments-legislation,3,CAF-gov.regional-cemac-interoperable-qr-code,,,,,,,2026-08-31,0,Regional central-bank regulation only; no national licensing or consumer provisions on record,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,A ministry platform with mandatory staff use; no data-sharing instrument or draft on record,
gov.legislate--ai-legislation-regulations,,,,,,,,,2026-08-31,0,No AI rule; consultation or cited absence on record; council requests are not an instrument,
gov.legislate--e-commerce-legislation,3,CAF-gov.legislate-electronic-transactions-law,,,,,,,2026-08-31,0,E-transactions law 22.002 in force; no trust-service regulations or accreditation on record,
gov.legislate--statistics-legislation,3,CAF-gov.legislate-statistics-law,,,,,,,2026-08-31,0,2001 act in force; Charter-aligned replacement validated as a draft only,
gov.legislate--access-to-information-legislation,,,,,,,,,2026-08-31,0,Only a constitutional privacy right; nothing on access to information,
gov.protect--data-protection-authority,2,CAF-gov.protect-data-protection-authority,,,,,,,2026-08-31,0,Provided for in law; not established past the statutory deadline,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,unplaced: only row here is a critical account of SIM tracing; Loi 24.001 is held under the AI-abuse indicator,
gov.regional--regional-policy-collaboration,2,CAF-gov.regional-cemac-financial-inclusion-strategy,,,,,,,2026-08-31,0,CEMAC membership; no national contribution or domestic adoption on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Only a CEMAC migration act applied; nothing in the cyberlaw set,
gov.regional--shared-regional-infrastructure,3,CAF-gov.regional-cemac-interoperable-qr-code,,,,,,,2026-08-31,0,one regional asset in service; ECCAS data-centre programme only at definition stage,
gov.regional--cross-border-data-transfers,3,CAF-gov.regional-cross-border-data-transfer-regime,,,,,,,2026-08-31,0,Adequacy-based transfer chapter in force; no authority decision on record,
gov.standards--national-interoperability-standards,,,,,,,,,2026-08-31,0,Architecture study commissioned; no standards catalogue drafted or cited absence,
gov.standards--national-quality-standards,,,,,,,,,2026-08-31,0,Regulator monitoring systems only; nothing on a standards body or quality policy,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,Statistical quality diagnostic only; nothing on ISO membership or ICT standards,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,unplaced: rows show fact-checking and AI community activity; no consultation on a digital instrument on record,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-08-31,0,unplaced: communications council requests only; no shutdown record or access-to-information law held,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,CAF-finance.budget-regulator-support-transfer|CAF-finance.budget-digital-development-agency-transfer,,,,,,,2026-08-31,0,Recurring lines in the state's own estimates; no dedicated fund with published execution,
finance.sustain--financial-sustainability-of-digital-systems,2,,39.8,per cent,2026,budgets/CAF/2026.csv@2026-03-24,,,2026-08-31,0,"on the state's own FY2026 budget document, appropriated figures; includes partial lines",
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/CAF-nonstate.csv@2026-05-28,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,1,,39.8,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,"on the compiler's modelled estimate (itu-sdg-5b1-mobile-ownership-10plus), no survey since 2019",
infra.connect--internet-usage,1,,13.8,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,"on the compiler's modelled estimate (itu-sdg-17-8-1-internet-use), no survey since 2019",
infra.connect--mobile-affordability,1,,53.67,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,on published tariffs collected by itu-price-basket-5gb-gni,
infra.connect--national-fibre-backbone,3,CAF-infra.connect-fibre-backbone,,,,,,,2026-08-31,0,First sections and Congo link in service; prefecture capitals still to connect,
infra.connect--internet-exchange-points,2,CAF-infra.connect-central-african-internet-exchange,,,,,,,2026-08-31,0,IXP creation reported by an operator filing; no members or traffic on record,
infra.connect--satellite-broadband-licensing-and-availability,3,CAF-infra.connect-satellite-broadband-service,,,,,,,2026-08-31,0,single licensee in service; August enforcement sweep targets unregistered kits; no blanket licensing,
infra.store--local-data-centre-capacity-all-providers,1,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-31,,,2026-08-31,0,no multi-tenant data centre in service in Corpus's dataset of the 54,
infra.store--off-site-backup-capacity,,,,,,,,,2026-08-31,0,unplaced: national data centre unbuilt and regional programme at definition; no backup site or statement of absence,
infra.energy--grid-reliability,1,,32.5426,outages per month,2023,ref:enterprise-surveys-outages@2026-09-24,,,2026-08-31,0,on a survey figure via enterprise-surveys-outages,
