row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
MAR-gov.policy-cloud-first-policy,MAR,gov.policy,Governance,instrument,Cloud First policy,Implemented,2025-01-01,Cloud made the mandatory default for public-administration technology investment,2025,No change,Mandatory default in force; a national cloud observatory scheduled for 2027 (2025),Same; the observatory is not established and no later state is on record,2025-01-01 Morocco adopts Cloud First Policy under Digital Morocco 2030,,The held source carries a year-proxy date
MAR-gov.policy-digital-morocco-2030,MAR,gov.policy,Governance,instrument,Digital Morocco 2030,Implemented,2026-07-22,Launched 2024-09-25,2024-09-25,No change,"In force; stated targets include a place in the global top 50 for electronic government and 100,000 people trained by 2030",In force; a US$250m acceleration programme attached in June 2026; the technology sector was 6.8% of gross domestic product on a 2025 figure,2025-07-31 Morocco Digital Economy — US Country Commercial Guide (Digital Morocco 2030)|2026-07-22 Morocco to Launch $250 Million World Bank-Backed Digital Transformation Program,,"Two held sources give the 2030 jobs target as 150,000 and as 240,000"
MAR-gov.policy-digital-morocco-2030-progress-report,MAR,gov.policy,Governance,instrument,Digital Morocco 2030 progress report,Not held,,,,,,,,,
MAR-gov.legislate-digital-health-bill-52-26,MAR,gov.legislate,Governance,instrument,Digital health bill 52.26,In development,2026-08-17,Doctors protest against the bill (2026-08-17),,"Advanced, contested",Did not exist,A 50-article bill adopted and now publicly opposed by doctors; implementing decrees due within 12 months of publication and provider connection within 24 months of the technical decree; text not published,2026-08-17-hespress-doctors-protest-health-digitization-bill-5226|2026-07-23-morocco-draft-law-52-26-digital-health-shared-record-unique-id,,"The bill number is given differently across Moroccan outlets. Doctors protested against the health-digitisation measure on 2026-08-17; the base holds the fact of the protest and not an itemised statement of the profession's objections, and with the text unpublished neither the objection nor the answer to it can be checked against what the law says"
MAR-gov.legislate-digital-x-0-framework-bill,MAR,gov.legislate,Governance,instrument,Digital X.0 framework bill,In development,2025-11-07,"Under review by the government's general secretariat, November 2025",,"Advanced, nothing on record since",Did not exist,"With the general secretariat; three pillars — data governance, sectoral digital identity, and interoperability on traceable consent; no text, article count or tabling date on record","2025-11-04-wearetech-morocco-landmark-law-ai-data-identity|2025-11-06 Morocco prepares 'Digital X.o' draft law (AI governance, sectoral digital IDs, interoperability)",,Framed by the ministry as sitting under the 2009 data-protection law
MAR-gov.legislate-electoral-organic-bill-53-25,MAR,gov.legislate,Governance,instrument,Electoral organic bill 53.25,"Enacted, promulgation dahir not yet held",2026-07-30,"Constitutional Court decision 259/25 finds nothing unconstitutional; Council of Ministers 19 Oct, tabling 24 Oct, Chamber of Representatives adoption 1 Dec, Chamber of Councillors 9 Dec, referral 16 Dec 2025",,Advanced,Did not exist,"A new article carries two to five years' imprisonment and a fine of MAD 50,000-100,000, with artificial-intelligence tools enumerated as a means of commission on four offences; candidacy filing and proxy voting via a dedicated electronic platform upheld under articles 154/72; new article 51 bis (fabrication, not mere dissemination) punishes AI-enabled election disinformation with 2-5 years and MAD 50,000-100,000, upheld against a press-freedom challenge",2025-10-24-morocco-projet-loi-organique-53-25-chambre-des-representants|2026-07-30-morocco-criminalising-ai-disinformation-2026-elections|2025-12-24-maroc-cour-constitutionnelle-decision-259-25-loi-organique-53-25,,"The bill as tabled, not the promulgated law"
MAR-gov.legislate-organic-laws-54-25-political,MAR,gov.legislate,Governance,instrument,Organic laws 54.25 on political parties and 55.25 on electoral lists,"Enacted, 54.25 only; 55.25 still committee-reported",2025-12-24,Companion decision 260/25 clears organic law 54.25 (amending 29.11 on political parties) on the same chronology as 53.25; 55.25 (amending 57.11 on electoral lists) adopted in committee 19-0-5,,Advanced,Not held,"54.25 constitutionally cleared alongside 53.25, promulgation dahir not yet held; 55.25 institutionalises internet-based electoral-roll registration (resident and expatriate) and bars AI tools and social platforms from publishing referendum poll results, committee-adopted across four sessions 12-27 November 2025",2025-11-29-morocco-rapport-commission-lecture1-loi-55-25-chambre-des-representants|2025-12-24-maroc-cour-constitutionnelle-decision-260-25-loi-organique-54-25,,
MAR-gov.legislate-personal-data-protection-law-09,MAR,gov.legislate,Governance,instrument,Personal data protection law 09-08,"Implemented, recast in legislative circuit",2026-08-09,"CNDP president Omar Seghrouchni states on the record that a law 09-08 recast, developed with the Justice Ministry, is now in the legislative circuit, sent to the Secretariat general du gouvernement",2009,Advanced,"In force, commission supervising (2025-08)","In force since 2009; a recast bill is now in the legislative circuit per the regulator's own account (no transmission date or text held), described by the regulator as clarification rather than replacement",2025-07-31 Morocco Digital Economy — US Country Commercial Guide (Digital Morocco 2030)|2025-11-04-wearetech-morocco-landmark-law-ai-data-identity|2026-08-09-maroc-data-centers-leader-ia|2026-08-04-protection-des-donnees-la-confiance-moteur-de-leconomie-numerique,,"The statute's own text and gazette reference are not held, and neither is any amending instrument; the 2023 amendment is held only as an analyst's attributed statement"
MAR-gov.legislate-private-member-s-bill-regulating,MAR,gov.legislate,Governance,instrument,Private member's bill on regulating artificial intelligence,In development,2026-01-11,"Received by the chamber's bureau, week of 2025-01-06",2025-01-09,No change,A 17-article private member's bill before the bureau (2025-08),"Same; described as still under parliamentary deliberation, with no committee report or adoption on record","2025-01-09-hespress-morocco-ai-legislative-initiative|2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026",,"Sets fines of MAD 50,000-500,000 and six months to five years' imprisonment on repeat or serious harm"
MAR-gov.legislate-promulgated-organic-law-amending-electoral,MAR,gov.legislate,Governance,instrument,Promulgated organic law amending the electoral code,Not held,,,,,,,,,
