indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,MDG-gov.policy-psn,,,,,,,2026-07-31,0,PSN 2023-2028 in force per UNDP assessment; implementation reporting absent,
gov.policy--ict-strategy,3,MDG-gov.policy-psn,,,,,,,2026-07-31,0,national digital strategy covers the sector; no sector implementation plan or reporting on record,
gov.policy--broadband-strategy,,,,,,,,,2026-07-31,0,no national broadband plan on record; DECIM connectivity targets are a project not a plan,
gov.policy--data-storage-cloud-strategy,2,MDG-infra.store-data-centres,,,,,,,2026-07-31,0,two national data centres under construction; no hosting policy on record,
gov.policy--data-interoperability-framework-roadmap,3,MDG-gov.policy-cadre-interop,,,,,,,2026-07-31,0,framework published and given an institutional decree; standards catalogue and conformance not on record,
gov.policy--ai-strategy,1,MDG-tech.ai-ai-strategy,,,,,,,2026-07-31,0,dated searched absence at the July 2026 round table; judiciary charter binds the courts only,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,DP law governs transfers abroad (art. 20); no localisation rule or data classification on record,
gov.policy--data-governance-policy,2,MDG-gov.policy-data-policy,,,,,,,2026-07-31,0,drafting commissioned through AUDA-NEPAD; no policy adopted,
gov.legislate--data-protection-legislation,3,MDG-gov.protect-dpl,,,,,,,2026-07-31,0,law in force and commission constituted; no implementing regulations or enforcement act on record,
gov.legislate--cybersecurity-legislation,2,MDG-gov.legislate-cybercrime-bill,,,,,,,2026-07-31,0,overhaul bill before parliament at the as-at; the 2014 law itself is not held,
gov.legislate--legislation-covering-digital-id,3,MDG-gov.legislate-id-law,,,,,,,2026-07-31,0,loi 2025-019 cleared by the Constitutional Court; promulgated text and regulations not held,
gov.legislate--digital-payments-legislation,3,MDG-gov.legislate-emoney-law,,,,,,,2026-07-31,0,e-money law licenses EMIs; no interoperability rules or licences on record,
gov.legislate--legislation-enabling-data-interoperability,2,MDG-gov.legislate-esignature-decree,,,,,,,2026-07-31,0,draft decree validated at a ministry workshop; not adopted,
gov.legislate--ai-legislation-regulations,,,,,,,,,2026-07-31,0,absence row covers strategy only; DP law art. 3 on automated decisions is not mapped here,
gov.legislate--e-commerce-legislation,3,MDG-gov.legislate-etransactions-law,,,,,,,2026-07-31,0,loi 2014-024 in force; trust-service regulations and accredited providers not on record,
gov.legislate--statistics-legislation,3,MDG-gov.legislate-statistics-law,,,,,,,2026-07-31,0,loi 2018-004 in force; independence and confidentiality provisions not shown,
gov.legislate--access-to-information-legislation,2,MDG-gov.legislate-ati-bill,,,,,,,2026-07-31,0,bill 017/2025 in committee; not enacted by the as-at,
gov.protect--data-protection-authority,3,MDG-gov.protect-cmil,,,,,,,2026-07-31,0,CMIL constituted with a first annual report; no enforcement decision on record,
gov.protect--national-data-protection-readiness,3,MDG-gov.protect-dpl|MDG-gov.protect-cmil,,,,,,,2026-07-31,0,law in force and authority operating; the Guidelines' practices not on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,Malabo ratification authorised 2024 with deposit not held; no REC instrument domesticated on record,
gov.regional--shared-regional-infrastructure,3,MDG-infra.connect-2africa,,,,,,,2026-07-31,0,"2Africa landing alongside EASSy, LION and METISS; operational agreements and traffic not reported",
gov.regional--cross-border-data-transfers,3,MDG-gov.protect-dpl,,,,,,,2026-07-31,0,art. 20 of the DP law governs transfers; no mechanism issued by CMIL on record,
gov.standards--national-interoperability-standards,3,MDG-gov.policy-cadre-interop,,,,,,,2026-07-31,0,framework v1.0.2 published 2022; standards text beyond II.1 not held; no conformance testing,
gov.standards--national-quality-standards,2,MDG-gov.standards-bnm,,,,,,,2026-07-31,0,standards body in force; no ICT standards or national quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,only one operator's GSMA API conformance; ISO membership and national adoptions not on record,
gov.discourse--non-governmental-contribution-to-national-policy,2,MDG-gov.discourse-discourse,,,,,,,2026-07-31,0,ad hoc debates and a symposium; no standing body with a policy role on record,
gov.discourse--open-discussion-of-government-policy,2,MDG-gov.legislate-site-blocking,,,,,,,2026-07-31,0,ISP-level blocking order of July 2026; a social-media law announced,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,MDG-finance.budget-budget,,,,,,,2026-07-31,0,programme 226 in the 2026 supplementary finance law; investment externally financed; no dedicated fund on record,
finance.sustain--financial-sustainability-of-digital-systems,2,,32.2,per cent,2026,budgets/MDG/2026.csv@2026-01-01,,,2026-07-31,0,"on the state's own FY2026 budget document, revised figures; includes partial lines",
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/MDG-nonstate.csv@2026-07-27,,,2026-07-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,1,,44.4,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,1,,18.7,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,1,,12.49,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,MDG-infra.connect-orange-backbone,,,,,,,2026-07-31,0,one operator's 558 km route held; national reach and open-access terms not on record,
infra.connect--internet-exchange-points,2,MDG-infra.connect-mgix,,,,,,,2026-07-31,0,MGIX restarting with four members; no traffic or capacity cited,
infra.connect--satellite-broadband-licensing-and-availability,2,MDG-infra.connect-starlink-dtc,,,,,,,2026-07-31,0,direct-to-cell trial with commercial launch pending the regulator; no licensed service on record,
infra.store--local-data-centre-capacity-all-providers,4,,2,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-02-13,,,2026-07-31,0,"2 of 2 multi-tenant facilities in service at Tier III or above, 2 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,1,,0,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-02-13,,,2026-07-31,0,0 of 2 multi-tenant facilities of known ownership nationally owned,
infra.store--off-site-backup-capacity,2,MDG-infra.store-data-centres,,,,,,,2026-07-31,0,primary and secondary national sites tendered; not in service,
infra.energy--grid-reliability,2,,6.5944,outages per month,2022,ref:enterprise-surveys-outages@2026-09-24,,,2026-07-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,1,,26.5,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-07-31,0,survey figure; no primary in the base,
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,MDG-infra.capacity-egp-redesign,,,,,,,2026-07-31,0,capacity component tendered for one system; no in-house teams on record,
infra.cybersec--national-cybersecurity-readiness,2,MDG-infra.cybersec-cyber-strategy,,,,,,,2026-07-31,0,strategy in drafting and near complete June 2026; no CERT or operating record,
dpi.exchange--national-data-exchange-system,3,MDG-dpi.exchange-rahaka,,,,,,,2026-07-31,0,X-Road first stage live with first usage conventions; scale and access conditions not published,
dpi.exchange--use-of-digital-id-in-other-systems,,,,,,,,,2026-07-31,0,no system consuming an ID verification service on record,
dpi.exchange--interoperability-of-health-systems,2,MDG-dpi.exchange-dhis2,,,,,,,2026-07-31,0,DHIS2 linked to a health-financing platform; PSRSIS holds architecture and standards as targets only,
dpi.exchange--interoperability-of-education-systems,,,,,,,,,2026-07-31,0,NUIS identifier scaled; no exchange between education systems on record,
dpi.exchange--interoperability-of-social-protection-systems,2,MDG-dpi.exchange-efokontany,,,,,,,2026-07-31,0,e-Fokontany link to the social registry under development; not in service,
dpi.id--robustness-of-system,2,MDG-dpi.id-idms,,,,,,,2026-07-31,0,IDMS not in mass production per the audit terms of reference; audit still to report,
dpi.id--national-maintenance-of-id-and-credentials-systems,2,MDG-dpi.id-cneci,,,,,,,2026-07-31,0,CNECI mandated to operate the registers; supplier dependence and funding model not on record,
dpi.id--authentication,2,MDG-dpi.id-cni-biometrique,,,,,,,2026-07-31,0,authentication module piloted with the biometric card; no service in operation on record,
dpi.id--digital-id-from-birth,2,MDG-gov.legislate-civil-status-law,,,,,,,2026-07-31,0,art. 38 mandates a NIU at birth; assignment at birth registration in service not on record,
dpi.id--interoperability-of-birth-registration-and-digital-id,3,MDG-dpi.registry-mass-birth-law,,,,,,,2026-07-31,0,births registered within ID enrolment against the de-duplicated base; two-way exchange not on record,
dpi.id--use-by-other-systems,,,,,,,,,2026-07-31,0,no public register keyed on the national ID on record; e-Fokontany uses provisional identifiers,
dpi.pay--governance-role-of-central-bank,,,,,,,,,2026-07-31,0,only the e-Ariary vendor selection held; the oversight mandate is not mapped here,
dpi.pay--g2p-functionality,,,,,,,,,2026-07-31,0,e-poketra discontinued April 2026; no digital G2P programme in service on record,
dpi.pay--revenue-collection,3,MDG-dpi.pay-sigrnf,,,,,,,2026-07-31,0,non-tax revenues payable by mobile money; electronic share not published,
dpi.pay--b2b-and-b2g-functionality,2,MDG-dpi.pay-axian-digibank,,,,,,,2026-07-31,0,mobile-money business app in service; no interbank or e-procurement service on record,
dpi.pay--p2p-p2g-and-p2b-functionality,3,MDG-dpi.pay-airtel-baobab,,,,,,,2026-07-31,0,wallet-to-account transfers in service; provider interoperability and agent networks not reported,
dpi.pay--population-uptake,1,,24.4501,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-07-31,0,survey figure; no primary in the base,
dpi.pay--cross-border-functionality,,,,,,,,,2026-07-31,0,only an announced card partnership; no corridor or framework on record,
dpi.pay--consumer-protection,2,MDG-dpi.pay-eme-supervision,,,,,,,2026-07-31,0,central bank audits EMIs after complaints; conduct-of-business rules not held,
dpi.registry--population-register,3,MDG-dpi.id-prodigy-enrolment,,,,,,,2026-07-31,0,built from ID enrolment only with six million enrolments by July 2026; not updated from vital events,
dpi.registry--civil-register,2,MDG-dpi.registry-record-digitisation|MDG-dpi.registry-in-groupe,,,,,,,2026-07-31,0,records digitised in 11 regions on vendor figures; national digital birth registration not on record,
dpi.registry--address-register,1,MDG-dpi.registry-address,,,,,,,2026-07-31,0,national geographic institute states spatial data infrastructures not implemented,
dpi.registry--business-register,3,MDG-dpi.registry-orinasa,,,,,,,2026-07-31,0,online registration live in regional antennae; public search and beneficial ownership not on record,
dpi.registry--social-protection-register,3,MDG-dpi.registry-rsu,,,,,,,2026-07-31,0,about 2.7 million households in 28 districts; ID linkage and programme use not on record,
dpi.registry--electoral-register,,,,,,,,,2026-07-31,0,reconstitution under way; digital form of the roll not stated,
dpi.registry--tax-register,2,MDG-dpi.registry-nif,,,,,,,2026-07-31,0,computerised register held; TADAT integrity scores not held,
dpi.registry--land-register,2,MDG-dpi.registry-land,,,,,,,2026-07-31,0,65 per cent of offices paper-based or off-grid; digital title register coverage not stated,
dpi.mis--health,3,MDG-dpi.exchange-dhis2,,,,,,,2026-07-31,0,DHIS2 national platform in service; private facilities and integration not on record,
dpi.mis--education,,,,,,,,,2026-07-31,0,only a proposed project to digitise the EMIS with no approval on record,
dpi.mis--justice,3,MDG-dpi.mis-court-case-applications,,,,,,,2026-07-31,0,six applications in use with extension to all courts outstanding; decisions not published online,
dpi.mis--tax,2,MDG-dpi.mis-safi,,,,,,,2026-07-31,0,SAFI in production; e-filing and e-payment coverage by tax not on record,
