indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"The [digital economy master plan for 2024 to 2034](2024-01-01 Gambia National Digital Economy Master Plan 2024-2034) is the framing instrument, with no mid-term review or costed implementation plan held.","A ten-year science, technology and innovation policy for 2027-2035 was validated, after its minister conceded the previous one achieved none of its objectives ([validation](2026-08-31-thepoint-gambia-sti-policy-2027-2035-validation)).

It was adopted for a ten-year period and its position is unchanged ([master plan](2024-01-01 Gambia National Digital Economy Master Plan 2024-2034)).

No monitoring report, budget allocation against it or delivery milestone appears anywhere in the base, and no domestic budget appropriation for the digital sector is held at any date, so a ten-year plan runs without a measurable financing line behind it.",GMB-gov.policy-masterplan|GMB-gov.policy-sti-policy-2027-2035
gov.policy--ict-strategy,No change,The [2018-2028 ICT policy](2017-12-01-gambia-moici-ict4d-policy-statement-2018-2028) is still inside its stated period and has been overtaken by the 2024-2034 master plan.,"The [eight-pillar policy statement](2017-12-01-gambia-moici-ict4d-policy-statement-2018-2028) issued in December 2017 was the foundational instrument and runs on paper to 2028.

It was overtaken rather than repealed: the National Digital Economy Master Plan 2024-2034 now carries the sector's direction, leaving two instruments with overlapping periods and no published statement of which governs.",GMB-gov.policy-ict4d
gov.policy--broadband-strategy,Regressed,The [2020-2024 broadband policy and strategy](2020-06-01-gambia-moici-national-broadband-strategy-2020-2024) expired at the end of 2024 and no successor was located.,"The [strategy behind the policy](2020-06-01-gambia-moici-national-broadband-strategy-2020-2024) was costed action plan by action plan and targeted 5 Mbps for all, 90 per cent coverage and 85 per cent fourth-generation coverage by 2024. The [policy itself](2020-06-01-gambia-moici-national-broadband-policy-2020-2024) is held with its capture truncated.

The term has ended and no successor instrument is on the record. What is moving is procurement rather than policy: a [US$50m partnership signed in December 2025](2026-01-08-gamtel-sysroad-50m-ppp-broadband-backbone-standard) is to lift the national backbone from 40 to 800 Gbps.",GMB-gov.policy-broadband-policy
gov.policy--data-storage-cloud-strategy,Advanced,A [cloud strategy](2023-06-23-gambia-government-cloud-strategy-2023-2027) runs to 2027; the [cloud policy](2023-06-29-gambia-mocde-government-cloud-policy) that would give it a data-sovereignty rule is unsigned.,"The [strategy](2023-06-23-gambia-government-cloud-strategy-2023-2027) issued in June 2023 finds the Tier-2 government data centre power-constrained and reliant on diesel backup, which is the condition any migration has to work around.

Its companion [policy](2023-06-29-gambia-mocde-government-cloud-policy) sets a draft data-sovereignty and data-classification rule and has not been signed into effect. Hosting has moved anyway: the [national identity data centre inaugurated at Abuko in July 2026](2026-07-06-citinewsroom-gambia-gam-id-national-identity-data-centre-abuko) holds the identity system on Gambian soil.",GMB-gov.policy-cloud-strategy|GMB-gov.policy-cloud-policy
gov.policy--data-interoperability-framework-roadmap,No change,An [interoperability framework was proposed in 2020](2020-10-01-gambia-e-government-strategy-2021-2024-moici) alongside an ICT agency; the agency exists and the framework does not.,"The [e-government strategy for 2021-2024](2020-10-01-gambia-e-government-strategy-2021-2024-moici) proposes both a government interoperability framework and an ICT agency, and records that no interoperability layer existed as at 2020.

The agency was constituted and [lists powers over a government data bank, technical standards, electronic signatures and cloud services](2019-01-01-gicta-functions-under-gambia-ict-agency-act-2019). None of those powers has produced a published framework, and the register-to-register indicator that would show one working [still stands at zero](2025-11-29-worldbank-gambia-rise-project-isr05520).",GMB-gov.policy-egif|GMB-gov.legislate-gicta-act-2019
gov.policy--ai-strategy,Advanced,The ministry told the United Nations in [April 2026](2026-04-01-gambia-mocde-cstd29-statement-ai) that a national artificial intelligence policy is still in development.,"The [national statement to the science and technology commission](2026-04-01-gambia-mocde-cstd29-statement-ai) is the government's own dated position: the policy is in development, not adopted.

The [December 2025 budget speech](2025-12-05-gambia-mofea-2026-budget-speech-national-assembly) names an artificial intelligence and emerging technology policy and a digital government roadmap among the 2026 priorities, which puts the drafting inside a stated work programme rather than leaving it as an intention.",GMB-tech.ai-ai-policy
gov.policy--data-localisation-policies,No change,The only localisation rule is the [unsigned cloud policy's](2023-06-29-gambia-mocde-government-cloud-policy) draft data-sovereignty and classification provision.,"The [cloud policy](2023-06-29-gambia-mocde-government-cloud-policy) sets a draft data-sovereignty rule and a classification scheme for government workloads, and has not been signed. Nothing else in the base states where Gambian government or personal data must be held.

Practice has run ahead of the rule: the [identity data centre inaugurated at Abuko in July 2026](2026-07-06-citinewsroom-gambia-gam-id-national-identity-data-centre-abuko) hosts the national identity system inside the country, which is localisation by procurement rather than by instrument.",GMB-gov.policy-cloud-policy
gov.policy--data-governance-policy,No change,"The [national data policy](2025-01-01 National Data Policy 2025 - The Gambia (draft)) has been a published draft since 2025 with no adoption, gazetting or implementing instrument.","It was published by the communications ministry as a draft and has not moved ([draft policy](2025-01-01 National Data Policy 2025 - The Gambia (draft))).

It sits beside an enacted data-protection statute and a validated interoperability architecture, so the policy layer is the one part of the data stack that has stalled rather than the whole of it.",GMB-gov.policy-data-policy
gov.policy--open-data-policy,No change,"The [2024-2027 open data strategy](2024-01-01-gambia-mocde-government-open-data-strategy-2024-2027) records no registry, no legal framework and no portal, with targets set for 2026.","The [strategy](2024-01-01-gambia-mocde-government-open-data-strategy-2024-2027) is unusually plain about its own starting point: The Gambia has no data registry, no open-data legal framework and no portal. Its targets fall in 2026.

Nothing in the base records any of the three arriving. The strategy is the instrument this indicator asks for; the portal it provides for is a separate question the ledger carries as its own row.",GMB-gov.policy-open-data-strategy|GMB-data.open-open-data
gov.legislate--data-protection-legislation,Advanced,"The [Personal Data Protection and Privacy Act 2025](2025-12-26 Review of Gambia's Personal Data Protection and Privacy Act, 2025) was enacted after several stalled years, with extraterritorial scope and seven lawful bases.","It carries a sensitive-data regime covering genetic, biometric and health data, and rights of access, rectification, erasure and protection from solely automated decisions ([review](2025-12-26 Review of Gambia's Personal Data Protection and Privacy Act, 2025)).

Passage was in October 2025 ([passage](2025-10-13 Gambia Passes Landmark Data Protection and Privacy Law)).

No implementing regulation, commencement notice or first enforcement action under it is held, and the commission that would supervise it is not separately constituted on the record.",GMB-gov.protect-dpa-2025
