slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-09-05-ena-ethiopia-ai-capabilities-igad,"Ethiopia Builds Globally Competitive AI Capabilities, Says IGAD",Ethiopian News Agency (ENA),,2026-09-05,day,ETH,tech.ai; gov.regional,igad; ethiopian-ai-institute,,full,False,,409,2026-09-05,https://www.ena.et/web/eng/w/eng_9506280
2026-09-04-techafricanews-safaricom-ethiopia-15-million-subscribers,Safaricom Ethiopia Surpasses 15 Million Subscribers After Four Years of Operations,TechAfrica News,,2026-09-04,day,ETH,infra.connect; tech.industry; dpi.pay,safaricom-ethiopia,,full,False,,400,2026-09-04,https://techafricanews.com/2026/09/04/safaricom-ethiopia-surpasses-15-million-subscribers/
2026-09-04-techafricanews-ethio-telecom-business-plan-2026-27,"Ethio Telecom Targets 96.2 Million Customers, ETB 295 Billion Revenue in 2026/27",TechAfrica News,,2026-09-04,day,ETH,infra.connect; tech.industry; dpi.pay; infra.store,ethio-telecom; telebirr,,excerpt,False,,679,2026-09-04,https://techafricanews.com/2026/09/04/ethio-telecom-targets-96-2-million-customers-etb-295-billion-revenue-in-2026-27/
2026-09-03-the-star-acbf-leaps-public-sector-leadership-gates,Africa urged to put leadership at centre of public sector reforms,The Star (Kenya),,2026-09-03,day,KEN; GHA; SEN; ZWE; GMB; CIV; ETH; NGA; TZA; XAF,capacity.training; dpi.govtech,gates-foundation,,full,False,,1001,2026-09-04,https://www.the-star.co.ke/news/2026-09-03-africa-urged-to-put-leadership-at-centre-of-public-sector-reforms
2026-09-03-ethiopia-ethio-telecom-siinqee-bank-smartphone-financing,Ethio Telecom Secures 15bln Birr Siinqee Bank Deal To Fund Smartphone Access Drive,Birr Metrics,,2026-09-03,day,ETH,finance.mou; include.access; dpi.pay,ethio-telecom; siinqee-bank; awash-bank; telebirr,,full,False,,615,2026-09-04,https://birrmetrics.com/ethio-telecom-secures-15bln-birr-siinqee-bank-deal-to-fund-smartphone-access-drive/
2026-09-03-ethiopia-ethio-telecom-next-horizon-first-year,Ethio Telecom Announces Successful Completion of First Year of Next Horizon Strategy,Ethiopian News Agency (ENA),,2026-09-03,day,ETH,infra.connect; dpi.pay,ethio-telecom; telebirr,,full,False,,419,2026-09-04,https://www.ena.et/web/eng/w/eng_9497253
2026-09-02-zmb-undp-india-dpi-learning-mission,African Delegations Explore India's Digital Public Infrastructure During UNDP Learning Mission,Youth Village Zambia,,2026-09-02,day,ZMB; ETH; MWI; RWA; SLE,dpi.exchange; gov.regional; capacity.training; geopol.india,undp; uidai; npci,,full,False,,1233,2026-09-04,https://youthvillagezm.com/2026/09/african-delegations-explore-indias-digital-public-infrastructure-during-undp-learning-mission/
2026-09-01-techafricanews-safaricom-ethiopia-feapd-disability,Safaricom Ethiopia Foundation and FEAPD Sign Three-Year Pact to Advance Disability Inclusion,Tech Africa News,,2026-09-01,day,ETH,include.access,safaricom-ethiopia; feapd,,full,False,,214,2026-09-02,https://techafricanews.com/2026/09/01/safaricom-ethiopia-foundation-feapd-three-year-disability-inclusion-pact/
2026-09-01-karnataka-hosts-african-union-five-african-nations-for-digit,"Karnataka Hosts African Union, Five African Nations For Digital Public Infrastructure Exposure Visit",The Bengaluru Live,,2026-09-01,day,ETH; MWI; RWA; SLE; ZMB,dpi.govtech; geopol.india; capacity.training,african-union; undp; government-of-karnataka; centre-for-e-governance-karnataka,,full,False,,357,2026-09-04,https://thebengalurulive.com/karnataka-hosts-african-union-five-african-nations-for-digital-public-infrastructure-exposure-visit/
2026-08-31-techafricanews-yango-fellowship-six-countries,"Yango Expands Fellowship Programme to Six African Countries, Selects 24 STEM Fellows",Tech Africa News,,2026-08-31,day,GHA; ZMB; SEN; ETH; MOZ; CIV,capacity.training,yango,,full,False,,211,2026-08-31,https://techafricanews.com/2026/08/31/yango-fellowship-expands-six-african-countries/
