row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
XEA-gov.protect-eac-dpa-coordination-body,XEA,gov.protect,Instruments and harmonisation,instrument,EAC cross-border Data Protection Authorities coordination body,Implemented,2026-05-16,Reported at the ID4Africa 2026 AGM,,Advanced,Did not exist,"The EAC created a body letting its eight member-state data-protection authorities share knowledge, align practices and co-investigate, described by an EAC advisor at the ID4Africa 2026 AGM alongside a World Bank session setting out a cross-border 'trust formula' for digital ID and DPI; no charter, meeting record or output is held","2026-05-16 World Bank, African DPAs outline formula for trusted digital identity, DPI",,
XEA-gov.protect-eac-single-digital-market-data-rules,XEA,gov.protect,Instruments and harmonisation,instrument,EAC single digital market — cross-border data-flow and protection rules,In development,2026-07-24,"Approved at official level, 24 July 2026",2026-06-25,Advanced,"Validated at a Dar es Salaam workshop, 25 June 2026",Regional rules on cross-border data flows and personal data protection cleared official-level approval on 24 July 2026 and still have to go to the EAC's decision-making organs before any partner state adopts them; no adoption date is published,2026-07-24-eac-single-digital-market|2026-06-25-eac-backs-secure-data-sharing-framework|2026-07-21-unesco-east-africa-data-governance-workshop-nairobi,,
XEA-gov.protect-igad-health-data-framework,XEA,gov.protect,Instruments and harmonisation,instrument,IGAD Regional Health Data Sharing and Protection Policy Framework,Implemented,2021-10-01,Adopted October 2021,2021-10-01,No change,In force since October 2021,"Standing regional framework governing health-data sharing and protection across IGAD member states; no amendment, review or implementation report is on file for the window",2021-10-01-igad-regional-health-data-sharing-protection-policy-framework,,
XEA-gov.protect-surveillance-spyware-pattern,XEA,gov.protect,Instruments and harmonisation,measure,Surveillance and spyware use against civil society (East and Southern Africa),,2025-06-13,"Unwanted Witness report launch, 13 June 2025",,Baseline not held,Baseline not held,Civil-society organisation Unwanted Witness documented a pattern of surveillance threats — including spyware — used against civil society across East and Southern Africa; no government response or independently verified incident count is held,2025-06-13-unwanted-witness-surveillance-spyware-report-launch,,One organisation's own finding; not independently corroborated in the base
XEA-gov.regional-comesa-idea-programme,XEA,gov.regional,Institutions and mandates,instrument,COMESA IDEA programme (Integrated Digital Economy Africa),In development,2026-08-27,"Knowledge and collaboration platform put out to consultancy tender, 27 August 2026",2024-06-01,Advanced,US$2.48bn facility approved June 2024; governance body met twice previously,"The Project Steering Committee — a regional economic community, not a member state, holding policy and oversight authority over a dozen countries' digital foundations — met for only the third time since approval, reviewing progress, conducting risk analysis and approving the way forward for 2026, spanning digital foundations, trusted data platforms and applications from social protection to financial services. Separately, COMESA launched its inaugural IDEA Annual Digital Forum in Lusaka on 27 July 2026, which closed with a Strategic Action Plan for harmonised policies, standards and interoperability frameworks; Zambia's host government used the forum to criticise the region's own instrument of choice, arguing partnerships should be judged by outcomes rather than the number of MoUs signed, and Angola's own delegation put its cybersecurity law back at the diagnostic stage at the same forum",2026-08-27-comesa-consultancy-digital-information-knowledge-collaboration-platform|2026-07-30-comesa-idea-3rd-project-steering-committee|2026-07-27-comesa-idea-annual-digital-forum-launch-lusaka|2024-06-27 Inclusive Digitalization in Eastern and Southern Africa Program - Angola|2026-07-29-zambia-govt-tasks-african-countries-digital-transformation-agenda-idea-forum|2026-07-29-angola-idea-forum-recommends-policy-harmonisation|2026-07-27-angola-idea-2026-regional-digital-forum,,COMESA membership extends beyond XEA's own country list; included here because the Steering Committee sits over Eastern and Southern African digital foundations jointly and several XEA states are members
XEA-gov.regional-eac-cross-border-payment-masterplan,XEA,gov.regional,Institutions and mandates,instrument,EAC Cross-Border Payment System Masterplan,In development,2026-08-24,"Three Technical Working Groups inaugurated, first joint meeting Mombasa 18-22 August 2026",2025-03-01,Advanced,"Masterplan published March 2025, approved by the Monetary Affairs Committee at its 28th Ordinary Meeting, 14 May 2025; a five-year strategic framework, no implementation body yet","Three Technical Working Groups inaugurated at a first joint meeting in Mombasa, 18-22 August 2026, chaired by the Bank of Uganda with the National Bank of Rwanda as rapporteur, bringing together every partner state's central bank plus the World Bank, GIZ, FSD Network and TradeMark Africa; the TWGs considered a Monitoring and Reporting Framework aligned to G20 cross-border payment targets, a Regional Cooperative Oversight Framework and a Mutual Recognition Framework proposing regional passporting for licensed payment service providers. Separately, the first cross-border instant-payment corridor under the masterplan advanced at a Zanzibar technical meeting, 7-11 July 2026, building on an inaugural Kigali meeting of November 2025 — integrating Tanzania's TIPS with Rwanda's RSwitch, initially person-to-person only, under the EAC's variable-geometry principle (Rwanda and Tanzania only so far), no launch date set",2025-03-01-eac-cross-border-payment-system-masterplan|2026-08-24-eac-twg-cross-border-payment-masterplan|2026-07-10-eac-tanzania-rwanda-cross-border-payments|2026-07-10 New Rwanda-Tanzania Payment Pilot could transform trade across East Africa,,"Carried under Institutions and mandates rather than Shared systems, matching the wiki's own classification (its comparators are PAPSS and SADC-RTGS, not an East African rail already in service)"
XEA-gov.regional-eac-currency-convertibility-eaps,XEA,gov.regional,Institutions and mandates,instrument,EAC currency convertibility and repatriation framework (2014 MoU) and the East African Payment System,"Implemented, unevenly",2026-08-18,"29th MAC meeting, Kampala, minuted implementation still uneven twelve years on",2014-05-01,No change,"MoU on ease of currency convertibility signed May 2014; the East African Payment System, developed the same year, links the Ugandan, Kenyan, Tanzanian and Rwandan RTGS systems","EAC central bank governors conceded that implementation of the convertibility and repatriation framework remains uneven and repatriation arrangements are operationally inefficient, agreeing a Banking & Currency Technical Working Group workshop and a joint MAC sub-committee meeting, both by December 2026, the Bank of Tanzania leading (referencing its own 2019 diagnostic study of cash-handling costs, idle currency stock and settlement gaps). EAPS itself stays lightly used and mostly Kenyan-shilling denominated, with Burundi due to join by December 2026",2026-08-18-eastafrican-eac-currency-convertibility-deadlock,,"A US$740.74m/year cost figure sometimes attributed to the EAC is a journalist's division of the Mo Ibrahim Foundation's continent-wide US$5bn by country count, not a measured EAC figure; EAC central banks publish no estimate of their own, so the figure is not carried here"
XEA-gov.regional-eac-rdi-protocol,XEA,gov.regional,Institutions and mandates,instrument,EAC Protocol on Regional Digital Integration,In development,2025-01-21,"Adoption urged on partner-state legislatures, January 2025",,Baseline not held,Not held,Before partner-state legislatures: Burundi's communications minister told senators in January 2025 that adopting the protocol is crucial to the country's ICT infrastructure (2025-01),2025-01-21-burundi-embraces-eac-digital-integration-ict-growth,,The protocol's own text is not held; the base carries a partner state's account of urging its adoption.
XEA-gov.regional-eac-regional-statistics-bureau,XEA,gov.regional,Institutions and mandates,instrument,EAC Regional Statistics Bureau (for the monetary union),Enacted,2025-10-10,"East African Legislative Assembly endorsed the creating bill, 10 October 2025",,Advanced,Did not exist,"EALA endorsed a bill creating a Regional Statistics Bureau to serve the planned monetary union; no operational date, budget or staffing is on file since the endorsement",2025-10-10-eala-endorses-eac-regional-statistics-bureau,,
XEA-gov.regional-eac-institutional-recruitment-reform,XEA,gov.regional,Institutions and mandates,instrument,"EAC Secretariat recruitment reform (electronic system, moratorium lifted)",Enacted,2026-08-24,"Council of Ministers approval at a Dedicated Meeting, Mombasa, 18-21 August 2026",,Advanced,Standing moratorium on recruitment to Community organs and institutions,"Council of Ministers approved use of an electronic recruitment system and lifted the recruitment moratorium, directing the Secretariat to advertise 69 priority positions across all partner states from FY 2026/2027, with job descriptions validated by partner-state experts",2026-08-24-eac-electronic-recruitment-council-approval,,
XEA-gov.regional-eac-monetary-union-convergence,XEA,gov.regional,Institutions and mandates,instrument,EAC single-currency convergence process (Monetary Affairs Committee),In development,2026-07-24,"29th Ordinary Meeting of the Monetary Affairs Committee, 24 July 2026",,Stalled,"2031 single-currency target standing, convergence criteria not yet tested against the current membership","The 29th MAC meeting kept the 2031 target while minuting that no partner state has attained all four primary convergence criteria; the agreed remedy is a peer-review mechanism for macroeconomic surveillance plus operational frameworks for the EAC Five-Year Development Strategy 2026/27-2030/31. The Central Bank of Congo was absent (apologies) — the bloc's newest and largest member did not attend the meeting that set its own convergence agenda. Governors also called for regulatory harmonisation on AI and digital finance and proposed a joint regional financial-inclusion strategy, both unadopted",2026-07-24-eac-mac-29th-ordinary-meeting-communique|2026-07-31-eac-central-bankers-single-currency-2031|2026-07-27-eac-mac-reaffirms-monetary-union-press-release,,
XEA-gov.regional-eac-igad-payment-harmonisation,XEA,gov.regional,Institutions and mandates,instrument,EAC-IGAD payment integration track,In development,2026-07-27,"Central bank governors reaffirmed acceleration at the Monetary Affairs Committee, 24 July 2026",2025-07-09,Advanced,The two blocs setting out a joint path for seamless digital payments across eastern Africa (2025-07),Governors of the partner-state central banks reaffirmed regional monetary integration and adopted measures to accelerate the regional payment system (2026-07),2026-07-27-burundi-eac-regional-payment-system-acceleration|2025-07-09-eac-igad-seamless-digital-payments,,
XEA-gov.regional-e-invoicing-divergence,XEA,gov.regional,Institutions and mandates,instrument,Electronic invoicing across East African revenue administrations,Implemented,2026-08-19,"Uganda adopted a phased rollout, diverging from two neighbours",,Regressed,Three administrations building electronic invoicing separately,"Three revenue administrations now run unharmonised regimes: Uganda phased, Kenya simultaneous, Tanzania its own (2026-08)",2026-08-19-horn-uganda-kenya-electronic-invoicing-divergence,,Divergence inside a bloc whose payments masterplan assumes harmonisation.
