row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
EGY-infra.cybersec-national-cybersecurity-strategy-text,EGY,infra.cybersec,Infrastructure,"National Cybersecurity Strategy, second and third editions, as documents","The published strategy text or the Supreme Cybersecurity Council decision adopting it, with an issue date and edition number",,
EGY-infra.cybersec-eg-cert-incident-record,EGY,infra.cybersec,Infrastructure,National emergency readiness centre incident and advisory record,"An annual report or regulator incident statistics giving reported incidents, sectors affected and response times for 2025 or 2026",,
EGY-infra.cybersec-critical-infrastructure-protection,EGY,infra.cybersec,Infrastructure,Critical information infrastructure protection regulation,"A regulator or cabinet instrument designating critical information infrastructure and setting security obligations on its operators, including the data centres now being licensed",,
EGY-infra.cybersec-cable-protection-regime,EGY,infra.cybersec,Infrastructure,Submarine cable protection regime for Egyptian waters,"An Egyptian instrument on cable protection zones, anchoring restrictions or repair-vessel access; the analysis the wiki holds is Africa-wide and names none for Egypt",,
EGY-infra.connect-internet-exchange-points,EGY,infra.connect,Infrastructure,Egypt's internet exchange points,"A regulator or exchange-registry entry naming Egypt's exchange points, their members and peak traffic; nothing in the base names one, which sits oddly against the 15% content-locality reading",,
EGY-infra.connect-2africa-landing-stations,EGY,infra.connect,Infrastructure,2Africa Egyptian landing stations and ready-for-service dates,The consortium's landing-station list or the incumbent's segment announcements naming the Egyptian Mediterranean and Red Sea landings,,
EGY-infra.connect-broadband-plan-universal-service,EGY,infra.connect,Infrastructure,National broadband plan and any universal service obligation or fund,"The published national broadband plan or the regulator instrument establishing a universal service fund, with coverage targets and a financing line",,
EGY-infra.connect-5g-coverage-subscribers,EGY,infra.connect,Infrastructure,5G coverage and subscriber base,"A regulator quarterly bulletin giving 5G population coverage, base-station count and subscribers; the equivalent is held for Morocco and Tunisia in the same source and absent for Egypt",,
EGY-infra.store-total-data-centre-capacity,EGY,infra.store,Infrastructure,Egypt's total operational data-centre capacity in MW,A market report or regulator licence register giving installed and pipeline IT load by facility,,
EGY-infra.store-government-data-centres,EGY,infra.store,Infrastructure,"Government data centres, location, operator and capacity",A ministry or cabinet statement enumerating the state's own data centres; the base repeatedly refers to government data-centre projects and giant data centres without naming or siting one,,
EGY-infra.store-rdh2-entry-into-service,EGY,infra.store,Infrastructure,Regional Data Hub 2 entry into service,"An operator press release or annual report confirming commissioning, Tier III constructed-facility certification, and delivered IT load",,
EGY-infra.energy-data-centre-power-arrangements,EGY,infra.energy,Infrastructure,Power supply arrangements for Egypt's operating data centres,"A grid connection agreement, tariff schedule or power purchase agreement for any licensed Egyptian data centre; the base holds nothing beyond the Sinai green-power proposal",,
EGY-infra.energy-data-centre-energy-reporting,EGY,infra.energy,Infrastructure,Data-centre energy and water consumption reporting,"A licence condition or operator sustainability report giving power usage effectiveness, annual energy draw or cooling-water use for an Egyptian facility",,
EGY-infra.capacity-national-hpc-public-gpu,EGY,infra.capacity,Infrastructure,National high-performance computing or public GPU capacity,"A ministry or applied innovation centre statement giving the compute on which the Arabic large language model was trained and is served, with location and ownership",,
EGY-dpi.id-digital-identity-enrolment,EGY,dpi.id,Digital public infrastructure,National digital identity enrolment count,"A ministry or interior ministry registration figure for the digital identity app, the interior biometric platform or the central bank identity app; three biometric identity channels launched inside the window and the base holds no enrolment number for any",,
EGY-dpi.id-identity-governing-instrument,EGY,dpi.id,Digital public infrastructure,Governing instrument for digital identity and biometric processing,"A decree or law establishing the national digital identity system and its biometric processing basis; the data-protection law and its regulations are held, but no identity-specific instrument is",,
EGY-dpi.exchange-switch-register-lawful-basis,EGY,dpi.exchange,Digital public infrastructure,"Register of bodies connected to the government digital switch, and its lawful basis","A ministry or cabinet decree establishing the switch, or a published register of the 105 connected bodies and 100 linked databases; only a cabinet readout of ministry-reported counts is held",,
EGY-dpi.exchange-digital-post-box-relationship,EGY,dpi.exchange,Digital public infrastructure,Relationship between the ministry's digital post box and the postal service's product,"A ministry statement naming the digital post box product, or the postal service protocol text; the ministry reported its own digital post box as being finalised on 2026-07-19 and a national-ID-linked postbox appeared as operating on 2026-08-05, and nothing states whether these are the same system",,
EGY-dpi.registry-land-registration-coverage,EGY,dpi.registry,Digital public infrastructure,National land registration coverage,"A real estate publicity department or justice ministry figure for registered against unregistered properties, or a count of survey sections converted to the title register",,
EGY-dpi.registry-commercial-register,EGY,dpi.registry,Digital public infrastructure,Commercial register size and digitisation state,A supply ministry or investment authority figure for registered establishments; the base records nine commercial-registry services made exclusive to the platform from 2026-01-01 but no register size or digitisation coverage,,
EGY-dpi.mis-universal-health-insurance,EGY,dpi.mis,Digital public infrastructure,Universal Health Insurance system enrolment and digital architecture,"An insurance authority enrolment or governorate-rollout figure; the base holds a policy note proposing automatic enrolment and a note that the national digital health strategy is anchored on the insurance architecture, but no operating position",,
EGY-dpi.mis-education-management-information-system,EGY,dpi.mis,Digital public infrastructure,Education management information system,"A Ministry of Education statement or system name; education appears only as one of nine priority sectors and as an area receiving new services, with no named system",,
EGY-dpi.pay-meeza-current-issuance,EGY,dpi.pay,Digital public infrastructure,National card scheme current issuance,"A central bank figure for national scheme cards issued after end-2024; 43.5m at end-2024 is the newest count held, repeated in two November 2025 accounts of the same address",,
EGY-dpi.pay-payment-system-statistics,EGY,dpi.pay,Digital public infrastructure,Central bank national payment system statistics,A payment systems annual or quarterly report giving mobile money and switch transaction volumes and values; the base carries only inclusion rates quoted second-hand,,
EGY-digital.localgov-governorate-platforms,EGY,digital.localgov,Digital public infrastructure,Governorate-level service platforms and local-government information systems,A local development ministry statement on governorate digital service centres or a local-government information system; the base holds the shop-licensing platform and nothing on governorate-level systems as such,,
EGY-data.statistics-capmas-release-programme,EGY,data.statistics,Digital public infrastructure,Statistics agency release programme and publication calendar,The agency's published release calendar or its statistical yearbook for 2025 or 2026; the base holds no agency output at all beyond the census-planning readout,,
EGY-data.satellite-egyptian-space-programme,EGY,data.satellite,Digital public infrastructure,Egypt's own earth-observation and satellite programme,An Egyptian Space Agency statement or satellite mission record; the section's only satellite content is Egypt's intended use of a Japanese rainfall product,,
EGY-digital.rural-rural-service-uptake,EGY,digital.rural,Digital public infrastructure,"Rural digital service uptake, as distinct from rural connectivity",A figure for platform transactions or service-centre usage originating in Decent Life villages; the base holds fibre-line and village counts but nothing on whether rural households use the digital services those lines carry,,
