indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,LSO-gov.policy-dts,,,,,,,2026-08-31,0,"Strategy launched 2024 and in force; no costed plan, budget line or M&E report on record",
gov.policy--ict-strategy,3,LSO-gov.policy-digitalpolicy,,,,,,,2026-08-31,0,National Digital Policy 2024 in force; no implementation plan or reporting against it on record,
gov.policy--broadband-strategy,2,LSO-gov.policy-broadbandpolicy,,,,,,,2026-08-31,0,Infrastructure-sharing policy signed; signed text not held so no dated broadband targets on record,
gov.policy--data-storage-cloud-strategy,2,LSO-infra.store-datacentreroadmap,,,,,,,2026-08-31,0,national data-centre roadmap in drafting at an August workshop; no hosting policy adopted,
gov.policy--data-interoperability-framework-roadmap,2,LSO-dpi.exchange-eaif,,,,,,,2026-08-31,0,Interoperability framework in development per the 2025/26 budget speech; not adopted,
gov.policy--ai-strategy,3,LSO-gov.policy-aipolicy,,,,,,,2026-08-31,0,AI policy signed; strategy only at workshop stage and no governance body or funded action on record,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,No localisation rule on record; DPA s52 is a transfer provision and the data policy text is not held,
gov.policy--data-governance-policy,3,LSO-gov.policy-datapolicy,,,,,,,2026-08-31,0,Data Management Policy signed 2026-06-12; no institutional owner or implementing instruments on record,
gov.policy--open-data-policy,1,LSO-data.open-portal,,,,,,,2026-08-31,0,government's own 2024 policy records no open data legislation promulgated,
gov.legislate--data-protection-legislation,3,LSO-gov.protect-dpa,,,,,,,2026-08-31,0,Act in force on a secondary survey; commission not appointed and no enforcement act on record,
gov.legislate--cybersecurity-legislation,2,LSO-gov.legislate-cybercrimebill|LSO-gov.legislate-cybersecuritybill,,,,,,,2026-08-31,0,both bills still awaiting National Assembly approval; no law enacted,
gov.legislate--legislation-covering-digital-id,3,LSO-gov.legislate-national-identity-cards-act-2011,,,,,,,2026-08-31,0,Identity Cards Act 2011 in force; regulations and data-protection linkage not on record,
gov.legislate--digital-payments-legislation,3,LSO-gov.legislate-payment-systems-act-2014,,,,,,,2026-08-31,0,Payment Systems Act 2014 in force; non-bank licensing awaits the 2025 bill at second reading,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,No data-sharing instrument between public bodies on record; e-invoicing rules cover taxpayer reporting only,
gov.legislate--ai-legislation-regulations,2,LSO-gov.legislate-ai-legislation|LSO-gov.policy-aipolicy,,,,,,,2026-08-31,0,AI addressed by a signed policy without legal effect; no AI statute or regulation,
gov.legislate--e-commerce-legislation,2,LSO-gov.legislate-electronic-transactions-bill-2022,,,,,,,2026-08-31,0,Electronic Transactions Bill 2022 pending promulgation per the National Digital Policy,
gov.legislate--statistics-legislation,3,LSO-gov.legislate-bureau-of-statistics-act-2001,,,,,,,2026-08-31,0,Act 2001 in force; Charter principles not shown in it and a replacement bill is in development,
gov.legislate--access-to-information-legislation,,,,,,,,,2026-08-31,0,Only row concerns open data legislation; no access-to-information law or bill on record,
gov.protect--data-protection-authority,2,LSO-gov.protect-dpc,,,,,,,2026-08-31,0,Commission provided for in the 2011 Act; no commissioner appointed as at 2026-03-23,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,Only row is a withheld bilateral health data agreement; no law or authority row mapped here,
gov.regional--regional-policy-collaboration,2,LSO-gov.regional-50in5,,,,,,,2026-08-31,0,50-in-5 membership only; no contribution or milestone on record,
