row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
GMB-infra.energy-energy,GMB,infra.energy,Infrastructure,Power supply to the national digital estate,"A generation, tariff or outage statement bearing on data-centre or network operation, or the power provision in either data centre's design.",,not probed on this run; probe capped at four across the three units
GMB-infra.capacity-capacity,GMB,infra.capacity,Infrastructure,Domestic technical capacity to operate the national digital systems,"A staffing plan, skills audit or operations report covering who runs the National Data Centre, the identity system and the payment switch.",,not probed on this run; probe capped at four across the three units
GMB-digital.rural-rural-capture,GMB,digital.rural,Digital public infrastructure,Rural digital data capture,"An agricultural, land or extension data-collection programme, or a rural administration digital plan. The health and social registry systems are the only field data capture on record.",,not probed on this run; probe capped at four across the three units
GMB-gov.protect-dpa-commission,GMB,gov.protect,Governance and regulation,Data Protection and Privacy Commission,"A commencement instrument, an appointment notice, a budget line or a first annual report. The Act provides for an independent Commission; nothing held states whether it has been constituted.",2026-08-09,"probed 2026-08-09: the regulator exists and is not a new body. The Act designates the Information Commission, established under the Access to Information Act 2021, as the data protection authority, and a Commissioner responsible for data protection is in post; the Ministry of Information validated an institutional and governance framework for the merged Information and Data Protection and Privacy Commission on 6 March 2025, and the Commission ran community sensitisation on the Act from 22 to 31 October 2025 under the regional digital integration programme. One published landscape dataset states the Act has not commenced. None of this is held; acquisition lines raised."
GMB-gov.protect-id-cards-abroad,GMB,gov.protect,Governance and regulation,Legal basis for issuing identity cards outside the country,"An official response, a regulation or a registry statement covering issuance in Mauritania, Congo and Togo, which the opposition alleged was unlawful in August 2025.",,not probed on this run; probe capped at four across the three units
GMB-data.open-open-data,GMB,data.open,Governance and regulation,National open-data portal,"A published portal, dataset catalogue, or the text of the Open Data Strategy 2023-2026 the base refers to but does not hold.",,not probed on this run; probe capped at four across the three units
GMB-gov.discourse-discourse,GMB,gov.discourse,Governance and regulation,Public participation in digital policymaking,"A consultation register, a published submission round, or a civil-society account of participation in the data, communications or intelligence bills.",,not probed on this run; probe capped at four across the three units
GMB-geopol.eu-eu,GMB,geopol.eu,Governance and regulation,European Union digital cooperation with The Gambia,"A Global Gateway announcement, an EU delegation programme document, or a financing agreement naming The Gambia.",,not probed on this run; probe capped at four across the three units
GMB-tech.ai-ai-policy,GMB,tech.ai,Artificial intelligence and the technology sector,National artificial intelligence policy or strategy,"A policy, strategy, readiness assessment or ministerial statement on artificial intelligence. The only material bearing on The Gambia in the base is a continental data-protection roundup.",,not probed on this run; probe capped at four across the three units
GMB-geopol.india-india,GMB,geopol.india,Artificial intelligence and the technology sector,Indian digital cooperation with The Gambia,"A bilateral memorandum, a line of credit, or an India Stack or technical cooperation programme document naming The Gambia.",,not probed on this run; probe capped at four across the three units
GMB-geopol.gulf-gulf,GMB,geopol.gulf,Artificial intelligence and the technology sector,Gulf state digital investment in The Gambia,"An investment agreement, data-centre or connectivity commitment from a Gulf sovereign fund or operator.",,not probed on this run; probe capped at four across the three units
GMB-finance.budget-digital-appropriations,GMB,finance.budget,Finance,Domestic budget appropriations for the digital sector,"An appropriation act, budget speech or estimate showing the votes for the communications ministry, the regulator and the digital programme.",,not probed on this run; probe capped at four across the three units
GMB-include.access-access,GMB,include.access,Inclusion and capacity,Affordability of internet access,"A domestic price basket, an affordability survey, or a regulator tariff series. Penetration is held only from a commercial reference compilation.",,not probed on this run; probe capped at four across the three units
