indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"The minister set out [242 services live, over 270 by end-2026 and about 450 by 2030](2026-07-21-ahram-ict-minister-450-digital-services-2030).","The base's last count before the window is [more than 170 e-government services](2024-09-30 5 facts about Digital Public Infrastructure (UNDP Egypt)), with no target series on record.

2026-07-21 - the minister [set out 242 services, a target of over 270 by end-2026 and about 450 by 2030, under a legislation and governance pillar alongside digital transformation, technology localisation, digital infrastructure and capacity building](2026-07-21-ahram-ict-minister-450-digital-services-2030), the [nearer target having been stated in June](2026-06-20-egypt-50-new-services-270-target-2026-ahram).

The targets are ministerial statements to investor and press audiences rather than a published plan, and no delivery report against the 2026 figure has appeared.",EGY-gov.policy-digital-egypt-service-targets
gov.policy--ict-strategy,Advanced,"[105 government entities are connected and 242 services live on the national platform](2026-07-19-rabt-105-jiha-hukumiyya-242-khidma-mansat-misr-al-raqmiyya), under the [ICT 2030 strategy](2026-01-01-misr-al-raqmiyya-istratijiyyat-al-ittisalat-wa-tiknulujia-al-maalumat-2030).","The strategy runs on [three pillars of digital transformation, digital skills and jobs, and technological innovation](2026-01-01-misr-al-raqmiyya-istratijiyyat-al-ittisalat-wa-tiknulujia-al-maalumat-2030).

2026-01-02 - the ministry's annual statement puts [the national platform at 210 services and 10.7 million users, and a 47-place improvement in an international ranking](2026-01-02-mcit-egypt-ict-sector-achievements-2025).

2026-07-19 - a cabinet follow-up meeting recorded [105 government entities connected electronically and 242 services available on the platform](2026-07-19-rabt-105-jiha-hukumiyya-242-khidma-mansat-misr-al-raqmiyya) - 32 more services in six months, on the government's own count.",EGY-gov.policy-ict-strategy-and-digital-government
gov.policy--broadband-strategy,Advanced,"A [2026-2030 spectrum strategy accompanied a US$3.5bn award of 410 MHz to the four operators](2026-02-10-egypt-3-5b-spectrum-deal-5g-connectingafrica), doubling their holdings.","Neither existed at the window's opening. [410 MHz of additional spectrum was awarded across 1.8 GHz, 2.6 GHz and 3.5 GHz, doubling operator holdings in a single transaction, for US$3.5bn paid to the regulator, the minister stating the award matches all spectrum allocated in the country over the previous thirty years](2026-02-10-egypt-3-5b-spectrum-deal-5g-connectingafrica).

The strategy document is not held. The country [refarmed 2.6 GHz for fifth-generation service rather than licensing dedicated mid-band, and set no coverage or speed obligations comparable to its neighbours'](2026-08-03-ookla-5g-north-africa-one-year-on) - so the largest spectrum transaction on this ledger carries no published obligation on what the operators must deliver with it. Investment [since 2019 is stated at more than US$6bn, with about 3,000 new towers planned in-year and a stated target of 40,000 by 2028](2026-06-02-egypt-6bn-telecom-investment-since-2019-techafricanews), in dollars by the ministry and with no split between state and operator spending given.",EGY-gov.policy-national-spectrum-strategy|EGY-finance.new-state-telecom-investment
gov.policy--data-storage-cloud-strategy,Advanced,"A [national data-centre strategy is under preparation on presidential directive](2026-06-30-egypt-national-data-centre-strategy-sovereignty-ahram), framed around localisation and a regional hub.","The strategy did not exist at the window's opening. It is [under preparation, framed around data localisation, a regional storage and processing hub, digital sovereignty and digital-services exports](2026-06-30-egypt-national-data-centre-strategy-sovereignty-ahram), [reaffirmed by Cabinet on 5 July 2026](2026-07-05-egypt-cabinet-giant-data-centres-ai-youm7) and [by the minister on 21 July](2026-07-21-ahram-ict-minister-450-digital-services-2030). No publication date, draft text or governing instrument is held, and the ministry says data-centre licensing continues to expand in the meantime.

So the licensing regime is running ahead of the policy that would frame it: ten licences issued in two years, and a strategy still being written.",EGY-gov.policy-national-data-centre-strategy
gov.policy--data-interoperability-framework-roadmap,"No change, a first stated position with no earlier account behind it",The ministry names [linking government digital systems as the strategic objective](2026-01-01-mcit-digital-government-digital-transformation); no framework or roadmap is published.,"The ministry's programme page for digital government [names data as a main transformation platform and the linking of government digital systems as the strategic objective](2026-01-01-mcit-digital-government-digital-transformation). No published national interoperability framework accompanies it.

What exists instead is a count of connections: [105 government entities connected electronically and 242 services on the national platform as at July 2026](2026-07-19-rabt-105-jiha-hukumiyya-242-khidma-mansat-misr-al-raqmiyya).

A connection count is not a framework. Nothing states the standard those 105 entities connected against, or what a 106th would have to meet.",EGY-gov.policy-ict-strategy-and-digital-government
gov.policy--ai-strategy,No change,"The [second-edition strategy for 2025-2030 stands unchanged](2026-06-10-egypt-ai-national-security-strategy-karnak-ahram), with delivery bodies added around it.","The second edition has been [in force from early 2025 on six pillars covering governance, technology, data, infrastructure, the sector and skills, following a first strategy of 2021 and a responsible-artificial-intelligence charter of 2023](2026-06-10-egypt-ai-national-security-strategy-karnak-ahram), and is [restated by the minister without revision](2026-07-21-ahram-ict-minister-450-digital-services-2030). The text is not held, and the country is [counted among those regulating artificial intelligence by strategy rather than statute](2026-07-28-how-african-governments-are-regulating-ai).

What was added around it: the [council created in 2019 had its remit widened to artificial intelligence, quantum computing and emerging technologies and is preparing a national quantum strategy, with no decree, membership list or rename date held](2026-06-10-egypt-ai-national-security-strategy-karnak-ahram), and a [university capacity programme is placed under the strategy](2026-08-04-egypt-mcit-ai-capacity-building-universities).",EGY-tech.ai-national-ai-strategy-second-edition|EGY-tech.ai-national-council-ai-quantum|EGY-tech.ai-national-quantum-strategy
gov.policy--open-data-policy,No change,"A [national open data policy is named in passing by the minister](2025-12-21-egypt-world-bank-gtmi-22nd-group-a-ahram) with no date, text, portal or dataset inventory established.","The base carries no statement of the policy's existence or content at the window's opening. The minister [named the launch of the open data policy among the policies and legislation supporting digital transformation](2025-12-21-egypt-world-bank-gtmi-22nd-group-a-ahram), and no date of adoption, text, issuing instrument, dataset inventory or national portal is established.

A single passing ministerial reference is the entire evidence base for this instrument. It sits alongside a governance framework that ranks the country twenty-second in the world on govtech maturity, which is the gap this indicator records: high measured maturity, and no published data.",EGY-data.open-national-open-data-policy
gov.legislate--data-protection-legislation,Advanced,"The [2020 data-protection law was operationalised by Executive Regulations issued on 1 November 2025](2026-02-11 Egypt finalises Executive Regulations to the PDPL (Decree 816-2025)), enforceable from 1 November 2026.","The law had been [in force since 2020 and never operationalised, with no executive regulations issued](2026-02-11 Egypt finalises Executive Regulations to the PDPL (Decree 816-2025)) - which is why the [Alexandria Economic Court decided a mobile-operator case in February 2025 on tort grounds](2025-09-02 Egyptian court judgment tightens data-protection enforcement (Orange Egypt)), more than four years after the law passed.

The Regulations were [issued by ministerial decree on 1 November 2025 and circulated in December, establishing the approvals model, a separate licence for each cross-border transfer specifying destination, purpose, data categories and safeguards, extra approvals for electronic marketing and certain public-space surveillance, registered data-protection officers, and breach notification within seventy-two hours to the regulator and three business days to affected individuals](2026-02-11 Egypt finalises Executive Regulations to the PDPL (Decree 816-2025)). The obligations become enforceable from 1 November 2026 at the end of a one-year grace period. The Regulations' own text is not held.",EGY-gov.protect-pdpl-151-2020|EGY-gov.legislate-pdpl-executive-regulations
gov.legislate--cybersecurity-legislation,Advanced,"A [regulatory framework for cybersecurity services](2024-06-01-ntra-al-itar-al-tanzimi-li-khadamat-al-amn-al-sibrani) rests on the 2018 crimes law, which [two bills would now amend](2026-04-22-tadilat-qanun-175-2018-jaraim-al-dhaka-al-istinai).","The regulator's [operative framework for providing cybersecurity services rests on the 2018 information technology crimes law and the 2003 telecommunications regulation law](2024-06-01-ntra-al-itar-al-tanzimi-li-khadamat-al-amn-al-sibrani).

2026-04-22 - two separately sponsored private members' bills would amend the 2018 law: one [to strengthen protection of children against newly emerging electronic crimes](2026-04-22-mashru-qanun-hamayat-al-atfal-min-al-jaraim-al-iliktruniyya), the other [to address artificial-intelligence-generated deepfakes and tie fines to the benefit obtained](2026-04-22-tadilat-qanun-175-2018-jaraim-al-dhaka-al-istinai). Neither is recorded as passed.

The regulator also [signed a cross-border cyber security cooperation agreement with a Gulf council in October 2025](2025-10-19-ntra-uae-cybersecurity-council-framework-agreement-gitex).",EGY-gov.legislate-cybersecurity-services-framework|EGY-gov.legislate-cybercrime-law-amendment-bills
gov.legislate--legislation-covering-digital-id,Advanced,A [member's proposal for a biometric national identity card for children from age five was discussed at two workshops](2026-04-19-egypt-child-national-id-biometric-registry-proposal-youm7); no bill is tabled.,"Nothing of the kind was on record at the window's opening. A [member's proposal for a national identity card for children carrying a photograph from age five, requiring amendment of the Child Law, was discussed at two workshops, with recommendations including a unified national child-data platform, a full biometric identification system for children, and linkage between health, education and other government databases](2026-04-19-egypt-child-national-id-biometric-registry-proposal-youm7). Participants also recommended a strict legal framework for protecting the resulting data.

No bill has been tabled. The country's identity layer - a digital identity app, a financial identity system, a biometric authentication pilot and facial verification at mobile-line enrolment - all now operates with no statute of its own, and the only identity legislation on the record is a proposal to extend it to children.",EGY-gov.legislate-child-national-id-proposal
