row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
EGY-gov.policy-digital-egypt-service-targets,EGY,gov.policy,Governance,instrument,Digital Egypt service-coverage targets,Implemented,2026-07-21,"242 services now, over 270 by end-2026, about 450 by 2030",,Advanced,"The platform was in operation; the base's last count before the window is more than 170 e-government services (2024-09-30), and no target series is on record","The minister set out 242 services at 2026-07-21, a target of over 270 by end-2026 and about 450 by 2030, under a legislation and governance pillar alongside digital transformation, technology localisation, digital infrastructure and capacity building",2024-09-30 5 facts about Digital Public Infrastructure (UNDP Egypt)|2026-07-21-ahram-ict-minister-450-digital-services-2030|2026-06-20-egypt-50-new-services-270-target-2026-ahram,,
EGY-gov.policy-ict-strategy-and-digital-government,EGY,gov.policy,Governance,instrument,ICT 2030 strategy and the digital government programme,Implemented,2026-07-19,"105 entities connected and 242 services live, July 2026",,Advanced,"The ICT 2030 strategy on three pillars of digital transformation, digital skills and jobs, and technological innovation, with the digital platform at 210 services and 10.7 million users at the start of 2026","A cabinet follow-up meeting recorded 105 government entities connected electronically and 242 services available on the national platform. The ministry names data as a main transformation platform and linking government digital systems as the strategic objective, and reports a 47-place improvement in an international ranking",2026-07-19-rabt-105-jiha-hukumiyya-242-khidma-mansat-misr-al-raqmiyya|2026-01-02-mcit-egypt-ict-sector-achievements-2025|2026-01-01-mcit-digital-government-digital-transformation|2026-01-01-misr-al-raqmiyya-istratijiyyat-al-ittisalat-wa-tiknulujia-al-maalumat-2030,,
EGY-gov.policy-national-ai-strategy-text,EGY,gov.policy,Governance,instrument,"National Artificial Intelligence Strategy, second edition, the document",Not held,,,,,,,,,
EGY-gov.policy-national-cybersecurity-strategy,EGY,gov.policy,Governance,instrument,National Cybersecurity Strategy,"Implemented, second edition",2026-06-10,"Third edition under preparation, stated to the Senate",,Baseline not held,"The base carries no dated statement of which edition was in force at 2025-08-01, or of the strategy's content","The second edition is being implemented through projects to protect digital infrastructure and build cyber defences, and a third edition is being prepared; the national emergency readiness centre is being developed to use AI against cyber threats",2026-06-10-egypt-ai-national-security-strategy-karnak-ahram,,"No edition dates, text or publication is held; the whole position rests on one ministerial statement to a Senate committee"
EGY-gov.policy-national-data-centre-strategy,EGY,gov.policy,Governance,instrument,National data-centre strategy,In development,2026-07-21,Preparation confirmed on presidential directive,,Advanced,Did not exist,"Under preparation, framed around data localisation, a regional storage and processing hub, digital sovereignty and digital-services exports, and reaffirmed by Cabinet on 2026-07-05 and by the minister on 2026-07-21; no publication date, draft text or governing instrument is held",2026-06-30-egypt-national-data-centre-strategy-sovereignty-ahram|2026-07-05-egypt-cabinet-giant-data-centres-ai-youm7|2026-07-21-ahram-ict-minister-450-digital-services-2030,,The ministry says data-centre licensing continues to expand in the meantime
EGY-gov.policy-national-digital-health-strategy,EGY,gov.policy,Governance,instrument,National Digital Health Strategy,Implemented,2026-08-19,Launched November 2025,2025-11-01,Advanced,Did not exist,"Launched in November 2025 on secure, interoperable systems and data-driven decision-making, and carried forward in the FY2026/27 economic and social development plan, which targets expanded use of artificial intelligence in health - diagnostic support, predictive models built on electronic health records, precision medicine and drug-research efficiency - and calls for specialised health datasets carrying the professional terminology used in diagnosis",2026-08-19-youm7-egypt-development-plan-ai-health-sector,,the strategy text itself is not on file; the plan is reported rather than held
EGY-gov.policy-national-spectrum-strategy,EGY,gov.policy,Governance,instrument,National Spectrum Strategy 2026-2030 and the 410 MHz award,Implemented,2026-08-03,US$3.5bn agreement signed with the four operators,2026-02-10,Advanced,Did not exist; the strategy's period begins in 2026,"410 MHz of additional spectrum awarded across 1.8 GHz, 2.6 GHz and 3.5 GHz, doubling operator holdings in a single transaction, for US$3.5bn paid by the operators to the regulator; the minister stated the award matches all spectrum allocated in Egypt over the previous 30 years",2026-02-10-egypt-3-5b-spectrum-deal-5g-connectingafrica|2026-08-03-ookla-5g-north-africa-one-year-on|2026-06-02-egypt-6bn-telecom-investment-since-2019-techafricanews,,"The strategy document itself is not held. Egypt refarmed 2.6 GHz for 5G rather than licensing dedicated mid-band, and set no coverage or speed obligations comparable to its neighbours'"
EGY-gov.legislate-cybercrime-law-amendment-bills,EGY,gov.legislate,Governance,instrument,Bills amending the information technology crimes law,Planned,2026-04-22,"Two separately sponsored bills submitted, April 2026",,Advanced,Did not exist,"One bill would strengthen protection of children against newly emerging electronic crimes; a second, separately sponsored, would address artificial-intelligence-generated deepfakes and tie fines to the benefit obtained. Both are private members' bills with no passage recorded",2026-04-22-mashru-qanun-hamayat-al-atfal-min-al-jaraim-al-iliktruniyya|2026-04-22-tadilat-qanun-175-2018-jaraim-al-dhaka-al-istinai,,
EGY-gov.legislate-child-national-id-proposal,EGY,gov.legislate,Governance,instrument,Child national ID card proposal,Planned,2026-04-19,Two workshops held on the proposal,,"Advanced, a member's proposal only",Not on record,"A member's proposal for a national identity card for children carrying a photograph from age five, requiring amendment of the Child Law, discussed at two workshops; recommendations included a unified national child-data platform, a full biometric identification system for children, and linkage between health, education and other government databases. No bill has been tabled",2026-04-19-egypt-child-national-id-biometric-registry-proposal-youm7,,Participants also recommended a strict legal framework for protecting the resulting personal data
EGY-gov.legislate-cybercrime-law-175-2018,EGY,gov.legislate,Governance,instrument,Cybercrime Law 175 of 2018 and its enforcement record,Not held,,,,,,,,,
EGY-gov.legislate-digital-space-bill,EGY,gov.legislate,Governance,instrument,Digital space bill,"Planned, a party draft only",2026-08-10,Draft described by its sponsor 2026-08-10,,Baseline not held,,"A 54-article, seven-chapter party draft that would require digital platforms to appoint a legal representative in the country and register influencers on a national platform, and would regulate the use of artificial intelligence, deepfakes, online extortion, gambling and child protection online; not tabled, and no text is published",2026-08-10-egypt-digital-space-law-mp-bahi,,the article count and the preparation time are the sponsoring member's own account; it is separate from the cabinet's social-media legislative review
EGY-gov.legislate-bareedi-judicial-notices,EGY,gov.legislate,Governance,instrument,Electronic service of judicial notices,Implemented,2026-08-05,Cooperation protocol signed at the Supreme Judicial Council's headquarters,2026-08-05,Advanced,Not on record,"The postal service's digital postbox becomes the official platform for electronic delivery of judicial notices to individuals, companies and institutions, bound to the user's national identification number and carrying identity verification, electronic signatures and seals, encryption, delivery timestamps and correspondence tracking, so that a registered electronic message has the same legal validity as registered paper mail",2026-08-05-egypt-post-bareedi-judicial-notices,,The protocol text is not held; the position for people without an account and the treatment of failed delivery are not stated
EGY-gov.legislate-executive-regulations-text,EGY,gov.legislate,Governance,instrument,"Executive Regulations 816 of 2025, the instrument itself",Not held,,,,,,,,,
EGY-gov.legislate-fra-regulatory-sandbox,EGY,gov.legislate,Governance,instrument,Financial Regulatory Authority technology sandbox,Implemented,2026-09-01,Two projects approved 2026-09-01,,Advanced,The base carries no position on the sandbox at 2025-08-01; the authority states that 2026-08 closes its first year,preliminary approval granted to two further financial technology projects to enter the sandbox,2026-09-01-techafricanews-egypt-fra-fintech-sandbox|2026-08-08-fra-approves-testing-first-2-projects-by-sandbox-digital-ecosystem,,The sandbox's opening date and establishing decision are not held; the first-year figures are the authority's own
EGY-gov.legislate-freedom-of-information-bills,EGY,gov.legislate,Governance,instrument,Freedom of information bills,Planned,2026-08-10,"Syndicate-backed bill submitted with 60 signatures, August 2026",,Advanced,No freedom of information statute,"A syndicate-backed bill submitted after securing 60 lawmakers' signatures would create an authority for the protection of freedom of information; a separate member's bill was submitted the day before with its text carried in the reporting, and the minister of state for information told the prime minister in July 2026 that coordination was under way to issue the law quickly. Nothing is enacted",2026-08-10-journalists-syndicate-submits-foi-bill-to-parliament|2026-08-09-awwal-mashru-qanun-li-hurriyyat-tadawul-al-maalumat|2026-07-05-egypt-coordinates-to-issue-freedom-of-information-law,,
