title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
"Mozambique: New barometer to monitor media, combat disinformation and fake news",Club of Mozambique,,2026-09-05,day,MOZ,data.statistics; gov.discourse; gov.legislate,gabinfo; escola-superior-de-jornalismo-mozambique,2026-09-08,https://clubofmozambique.com/news/mozambique-new-barometer-to-monitor-media-combat-disinformation-and-fake-news/,
"M-Pesa, Máximo Microbanco and CEDSIF open formal credit access to 380,000 Mozambican civil servants",TechReviewAfrica,,2026-09-04,day,MOZ,dpi.pay; include.access; finance.mou,mpesa; maximo-microbanco; cedsif-mozambique; vodacom-mozambique,2026-09-07,https://techreviewafrica.com/news/7081/m-pesa-maximo-microbanco-and-cedsif-open-formal-credit-access-to-380000-mozambican-civil-servants,
ATDI lança Portal do Cidadao na FACIM 2026 para digitalizar mais de 140 servicos publicos em Mocambique,MZNews,,2026-09-04,day,MOZ,dpi.govtech; dpi.exchange; dpi.id; include.access,atdi-mozambique; inatro-mozambique,2026-09-04,https://mznews.co.mz/atdi-lanca-portal-do-cidadao-na-facim-2026-para-digitalizar-mais-de-140-servicos-publicos-em-mocambique/,
ATDI lanca Portal do Cidadao na FACIM 2026 para digitalizar mais de 140 servicos publicos em Mocambique,MZNews,,2026-09-04,day,MOZ,dpi.govtech; include.access,atdi-mozambique; inatro-mozambique,2026-09-04,https://mznews.co.mz/atdi-lanca-portal-do-cidadao-na-facim-2026-para-digitalizar-mais-de-140-servicos-publicos-em-mocambique/,
Mozambique: Modernization of media crucial for public communication,Club of Mozambique,,2026-09-04,day,MOZ,gov.discourse; include.access; digital.rural,gabinfo,2026-09-08,https://clubofmozambique.com/news/mozambique-modernization-of-media-crucial-for-public-communication/,
"Proteccao de dados nao pode travar liberdade de imprensa, alerta MISA",Ikweli,,2026-09-03,day,MOZ,gov.protect; gov.discourse,misa-mozambique; intic-mozambique; european-union,2026-09-04,https://ikweli.co.mz/2026/09/03/protecao-de-dados-nao-pode-travar-liberdade-de-imprensa-alerta-misa/,
ATDI apresenta Portal do Cidadão e coloca serviços públicos à distância de um clique,"Agência de Transformação Digital e Inovação, IP (ATDI)",,2026-09-03,day,MOZ,dpi.govtech; dpi.exchange; dpi.id; include.access,atdi-mozambique; facim,2026-09-07,https://pt.linkedin.com/posts/atdi-ip_atdi-apresenta-portal-do-cidad%C3%A3o-e-coloca-activity-7501551667520368640-SmSp,
Five Southern African countries move to link customs data as trade corridors face pressure to cut delays,Southern African Times,,2026-09-02,day,ZMB; MWI; MOZ; ZAF; ZWE; XSA,dpi.exchange; gov.regional,sars; trademark-africa; sadc,2026-09-04,https://southernafricantimes.com/five-southern-african-countries-move-to-link-customs-data-as-trade-corridors-face-pressure-to-cut-delays/,
Pedido de Manifestacao de Interesse: Contratacao de 10 operadores para instalacao de infraestruturas de rede de dados para digitalizacao de 15 CS (CR58A000141/PS/No0025/FG/2026),Ministerio da Saude (MISAU),,2026-09-02,day,MOZ,finance.new; infra.connect,misau-mozambique; global-fund,2026-09-04,https://360mozambique.com/wp-content/uploads/2026/09/concurso-ministerio-da-saude-tender-notice-an-nci-mo-ambique-2026-5.pdf,
FACIM 2026: INTIC Accelerates ICT Regulation to Protect Citizens Online,360 Mozambique,,2026-09-02,day,MOZ,gov.protect; dpi.exchange,intic-mozambique,2026-09-04,https://360mozambique.com/innovation/tech/facim-2026-intic-accelerates-ict-regulation-to-protect-citizens-online/,
FACIM 2026: Absa e M-Pesa Reforcam Parceria Para Facilitar Pagamentos Digitais e Gestao Financeira Dos Negocios,Diario Economico,,2026-09-02,day,MOZ,finance.mou; dpi.pay,absa; m-pesa,2026-09-04,https://www.diarioeconomico.co.mz/2026/09/02/negocios/empresas/facim-2026-absa-e-m-pesa-reforcam-parceria-para-facilitar-pagamentos-digitais-e-gestao-financeira-dos-negocios/,
FACIM 2026: INTIC Acelera Regulamentacao Para Proteger Cidadaos no Espaco Digital,Diario Economico,,2026-09-01,day,MOZ,gov.protect; gov.policy; dpi.exchange,intic-mozambique; facim,2026-09-04,https://www.diarioeconomico.co.mz/2026/09/01/trends/tech/facim-2026-intic-acelera-regulamentacao-para-proteger-cidadaos-no-espaco-digital/,
INATRO lança sistema de licenciamento digital,Jornal Notícias,,2026-09-01,day,MOZ,dpi.govtech; gov.legislate,inatro-mozambique,2026-09-02,https://jornalnoticias.co.mz/destaque/inatro-lanca-sistema-de-licenciamento-digital/,
"Yango Expands Fellowship Programme to Six African Countries, Selects 24 STEM Fellows",Tech Africa News,,2026-08-31,day,GHA; ZMB; SEN; ETH; MOZ; CIV,capacity.training,yango,2026-08-31,https://techafricanews.com/2026/08/31/yango-fellowship-expands-six-african-countries/,
Novos gestores da ATDI desafiados a acelerar a transformação digital em Moçambique,MZNews,,2026-08-31,day,MOZ,dpi.govtech; gov.policy,atdi-mozambique; mctd-mozambique,2026-09-01,https://mznews.co.mz/gestores-da-atdi-desafiados-a-acelerar-a-transformacao-digital-em-mocambique/,
Southern African customs administrations agree roadmap for faster digital trade - Farmers Review Africa,Farmers Review Africa,,2026-08-31,day,MWI; MOZ; ZAF; ZMB; ZWE; XSA,dpi.exchange; gov.regional,sars; trademark-africa; sadc,2026-09-01,https://farmersreviewafrica.com/southern-african-customs-administrations-agree-roadmap-for-faster-digital-trade/,
Between Digital Transformation and Regulatory Vacuum: Cybersecurity of Public Services in Mozambique,DigitalCommons@Kennesaw State University,,2026-08-31,day,MOZ,infra.cybersec; gov.legislate; gov.policy,malabo-convention,2026-09-01,https://digitalcommons.kennesaw.edu/jcerp/vol2026/iss1/35/,
"LUÍS MACHAVA, DIRECTOR DA APIEX: FACIM vai estrear soluções capazes de transformar negócios",Jornal Notícias,,2026-08-31,day,MOZ,dpi.govtech; tech.innovate; dpi.pay,apiex; facim,2026-09-02,https://jornalnoticias.co.mz/destaque/luis-machava-director-da-apiex-facim-vai-estrear-solucoes-capazes-de-transformar-negocios/,
SISMA - Plataforma de Interoperabilidade,Ministério da Saúde de Moçambique (MISAU) — Sistema de Informação de Saúde para Monitoria e Avaliação (SIS-MA),,2026-08-28,day,MOZ,dpi.exchange,misau-mozambique,2026-08-31,https://sisma.misau.gov.mz/interoperability.html,
Mozambique steps up AI drive,ITWeb Africa,,2026-08-28,day,MOZ,tech.ai; gov.policy,intic-mozambique; mozambican-association-of-artificial-intelligence,2026-08-28,https://itweb.africa/article/mozambique-steps-up-ai-drive/nWJadvbND3dvbjO1,
Cibercidadãos defende maior capacidade nacional de gestão de dados,Integrity Magazine,,2026-08-28,day,MOZ,gov.protect; infra.store; gov.discourse,cibercidadaos; cedimo,2026-09-01,https://integritymagazine.co.mz/arquivos/68263,
Sistema de Registo Civil e Estatísticas Vitais — Entrada,"Direcção Nacional dos Registos e Notariado, Ministério da Justiça, Assuntos Constitucionais e Religiosos de Moçambique",,2026-08-28,day,MOZ,dpi.id,,2026-08-31,https://civil.registos.gov.mz/crvs/Home/About,
Mozambique's press and media law caps foreign ownership at 35%,Club of Mozambique,,2026-08-28,day,MOZ,gov.legislate,gabinfo-mozambique; government-of-mozambique; mozambique-press-and-media-law,2026-08-29,https://clubofmozambique.com/news/mozambiques-press-and-media-law-caps-foreign-ownership-at-35/,
NUIT / Perguntas Frequentes,Autoridade Tributária de Moçambique,,2026-08-28,day,MOZ,dpi.registry; gov.legislate,,2026-08-31,http://www.at.gov.mz/por/Perguntas-Frequentes2/NUIT,
Accès à internet : Etat d’adoption de la technologie 5G par les pays africains,Digital Mag (Côte d'Ivoire),,2026-08-27,day,XAF; CIV; MAR; MOZ; KEN; MUS; DZA; AGO; EGY,infra.connect,gsma,2026-08-27,https://digitalmag.ci/acces-a-internet-etat-dadoption-de-la-technologie-5g-par-les-pays-africains/,
Mozambique: Labour Law review debates protection of digital platform workers — INTIC,Club of Mozambique,,2026-08-27,day,MOZ,gov.legislate; include.access,intic-mozambique; ministry-of-labour-gender-and-social-action-mozambique,2026-08-29,https://clubofmozambique.com/news/mozambique-labour-law-review-debates-protection-of-digital-platform-workers-intic/,
BCI acolhe lançamento da Associação Moçambicana de Inteligência Artificial,Banco Comercial e de Investimentos (BCI),,2026-08-27,day,MOZ,tech.ai; gov.policy; gov.discourse,amia; intic; bci; ministry-of-communications-and-digital-transformation-mozambique,2026-09-08,https://www.bci.co.mz/bci-acolhe-lancamento-da-associacao-mocambicana-de-inteligencia-artificial/,
Mozambique plans to connect 300 rural localities to the internet 🌐🇲🇿 - TechGriot,TechGriot,,2026-08-26,day,MOZ,infra.connect; include.divides; include.access,ministerio-das-comunicacoes-e-transformacao-digital-mozambique; incm-mozambique; internet-para-todos-mozambique,2026-09-01,https://techgriot.co/english/africa/2026/08/mozambique-plans-to-connect-300-rural-localities-to-the-internet/,
"“Literacia digital é urgente para proteger dados dos cidadãos”, diz Lourino Chemane, PCA do INTIC",Integrity Magazine,,2026-08-26,day,MOZ,infra.store; gov.discourse; capacity.literacy,intic-mozambique; misa-mozambique,2026-09-01,https://integritymagazine.co.mz/arquivos/68169,
"PM welcomes AI, warns of dangers of deepfakes in elections",Club of Mozambique,,2026-08-26,day,MOZ,tech.ai; gov.discourse,ecf-sadc,2026-08-26,https://clubofmozambique.com/news/mozambique-pm-welcomes-ai-warns-of-dangers-of-deepfakes-in-elections/,
"Mozambique: Calls to strengthen data protection, digital space legislation",Club of Mozambique,,2026-08-26,day,MOZ,gov.protect; gov.legislate,intic-mozambique; misa-mozambique; european-union,2026-08-26,https://clubofmozambique.com/news/mozambique-calls-to-strengthen-data-protection-digital-space-legislation/,
Mozambique - les amendes télécoms financent désormais l'inclusion numérique,Agence Ecofin,,2026-08-26,day,MOZ,gov.policy; include.access,incm-mozambique; ministerio-das-comunicacoes-e-transformacao-digital-mozambique,2026-08-27,https://www.agenceecofin.com/actualites-numerique/2608-141049-mozambique-les-amendes-telecoms-financent-desormais-l-inclusion-numerique,
Mozambique Seeks Strategic Investor for Tmcel by January 2027,360 Mozambique,,2026-08-26,day,MOZ,finance.new; gov.policy; infra.connect,tmcel; igepe; axian-telecom,2026-08-27,https://360mozambique.com/business/companies/mozambique-seeks-strategic-investor-for-tmcel-by-january-2027/,
Tmcel begins ANGOSAT-2 satellite trials,ITWeb Africa,,2026-08-25,day,MOZ; AGO,infra.connect; data.satellite,tmcel; angosat-2; ministerio-das-telecomunicacoes-tecnologias-de-informacao-e-comunicacao-social-angola; telecom-namibia,2026-08-25,https://www.itweb.africa/article/tmcel-begins-angosat-2-satellite-trials/JN1gPvOAwolMjL6m,
Mozambique picks Tablu Tech for digital trust infrastructure,Biometric Update,,2026-08-25,day,MOZ,dpi.id; gov.standards,intic-mozambique; atdi-mozambique,2026-08-25,https://www.biometricupdate.com/202608/mozambique-picks-tablu-tech-for-digital-trust-infrastructure,
INTIC engages Mozambican AI Association to promote national artificial intelligence strategy,TechReviewAfrica,,2026-08-25,day,MOZ,tech.ai; gov.policy,intic-mozambique; mozambican-association-of-artificial-intelligence; national-artificial-intelligence-strategy-mozambique,2026-08-25,https://techreviewafrica.com/public/news/6882/intic-engages-mozambican-ai-association-to-promote-national-artificial-intelligence-strategy,
Mercado & Finanças: 5G em Todas as Capitais Provinciais Até Junho de 2027,Diário Económico (Moçambique),,2026-08-25,day,MOZ,infra.connect; gov.policy; include.divides,incm-mozambique; tmcel; vodacom-mozambique; movitel; world-bank,2026-08-25,https://www.diarioeconomico.co.mz/2026/08/25/trends/telecom/mercado-financas-5g-em-todas-as-capitais-provinciais-ate-junho-de-2027/,
African Humanitarian AI Citation Index 2026: Citation Localisation in Generative AI Answers,Hezron Insights (Hezron Ochiel),,2026-08-24,day,BFA; TCD; COD; ETH; KEN; MOZ; NGA; SOM; SSD; SDN; XAF,tech.ai; capacity.research; gov.discourse,african-humanitarian-ai-citation-index,2026-08-30,https://www.hezroninsights.com/when-ai-explains-african-humanitarian-crises-whose-knowledge-becomes-visible/,
INE Quer Melhorar Sistema Digital do Censo de 2027 Após Falhas Nos Testes,Diário Económico,,2026-08-22,day,MOZ,data.statistics; dpi.govtech,ine-mozambique,2026-08-27,https://www.diarioeconomico.co.mz/2026/08/22/desenvolvimento-2/ine-quer-melhorar-sistema-digital-do-censo-de-2027-apos-falhas-nos-testes/,
Mozambique's Health Ministry Seeks Fibre Optic Internet Services Provider,360 Mozambique,,2026-08-22,day,MOZ,infra.connect; finance.new,ministry-of-health-mozambique,2026-08-27,https://360mozambique.com/tenders/mozambiques-health-ministry-seeks-fibre-optic-internet-services-provider/,
Novo Regulamento de Licenciamento de Telecomunicacoes e de Recursos Escassos reforca eficiencia e flexibilidade do sector,INCM - Autoridade Reguladora das Comunicacoes (Mozambique),,2026-08-21,day,MOZ,gov.legislate; infra.connect,incm-mozambique,2026-08-28,https://www.incm.gov.mz/2026/08/21/licenciamento_telecomunicacoes_recursos_escassos/,
Mozambique Sets Priorities for a Stronger Education Data System,GPE KIX (Knowledge and Innovation Exchange),,2026-08-21,day,MOZ,dpi.mis; dpi.exchange; gov.standards,gpe-kix; unesco-iicba; au-iped; ministerio-da-educacao-e-cultura-mozambique,2026-08-27,https://www.gpekix.org/news/mozambique-sets-priorities-stronger-education-data-system,
Digital Credit and Financial Behavior (AEARCTR-0019347),AEA RCT Registry,,2026-08-21,day,MOZ,dpi.pay; gov.discourse,vodacom; m-pesa; banco-de-mocambique,2026-08-23,https://www.socialscienceregistry.org/trials/19347,
Millennium bim Offers Zero-Data Access to Smart IZI Banking App,360 Mozambique,,2026-08-21,day,MOZ,dpi.pay; finance.new,millennium-bim,2026-08-27,https://360mozambique.com/innovation/tech/millennium-bim-offers-zero-data-access-to-smart-izi-banking-app/,
Reencarnacao das Velhas Fragilidades de Mocambique,Lupa News,,2026-08-20,day,MOZ,gov.discourse; dpi.govtech,ministerio-das-comunicacoes-e-transformacao-digital-mocambique; comissao-nacional-de-inteligencia-artificial-mocambique; agencia-de-transformacao-digital-e-inovacao-mocambique,2026-08-23,https://lupa-news.com/reencarnacao-das-velhas-fragilidades-de-mocambique/,
Mozambique: Create national digital literacy programme for young people – NGO,Club of Mozambique,,2026-08-20,day,MOZ,capacity.literacy; gov.discourse; include.divides,jendayi-mozambique; imd-mozambique; unesco; une-mozambique,2026-08-21,https://clubofmozambique.com/news/mozambique-create-national-digital-literacy-programme-for-young-people-ngo/,
Mozambique Launches Digital Platform to Streamline Environmental Licensing,360 Mozambique,,2026-08-20,day,MOZ,dpi.govtech; dpi.exchange,ministry-of-agriculture-environment-and-fisheries-mozambique; sgla-mozambique,2026-08-23,https://360mozambique.com/development/sustainability/mozambique-launches-digital-platform-to-streamline-environmental-licensing/,
"방통대, 원격교육 54년 비법 아프리카에 전수…'맞춤형 교육'",Yonhap News Agency,,2026-08-19,day,COD; ZWE; MOZ; RWA; UGA; EGY,capacity.training; include.divides,koica; unesco,2026-08-21,https://www.yna.co.kr/view/AKR20260819056400898,
INTIC e Finlandia reforcam cooperacao para a Estrategia Nacional de Seguranca Cibernetica 2026-2030,Revista Tempo,,2026-08-19,day,MOZ,gov.policy; infra.cybersec,intic-mozambique; finland-embassy-mozambique,2026-08-23,https://revista.tempo.co.mz/intic-e-finlandia-reforcam-cooperacao-para-a-estrategia-nacional-de-seguranca-cibernetica-2026-2030/,
Experts Call for Responsible AI Integration in Higher Education,360 Mozambique,,2026-08-19,day,MOZ,gov.discourse; tech.ai; capacity.research,universidade-joaquim-chissano,2026-08-23,https://360mozambique.com/innovation/tech/experts-call-for-responsible-ai-integration-in-higher-education/,
Mozambique Presents National AI Strategy Proposal to Vodacom,techafricanews.com,,2026-08-18,day,MOZ,gov.policy; tech.ai,intic-mozambique; vodacom-mozambique,2026-08-19,https://techafricanews.com/2026/08/18/mozambique-presents-national-ai-strategy-proposal-to-vodacom/,
Mozambique Explores AI’s Role in Driving Cultural and Creative Economy,techafricanews.com,,2026-08-18,day,MOZ,tech.ai; gov.discourse,intic-mozambique,2026-08-19,https://techafricanews.com/2026/08/18/mozambique-explores-ais-role-in-driving-cultural-and-creative-economy/,
Mocambique moderniza licenciamento ambiental com lancamento do SGLA 2.0,Integrity Magazine,,2026-08-18,day,MOZ,dpi.govtech; dpi.exchange,dinamc-mozambique; biofund-mozambique; wcs-mozambique,2026-08-23,https://integritymagazine.co.mz/arquivos/67761,
Inclusion numerique : le Mozambique veut connecter 300 localites aux services telecoms,Agence Ecofin,,2026-08-18,day,MOZ,infra.connect; include.divides; gov.policy,mctd-mozambique; incm-mozambique; itu; gsma,2026-08-19,https://www.agenceecofin.com/actualites-numerique/1808-140924-inclusion-numerique-le-mozambique-veut-connecter-300-localites-aux-services-telecoms,
The eyes above Ricatla: how an African Development Bank-Korea partnership helped Mozambique's flood zone achieve zero fatalities,African Development Bank Group,,2026-08-18,day,MOZ,data.satellite; dpi.govtech; capacity.training; finance.new,african-development-bank; government-of-mozambique,2026-08-23,https://www.afdb.org/en/success-stories/eyes-above-ricatla-how-african-development-bank-korea-partnership-helped-mozambiques-flood-zone-achieve-zero-fatalities-96237,
Strengthening rare disease response in the community of Portuguese-speaking countries: a position paper on digital health innovation and international cooperation,Journal of Rare Diseases (Springer Nature),,2026-08-17,day,STP; AGO; CPV; GNB; MOZ,dpi.exchange; gov.standards; dpi.mis,cplp; cplp-raras; orphanet; ga4gh,2026-08-23,https://link.springer.com/article/10.1007/s44162-026-00229-8,
Ressano Garcia: Mocambique lanca hoje as obras de construcao de fronteira de paragem unica com Africa do Sul,MZNews,,2026-08-17,day,MOZ; ZAF,dpi.exchange; gov.regional,government-of-mozambique; ministry-of-transport-and-logistics-mozambique,2026-08-23,https://mznews.co.mz/ressano-garcia-mocambique-lanca-hoje-as-obras-de-construcao-de-fronteira-de-paragem-unica-com-africa-do-sul/,
