row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
SYC-infra.connect-airtel-5g,SYC,infra.connect,Infrastructure,instrument,Airtel Seychelles 5G network,Implemented,2026-07-04,"Commercial 5G launch, Airtel House; SBC content partnership announced alongside",,Advanced,No 5G service; network being relocated/virtualised into new datacentre (2025-08),"Commercial 5G live, second operator after CWS",2021-12-13-itweb-airtel-seychelles-ericsson-turnkey-5g|2026-07-04-nation-airtel-seychelles-5g-launch-sbc,,"Plan/pricing detail is paywalled, not held"
SYC-infra.connect-cws-4g5g,SYC,infra.connect,Infrastructure,instrument,Cable & Wireless Seychelles 4G/5G network,Implemented,2020-07-07,CWS launched 5G with Huawei as vendor,2025-08,No change,"5G live since Jul 2020, unchanged at 2025-08 baseline",Unchanged; now running alongside Airtel's newer 5G network,2020-07-07-telecompaper-cable-wireless-seychelles-5g-huawei,,
SYC-infra.connect-hytera-cws-mou,SYC,infra.connect,Infrastructure,instrument,Hytera–CWS emergency-communications MoU,Planned,2025-03-04,MoU signed at MWC 2025 for a resilient PoC/MCX emergency-comms core integrating with CWS 4G/5G,2025-08,No change,"MoU signed, no build reported (2025-08 baseline)","Unchanged — no build, commissioning date or further progress on record",2025-03-04-developingtelecoms-hytera-cws-mou,,No update on this MoU in over 17 months
SYC-infra.connect-starlink,SYC,infra.connect,Infrastructure,instrument,Starlink Seychelles (satellite ISP),"Implemented, soft launch",2026-07-28,"Soft-launch briefing, State House, VP Pillay + SCRA confirm authorisation",,Advanced,Did not exist,"Live nationally, subscriptions open online, several users already active (2026-07-21/22); 28th of 54 African markets on sale",2026-03-06-nation-starlink-cleared-for-takeoff|2026-05-28-nation-starlink-incorporated-locally|2026-07-20-starlink-live-cote-divoire-seychelles|2026-07-22-statehouse-seychelles-starlink-soft-launch|2026-07-28-starlink-adds-cote-divoire-and-seychelles-reaching-28-african-countries,,Cabinet approved the ISP licence 18 Feb 2026; incorporated locally and in final licensing by May 2026
SYC-infra.store-airtel-datacentre,SYC,infra.store,Infrastructure,instrument,Airtel Seychelles data centre (Ericsson turnkey project),Implemented,2021-12-13,"Ericsson awarded turnkey project to relocate/modernise Airtel's network into a new datacentre, hybrid network cloud",,Baseline not held,,New datacentre as infrastructure basis for the 2026 5G launch; no separate update on datacentre operations since 2021,2021-12-13-itweb-airtel-seychelles-ericsson-turnkey-5g,,Only inferred still-operating via the 2026 5G launch it enabled
SYC-infra.energy-none,SYC,infra.energy,Infrastructure,instrument,National policy linking digital infrastructure to energy supply,Not held,,,,Baseline not held,Not held,Not held,,,No source on file
SYC-infra.cybersec-budapest-convention,SYC,infra.cybersec,Infrastructure,instrument,Budapest Convention on Cybercrime accession,"Under review, Assembly-approved",2026-07-23,"National Assembly unanimously approved accession motion, tabled by Hon. Sylvanne Lemiel",,Advanced,Did not exist,"Assembly vote passed unanimously; the accession itself, an executive act, still to follow",2026-07-23-nation-sc-assembly-budapest-convention-accession,,Body of the source is paywalled beyond the lede
SYC-infra.cybersec-nccc,SYC,infra.cybersec,Infrastructure,instrument,National Cybersecurity Coordination Committee,"Implemented, thin record",2025-05-13,"Ran a World Press Freedom Day workshop with AMPS on AI's impact on press freedom, ethics and cybersecurity",,Baseline not held,,Active as national cyber-coordination body; one documented activity,2025-05-13-nation-ai-nccc-amps-media,,No founding instrument or mandate document held
SYC-dpi.exchange-afcfta-hub-mou,SYC,dpi.exchange,Digital public infrastructure,instrument,Seychelles–AfCFTA–Quest Ghana digital-trade-hub MoU,"Under review, established but terms unheld",2026-03-17,"Seychelles Nation reported the signing during Secretary-General Wamkele Mene's visit, positioning Seychelles as the AfCFTA digital-trade hub",,Advanced,Did not exist,"MoU established; signing date, venue and terms not established (paywalled lede)",2026-03-17-seychelles-nation-digital-trade-hub-afcfta,,The Digital Trade Corridor HQ in Victoria claim is not established — do not conflate with the MoU itself
SYC-dpi.id-certexpress,SYC,dpi.id,Digital public infrastructure,instrument,CertExpress (online civil-status certificates),Implemented,2024-09-18,"Announced alongside the SeyID two-tier change; birth/marriage/death certificates online, 2-working-day delivery, saved to the SeyID E-Doc wallet",2025-08,No change,"Live, SCR 50 fee (as stated at launch)",Unchanged; fee not re-verified since 2024-09,2024-09-18 Launch of New Digital Solutions for Public Services,,
