indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-08-31,0,unplaced: only the ministry's contribution to the RELANCE national plan is mapped; not a national digital strategy,
gov.policy--ict-strategy,3,BFA-gov.policy-snaden-2018-2027,,,,,,,2026-08-31,0,strategy in force on the ministry's own diagnostic; text and monitoring report not held,
gov.policy--broadband-strategy,3,BFA-gov.policy-sdan,,,,,,,2026-08-31,0,plan adopted by decree with a 2030 vision; no funding cited against it and no progress measured,
gov.policy--data-storage-cloud-strategy,3,BFA-infra.store-prime-ministerial-circular-requiring-nationa|BFA-infra.store-government-cloud|BFA-infra.store-data-repatriation-programme,,,,,,,2026-08-31,0,hosting circular applied and government cloud in service; no hosting classification for state data on record,
gov.policy--data-interoperability-framework-roadmap,3,BFA-dpi.exchange-national-interoperability-framework,,,,,,,2026-08-31,0,framework adopted by Prime Ministerial order on a secondary account; no custodian or conformance act on record,
gov.policy--ai-strategy,2,BFA-tech.ai-national-ai-roadmap-2026-to-2030,,,,,,,2026-08-31,0,roadmap validated at a workshop; formal adoption and publication not established,
gov.policy--data-localisation-policies,2,BFA-infra.store-prime-ministerial-circular-requiring-nationa,,,,,,,2026-08-31,0,national-hosting circular applied; its text is not held so no categorisation of data is on record,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,unplaced: only data protection law and authority rows are mapped; no national data policy and no cited absence,
gov.policy--open-data-policy,3,BFA-data.open-national-open-data-portal,,,,,,,2026-08-31,0,initiative founded by joint ministerial order; no licence and the portal no longer publishes datasets,
gov.legislate--data-protection-legislation,3,BFA-gov.protect-data-protection-law-of-2021,,,,,,,2026-08-31,0,2021 law still operative with decrees never issued; successor voted 2026-08-03 awaiting promulgation,
gov.legislate--cybersecurity-legislation,3,BFA-gov.legislate-information-systems-security-law|BFA-infra.cybersec-security-product-approval-regime,,,,,,,2026-08-31,0,2024 law in force with decrees of 2026-07-30; no constituted mechanism or prosecution on record,
gov.legislate--digital-payments-legislation,3,BFA-gov.legislate-banking-regulation-law-2026|BFA-dpi.pay-regional-instant-payment-rail,,,,,,,2026-08-31,0,central-bank framework and regional rail in force; new banking law not promulgated; no domestic licensing or consumer rules on record,
gov.legislate--legislation-enabling-data-interoperability,3,BFA-dpi.exchange-national-interoperability-framework,,,,,,,2026-08-31,0,general interoperability order in force on a secondary account; no obligations or custodian on record,
gov.legislate--ai-legislation-regulations,,,,,,,,,2026-08-31,0,unplaced: dedicated AI regulation only announced in plenary; no gap analysis or guidance or rule on AI,
gov.legislate--e-commerce-legislation,3,BFA-gov.legislate-loi-045-2009-transactions-electroniques,,,,,,,2026-08-31,0,e-transactions law in force; no trust-service regulations or accredited providers on record,
gov.legislate--statistics-legislation,3,BFA-data.statistics-national-statistics-instrument,,,,,,,2026-08-31,0,2021 organic law in force; independence and confidentiality provisions not shown in the rows,
gov.legislate--access-to-information-legislation,3,BFA-data.open-access-to-public-information-law,,,,,,,2026-08-31,0,law reported dormant by a press-freedom body; its number and text are not held,
