row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
XSA-infra.connect-powertel-paratus,XSA,infra.connect,Shared systems and infrastructure,instrument,Powertel-Paratus cross-border fibre corridor,Implemented,2026-07-06,"Phase 1 switched on, 2026-07-06",,Advanced,Did not exist,"Phase 1 live and carrying traffic, on a route to link Zimbabwe with Botswana, Zambia and South Africa","2026-07-06 Powertel, Paratus Zimbabwe switch on new digital highway",,
XSA-infra.connect-regional-connectivity-indicators,XSA,infra.connect,Shared systems and infrastructure,measure,Regional connectivity indicators,,2026-08-12,,,Baseline not held,,"Internet penetration 57.2%, 4G population coverage 79.2% and mobile penetration 95.2%, the last already past the regional target set for 2030 (2026-08)",2026-08-12-sadc-executive-secretary-remarks-council-of-ministers-durban,,"the figures are the secretariat's own, given to the ordinary council of ministers; no member-state breakdown is published with them"
XSA-infra.connect-sadc-ridmp,XSA,infra.connect,Instruments and harmonisation,instrument,SADC Regional Infrastructure Development Master Plan,Implemented,2012-08-01,"Adopted August 2012, horizon to 2027",2012-08-01,No change,"In force since 2012, carrying the ICT sector plan for a Digital SADC","Unchanged, with under two years to its horizon; no revision or successor held",2012-08-01 SADC RIDMP Executive Summary,,
XSA-infra.connect-sadc-ixp,XSA,infra.connect,Shared systems and infrastructure,instrument,SADC regional internet exchange point,Planned,2025-11-27,"Two bidders shortlisted, 2025-11-27",,Advanced,No host selection process on record,BoFiNet of Botswana and one Zimbabwean company shortlisted; no award held in the eight months since,2025-11-27-botswana-bids-to-host-sadc-internet-exchange-itweb,,
XSA-infra.connect-sadc-satellite,XSA,infra.connect,Shared systems and infrastructure,instrument,SADC shared satellite,In development,2026-08-06,"Technical submission on orbital positions made to the ITU and a financing working group created, reported 6 August 2026",,Baseline not held,,"A technical submission on orbital positions filed with the ITU and the radiocommunication sector met to secure the slot, with a working group created to assess financing mechanisms and payment model; the project is stated to be at an early stage and no cost, launch date or operator is held (2026-08)",2026-08-06-sadc-harmoniza-posicao-conferencia-mundial-radiocomunicacoes,,The account is the meeting chair's; no ITU filing reference is held.
XSA-infra.capacity-seacom2,XSA,infra.capacity,Shared systems and infrastructure,instrument,Seacom 2.0 subsea system,Planned,2025-09-24,"Announced at Submarine Networks World, 2025-09-24",,Advanced,Did not exist,"Announced with 48 fibre pairs across the Indian Ocean basin; no route, cost or in-service date on record",2025-09-24 Unveiling Seacom 2.0 - ​ ​A new digital renaissance and subsea network to power the Indian Ocean Basin's digital and AI future,,
XSA-infra.cybersec-ccbg-frameworks,XSA,infra.cybersec,Instruments and harmonisation,instrument,"SADC central-bank frameworks on cyber, climate risk and cross-border crisis management",Implemented,2026-07-30,"Approved at Ezulwini, 2026-07-30",,Advanced,In drafting by working groups led by Botswana and Zimbabwe,"Finalised and approved, with supervision extended to cloud hosts and payment processors",2026-07-30-independentnews-sadc-ccbg-cyber-frameworks,,
XSA-infra.cybersec-sadc-csirt,XSA,infra.cybersec,Shared systems and infrastructure,instrument,SADC Regional CIRT framework,"In development, drafted 2018 with nothing on record since",2018-09-13,"Draft framework circulated to the SADC Expert Group on PKI and CIRT, Ebene, 13 September 2018",2018-09-13,No change,"A draft framework of September 2018, unpublished, with no regional incident-response capability operating",Unchanged; the 2018 draft is still the newest record held,2018-09-13-sadc-media-statement-cybersecurity-workshop-cyber-drill,,"Four member states had operational national CIRTs at the 2018 workshop, against a December 2019 deployment deadline with no follow-up on record"
XSA-dpi.exchange-one-stop-border-posts,XSA,dpi.exchange,Shared systems and infrastructure,instrument,One-stop border posts and digitised border systems,In development,2026-08-18,"Made a chairship priority at the 46th summit, 2026-08-17",,Baseline not held,,"A chairship priority tying one-stop border posts to the corridor trip monitoring system that integrates transport, immigration and customs data, to online permitting and operator accreditation, to one member's electronic visa and travel authorisation, and to a proposed regional tourism visa, with progress to be measured in border-crossing times reduced rather than agreements signed",2026-08-18-sanews-sadc-borders-gateways-digital-systems,,"the priority and the measure of progress are the incoming chair's; no baseline crossing time, target or timetable is published"
XSA-dpi.exchange-sadc-aims,XSA,dpi.exchange,Shared systems and infrastructure,instrument,SADC Agricultural Information Management System,In development,2026-06-15,"Botswana readiness assessment, Gaborone, June 2026",,Baseline not held,,"Member-state readiness under assessment with the FAO and the EU; no platform, membership or timetable held",2026-06-15-botswana-agricultural-data-integration-sadc-aims,,
