indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,MUS-gov.policy-blueprint,,,,,,,2026-08-31,0,Blueprint 2025-2029 adopted with a coordinating committee; no delivery or progress report on record,
gov.policy--ict-strategy,3,MUS-gov.policy-digital-mauritius-2030|MUS-gov.policy-blueprint,,,,,,,2026-08-31,0,Digital Mauritius 2030 and the blueprint adopted; no sector implementation report on record,
gov.policy--broadband-strategy,2,MUS-gov.policy-broadband-policy,,,,,,,2026-08-31,0,Broadband policy 2012-2020 expired with no successor adopted; spectrum moves by regulator decision instead,
gov.policy--data-storage-cloud-strategy,2,MUS-gov.policy-sovereign-cloud|MUS-infra.store-goc-resilience,,,,,,,2026-08-31,0,Sovereign cloud at request-for-information stage; no hosting or cloud policy instrument on record,
gov.policy--data-interoperability-framework-roadmap,3,MUS-dpi.exchange-interop-framework,,,,,,,2026-08-31,0,e-GIF v1.0 of 2002 published; no binding instrument or custodian on record,
gov.policy--ai-strategy,3,MUS-tech.ai-aim,,,,,,,2026-08-31,0,strategy adopted; August lab launch adds no implementation plan or funding on record for stage 4,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Rows show a data protection act and cloud procurement; no localisation rule or cited absence of one,
gov.policy--data-governance-policy,3,MUS-gov.policy-data-strategy,,,,,,,2026-08-31,0,National Data Strategy 2025-2029 launched; data governance strategy only committed and no owner body on record,
gov.policy--open-data-policy,3,MUS-gov.policy-open-data-policy,,,,,,,2026-08-31,0,policy adopted 2017; no licence or publishing obligation on record,
gov.legislate--data-protection-legislation,3,MUS-gov.legislate-dpo-regs|MUS-gov.protect-dpa-2017,,,,,,,2026-08-31,0,Act and 2026 regulations in force; no enforcement act on these rows,
gov.legislate--cybersecurity-legislation,3,MUS-gov.legislate-cybersecurity-cybercrime-act-2021,,,,,,,2026-08-31,0,Act in force as gazetted; regulations and prosecutions not on this row,
gov.legislate--legislation-covering-digital-id,3,MUS-gov.legislate-nic-act|MUS-dpi.id-nic-regulations,,,,,,,2026-08-31,0,act and regulations in force; grievance and oversight provisions applied in practice not on record,
gov.legislate--digital-payments-legislation,3,MUS-gov.legislate-nps-act|MUS-dpi.pay-payment-aggregators,,,,,,,2026-08-31,0,Act licenses providers; interoperability and consumer-protection rules not on record,
gov.legislate--legislation-enabling-data-interoperability,2,MUS-gov.legislate-omnibus,,,,,,,2026-08-31,0,Omnibus bill introduced not enacted; no data-sharing instrument in force on record,
gov.legislate--ai-legislation-regulations,3,MUS-gov.legislate-he-ai-regs,,,,,,,2026-08-31,0,sectoral AI regulations for higher education only; no enabling AI framework,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-08-31,0,Transactions Act amendments only referred to with no text; the Act itself not held as a row,
gov.legislate--statistics-legislation,3,MUS-gov.legislate-statistics-act,,,,,,,2026-08-31,0,act in force; independence only proposed in budget annex; Finance Act 2026 content not shown to add it,
gov.legislate--access-to-information-legislation,2,MUS-data.open-foi,,,,,,,2026-08-31,0,Bill announced as in preparation; no draft or text published,
gov.protect--data-protection-authority,3,MUS-gov.protect-dpo-enforcement,,,,,,,2026-08-31,0,Enforcing on its own figures; statutory independence and budget funding not on record,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,rows held show interception and ANPR use only; no data protection law or authority on record in them,
gov.regional--regional-policy-collaboration,3,MUS-gov.regional-ioc,,,,,,,2026-08-31,0,active on IOC and SADC tracks; no regional instruments implemented domestically on record,
