title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Weaving the Slip,Botswana Gazette,,2026-09-02,day,BWA,gov.discourse; dpi.pay; include.divides,village-digital-safety-initiative,2026-09-04,https://www.thegazette.news/news/weaving-the-slip/
BTC steps into Botswana's 5G race,ITWeb Africa,,2026-08-31,day,BWA,infra.connect,botswana-telecommunications-corporation,2026-08-31,https://www.itweb.africa/article/btc-steps-into-botswanas-5g-race/KWEBbvyLb2RqmRjO
Botswana maps its creative industries to shape a more inclusive digital future,UNESCO,,2026-08-30,day,BWA,data.statistics; data.open; include.access; capacity.training,unesco; ministry-of-sport-and-arts-botswana; botswana-national-commission-for-unesco; university-of-botswana,2026-09-01,https://www.unesco.org/en/articles/botswana-maps-its-creative-industries-shape-more-inclusive-digital-future
Ministry of Youth and Gender Affairs | Government of Botswana,Government of Botswana,,2026-08-28,day,BWA,include.access,,2026-08-31,https://www.gov.bw/index.php/ministries/ministry-youth-and-gender-affairs
INTERPOL flags cyber threats for Botswana,Mmegi Online,,2026-08-28,day,BWA,infra.cybersec,interpol,2026-09-01,https://www.mmegi.bw/features/interpol-flags-cyber-threats-for-botswana/news
About | Botswana Speaks,Botswana Speaks / Parliament of Botswana,,2026-08-28,day,BWA,include.access; gov.discourse,parliament-of-botswana,2026-08-31,https://botswanaspeaks.gov.bw/about
M42 Enters Africa with 10-Year Health Systems Partnership to Strengthen Botswana's Health Sector,mid-east.info (Middle East Business News and Information),,2026-08-27,day,BWA,dpi.mis; geopol.gulf; tech.ai,m42; abu-dhabi-health-data-services; ministry-of-health-botswana; mubadala,2026-09-02,https://mid-east.info/m42-enters-africa-with-10-year-health-systems-partnership-to-strengthen-botswanas-health-sector/
M42 Enters Africa with 10-Year Health Systems Partnership to Strengthen Botswana's Health Sector,M42,,2026-08-26,day,BWA,dpi.mis; tech.ai; finance.mou; geopol.gulf,m42; ministry-of-health-botswana; mubadala; government-of-botswana,2026-08-27,https://m42.ae/media-resources/news/m42-enters-africa-with-10-year-health-systems-partnership-to-strengthen-botswanas-health-sector/
Botswana's Immigration Crisis Fake Documents Cartels Rule,The Patriot (distributed by allAfrica.com),,2026-08-26,day,BWA,dpi.id; infra.cybersec; gov.protect,ministry-of-labour-and-home-affairs-botswana; omang-digital-id-botswana,2026-09-01,https://allafrica.com/stories/202608260258.html
China offers Botswana AI support,ITWeb Africa,,2026-08-25,day,BWA,geopol.china; tech.ai; gov.policy,government-of-china; government-of-botswana; african-union,2026-08-25,https://www.itweb.africa/article/china-offers-botswana-ai-support/LPp6V7rBNw57DKQz
Data Is Botswana's New Diamond,Taavi Erkkola (LinkedIn Pulse),,2026-08-24,day,BWA,data.open; data.statistics; tech.innovate; gov.discourse,statistics-botswana; botswana-digital-innovation-hub,2026-08-24,https://www.linkedin.com/pulse/data-botswanas-new-diamond-taavi-erkkola-gdowf/
驻博茨瓦纳大使范勇在博媒体发表署名文章《乘智能之势 赋发展之能：共创中博数字合作新篇章》,FOCAC / Ministry of Foreign Affairs of the People's Republic of China,,2026-08-24,day,BWA,tech.ai; geopol.china; dpi.govtech,focac; african-union,2026-08-27,http://www.focac.org/zfzs/202608/t20260824_12009277.htm
"Botswana and UAE Sign Historic 10-Year Health Agreement - Ministry of Health, Botswana","OncoDaily (carrying the Ministry of Health, Botswana statement)",,2026-08-22,day,BWA,dpi.mis; geopol.gulf; finance.mou,ministry-of-health-botswana; abu-dhabi-health-data-services; government-of-botswana,2026-09-02,https://oncodaily.com/voices/ministry-of-health-botswana-572024
Inside Botswana’s growing digital safety challenge,Mmegi,,2026-08-21,day,BWA,infra.cybersec; include.divides; capacity.literacy,village-digital-safety-botswana-initiative,2026-08-27,https://www.mmegi.bw/features/inside-botswanas-growing-digital-safety-challenge/news
UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance
UnionPay and Standard Bank Expand E-Commerce Acceptance Across Nine African Markets,Tech Africa News,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay,unionpay-international; standard-bank,2026-08-19,https://techafricanews.com/2026/08/19/unionpay-and-standard-bank-expand-e-commerce-acceptance-across-nine-african-markets/
Standard Bank expands UnionPay acceptance,ITWeb Africa,,2026-08-19,day,BWA; GHA; KEN; MWI; NAM; TZA; UGA; ZMB; ZWE; XAF,dpi.pay; geopol.china,standard-bank; unionpay-international,2026-08-19,https://itweb.africa/article/standard-bank-expands-unionpay-acceptance/KBpdgvpmBA47LEew
