indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Movement,"A [five-year technology authority strategic plan](2026-06-22-nita-u-five-year-digital-strategy) was launched in June 2026, and the plan document is not held.","The plan covers financial years 2025/26 to 2029/30 and was launched in the capital ([plan](2026-06-22-nita-u-five-year-digital-strategy)).

Its one figure that reaches this report is an agency-integration baseline for the government data exchange, recorded separately.

A five-year plan whose text is unavailable is the frame for a unit that otherwise reports a great deal: 143 sourced rows, and the governing strategy is not among them.",UGA-gov.policy-nita-u-strategic-plan
gov.policy--ai-strategy,No change,"A [National AI and Emerging Technologies Strategy](2026-08-04-ministry-reviews-5-year-performance-on-ugandas-digital-transformation-journey) holds the same status at both ends of the window, while an [AI secretariat](2026-03-12-govt-crafts-national-ai-strategy) operates with no budget line or mandate document held.","The strategy was reported in development in June 2025 and again in August 2026 as due by the financial year's end; the same status at both ends of the window is the finding ([strategy](2026-08-04-ministry-reviews-5-year-performance-on-ugandas-digital-transformation-journey), [outlook](2026-07-30-cipit-east-african-ai-policy-outlook-report), [crafting](2026-03-12-govt-crafts-national-ai-strategy), [policy](2025-06-18-uganda-to-develop-national-ai-policy), [rights](2026-05-11 CIPESA Urges Rights-Centred Approach to Uganda’s AI Strategy)).

A ministry secretariat is reported operating under a named head with no budget line, staffing figure or mandate document held ([secretariat](2026-03-12-govt-crafts-national-ai-strategy)).

A separate policy to regulate artificial intelligence and social media was announced to an editors' guild meeting; it is distinct from the strategy and the base holds no other record of it ([media policy](2026-08-02-editors-raise-alarm-over-ai-misuse-journalist-identity-data-protection-gaps)).

2026-09-10 - a strategy is stated to be in development, [aimed at building national capacity to develop, govern and benefit from artificial intelligence rather than depending on foreign systems, the science and technology minister naming data, computing infrastructure, energy, models, applications and skills as what must be invested in](2026-09-10-nilepost-uganda-ai-sovereignty-strategy). No draft, publication date, budget, lead institution or consultation process is named.",UGA-tech.ai-ai-emerging-technologies-strategy|UGA-tech.ai-ministry-ict-ai-secretariat|UGA-tech.ai-policy-regulate-ai-social|UGA-gov.policy-national-ai-strategy
gov.legislate--data-protection-legislation,Movement,"The [Data Protection and Privacy Act](2026-08-19-monitor-pdpo-35000-unregistered-data-controllers) is in force and the office's director stated a shortfall of some 35,000 unregistered controllers against a 50,000 estimate.","The statute did not change; the estimate is the office's own and no prosecution outcome is held ([shortfall](2026-08-19-monitor-pdpo-35000-unregistered-data-controllers), [enforcement](2026-07-29-whatsapp-privacy-updates-uganda-data-protection-enforcement), [decision](2026-02-20-uganda-pdpo-decision-adlegal-v-whatsapp-meta), [order](2025-07-18-uganda-pdpo-ssekamwa-frank-v-google-llc-decision)).

Registration at roughly three parts in ten of the office's own estimate of the controller population, three years into the regime, is what the enforcement record below has to be read against.",UGA-gov.protect-data-protection-privacy-act
gov.legislate--cybersecurity-legislation,"Mixed, five Computer Misuse Act sections nullified for vagueness while vandalism enforcement was stepped up as economic sabotage","The Constitutional Court [nullified five sections of the Computer Misuse Act](2026-03-17-constitutional-court-nullifies-computer-misuse-act) on quorum and vagueness grounds, and government [declared telecom-infrastructure attacks economic sabotage](2026-07-31-government-declares-telecom-infrastructure-vandalism-economic-sabotage).","The nullification covered sections 11, 23 and 26 to 29. The movement stem records an instrument neutralised; the rights reading is the opposite ([nullification](2026-03-17-constitutional-court-nullifies-computer-misuse-act)).

Vandalism against telecommunications infrastructure is now treated as economic sabotage, with a subscriber-card conviction obtained under the 2024 interception regulations rather than the Act ([sabotage](2026-07-31-government-declares-telecom-infrastructure-vandalism-economic-sabotage), [crackdown](2026-07-23-uganda-crackdown-telecoms-vandalism)).

Which statute an offence is charged under is worth recording when the principal computer-crime Act has just lost five sections.",UGA-gov.legislate-computer-misuse-act-ss|UGA-gov.legislate-telecom-infrastructure-vandalism-enforcement
gov.legislate--digital-payments-legislation,Movement,"[Digital lending platform regulation](2026-08-18-monitor-uganda-digital-lender-regulation) was stated as intended at a finance ministry and parliamentary retreat, with no bill, instrument or timetable held.","The intention was stated in August 2026 ([intention](2026-08-18-monitor-uganda-digital-lender-regulation)).

It is the only payments-specific legislative movement in this ledger, against a payments record that includes a stablecoin corridor, a tokenised-asset exchange, a currency-settlement service and a credit-scoring memorandum with nothing published about its consent or legal basis.",UGA-gov.legislate-digital-lender-regulation
gov.legislate--e-commerce-legislation,Movement,"A [Protection of Sovereignty Bill](2026-04-30-bou-governor-warns-protection-of-sovereignty-bill) caps foreign funding at about UGX 400m a year above which ministerial approval is required, and the regulator [opened nationwide enforcement against unlicensed public wireless access](2026-07-08-ucc-enforcement-against-illegal-public-wifi).","The bill was assessed technically by the central bank to joint committees in April 2026; enactment is reported but unconfirmed ([bill](2026-04-30-bou-governor-warns-protection-of-sovereignty-bill), [editors](2026-08-02-editors-raise-alarm-over-ai-misuse-journalist-identity-data-protection-gaps)).

A cap on foreign funding with ministerial approval above it reaches every civil-society body in this ledger — the digital-rights submissions, the awareness campaigns and the climate-information project are all externally funded.

Nationwide enforcement against unlicensed public wireless access opened on a public notice in July 2026 ([enforcement](2026-07-08-ucc-enforcement-against-illegal-public-wifi)).",UGA-gov.legislate-protection-sovereignty-bill-2026|UGA-gov.legislate-ucc-enforcement-against-unlicensed
gov.protect--data-protection-authority,Movement,"The protection office [confirmed compliance by a global messaging platform](2026-07-29-whatsapp-privacy-updates-uganda-data-protection-enforcement) in July 2026, and its [earlier orders against a search company](2025-07-18-uganda-pdpo-ssekamwa-frank-v-google-llc-decision) have no recorded compliance step.","The messaging decision was made in February 2026 and compliance confirmed by a letter of July 2026, which is correspondence and is not held ([compliance](2026-07-29-whatsapp-privacy-updates-uganda-data-protection-enforcement), [decision](2026-02-20-uganda-pdpo-decision-adlegal-v-whatsapp-meta)).

The orders against the search company were decided in July 2025 with thirty days to register and file cross-border evidence; the precedent travelled and the compliance step was never recorded ([orders](2025-07-18-uganda-pdpo-ssekamwa-frank-v-google-llc-decision), [breach](2025-07-20-pdpo-google-breach-cross-border-data)).

A six-month awareness campaign launched in December 2025 targeted reaching 70 per cent of the population and registering 1,000 controllers ([campaign](2025-12-11-vuka-africa-prosecuted-data-breach-pdpo)). Two decisions against global platforms, one confirmed and one unrecorded, is the enforcement record.",UGA-gov.protect-pdpo-decision-adlegal-v|UGA-gov.protect-pdpo-orders-against-google|UGA-gov.protect-beera-ku-guard-awareness
gov.protect--national-data-protection-readiness,Regressed,"The revenue authority issued [more than 1,000 compliance notices for bank customer information](2026-08-17-theeastafrican-ura-demand-notices-bank-customer-information) since June 2026, and an editorial argues the [identity number is handed over on request](2026-08-26-uganda-nin-data-protection-observer-editorial) to security guards and others with no lawful basis.","The demands are made under the tax procedures statute and are set by the paper against the data-protection Act; the revenue authority was unavailable for comment and no determination by the protection office is held ([notices](2026-08-17-theeastafrican-ura-demand-notices-bank-customer-information)).

Public grasp of data-protection principles was cited at an awareness-campaign launch, and an editorial states the identity-number problem as a lived one rather than a survey finding ([grasp](2025-12-11-vuka-africa-prosecuted-data-breach-pdpo), [editorial](2026-08-26-uganda-nin-data-protection-observer-editorial)).

A three-year child online-safety campaign was launched in August 2026 ([children](2026-08-14-uganda-be-a-cyber-hero-campaign-minors)).",UGA-gov.protect-revenue-authority-bank-data-demands|UGA-gov.protect-public-grasp-data-protection|UGA-gov.protect-be-a-cyber-hero-campaign
gov.regional--regional-policy-collaboration,Movement,"The country [won a four-year seat on a continental telecommunications council](2026-07-26-uganda-wins-seat-african-telecommunications-union-administrative-council), and a [harmonised regional framework for artificial intelligence and digital finance](2026-07-31-eac-central-bankers-single-currency-2031) was proposed and left out of the signed communique.","The seat was won in July 2026 for a four-year term; the council coordinates African positions on spectrum, cybersecurity, artificial intelligence and data governance before the international union ([seat](2026-07-26-uganda-wins-seat-african-telecommunications-union-administrative-council), [declaration](2026-07-27-atu-cpl26-abuja-declaration-sg-election-full-record)).

The harmonised framework was proposed by a monetary affairs committee chair in the capital and is absent from the signed communique; the stated argument for acting regionally is regulatory arbitrage ([framework](2026-07-31-eac-central-bankers-single-currency-2031), [bloc](2026-03-31 EAC moves to create unified AI Sovereignty bloc)).

A regional artificial-intelligence policy roadmap was explored at a science conference with the country a participant rather than a sponsor ([roadmap](2026-03-31 EAC moves to create unified AI Sovereignty bloc)).",UGA-gov.regional-uganda-s-seat-atu|UGA-gov.regional-harmonised-eac-framework-ai|UGA-tech.ai-eac-regional-ai-policy
gov.regional--cross-border-data-transfers,Movement,"A [data sharing agreement under the health memorandum](2026-06-08-hrw-human-rights-assessment-afghs-bilateral-health-agreements) is provided for and still to be executed, alongside a specimen agreement covering genetic sequence data of high-consequence pathogens.","The agreement is provided for at a numbered clause and is not on record as completed; a specimen sharing agreement covering genetic sequence data during an outbreak is likewise provided for, effective for no more than five years, and is likewise incomplete ([agreement](2026-06-08-hrw-human-rights-assessment-afghs-bilateral-health-agreements), [memorandum](2025-12-10-afghs-mou-uganda), [complaint](2026-04-02-public-citizen-v-department-of-state-foia-complaint)).

The country has a data-protection statute in force and a protection office issuing orders against global platforms, and neither is named in the arrangement.",UGA-gov.protect-afghs-data-sharing-agreement
