row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
UGA-gov.policy-ict-ministry-strategic-plan,UGA,gov.policy,Governance,instrument,Ministry of ICT Strategic Plan FY2025/26 to FY2029/30,Implemented,2025-10-19,"Launched with Service Delivery Standards, 19 October 2025",,Advanced,Did not exist,"Launched at the National ICT Innovation Hub in Nakawa alongside Service Delivery Standards, on a programme-based approach to planning and budgeting across the institutions implementing the digital transformation programme; priorities are digital infrastructure, access to government digital services, locally developed ICT solutions, policy coordination and public awareness",2025-10-19-ict-ministry-five-year-strategic-plan,,the plan document is not held and the account states no quantified target; the Service Delivery Standards were developed with the public service ministry and the planning authority
UGA-gov.policy-national-ai-strategy,UGA,gov.policy,Governance,instrument,National artificial intelligence strategy,In development,2026-09-10,"Under development, stated 2026-09-10",,Baseline not held,Did not exist,"A strategy is being developed aimed at building national capacity to develop, govern and benefit from artificial intelligence rather than depending on foreign systems, the science, technology and innovation minister said in an account reported 10 September 2026; he said the country must invest in data, computing infrastructure, energy, models, applications and skills, and made the remarks after a meeting in London.",2026-09-10-nilepost-uganda-ai-sovereignty-strategy,,"no draft, publication date, budget, lead institution or consultation process is named; a ministerial statement of intent rather than an instrument"
UGA-gov.policy-national-broadband-policy-2018,UGA,gov.policy,Governance,instrument,National Broadband Policy 2018,"Implemented, under review",2026-01-12,"Implementation review published with the ITU, January 2026",2018-09-01,Advanced,In force since September 2018 with no implementation review on the record,"A review of the policy's implementation, prepared with the International Telecommunication Union, was published in January 2026 and proposes interventions; it rests on a situation analysis of the broadband ecosystem covering the sector's contribution to gross domestic product, mobile network coverage, internet pricing, local and global traffic and usage patterns, and Uganda's placing in tracked international indices. No successor policy has been adopted",2026-01-12-itu-review-broadband-policy-implementation|2018-09-01-national-broadband-policy,,"the review's findings and its proposed interventions are not itemised in what is held, and no adoption or implementation decision on them is recorded"
UGA-gov.policy-national-data-strategy,UGA,gov.policy,Governance,instrument,National Data Strategy,In development,2025-12-17,"Drafting confirmed by the ICT ministry's permanent secretary, 17 December 2025",,Advanced,Did not exist on the record,"Under development by the ICT ministry with other ministries, departments and agencies, civil society and the private sector; the draft is framed round data as a national asset, policies and legal standards for collection, protection, sharing and use, investment in exchange infrastructure, priority use cases in public health, agriculture, financial inclusion and education, and data literacy. It is pre-approval, with no adoption date, text or gazette record on file",2025-12-17-laying-foundations-data-driven-digital-economy,,"the account is the permanent secretary's own, and no draft text is held"
UGA-gov.policy-green-data-centre-strategy,UGA,gov.policy,Governance,instrument,National green data centre strategy and guidelines,Implemented,2026-01-12,"Published with the ITU, January 2026",,Advanced,Did not exist,"Published with the International Telecommunication Union, addressing the environmental cost of data-centre growth alongside economic and technological competitiveness, and addressed to government, the private sector, international partners and local communities",2026-01-12-uganda-green-data-center-strategy,,it is the nearest dated instrument the base holds to a national data-storage strategy; no dedicated national cloud policy is on record
UGA-gov.policy-nita-u-strategic-plan,UGA,gov.policy,Governance,instrument,NITA-U Strategic Plan FY2025/26 to FY2029/30,Implemented,2026-06-22,Launched in Kampala 16 June 2026,,Advanced,Did not exist (2025-08),"Six objectives with targets: e-government use 9.2% to 40%, UGHub coverage of agencies 37% to 73%, national data-centre utilisation 70% to 83%, public satisfaction with e-government services 22.2% to 35% and IT-law compliance 67% to 81% by FY2029/30, reported against quarterly",2026-06-18-nita-u-strategic-plan-fy2025-26-2029-30|2026-06-22-nita-u-five-year-digital-strategy,,"the plan document is not held; the authority's own release dates the launch to 16 June and a later account to 22 June, and nothing reconciles them"
UGA-gov.policy-ucc-telecom-taxation-reform,UGA,gov.policy,Governance,instrument,UCC telecom taxation reform proposals,Planned,2026-08-05,"Device-tax paper stated ready for cabinet, 5 August 2026",2026-06-22,Advanced,Did not exist (2025-08),"Excise duty on data and airtime 12% to 5%, VAT on mobile data 18% to 14%, duty relief on entry-level 4G and 5G handsets; the ICT ministry states a device-tax-cut paper is ready for cabinet before the end of the quarter, and no measure is adopted",2026-08-05-uganda-ict-ministry-smartphone-tax-affordability|2026-06-22-ucc-proposes-major-telecom-tax-cuts,,the study itself is not held
UGA-gov.policy-digital-uganda-vision-2040,UGA,gov.policy,Governance,instrument,Vision for a Digital Uganda 2040,Implemented,2022-09-01,"Issued by the ICT ministry, September 2022",2022-09-01,No change,"In force as the overarching digital-transformation framework, on pillars covering digital infrastructure and connectivity, digital services, cyber security, data protection and privacy, and digital skills","Unchanged and unreplaced. Both five-year plans issued inside the window - the ICT ministry's and the IT authority's - are written to align to it, so it is the frame the rest of the layer hangs off rather than an instrument that moved",2022-09-01-digital-uganda-vision,,the document states a 2040 horizon and no dated quantitative target the base can track
UGA-gov.legislate-access-to-information-act-2005,UGA,gov.legislate,Governance,instrument,Access to Information Act 2005,"Implemented, one provision struck down",2026-08-21,"Section 1(2)(b) held unconstitutional, 4 December 2025",2005-07-07,Advanced,In force since 2005 with the exemptions as enacted,"Two rulings moved the statute's boundaries inside the window without amending it. The Constitutional Court held the exemption for pre-conclusion court records unconstitutional in December 2025, while upholding the judicial service commission's shortlisting discretion and the privilege of its communications. In August 2026 the High Court set aside an order compelling an examinations board to release a candidate's examination scripts to a rival, quashing a UGX 12,000,000 damages award and treating the scripts as personal data within the Act's privacy exemption",2026-08-21-uneb-v-laker-examination-scripts-personal-data|2025-12-04-baku-obudra-v-ag-constitutional-court-ruling|2005-07-07-access-to-information-act,,"no amendment bill follows either ruling on the record, and no request-and-response statistics under the Act are held"
UGA-gov.legislate-computer-misuse-act-ss,UGA,gov.legislate,Governance,instrument,"Computer Misuse Act ss.11, 23, 26-29",Discontinued,2026-03-17,Nullified by the Constitutional Court on quorum and vagueness grounds,,Regressed,In force and the state's main tools for prosecuting online speech (2025-08),"Struck down, together with Penal Code ss.162-163 on criminal libel",2026-03-17-constitutional-court-nullifies-computer-misuse-act,,the movement stem records an instrument neutralised; the rights reading is the opposite
