recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
SOM,2024,2028,European Union,Other GovTech and e-Gov,Grant,5,commitment,exact,Active,"ICT Support to the Security & Justice, Governance and Accountability Project",Provision of IT and office equipment to security and justice institutions at FGS level and in 2 to 3 FMS in order to increase transpency and accountability in managing human and financial resources as well as assets. This will contribute to digitalization of those institions.,Public Sector,,"EUR 4,500,000",,XI-IATI-EC_INTPA-2024-PC-28075,https://d-portal.org/ctrack.html#view=act&aid=XI-IATI-EC_INTPA-2024-PC-28075,european-union,2024-01-01-ec-som-001-ict-support-to-the-security-justice
SOM,2023,2027,Sida,National statistics,Grant,2,commitment,rounded,Approved,IMF - Somalia Country Fund,"Goals

• Developing an adequate macroeconomic framework for policy formulation and implementation in line with Somalia's IMF program. This framework would aim to include annual quantitative estimates and projections of economic activity, public revenue and expenditure, balance of payments flows, and monetary variables, as well as a medium-term fiscal framework.

• Enhancing the capacity for the production of macroeconomic statistics. The focus will be on improving the production of monetary, fiscal, external sector (balance of payments), as well as national accounts and price data in line with international standards.

• Improving central bank organization and operations. The primary objective is to provide technical input and hands-on training to central bank staff for capacity development in central banking (i.e., establishing and organizing core activities such as monetary and foreign exchange operations, foreign reserves management, accounting, reporting and control, research and statistics, and institutional governance).

• Strengthening financial stability, supervision, and regulation. The objective is to provide the technical input and hands-on training to improve (i) financial sector supervision and regulation, and (ii) policies and institutions related to anti-money laundering and combating financing of terrorism.

• Strengthening public financial management, public debt management, and public investment management. The key goal is to help strengthen PFM reforms to support fiscal stability, accountability and oversight. This includes providing strategic advice and assisting in the coordination of macroeconomic reforms in areas such as budget planning and preparation, expenditure control and cash management, and financial oversight and audit. This also includes supporting the efforts on fiscal federalism to ensure a broader assessment of the country's revenue and expenditure capacity. It would also include helping establish the capacity to manage public investments and building debt management capacity to help the authorities sustain debt sustainability post-HIPC Completion Point. More broadly, this would also include advice on securing fiscal space to support critical interventions in line with the authorities development priorities as outlined in the National Development Plan and to underpin economic resilience (as outlined in the underlying Recovery and Resilience Framework).

• Improving tax and customs policy and administration. The focus will be on operationalizing the recently signed Revenue Law and helping broaden domestic revenue mobilization efforts to the Federal Member States (FMS). This includes enhancing revenue administration and capacity building in the fiscal regimes for the utilization of natural resources.

Objectives and outcomes

Sector: Public Financial Management
- Comprehensive, credible, and policy-based budget preparation Outcome: A more comprehensive and unified annual budget is published

- Improved budget execution and control Outcome: Budget execution and controls are strengthened

- Improved coverage and quality of fiscal reporting Outcomes: i) Comprehensiveness, frequency, and quality of fiscal reports is enhanced ii) The chart of accounts and budget classifications are aligned with international standards


Sector: Revenue Administration
- Improved customs administration functions Outcome: Customs control during the clearance process more effectively ensures accuracy of declarations

- Strengthened core tax administration functions Outcomes: i) A larger proportion of taxpayers meet their filing obligations as required by law ii) Audit and other verification programs more effectively ensure accuracy of reporting iii) The integrity of the taxpayer base and ledger is strengthened

- Strengthened revenue administration management and governance arrangements Outcome: Support functions enable more effective delivery of strategy and reforms


Sector: Tax Policy
- Improved tax and non-tax revenue policy Outcomes: i) Improved structures and capacity related to tax policy advice and analysis, including organization of tax policy units and building tax models or other tools for analysis and revenue forecasting ii) Increased economic efficiency by minimizing the economic distortions imposed by taxes or by using taxes to address externalities or market failures


Sector: Central Bank Operations
- Adopt the International Professional Practices Framework (IPPF) of the Institute of Internal Auditors as the central banks risk-based Internal Audit framework Outcome: Diagnostic of critical deficiencies relative to compliance with IPPF completed

- Enhance the central banks decision-making capacity and internal organization Outcome: The central bank has effective decision-making body/bodies

- Strengthen efficient implementation of monetary policy under the existing regime Outcome: The central bank has an operational strategy


Sector: Financial Supervision and Regulation
- Develop/strengthen banks regulation and supervision frameworks Outcomes: i) Clear supervisory process to review licensing applications in line with required criteria implemented. ii) Legislation/prudential regulations on capital adequacy developed/strengthened, including maintaining adequate capital structure composed of high capital instruments in line with Basel II/III iii) Legislation/regulations on liquidity developed/strengthened including maintaining adequate liquidity positions to withstand crises and shocks in short-term and to retain stable funding resources to finance their longer-term assets.

- Develop/strengthen regulatory framework and supervisory tools to address specific risks in Islamic banking Outcome: Prudential framework for IIBS developed/strengthened.

- Implement a risk-based supervision (RBS) system and upgrade other supervisory processes Outcome: Supervisors have sufficient capacity to effectively implement risk-based supervision and other supervisory processes


Sector: External Sector statistics
- Strengthen compilation and dissemination of external sector statistics Outcomes: i)Source data are adequate for the compilation of these macroeconomic statistics. ii) Staff capacity increased through training, especially on developing source data, compilation methods, and dissemination


Sector: Financial Institutions statistics
- Strengthen compilation and dissemination of financial Institutions statistics Outcomes: i) Improved data and metadata accessibility ii) Source data are adequate for the compilation of these macroeconomic statistics

- Strengthen compilation and dissemination of financial soundness indicators Outcome: A new data set has been compiled and disseminated internally and/or to the public


Sector: Government Finance statistics
- Strengthen compilation and dissemination of Government Finance Statistics Outcomes: i) Methodological basis for the statistics follows internationally accepted standards, guidelines, or good practices. ii) Staff capacity increased through training, especially on developing source data, compilation methods, and dissemination. iii) Statistical techniques are sound


Sector: Real Sector - National Accounts statistics
- Strengthen compilation and dissemination of real sector statistics - national accounts Outcomes: i) A new data set has been compiled and disseminated internally and/or to the public ii) Source data are routinely assessed (for coverage, sample error, response error, and non-sampling error) and assessments are monitored and made available to guide statistical processes iii) Staff capacity increased through training, especially on developing source data, compilation methods, and dissemination",Multilateral,IMF/International Monetary Fund,"SEK 20,500,000",,SE-0-SE-6-16842-16842A0101,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=SE-0-SE-6-16842-16842A0101,sida,2023-01-01-sida-16842-imf-somalia-country-fund
SOM,2022,2026,African Development Bank (AfDB),National statistics,Technical Assistance,4,commitment,rounded,Active,Somalia \u2013 Statistics Development Support Project for Somalia,"Statistics Development Support Project for Somalia is financed by African Development Fund, ADF 15 - PBA for UA 3.0 million. This is a capacity development project for statistics that will help to enhance the quality and quantity of statistics in the country, to improve evidence-based decision-makin...",Public Sector,,"XDR 3,000,000",P-SO-KF0-011,46002-P-SO-KF0-011,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-SO-KF0-011,african-development-bank,2022-01-01-afdb-som-002-somalia-statistics-development-support-project-for
SOM,2021,2026,World Bank,Training and skills,Concessional Loan,70,commitment,exact,Active,"Somalia Capacity Advancement, Livelihoods and Entrepreneurship, through Digital Uplift Project (SCALED-UP) Additional Financing","Additional financing for Somalia's SCALED-UP program expanding digital skills, digital financial services, and digital job creation.",Public Sector,"Ministry of Finance, Federal Republic of Somalia",,P174769,,https://projects.worldbank.org/en/projects-operations/project-detail/P174769,world-bank,2021-06-09-wb-som-001-somalia-capacity-advancement-livelihoods-and-entrepreneurship
SOM,2021,2026,UK FCDO,"Strategies, plans and policies",Grant,5,commitment,exact,Active,Support to Statistics and Statistical Capacity Building in Somalia,"Component of FCDO's Somalia Monitoring Programme Phase 3. Supports statistics and statistical capacity building in Somalia through multilateral implementing organisations. Strengthens the national statistical system in Somalia, improving collection, processing and dissemination of data needed for development planning and poverty reduction. Funded via multilateral organisation channel (FCDO funding type 109). Works across public sector policy and administrative management, with links to health data.",Public Sector,Somalia National Bureau of Statistics / UN implementing partners,"GBP 3,312,013",GB-GOV-1-300858-102,GB-GOV-1-300858-102,https://devtracker.fcdo.gov.uk/projects/GB-GOV-1-300858/summary,uk-fcdo,2021-01-01-fcdo-som-001-support-to-statistics-and-statistical-capacity
SOM,2019,2026,World Bank,Digital Payments and Fintech,Concessional Loan,31,commitment,exact,Active,"Somalia Capacity Advancement, Livelihoods and Entrepreneurship, through Digital Uplift Project (SCALED-UP)","Supports Somalia's digital economy through digital skills training, digital financial inclusion, digital entrepreneurship, and ICT sector development.",Public Sector,"Ministry of Finance, Federal Republic of Somalia",,P168115,44000-P168115,https://projects.worldbank.org/en/projects-operations/project-detail/P168115,world-bank,2019-03-07-wb-som-002-somalia-capacity-advancement-livelihoods-and-entrepreneurship
SOM,2019,2026,Sida,Innovation ecosystem,Grant,5,commitment,rounded,Active,Digital Health Somalia 2019-2026,"Digital health information systems support in Somalia 2019-2026. Strengthens the national health management information system (HMIS) using DHIS2 and related digital tools to improve health data collection, reporting and use. Supports the Somali Ministry of Health in a fragile and conflict-affected state context.",Public Sector,,"SEK 45,000,000",,SE-0-SE-6-13062,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=SE-0-SE-6-13062,sida,2019-01-01-sida-som-digital-health-2019-digital-health-somalia-2019-2026
SOM,2016,2021,African Development Bank (AfDB),"Strategies, plans and policies",Technical Assistance,2,commitment,rounded,Active,Somalia - National statistical capacity building project,The Somalia National Statistical Capacity Building Project is initiated by Government of the Republic of Somalia with the support of the African Development Bank. The project includes four components: (i) Institutional Development is to facilitate the establishment and transformation of the Statisti...,Public Sector,,"XDR 1,200,000",P-SO-KF0-010,46002-P-SO-KF0-010,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-SO-KF0-010,african-development-bank,2016-01-01-afdb-som-001-somalia---national-statistical-capacity-building
SOM,2015,2023,World Bank,Other GovTech and e-Gov,Concessional Loan,50,commitment,exact,Closed,Somalia Second Public Financial Management Capacity Strengthening Project,"Strengthens systems of domestic revenue mobilization, expenditure control, and accountability in the Federal Government of Somalia, Puntland State, and Somaliland. Supports deployment and roll-out of IFMIS systems for budget management and financial reporting, revenue administration system upgrades, and financial accountability mechanisms.",Public Sector,Federal Government of Somalia,,P151492,44000-P151492,https://projects.worldbank.org/en/projects-operations/project-detail/P151492,world-bank,2015-07-07-wb-som-004-somalia-second-public-financial-management-capacity
SOM,2015,2023,World Bank,Connectivity,Grant,15,commitment,rounded,Closed,ICT Sector Support in Somalia Phase II,"Supports Somalia's ICT sector by contributing to establishment of an enabling policy, regulatory, and institutional environment for telecom and digital infrastructure. Phase II of a trust-funded series providing technical assistance to strengthen ICT regulation, universal access, and digital connectivity in Somalia.",Public Sector,"Ministry of Posts, Telecommunications and Technology, Federal Republic of Somalia",,P152358,XI-IATI-WBTF-P152358,https://d-portal.org/p?aid=XI-IATI-WBTF-P152358,world-bank,2015-06-08-wb-som-003-ict-sector-support-in-somalia-phase
