slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-09-06-arp-tunisia-proposition-loi-2024-017-dossier,مقترح قانون عدد 017 / 2024 يتعلق بتنقيح واتمام المرسوم عدد 54 لسنة 2022 المتعلق بمكافحة الجرائم المتصلة بأنظمة المعلومات والاتصال,Assemblée des Représentants du Peuple (ARP),,2026-09-06,day,TUN,gov.legislate,arp-tunisia,,full,False,,334,2026-09-06,https://www.arp.tn/loi/project/4139
2026-09-05-lapresse-tunisia-cybersecurity-analysis,Cybersécurité : le grand tournant pour l''administration ?,La Presse de Tunisie,,2026-09-05,day,TUN,gov.discourse; infra.cybersec,presidence-du-gouvernement-tunisien; ansi-tunisia,,full,False,,499,2026-09-05,https://www.lapresse.tn/2026/09/05/cybersecurite-le-grand-tournant-pour-ladministration-2/
2026-09-03-tunisie-otc-immatriculation-fonciere-obligatoire,Immatriculation foncière obligatoire (Cadastre),"Office de la Topographie et du Cadastre (OTC), Ministère de l'équipement et de l'habitat",,2026-09-03,day,TUN,dpi.registry,otc-tunisia; office-national-de-la-propriete-fonciere-tunisia,,full,False,,250,,https://www.otc.nat.tn/if/obligatory
2026-09-03-tunisie-orange-ecoles-numeriques,Ecoles Numériques,Fondation Orange Tunisie (en partenariat avec le Ministère de l'Éducation et le Centre National des Technologies en Education),,2026-09-03,day,TUN,digital.rural,fondation-orange; ministry-of-education-tunisia; cnte-tunisia,,full,False,,242,,https://engageforchange.orange.com/fr/country/tn/programs/4228bcdd-feca-4233-b322-166515acdf1b
2026-09-03-tunisie-finances-octroi-identifiant-fiscal,Octroi d'un identifiant fiscal,"Ministère des Finances, Tunisie",,2026-09-03,day,TUN,dpi.registry,ministere-des-finances-tunisie; direction-generale-des-impots-tunisie,,full,False,,335,,https://www.finances.gov.tn/fr/octroi-dun-identifiant-fiscal
2026-09-03-tunisie-essaha-aziza-digitalisation-sisspl,Digitalisation,Programme Essaha Aziza (Ministère de la Santé / Union Européenne),,2026-09-03,day,TUN,digital.rural,essaha-aziza-tunisia; ministry-of-health-tunisia; european-union,,full,False,,126,,https://www.essaha-aziza.tn/resultat-5-digitalisation
2026-09-03-tunisie-ati-a-propos-tunixp,À propos – ATI Tunisie Internet,Agence Tunisienne d'Internet (ATI / Tunisie Internet),,2026-09-03,day,TUN,infra.connect,ati-tunisia,,full,False,,488,,https://www.ati.tn/a-propos/
2026-09-03-tun-circulaire-5-securisation-systemes-numeriques,Cybersécurité : la Cheffe du gouvernement tunisienne appelle les organismes publics à appliquer les bonnes pratiques,Tunisie Haut Débit,,2026-09-03,day,TUN,infra.cybersec; gov.policy; dpi.govtech,presidence-du-gouvernement-tunisien; ansi-tunisia,,full,False,,404,2026-09-04,https://www.thd.tn/cybersecurite-la-cheffe-du-gouvernement-tunisienne-appelle-les-organismes-publics-a-appliquer-les-bonnes-pratiques/
2026-09-03-bct-systemes-de-paiement,"Systèmes de paiement — Banque Centrale de Tunisie (Système de la Télécompensation, compensation manuelle, système de la Monétique, SGMT)",Banque Centrale de Tunisie,,2026-09-03,day,TUN,dpi.pay,central-bank-of-tunisia; sibtel-tunisia; societe-monetique-tunisie,,full,False,,2067,,https://www.bct.gov.tn/bct/siteprod/page.jsp?id=96
2026-09-02-tun-khadamet-radioexpressfm,«خدمات»: تطبيقة جديدة لتبسيط الإجراءات الإدارية ورقمنتها في تونس,Radio Express FM,,2026-09-02,day,TUN,dpi.govtech; dpi.id; include.access,ministry-of-communication-technologies-tunisia; e-houwiya; cnam-tunisia; cnss-tunisia,,full,False,,518,2026-09-04,https://radioexpressfm.com/ar/%d8%a7%d9%84%d8%a7%d8%ae%d8%a8%d8%a7%d8%b1/%d8%ae%d8%af%d9%85%d8%a7%d8%aa/
