indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"[Digital Ethiopia 2030](2025-12-21 PM Abiy launches Digital Ethiopia 2030 strategy) was launched in December 2025 on three pillars of access, equal opportunity and trust, and is the standing national strategy.","The strategy sets targets of 128m subscriptions and an identity for every adult by 2030, together with a sevenfold rise in digital payments ([Digital Ethiopia 2030](2026-01-27 Digital Ethiopia 2030 Charting a Sovereign Path to Prosperity)).

The council overseeing the programme restated in July 2026 that it is to be judged on lives changed rather than systems deployed, [a claim with no published measure behind it](2026-07-30-fana-deputy-pm-technology-must-improve-lives-digital-transformation-council).

No implementation plan, budget allocation against the pillars or progress report is held.",ETH-gov.policy-digital-ethiopia-2030|ETH-gov.policy-ndtc
gov.policy--ict-strategy,No change,The [Digital Government Strategy and Enterprise Architecture 2024-2029](2024-07-11 Ethiopia's Digital Government Strategy and Enterprise Architecture 2024-2029) has been in force since July 2024 with no revision on the record.,"The strategy and its enterprise architecture were published in July 2024 and run to 2029, and remain the standing statement of how government systems are to be built ([the strategy](2024-07-11 Ethiopia's Digital Government Strategy and Enterprise Architecture 2024-2029)).

The base holds nothing on implementation against it: no progress report, no compliance review and no register of systems assessed against the architecture.",ETH-dpi.govtech-strategy
gov.policy--data-storage-cloud-strategy,Advanced,"A sovereign cloud and a forensic laboratory are [named in the national strategy](2025-12-21 PM Abiy launches Digital Ethiopia 2030 strategy) as intentions, with no separate storage or cloud policy held.","December 2025's national strategy places a sovereign cloud and a forensic laboratory among the foundations it sets out ([Digital Ethiopia 2030](2025-12-21 PM Abiy launches Digital Ethiopia 2030 strategy)).

No siting decision, procurement, operator or date exists for either facility, and no data storage or cloud strategy is held as a document in its own right.",ETH-infra.cybersec-insa
gov.policy--data-interoperability-framework-roadmap,No change,The [e-government interoperability framework](2024-07-19 Ethiopia's e-government leap to interoperability (EeGIF)) has been in development since July 2024 and the base records no completion.,"The framework was published in July 2024 and is recorded as still in development two years on ([the framework](2024-07-19 Ethiopia's e-government leap to interoperability (EeGIF))).

No adopted version, compliance mandate or list of systems built to it is held, which is the gap the approved national data exchange platform would have to close.",ETH-dpi.exchange-eegif
gov.policy--ai-strategy,No change,"A [national artificial intelligence policy](2026-07-20-ethiopia-joins-waico-global-ai-alliance) adopted in 2024 is in force, known to the base only at second hand.","The policy was adopted in 2024 and its existence reaches the base through a July 2026 account of the country joining a Shanghai-based cooperation body ([policy in force](2026-07-20-ethiopia-joins-waico-global-ai-alliance)).

The policy text, its objectives, any implementation plan and any review are all absent, so what is recorded is that a policy exists and not what it says.",ETH-tech.ai-national-policy
gov.policy--data-governance-policy,Advanced,"A national data governance strategy is being drafted [around named use cases](2026-03-04 Ethiopia's approach to use cases shows how to ground data governance in real-world priorities) in health, agriculture and public financial management.","The strategy is being anchored in concrete use cases rather than written first and applied afterwards, with agriculture and public financial management the test domains alongside health ([use-case approach](2026-03-04 Ethiopia's approach to use cases shows how to ground data governance in real-world priorities)).

No draft text, adopting instrument or timetable is published, so the approach is on the record and the policy itself is not.",ETH-gov.policy-data-governance-strategy
gov.legislate--data-protection-legislation,No change,"[Proclamation 1321/2024](2024-08-30 Ethiopia's Personal Data Protection Proclamation 1321-2024 (overview)) has been in force since July 2024, a comprehensive regime with extraterritorial reach and no secondary directives behind it.","The proclamation took effect on 24 July 2024 as a comprehensive personal data regime reaching beyond the country's borders ([Proclamation 1321/2024](2024-08-30 Ethiopia's Personal Data Protection Proclamation 1321-2024 (overview))).

What the base does not hold is any instrument under it: the directives that would give the proclamation operative content were still unissued a year after commencement ([a year on](2025-11-15-ethiopia-data-protection-law-slow-enforcement)).",ETH-gov.protect-pdpp
gov.protect--data-protection-authority,No change,"The [communications authority](2024-08-30 Ethiopia's Personal Data Protection Proclamation 1321-2024 (overview)) is the designated regulator, and a year after commencement it had taken no enforcement action.","The proclamation names the Ethiopian Communications Authority as regulator rather than creating a dedicated body ([Proclamation 1321/2024](2024-08-30 Ethiopia's Personal Data Protection Proclamation 1321-2024 (overview))).

A year after commencement the authority had yet to enforce and public awareness was low, on a base where the national identity authenticates about 4m times a day across more than 150 agencies ([a year on](2025-11-15-ethiopia-data-protection-law-slow-enforcement)).

No budget, staffing figure, register of controllers or decision of any kind is held for the authority in its data-protection role.",ETH-gov.protect-pdpp
gov.legislate--cybersecurity-legislation,Advanced,"[Proclamation 1426/2026](2026-07-21-ethiopia-critical-infrastructure-cybersecurity-proclamation-1426-2026) designates twelve critical sectors and places eighteen obligations on their owners and operators, commencing about July 2027.","The proclamation was signed at Addis Ababa on 21 July 2026, and article 28 sets commencement one year after gazettement ([Proclamation 1426/2026](2026-07-21-ethiopia-critical-infrastructure-cybersecurity-proclamation-1426-2026)).

The designated sectors run from information and communications technology, financial services and transport to agriculture, trade and industry; a Critical Infrastructure Cybersecurity Fund is established, and the security agency is to write sector standards, give technical assistance and enforce through the transition ([briefing on the proclamation](2026-08-07-ethiopia-critical-infrastructure-cybersecurity-proclamation-insa)).

Ratification, assent and commencement dates are not established in the base, and the regulations the Council of Ministers and the agency may make under articles 26 and 27 do not yet exist.",ETH-gov.legislate-critical-infrastructure-cyber
gov.legislate--digital-payments-legislation,"Mixed, the central bank widened a prohibition by notice while a court struck down a decree","The central bank widened its [virtual-asset prohibition](2026-07-23-reporter-nbe-reaffirms-ban-virtual-assets) to the whole category, and a court [struck down a decree](2026-07-25-reporter-economic-execution-ethiopia-fintechs-tax-crackdown) revoking licences without a court order.","A central-bank public notice of 23 July 2026 widened the prohibition by clarification rather than by new rule, covering use, purchase, sale, exchange, transfer, trading, settlement and facilitation absent express authorisation, with no new regulation and no enforcement mechanism announced ([public notice](2026-07-23-reporter-nbe-reaffirms-ban-virtual-assets)).

The Federal High Court of Lideta struck down a December 2025 lottery-administration decree that had cut banking services to betting platforms and gateways, holding revocation of a licence without a court order unconstitutional ([the ruling](2026-07-25-reporter-economic-execution-ethiopia-fintechs-tax-crackdown)).

No payments proclamation or electronic transactions statute is held, so the operative law reaches the base as directives, notices and one judgment.",ETH-gov.legislate-virtual-assets|ETH-gov.legislate-betting-judgment
