row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
ETH-infra.connect-ethio-telecom,ETH,infra.connect,Infrastructure,instrument,Ethio Telecom network,Implemented,2026-08-01,FY2025/26 close: data 31.1% of revenue against voice 23.5%,2021,"Advanced, in reach and revenue",Nationwide incumbent network (2025-08),"99.8% coverage (2026-04) on 90.1m subscribers; 215.8bn Birr revenue in FY2025/26 with data and internet 31.1% of it against mobile voice at 23.5%, operating profit 92.9bn Birr",2026-04-20-ethio-telecom-99-8-coverage-smart-infrastructure-techafricanews|2026-07-23-fana-ethio-telecom-215-8-billion-birr-revenue-telebirr|2026-08-01-ethiopia-data-overtakes-voice-ethio-telecom,,"first year in which data and internet, not mobile voice, were the largest revenue share; figures are the operator's own, unaudited at report"
ETH-infra.connect-mwc-deals,ETH,infra.connect,Infrastructure,instrument,Network expansion contracts from MWC 2026,Implemented,2026-08-10,Ethio Telecom-ZTE progress review 2026-08-10: 879 sites completed under the ZTE programme,,Advanced,Did not exist,"Ericsson 1,500 sites and 502 upgrades under the MWC contracts; separately, 879 sites completed under the ZTE programme (462 RAN modernisation, 237 microwave-link upgrades, 103 IP RAN sites), 92% 4G population coverage across ZTE's own network footprint, with 124 new sites, 272 U2100 refarming sites and 115 rural sites still to come",2026-03-09-ethio-telecom-network-expansion-mwc-barcelona-addisstandard|2026-08-10-ethio-telecom-zte-network-modernisation-4g-coverage-92-percent,,"Ericsson 1,500 mobile sites and 502 3G-to-4G upgrades, ZTE 647 sites taking 4G population coverage to 95.5%, plus Huawei and Nokia, under the Next Horizon: Digital and Beyond 2028 strategy; the 2026-08-10 ZTE progress review's 92% coverage figure is scoped to ZTE's own network footprint, not reconciled against the MWC-contract account's 95.5% national 4G population-coverage figure"
ETH-infra.connect-safaricom-ethiopia,ETH,infra.connect,Infrastructure,instrument,Safaricom Ethiopia second network,Implemented,2026-07-30,"14.7m 90-day active customers at 2026-06-30, against an EBITDA-positive target of March 2027",,Advanced,10.06m 90-day active customers (2025-06),14.7m 90-day active customers; the development financiers diluted to 9.5% and 6.81% with a right to reacquire,2026-07-30-safaricom-ethiopia-funding-ifc-standard-bank,,"the second full licensee, funded to KES 345.7bn (US$2.672bn) at 2026-06-30 on the parent's own disclosure — KES 298.3bn equity, KES 15.5bn (US$120m) local-currency debt and KES 31.8bn (US$246m) foreign-currency debt from Standard Bank and the IFC, and including the US$850m licence fee and the US$150m M-PESA licence fee; a funding round restricted to the Vodacom family lifted Safaricom's holding to 54.1% (2026-03) from 51.67% a year earlier, cutting Sumitomo to 23.5%, British International Investment to 9.5% and the IFC to 6.81%, with a shareholders' agreement leaving the three a right to reacquire the 2.78% they lost"
ETH-infra.connect-safaricom-fibre,ETH,infra.connect,Infrastructure,instrument,Safaricom regional fibre deployment,In development,2025-08-02,Afdera-Mekelle build from 2025-08-02,,Advanced,Did not exist,"Under construction, Afdera to Mekelle",2025-08-02-safaricom-ethiopia-begins-fibre-deployment-reporter,,Afdera to Mekelle
ETH-infra.connect-telestream,ETH,infra.connect,Infrastructure,instrument,teleStream and Zero-Touch Broadband,Implemented,2026-02-23,Launched 2026-02-23,,Advanced,Did not exist,Live,2026-02-23-ethio-telecom-telestream-zero-touch-broadband-techafricanews,,
ETH-infra.connect-third-operator,ETH,infra.connect,Infrastructure,instrument,Third mobile network operator licence,Not held,,,,Baseline not held,,,,,
ETH-infra.store-estate,ETH,infra.store,Infrastructure,measure,Data-centre estate,,2026-07-28,,,Baseline not held,,"Named among the markets diversifying Africa's estate, against South Africa's 60%+ share (2026-07)",2026-07-28-africa-data-centre-capacity-500mw-890mw-pipeline,,"named among the markets diversifying Africa's data-centre estate alongside Nigeria, Kenya, Egypt, Ghana and Morocco, against South Africa's 60%+ share of operational capacity"
ETH-infra.store-wingu,ETH,infra.store,Infrastructure,instrument,Wingu Cloud Exchange in-country cloud,Implemented,2026-04-01,In-country cloud live 2026-04-01,,Advanced,Did not exist,"Compute, Kubernetes and storage priced in birr, hybrid with Azure and AWS",2026-04-01 Wingu Africa debuts cloud exchange platform in Ethiopia,,"compute, Kubernetes, drive and security priced in local currency and hybrid with Azure and AWS, framed as compliance with local data rules"
ETH-infra.energy-bitdeer,ETH,infra.energy,Infrastructure,instrument,Bitdeer Oromia bitcoin-mining site,Implemented,2026-01-12,40 MW complete 2026-01-12,,Advanced,Did not exist,40 MW operating with 20 MW in progress,2026-01-12 Bitdeer completes 40 MW Oromia bitcoin-mining site in Ethiopia,,40 MW complete with 20 MW more in progress; a company that had weighed Nigeria for a similar project relocated it here on far cheaper electricity
ETH-infra.energy-green-operator,ETH,infra.energy,Infrastructure,instrument,Ethio Telecom Green Operator renewable network programme,Implemented,2026-08-04,"39.72 MW of installed solar at 2026-08-04, up 12.72 MW over the financial year",,Advanced,"27 MW installed solar at the FY2024/25 close, derived","39.72 MW installed solar across 190 fully solar-powered sites, 867 hybrid solar-and-battery systems and 1,114 lithium-ion storage units, with diesel generator running time down by up to 40%",2026-08-04-ethio-telecom-green-legacy-solar-infrastructure,,"the operator's own unaudited figures, disclosed alongside the eighth Green Legacy tree-planting round and tied to serving rural and off-grid communities; the last financial year added 215 solar-powered sites and modernised 774 base stations, and the start figure is derived by subtracting that year's 12.72 MW from the 39.72 MW total"
ETH-infra.cybersec-insa,ETH,infra.cybersec,Infrastructure,instrument,INSA cybersecurity and sovereign-cloud foundations,In development,2025-12-21,"Named in Digital Ethiopia 2030, 2025-12-21",,Advanced,Did not exist,"Sovereign cloud and forensic laboratory stated in the strategy, not built",2025-12-21 PM Abiy launches Digital Ethiopia 2030 strategy,,named in Digital Ethiopia 2030 alongside a sovereign cloud and a forensic laboratory
ETH-dpi.exchange-ethswitch,ETH,dpi.exchange,Digital public infrastructure,instrument,EthSwitch national switch,Implemented,2026-03-30,M-PESA integrated 2025-10-01,,Baseline not held,,"Links M-PESA to more than 30 banks and wallets; EthQR across 50,000+ merchants",2026-03-30 M-PESA Ethiopia surges 258% as EthSwitch fuels growth|2025-11-30 EthSwitch unveils 15-year vision and Mastercard partnership,,"the October 2025 integration linked M-PESA to more than 30 banks and wallets with real-time transfers and EthQR merchant payments across 50,000+ merchants; interoperability rather than licensing is the growth lever"
ETH-dpi.exchange-national-exchange,ETH,dpi.exchange,Digital public infrastructure,instrument,National data exchange platform,Planned,2026-07-25,Approved by a prime-ministerial board 2026-07-25,,Advanced,Did not exist,Approved and paired with a predictive model; not built,2026-07-25-birrmetrics-mesob-meets-the-monster-it-was-built-to-kill,,approved by a prime-ministerial board and paired with an AI-based predictive model — the interoperability layer whose absence the same meeting was diagnosing
ETH-dpi.id-biometric-kits,ETH,dpi.id,Digital public infrastructure,instrument,Biometric enrolment kits for banks,Implemented,2025-11-11,"2,000 kits to 31 banks (2025-11)",,Advanced,Did not exist,"2,000 of 6,000 planned distributed, about US$17m, with 4,000 re-tendered",2025-11-11-ethiopia-banks-receive-biometric-kits-fayda-biometricupdate,,"2,000 portable face, fingerprint and iris kits distributed to 31 banks of 6,000 planned, about US$17m, with 4,000 under a re-issued tender"
ETH-dpi.id-ethio-telecom-channel,ETH,dpi.id,Digital public infrastructure,instrument,Ethio Telecom as identity enrolment channel,Implemented,2026-07-24,69% of all national registrations (2026-07),2024-04,Advanced,Enrolling since 2024-04,"About 32m citizens enrolled, 20.19m in FY2025/26; custody and consent terms not stated",2026-07-24-ena-ethio-telecom-69-percent-fayda-digital-id-enrollees,,"69% of all Fayda registrations nationwide — about 32m citizens since joining in April 2024, of which 20.19m during FY2025/26, with 9.35m cards printed against about 9.4m orders; 4m+ farmers enrolled through the Ministry of Agriculture and 28,000+ internally displaced people through UNHCR and the Norwegian Refugee Council, an enrolment architecture whose custody and consent terms are not stated"
ETH-dpi.id-fayda,ETH,dpi.id,Digital public infrastructure,instrument,Fayda national digital identity,Implemented,2026-07-16,47.8m identities issued (2026-07-27),2025-05,Advanced,16.4m registrations (2025-06),46.5m registrations and 47.8m identities; up to 4m authentications a day across 150+ agencies,2026-07-07 Beyond the Platform Understanding the Growing MOSIP Ecosystem|2026-07-16-fayda-refugee-inclusion-makatet-strategy-biometricupdate|2025-05-22 Ethiopia launches Fayda digital ID (90M by 2027 target),,"about 46.5m registrations by 2026-07 from 16.4m in June 2025, and 47.8m digital IDs issued as at 2026-07-27; 13m cards printed, up to 4m authentications a day, more than 150 agencies performing KYC against it, three data-centre sites and 50+ in-house engineers, against a target of 90m by 2028"
ETH-dpi.id-faydaverse-wallet,ETH,dpi.id,Digital public infrastructure,instrument,Faydaverse digital identity wallet,In development,2026-08-08,Expansion beyond core government credentials set out 2026-08-08,,Baseline not held,Not held,"Planned to carry academic transcripts, professional licences, healthcare records, property titles and financial-compliance and know-your-customer data beyond the core government credentials it holds today; the enterprise says it is also exporting digital-identity services as an implementation partner in Mozambique and Zambia",2026-08-08-ethiopia-fayda-faydaverse-digital-wallet-expansion,,"the plan and the export claims are the enterprise's own; no timetable, consent model, data-controller arrangement or regulatory approval for the additional credential types is stated"
ETH-dpi.id-fayda-swf,ETH,dpi.id,Digital public infrastructure,instrument,Faydaverse digital public infrastructure enterprise,"Implemented, as a state-owned enterprise under Ethiopian Investment Holdings",2026-08-05,Inaugurated as a state-owned enterprise 2026-08-04,,Advanced,Did not exist,"State-owned enterprise under Ethiopian Investment Holdings, with over 190m authentications performed and 150 enterprises integrated for biometric checks",2026-03-13-fayda-joins-sovereign-wealth-fund-1m-weekly-biometricupdate|2026-08-05-faydaverse-ethiopia-dpi-soe,,"commercialised into the Ethiopian Investment Holdings sovereign wealth fund with a 10bn birr cap in March 2026, then incorporated as a state-owned enterprise on 2026-08-04 with the National ID Program's executive director since 2021 appointed chief executive; the holding company states the purpose as attracting partnerships and creating long-term value, and positions the enterprise for export; the volume figures are the programme's own and unaudited"
