indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"A [Digital Transformation Strategy 2025-2030](2025-10-13 Somalia moves to finalize Digital Transformation Strategy 2025-2030 with ITU support) was in finalisation with international support, while domestic analysis names [interoperability as the central risk](2026-04-28-dpi-somalia-risks-repeating-old-mistakes).","The strategy was in finalisation in October 2025 and no adopted text has entered the base since ([strategy](2025-10-13 Somalia moves to finalize Digital Transformation Strategy 2025-2030 with ITU support), [context](2025-10-16-somalia-internet-users-10-7-million)).

A domestic analysis and the national digital public infrastructure summit communique both name interoperability between government systems as the central risk; the analysis argues the danger is digitising the existing fragmentation rather than failing to digitise ([analysis](2026-04-28-dpi-somalia-risks-repeating-old-mistakes), [summit](2026-01-29 Mogadishu to Host First National Digital Public Infrastructure Summit; Key Agencies to Map Out Digital Transformation Strategy)).

That argument is the sharpest domestic critique in this ledger, and it is aimed at a strategy that has not yet been published.",SOM-gov.policy-digital-strategy|SOM-dpi.exchange-interoperability
gov.policy--data-storage-cloud-strategy,No change,"[Government data-hosting and cloud guidelines](2026-06-30-world-bank-eardip-isr-seq7) stand at their November 2022 baseline against an April 2028 target, recorded by the financing lender as not achieved.","The guidelines are a results indicator of a regional digital integration project and the lender records them as not achieved ([guidelines](2026-06-30-world-bank-eardip-isr-seq7)).

They matter more here than the target date suggests: the ministry's stated rationale for a national data centre is to end reliance on storage outside the country, which is also its statement that government data was held offshore when it spoke. There is no rule governing where it sits.",SOM-infra.store-government-cloud-guidelines
gov.policy--ai-strategy,Advanced,"A [national artificial-intelligence readiness assessment](2026-08-17-somalia-ai-readiness-assessment-hormuud-university) gained a university participant in August 2026, with no methodology, participant list, score or publication date stated.","The university joined the assessment in August 2026 ([assessment](2026-08-17-somalia-ai-readiness-assessment-hormuud-university)).

Nothing about the exercise is published beyond the fact of it. A readiness assessment is the usual first step toward a strategy, and no strategy, policy or guidance on artificial intelligence exists in this base for the country.",SOM-tech.ai-ai-readiness-assessment
gov.legislate--cybersecurity-legislation,Advanced,"Parliament [approved a Cybersecurity Law](2026-01-29 Somali Parliament approves Cybersecurity Law amid rising threats) on 26 January 2026, against a fifth-tier international cybersecurity index score.","The law was approved amid rising threats; the country ranked in the international index's fifth tier at 37.39 of 100 in 2024 and is a signatory to the continental cyber convention ([law](2026-01-29 Somali Parliament approves Cybersecurity Law amid rising threats)).

The law's own text is not held, and no implementing regulation, commencement date or enforcement action is on record. What followed it in the same year — an incident response team in March, a risk management framework in July — is recorded separately and is institutional rather than legal.",SOM-gov.legislate-cybersecurity-law
gov.legislate--data-protection-legislation,Advanced,"A [Data Protection Act](2024-06-11 Review of Somalia's Data Protection Act and implementing regulations) has been in effect since March 2023, and a [regulatory framework under it](2026-01-08-somalia-approves-public-data-protection-regulation) was approved by the Council of Ministers in January 2026 and adopted the following month.","The Act has been in effect since 23 March 2023 and its implementing regulations were reviewed ([Act](2024-06-11 Review of Somalia's Data Protection Act and implementing regulations)).

The regulatory framework was approved on 8 January 2026 and adopted in February ([approval](2026-01-08-somalia-approves-public-data-protection-regulation), [adoption](2026-02-06 Somalia adopts data regulatory framework)).

A statute in force since 2023 with regulations adopted in 2026 and an authority taking its first nationwide enforcement step in June puts this country ahead of several larger units in this frame on the sequence, if not on capacity.",SOM-gov.protect-dp-act|SOM-gov.protect-dp-regulation
gov.protect--data-protection-authority,Advanced,"The [Data Protection Authority took its first nationwide enforcement step](2026-06-02-somalia-dpa-enforces-data-compliance-registration) in June 2026, mandatory registration under the Act, and its independence is qualified by executive appointment and override powers.","The authority was inaugurated in February 2024 and moved to mandatory registration of controllers and processors in June 2026 ([enforcement](2026-06-02-somalia-dpa-enforces-data-compliance-registration), [inauguration](2024-02-26 Somalia inaugurates its Data Protection Authority)).

Its independence is qualified by executive appointment and override powers, which is the standing limit on everything it does and is stated in the record rather than inferred.

No registration count, penalty or completed investigation is published.",SOM-gov.protect-dpa
gov.protect--national-data-protection-readiness,Advanced,"The regulator [asked a messaging platform to delay usernames](2026-07-22-somalia-whatsapp-usernames), on grounds of impersonation risk to mobile money and loss of phone-number traceability.","The request was made in a regulator statement in July 2026 and restated by the minister later that month ([request](2026-07-22-somalia-whatsapp-usernames)).

The stated grounds are impersonation risk against the mobile-money system and loss of phone-number traceability in the campaign against an armed group. Both are traceability arguments, which is a state asking a platform not to reduce the identifiability of its users.

No response from the platform, legal basis for the request or outcome is on record.",SOM-gov.protect-whatsapp-usernames
gov.legislate--e-commerce-legislation,No change,"A [national e-commerce strategy](2026-06-30-world-bank-eardip-isr-seq7) stands at its November 2022 baseline against an April 2028 target, with the lender recording that no strategy exists.","It is a results indicator of the regional digital integration project, and the lender records that no strategy exists in this country, in a neighbour, or at the regional body ([strategy](2026-06-30-world-bank-eardip-isr-seq7)).

Three parties to the same project have none between them. That is a regional gap rather than a national one, and it is the only place this base can say so.",SOM-tech.industry-e-commerce-strategy
gov.discourse--open-discussion-of-government-policy,Advanced,"A [former prime minister published an opinion on resource governance](2026-08-18-dawan-khaire-somalia-cannot-afford-another-term-of-lost-wealth), held because public argument of this kind is otherwise absent from this ledger.","The piece is a signed opinion rather than a policy position ([opinion](2026-08-18-dawan-khaire-somalia-cannot-afford-another-term-of-lost-wealth)).

It is recorded because the alternative is to record nothing: no consultation response, civil-society submission or published critique of a digital instrument appears anywhere else in this unit, apart from the domestic analysis of interoperability risk.",SOM-gov.discourse-public-argument-on-resource-governance
gov.regional--regional-policy-collaboration,Advanced,An [instrument of ratification for the continental free trade area](2026-08-20-afcfta-secretary-general-mogadishu-somalia) is to be deposited in September 2026.,"The secretariat's own release dates the deposit; its standfirst gives 2 September 2026 while its body says only September, and the wider month is what is carried ([accession](2026-08-20-afcfta-secretary-general-mogadishu-somalia)).

Accession has digital consequences the release does not address — the country has no e-commerce strategy, no adopted digital transformation strategy and no data-hosting rule — and none of those is named as a precondition anywhere on file.",SOM-gov.regional-afcfta-accession
