indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-07-31,0,Only a DPI roadmap in development and a budget priority; no national digital transformation strategy drafted or adopted on record,
gov.policy--ict-strategy,2,KEN-gov.policy-harmonised-county-wayleave-framework,,,,,,,2026-07-31,0,Wayleave framework agreed for development only; no adopted ICT sector policy text on record,
gov.policy--broadband-strategy,4,KEN-infra.connect-digital-superhighway-fibre-and-hotspot-targe,,,,,,,2026-07-31,0,Dated fibre targets funded through the USF and budget lines with regulator-reported progress; plan document itself not held,
gov.policy--data-storage-cloud-strategy,3,KEN-gov.policy-kenya-cloud-policy-implementation-guideline|KEN-gov.policy-national-cloud-policy,,,,,,,2026-07-31,0,Policy and guidelines adopted; accreditation and migration begin after the as-at and no conformance act on record,
gov.policy--data-interoperability-framework-roadmap,3,KEN-gov.policy-gea-gif,,,,,,,2026-07-31,0,GEA-GIF approved by the ICT Authority; no binding instrument or system conformance on record,
gov.policy--ai-strategy,3,KEN-tech.ai-national-ai-strategy-2025-2030,,,,,,,2026-07-31,0,Strategy adopted with roadmap; no governance body constituted and no funded action on record,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,Transfer guidance and regulations held but no localisation rule or data categorisation read out from them,
gov.policy--data-governance-policy,2,KEN-gov.policy-draft-national-data-governance-policy,,,,,,,2026-07-31,0,Draft policy of May 2026; not adopted,
gov.policy--open-data-policy,,,,,,,,,2026-07-31,0,Only a proposed paid data marketplace in a draft policy; no open data policy or portal on record,
gov.legislate--data-protection-legislation,4,KEN-gov.protect-data-protection-act-2019|KEN-gov.protect-betting-and-gaming-firms-registered-with-the,,,,,,,2026-07-31,0,Act in force with regulations and penalties levied; Malabo not ratified,
gov.legislate--cybersecurity-legislation,3,KEN-gov.legislate-computer-misuse-and-cybercrimes-act-2018,,,,,,,2026-07-31,0,Act in force though narrowed by courts; no regulations or institution under it on these rows,
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-07-31,0,Only a court ruling on phone numbers as identifiers; no ID statute on these rows,
gov.legislate--digital-payments-legislation,3,KEN-gov.legislate-virtual-asset-service-providers-act-2025|KEN-gov.legislate-virtual-asset-service-providers-regulations,,,,,,,2026-07-31,0,Virtual-asset law and regulations in force; licensing not opened and no payment-systems law on these rows,
gov.legislate--legislation-enabling-data-interoperability,3,KEN-dpi.mis-digital-health-act-2023-and-digital-health-a,,,,,,,2026-07-31,0,Sectoral health instrument in force under a court stay; no general data-sharing law on record,
gov.legislate--ai-legislation-regulations,2,KEN-tech.ai-kenya-artificial-intelligence-bill-2026|KEN-gov.legislate-ai-governance-act,,,,,,,2026-07-31,0,AI bill at first reading in the Senate; nothing enacted,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-07-31,0,Rows cover copyright and IP bills only; no electronic-transactions law or bill on record,
gov.legislate--statistics-legislation,3,KEN-gov.legislate-statistics-act,,,,,,,2026-07-31,0,2006 Act in force; independence provisions only in the 2026 replacement bill,
gov.legislate--access-to-information-legislation,2,KEN-gov.legislate-access-to-information-amendment-bill,,,,,,,2026-07-31,0,Amendment bill only; the principal Act and its oversight body are not on these rows,
