row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
MLI-infra.connect-adsl,MLI,infra.connect,Infrastructure,instrument,ADSL retirement and FTTH migration,Planned,2026-07-23,Migration announced for end-2026,,Advanced,Did not exist,Announced; no subscriber or coverage figure published,2026-07-23-malitel-adsl-ftth,,
MLI-infra.connect-darkfibre,MLI,infra.connect,Infrastructure,measure,Independent internet service providers,,2026-07-27,,,No change,One independent provider reported surviving,"AFRIBONE reported the sole surviving independent provider, on wholesale IP transit bought at near-retail prices",2026-07-27-maliweb-fonds-acces-universel-captation-agefau,,named-analyst account carried by Maliweb
MLI-infra.connect-csquared,MLI,infra.connect,Infrastructure,instrument,International route diversity through the CSquared backbone,Implemented,2026-07-15,2Africa West capacity added 2026-07-15,,Advanced,"Inland routes exposed to the Abidjan, Accra and Lagos landing concentration",An independent subsea route with automated rerouting behind the inland backbone,2026-07-15 CSquared boosts internet by integrating with 2Africa West cable,,vendor-reported
MLI-infra.connect-moovfibre,MLI,infra.connect,Infrastructure,instrument,Moov Africa Malitel fibre,Implemented,2026-06-15,Speeds doubled at no extra cost 2026-06-15,,Advanced,Fibre plans at previous speeds,Up to 100 Mbps across six cities,2026-06-15-ecofin-moov-africa-doubles-fibre-ai-assistant-mia,,
MLI-infra.connect-ifcorange,MLI,infra.connect,Infrastructure,instrument,Orange Mali 4G and fibre expansion,In development,2025-11-17,EUR 80m IFC-led loan signed 2025-11-17,,Advanced,Did not exist,"300 4G towers, half of them rural, and fibre to about 300,000 households in build",2025-11-17-ifc-orange-mali-80m-loan-4g-fibre,,co-invested with BOAD and the IDA Private Sector Window
MLI-infra.connect-intelsat,MLI,infra.connect,Infrastructure,instrument,Orange Mali satellite 3G and 4G,Implemented,2025-11-17,"In service, reaching about 360,000 remote residents",,No change,In service,In service; no later coverage figure published,2025-05-07-techafricanews-orange-mali-intelsat-4g-satellite|2025-11-17-ifc-orange-mali-80m-loan-4g-fibre,,
MLI-infra.connect-smtd,MLI,infra.connect,Infrastructure,instrument,SMTD-SA as sole national transport-infrastructure operator,Planned,2026-08-03,Recommended at the Semaine du Numerique 2026-08-01,,Advanced,Did not exist,Recommended as a law; nothing tabled,2026-08-03-mali-semaine-du-numerique-recommandations-souverainete,,
MLI-infra.connect-starlink,MLI,infra.connect,Infrastructure,instrument,Starlink kit imports,"Implemented, under enforcement",2026-07-02,"AMRTP announced seizure and dismantling operations against unauthorised Starlink and Wi-Fi Zone equipment 2026-06-11, after restating the prohibition in March 2026",,Regressed,Six-month lifting of the import ban reported October 2024; prohibition on unauthorised equipment restated with a warning of sanctions 2026-03-12,"Control, seizure and dismantling operations announced against unauthorised Starlink, Wi-Fi Zone and walkie-talkie equipment nationwide, with operators ordered to cease immediately",2024-10-10-mali-starlink-levee-interdiction-voa|2026-03-13-amrtp-rappelle-interdiction-starlink-wifi-zone|2026-07-02-amrtp-controle-saisie-wifi-zone-starlink-talkie-walkie,,kit imports and use remain banned pending authorisation
MLI-infra.connect-universal2030,MLI,infra.connect,Infrastructure,instrument,Universal connectivity target,Planned,2026-07-30,Set at the Semaine du Numerique opening panel 2026-07-30,,Advanced,None published,Targeted for 2030 with a roadmap drafted with Burkina Faso and Niger,2026-07-30-mali-semaine-numerique-panel-couverture-universelle-2030,,
MLI-infra.store-datacentre,MLI,infra.store,Infrastructure,instrument,Tier III National Data Centre,Implemented,2026-02-05,"Inaugurated 2026-01-31, 99.982% availability stated",,Advanced,Did not exist,"In service, hosting state data and framed to carry mutualised AES infrastructure",2026-02-05 Government of Mali launches data center in Bamako|2026-02-02 Mali opens Tier III data center in Bamako amid regional push to keep data at home|2026-02-03 Mali Paves the Way for Digital Sovereign Tier III Data Centre Deployment,,
