row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
COD-gov.policy-digital-governance-framework,COD,gov.policy,Governance,measure,Digital governance framework,,2026-07-31,A restitution workshop on 29 and 30 July 2026 presented a ten-dimension maturity diagnostic,,Advanced,Did not exist,"Instruments to be articulated named as the digital and data strategies, the AI strategy, the identity platform, the sovereign cloud, a certification authority and a cybersecurity agency; plus critical-infrastructure mapping, a minimum security baseline, reference data registries, a single digital identity, and no AI platform deployed without data quality, auditability and human supervision; the regulator's president stated on 2026-07-30 that the working groups had proposed a six-to-twelve-month timetable for the main actions, with an action matrix and a monitoring mechanism to follow",2026-07-29-drc-kibassa-launches-strategic-framework-digital-transformation|2026-07-30-rdc-chaine-responsabilite-visible-cybersecurite|2026-07-31-drc-digital-maturity-diagnostic-recommendations-governance,,"the chain spans five bodies, two of which are not established as operational"
COD-gov.policy-global-defence-doctrine,COD,gov.policy,Governance,instrument,Global defence doctrine,Planned,2026-08-21,Unveiled 2026-08-20,,Advanced,Did not exist,"A new national defence doctrine placing digital and informational sovereignty among its five pillars, alongside sovereign strategic thought, watch and anticipation capacity, African responses to regional crises and republican ethics",2026-08-21-radiookapi-tshisekedi-doctrine-defense-globale,,"announced in a speech; no doctrinal text, implementing body or appropriation is held"
COD-gov.policy-data-governance-strategy,COD,gov.policy,Governance,instrument,National data governance strategy,Not held,,,,,,,,,"named by the minister on 2026-07-29 as an instrument the state already holds; no text, adoption date or adopting act is held"
COD-gov.policy-digital-plan-2026-2030,COD,gov.policy,Governance,instrument,National digital plan 2026-2030,In development,2026-02-20,The government announced operationalisation of a US$500m partner tranche after talks with two development financiers,,Advanced,Did not exist,A US$1.5bn envelope: US$1bn of treasury investment over five years plus US$500m of external partner support; no finalised published plan document is locatable,"2026-02-20 DRC operationalises $500m partner tranche of PNN2 financing (World Bank, AFD)|2025-10-10 DR Congo launches National Digital Plan 2026-2030 (PNN2) and first AI strategy",,"a circulating US$8.7bn total could not be corroborated and was resolved against in July 2026; the US$1bn treasury half is an announcement, not an appropriation"
COD-gov.policy-national-coverage-strategy,COD,gov.policy,Governance,instrument,National strategy for mobile and broadband coverage,In development,2026-08-13,National Connectivity Strategy 2026-2035 unveiled 2026-08-13,,Baseline not held,Baseline not held,"A National Connectivity Strategy 2026-2035 built on a shared-infrastructure model led by a tower company, with subsidy agreements signed with the four mobile operators to extend service to 40 underserved localities covering about 258,000 people, and a target of 3,000 localities and 16 million people by 2030; the fund's own strategy pages publish the operative selection framework - a 100-point priority index weighting strategic class 30, coverage deficit 20, population density 15, public infrastructure 15, local economic potential 10 and technical-financial feasibility 10, with localities above 60 points classed for immediate deployment - alongside rules confining subsidy to sites where an operator demonstrates a negative return over four years and imposing national roaming between all operators on sites scoring above 70",2026-08-13-drc-fdsu-connectivity-strategy-operator-subsidies|2026-08-14-dr-congo-plans-national-strategy-to-expand-mobile-coverage-in-underserved-areas|2026-08-13-drc-fdsu-connectivity-strategy-scoring-framework,,"the strategy text is not held and the subsidy amounts and the tower company are not stated; the scoring framework is now published but did not select the first 40 localities, which the fund describes as a preparatory phase of sites proposed by the operators themselves, ten from each of the four"
COD-gov.policy-reorganisation-digital-mandate-2026,COD,gov.policy,Governance,instrument,Reorganisation of the digital mandate in the 2026 finance law,Implemented,2025-12-29,Enacted 2025-12-29,,Advanced,"One section titled posts, telecommunications and new technologies and another titled digital","The first renamed posts and telecommunications and the second renamed digital economy, with credits moving from FC 145.7bn to FC 55.1bn and from FC 60.6bn to FC 226.7bn",2025-12-29-cod-2026-52|2025-12-29-cod-2026-71,,"combined the two sections are almost flat as a share of the budget, so the rise is substantially a transfer of mandate rather than new money"
COD-gov.policy-sectoral-digital-economy-policy,COD,gov.policy,Governance,instrument,Sectoral digital economy policy 2026-2030,"In development, validated and awaiting adoption",2026-08-04,Presented and validated by government at a Kinshasa ceremony 2026-08-04,,Advanced,Did not exist,"Validated and referred to the Council of Ministers for adoption, on axes covering infrastructure, digital transformation of the administration, the digital economy, innovation and start-ups, cybersecurity, and data governance; not published, not costed and not budgetable",2026-08-04-drc-kibassa-launches-digital-economy-policy-and-national-ai-strategy|2026-07-24-drc-psen-2026-2030-expert-validation,,the validators' conditions name exactly what is missing: reliable baseline data and a completed costing
COD-gov.policy-information-space-protection-strategy,COD,gov.policy,Governance,instrument,Strategy for the protection of the information space,Implemented,2026-08-30,"Adopted by the Council of Ministers at its 97th session, 28 August 2026",,Advanced,No government-wide strategy on platform content held,"A government-wide strategy against abusive content on social media and digital platforms, carrying an interministerial task force chaired by the communication ministry, a citizen alert mechanism, integration of media literacy into the curriculum, and a technical and legal review of the regulation of the sector",2026-08-30-rdc-strategie-protection-espace-informationnel,,the strategy text is not held; what is held is the Council of Ministers own account of what it adopted
COD-gov.legislate-bill-identification-natural-persons,COD,gov.legislate,Governance,instrument,Bill on the identification of natural persons,In development,2026-06-12,Tabled at the National Assembly bureau 2026-06-12,,Advanced,Did not exist,"Tabled; it would set one legal frame for identification data and its collection, processing, retention and protection, impose security and interoperability requirements and connect civil-registry, migration and health databases; no committee report or plenary date is held",2026-06-12-proposition-loi-identification-personnes-physiques-actualite,,"it runs alongside rather than through the twenty-year identity concession, and nothing on file connects the two"
COD-gov.legislate-code-du-num-rique,COD,gov.legislate,Governance,instrument,Code du numérique,Implemented,2026-08-19,"Prosecutors instructed to open Digital Code cases without a complaint, 2026-08-17",2023-03-13,Advanced,"The framework law in force, its third book governing personal data, with no data-protection authority operational","The same law in force and now being enforced on the state's own initiative: the attorney general at the Court of Cassation instructed judicial police officers to open Digital Code cases proprio motu and forward them for summary hearing, and the audiovisual regulator's president is contemplating closing TikTok outright after the platform did not act on a request to block more than 2,000 accounts",2026-08-19-radiookapi-faut-il-fermer-tiktok-rdc|2026-08-17-acp-drc-judicial-police-digital-offences|2026-04-21-ouvrage-protection-donnees-personnelles-actualite|2026-03-16-rdc-reseau-responsables-protection-des-donnees-wearetech,,"also invoked in March 2026 as the instrument for prosecuting leaks of official documents; no data-protection authority is operational, so the enforcement running is criminal rather than regulatory"
