indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,No change,"The [digital agenda launched in 2019](2022-03-27-guinea-ecuatorial-adige-agenda-digital) on 33 lines of action ran to 2025 and has produced no implementation report, budget figure or successor.","It was aligned with three international frameworks and is the agenda a World Bank diagnostic assesses against, with the diagnostic's recommendations outstanding ([diagnostic](2024-06-25 Equatorial Guinea Digital Economy Country Diagnostic - Bridging the Gaps), [priority actions](2024-07-15 World Bank identifies priority actions for DPI in Equatorial Guinea)).

The national development strategy to 2035 commits to gradual privatisation of state telecom ownership, a universal broadband backbone across all regions, an updated telecoms legal framework and a science and innovation fund that may be financed by a special tax on oil and gas exports; the diagnostic's own digital recommendations, a one-stop shop, online business registration and a digitised commercial registry, remain undelivered ([strategy text](2024-05-01-guinea-ecuatorial-ends-2035-estrategia-desarrollo-sostenible), [economic memorandum](2025-03-04 Country Economic Memorandum on Equatorial Guinea 2025 - Building Foundations for Renewed Diversified and Inclusive Growth)).

A consolidated action plan for the second half of 2026 was adopted in July with 35 strategic objectives under three national priorities, one of them restoring sovereignty over the national digital space; it is not yet financed and goes to the Council of Ministers, which decides what is recorded and funded ([action plan](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq)).",GNQ-gov.policy-adige|GNQ-gov.policy-ndp2035|GNQ-gov.policy-plan35
gov.policy--ict-strategy,No change,"An [international tender to draft a replacement telecommunications law](2025-06-04-reforma-ley-telecomunicaciones-licitacion-ahoraeg) opened in June 2025 and has produced no award, draft or revised timetable.","The tender was scoped to cover artificial intelligence, cybersecurity, critical infrastructure, satellite connectivity and data protection ([tender](2025-06-04-reforma-ley-telecomunicaciones-licitacion-ahoraeg)).

Fourteen months on, the 2005 statute still governs a sector that has since acquired a second state operator, an offshore satellite authorisation and a directorate for artificial intelligence, none of which it contemplates.",GNQ-gov.legislate-ley72005reform
gov.policy--data-storage-cloud-strategy,Advanced,A [negotiating commission is to be created](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq) to recover the country-code domain from a foreign operator the release does not name.,"The commission was named in the July to December 2026 plan ([plan](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq)).

Nothing is established about the current administration arrangement, so the base holds an intention to recover a domain and no statement of who holds it or on what terms. No cloud or storage policy exists beside it.",GNQ-gov.policy-gqdomain
gov.legislate--cybersecurity-legislation,No change,"[Ley 7/2024 on social media and computer crime](2026-07-02-ley-7-2024-redes-sociales-menores-privacidad-ahoraeg) has been in force since December 2024, its full text unheld and its provisions known from reporting.","Its provisions were reported in rollout from July 2026 ([the law](2026-07-02-ley-7-2024-redes-sociales-menores-privacidad-ahoraeg)).

The same statute creates the national cybersecurity and critical infrastructure agency under the Presidency, and that body has no premises, staffing, budget or activity on record, so the law's institutional half exists only on paper.",GNQ-gov.legislate-ley72024
infra.cybersec--national-cybersecurity-readiness,No change,"The [cybersecurity agency created by statute](2026-07-02-ley-7-2024-redes-sociales-menores-privacidad-ahoraeg) has no premises, staffing, budget or activity on record.","It was created by the December 2024 law under the Presidency ([creation](2026-07-02-ley-7-2024-redes-sociales-menores-privacidad-ahoraeg)).

No incident response team, sector designation, audit programme or national strategy exists anywhere in the base, so an agency named in a statute is the whole of the country's cybersecurity institutional record.",GNQ-infra.cybersec-ancic
gov.legislate--data-protection-legislation,No change,"[Ley 1/2016](2016-07-22-guinea-ecuatorial-ley-1-2016-proteccion-datos-personales) has been in force since August 2016, giving rights of access, rectification, cancellation and opposition and a sanctions regime to CFA 15,000,000.","It was gazetted on 22 July 2016 and took effect twenty days later ([the law](2016-07-22-guinea-ecuatorial-ley-1-2016-proteccion-datos-personales)).

Ten years on, no implementing decree, guidance or enforcement action under it is held, and the country signed the continental convention on the same subject only in July 2026.",GNQ-gov.protect-dataprotectionlaw
gov.protect--data-protection-authority,No change,The [supervisory body the statute provides for was never created](2016-07-22-guinea-ecuatorial-ley-1-2016-proteccion-datos-personales): article 15 leaves it to a decree the government has not issued.,"The article leaves both the supervisory organ and the registry it would run to that decree, and a continental country register records no supervisory authority publicly identified ([the law](2016-07-22-guinea-ecuatorial-ley-1-2016-proteccion-datos-personales)).

So a statute with a sanctions regime running to CFA 15,000,000 ([the law](2016-07-22-guinea-ecuatorial-ley-1-2016-proteccion-datos-personales)) has had no body able to apply it for ten years, which is the clearest instance on this ledger of a law without an institution.",GNQ-gov.protect-dataprotectionlaw
gov.legislate--ai-legislation-regulations,Advanced,"A [draft artificial intelligence law](2025-08-27-guinea-ecuatorial-ley-inteligencia-artificial-aniad) is being written, setting six guiding principles and proposing an autonomous national authority for the technology and for data.","A drafting session in August 2025 addressed splitting the proposed authority's functions, and two national institutions are named as prospective training and certification centres under the draft; no enactment, text or adoption date is published ([draft law](2025-08-27-guinea-ecuatorial-ley-inteligencia-artificial-aniad)).

The proposed authority would supervise both artificial intelligence and data, in a country whose existing data-protection statute has had no supervisory body for a decade.",GNQ-tech.ai-strategy
gov.discourse--open-discussion-of-government-policy,Advanced,"A [reform of the 1997 press law](2026-08-07-eqguinea-parliament-digital-communications-mining-bills) was presented in August 2026, regulating digital media and cable television for the first time.","It was referred to a parliamentary committee alongside a separate copyright and related rights bill implementing the country's convention obligations; neither bill text is held and no adoption date is published ([presentation](2026-08-07-eqguinea-parliament-digital-communications-mining-bills), [scope](2026-08-07-gnq-ley-prensa-medios-digitales)).

A commission adopted 11 articles of the draft on 18 August 2026, leaving four outstanding, on the principles of the profession, the qualification required to practise, student interns, and professional secrecy; no plenary vote, text or commencement date is published ([commission stage](2026-08-19-realeg-gnq-ley-prensa-comision-once-articulos)).",GNQ-gov.legislate-ley-prensa-reform|GNQ-gov.legislate-press-law-revision
gov.regional--regional-legal-harmonisation,Advanced,The country [signed the continental cyber and data convention](2026-07-29-equatorial-guinea-signs-malabo-convention-au-commission) on 28 July 2026 and is not a party to it.,"No instrument of ratification is on file or on the continental register ([signature](2026-07-29-equatorial-guinea-signs-malabo-convention-au-commission)).

The Chamber of Deputies' unanimous vote of 25 March 2026 was a domestic authorisation to ratify, taken four months before the country became a signatory, so the two acts ran in the wrong order and the second has not followed ([authorisation](2026-03-25-ratifican-convencion-malabo-ciberseguridad-datos-reg)).",GNQ-gov.regional-malabo
gov.regional--regional-policy-collaboration,No change,"The country [took part in a regional data governance workshop](2026-07-28-advancing-data-infrastructure-and-governance-in-lusophone-africa) in June 2026 applying an international toolkit, with no national framework resulting.","It was the second such workshop in the Lusophone Africa process ([workshop](2026-07-28-advancing-data-infrastructure-and-governance-in-lusophone-africa)).

No commitment, framework or follow-up is recorded from it, and it is the only regional policy process the base holds outside the continental convention and a bilateral accord with one neighbour.

The central bank adopted a regional financial inclusion strategy for 2025-2029 covering the six member states, validated by the monetary union's ministerial committee on 21 December 2023 and published in February 2025 ([strategy](2025-02-01-beac-strategie-regionale-inclusion-financiere-cemac)); the base holds no member-state implementation plan, target or outturn under it.",GNQ-gov.regional-lusophone|GNQ-gov.regional-cemac-financial-inclusion-strategy
gov.regional--shared-regional-infrastructure,Advanced,"[Three accords with Gabon](2025-11-13-gabon-guinea-ecuatorial-fibra-roaming-frecuencias-techafricanews) were signed in November 2025 covering fibre interconnection, free roaming and frequency coordination.","No traffic or tariff figure is published ([accords](2025-11-13-gabon-guinea-ecuatorial-fibra-roaming-frecuencias-techafricanews)).

The July 2026 connectivity plan separately names a zero-roaming arrangement with four neighbours, so the roaming half of the accords has a stated regional extension and no measurement at either end.",GNQ-infra.connect-gabonaccords
gov.regional--cross-border-data-transfers,No change,"A [border-screening connection](2024-01-01 I-CEMAC (INTERPOL border-management project, Central Africa)) runs at ten sites including three airports, with no traffic figure and no successor project.","It was extended under a regional border-management project running to 2024 ([connection](2024-01-01 I-CEMAC (INTERPOL border-management project, Central Africa))).

It is the only cross-border data exchange the base holds, and no data-protection arrangement, retention rule or oversight applies to it on the record, in a country whose own supervisory body was never constituted.",GNQ-dpi.exchange-icemac
gov.standards--national-quality-standards,Advanced,"A [service-quality regulation](2026-08-10-guinea-ecuatorial-ortel-reglamentos-index) of 2018 is confirmed in force through the regulator's own index, with only its title and date held.","The index also lists an inspection and sanctions regulation of 2020 and a broadband-market update of February 2026, neither captured separately ([regulatory index](2026-08-10-guinea-ecuatorial-ortel-reglamentos-index)).

So the country has published quality-of-service rules and the base cannot read them; no measurement, inspection outcome or sanction under any of the three is held.",GNQ-gov.standards-qos
finance.budget--sustainable-domestic-financing-of-digital-transformation,Regressed,"The telecommunications ministry's vote [fell 23 per cent to CFA 5,802,246 thousand for 2026](2025-12-09-guinea-ecuatorial-ley-presupuestos-generales-estado-2026), 0.4 per cent of the total budget.","The prior year's figure was CFA 7,556,246 thousand, and the 2026 vote includes CFA 140,000 thousand for the telecommunications school at the new capital, against a total budget of CFA 1,294,282m ([budget law](2025-12-09-guinea-ecuatorial-ley-presupuestos-generales-estado-2026)).

It is the only domestic appropriation for the sector the base holds at any date, and it fell in the year the ministry adopted a 35-objective plan it states is not yet financed.",GNQ-finance.budget-digital
finance.new--development-partner-project-financing,No change,"Two Chinese policy-bank facilities, [US$402m for a submarine cable](2015-01-01-eximbank-cn-gnq-001-china-eximbank-provides-402-million-buyers) and [US$70.3m for video surveillance](2019-01-01-cdb-gnq-001-cdb-provides-703-million-loan-for), carry no repayment or delivery record.","The cable credit is drawn and the cable is in service, with no repayment or restructuring on record ([cable credit](2015-01-01-eximbank-cn-gnq-001-china-eximbank-provides-402-million-buyers)).

The surveillance loan is committed, with no delivery, siting or oversight arrangement for the system on record ([surveillance loan](2019-01-01-cdb-gnq-001-cdb-provides-703-million-loan-for)).

Together they are the only external project financing the base holds for the sector, and neither has a disbursement or completion statement against it.",GNQ-finance.new-ceiba2loan|GNQ-finance.new-cdbsurveillance
infra.connect--international-internet-bandwidth,Advanced,"The country lands [three submarine systems](2018-06-06 Equatorial Guinea and Cameroon are now more connected - AFR-IX telecom) and has two more under study or agreement, with no capacity or utilisation figure for any of them.","One regional system was inaugurated in 2018 on a 400 km route between the two main cities and a neighbour, alongside an earlier landing; no later capacity or utilisation figure is held ([regional cables](2018-06-06 Equatorial Guinea and Cameroon are now more connected - AFR-IX telecom)).

The state infrastructure operator is landing party for the continental system and hosted its maintenance committee in May 2026, with capacity unchanged on the record ([landing party](2026-05-06-gitge-anfitrion-consorcio-ace-reg)).

A Mediterranean-anchored system is under study at a landing in one of two towns, put at EUR 20-60m and 2029 to 2030 with an alternative route also named, the existing cable reported to degrade quality which is the stated reason for diversifying ([study](2026-04-03-estudio-cable-submarino-medusa-analysys-mason-reg), [routes](2026-06-05-cables-submarinos-africa-medusa-via-africa-larazon)).

A subsea fibre agreement with Nigeria was signed in February 2026 bundling a data centre, with no route, capacity or delivery date published ([agreement](2026-02-24 Nigeria, Equatorial Guinea subsea cable strengthens connectivity), [signature](2026-02-12-nigeria-equatorial-guinea-subsea-fibre)).",GNQ-infra.connect-ceiba|GNQ-infra.connect-ace|GNQ-infra.connect-medusa|GNQ-infra.connect-nigeriacable
infra.connect--mobile-penetration,Advanced,A [semestral plan targets 85 per cent second- and fourth-generation coverage](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq) through 34 new towers in the islands and the interior.,"The plan was presented to the Prime Minister in July 2026 and also names a zero-roaming arrangement with four neighbours and a national digital postcode system; the plan document itself is not held ([connectivity plan](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq)).

No current coverage figure, subscription series or penetration rate is published at any date, so the 85 per cent target ([plan](2026-07-31-guinea-ecuatorial-consejo-directivo-ministerio-transportes-dominio-gq)) has no starting point on the record.",GNQ-infra.connect-coverageplan
infra.connect--satellite-broadband-licensing-and-availability,Advanced,"A satellite service was [authorised temporarily for offshore operations](2026-07-28-guinea-ecuatorial-autoriza-starlink-empresas-norteamericanas-alta-mar) in July 2026, with extension to individual subscribers deferred on security grounds.","The authorisation covers North American companies' offshore operations inside jurisdictional waters and was signed at the presidential palace on 28 July 2026 ([authorisation](2026-07-28-guinea-ecuatorial-autoriza-starlink-empresas-norteamericanas-alta-mar)).

Type-approval and competences remain unresolved with the regulator ([implementation](2026-07-29-ahoraeg-starlink-ortel-implementacion)), against an entry signalled in February 2025 that was not then authorised ([entry](2025-02-21-starlink-implantarse-conectividad-reg)).

So the service is lawful for foreign companies at sea and unlawful for citizens on land, which is the sharpest statement of access policy the base holds.",GNQ-infra.connect-starlink
infra.store--local-data-centre-capacity-national-providers,Advanced,"A [tender was published](2026-06-03-pamfp-licitacion-centros-datos-malabo-bata-reg) for a primary data centre in one city and a solar-powered backup in the other, for public financial data.","It follows data-economy actions including data centres validated with the World Bank in December 2025 ([validation](2025-12-19-banco-mundial-valida-economia-digital-datacenter-reg)), and covers storage, processing and backup ([tender](2026-06-03-pamfp-licitacion-centros-datos-malabo-bata-reg)).

What exists today is two technical facilities described in the state operator's own factsheet, one in each city, each with two generators and ten nodes with distribution and transmission equipment; no floor-area, power or storage figure is given, and the document's content narrates 2016 and 2017 work despite a 2025 upload path ([factsheet](2025-07-01-gitge-informe-anual)).",GNQ-infra.store-datacentres|GNQ-infra.capacity-hosting
