indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,UGA-gov.policy-nita-u-strategic-plan,,,,,,,2026-07-31,0,IT authority's own five-year plan stands in; no national DTS adopted in these rows; plan document not held,
gov.policy--ict-strategy,3,UGA-gov.policy-digital-uganda-vision-2040|UGA-gov.policy-ict-ministry-strategic-plan,,,,,,,2026-07-31,0,Vision 2040 and ministry plan adopted; no implementation reporting on record,
gov.policy--broadband-strategy,3,UGA-gov.policy-national-broadband-policy-2018,,,,,,,2026-07-31,0,2018 policy adopted and under ITU review; targets not itemised; no funding or progress against targets on record,
gov.policy--data-storage-cloud-strategy,2,UGA-gov.policy-green-data-centre-strategy|UGA-gov.policy-nita-u-strategic-plan,,,,,,,2026-07-31,0,green data-centre strategy and national data-centre target only; no government hosting or cloud policy on record,
gov.policy--data-interoperability-framework-roadmap,3,UGA-gov.standards-egif-reference-architecture|UGA-gov.standards-government-enterprise-architecture-e,,,,,,,2026-07-31,0,e-GIF adopted and renewed May 2026; no binding instrument or conformance on record,
gov.policy--ai-strategy,2,UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,2026-07-31,0,strategy in drafting after March 2026 consultations; no adopted text,
gov.policy--data-localisation-policies,,,,,,,,,2026-07-31,0,no localisation rule in the rows; transfer regime evidence sits under the data protection rows; no cited absence,
gov.policy--data-governance-policy,2,UGA-gov.policy-national-data-strategy,,,,,,,2026-07-31,0,national data strategy in drafting on the permanent secretary's account,
gov.policy--open-data-policy,2,UGA-data.open-open-government-data-policy|UGA-data.open-national-sdg-open-data-portal,,,,,,,2026-07-31,0,draft policy never adopted; SDG portal publishes with no policy behind it,
gov.legislate--data-protection-legislation,3,UGA-gov.protect-data-protection-privacy-act,,,,,,,2026-07-31,0,law in force and enforced by the office; no implementing regulations on record,
gov.legislate--cybersecurity-legislation,3,UGA-gov.legislate-computer-misuse-act-ss,,,,,,,2026-07-31,0,Computer Misuse Act in force with sections nullified 2026-03; no regulations or agency under it on record,
gov.legislate--legislation-covering-digital-id,3,UGA-gov.legislate-registration-of-persons-act,,,,,,,2026-07-31,0,Act in force since 2015; regulations and grievance or oversight provisions not on record,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-07-31,0,only digital-lending guidelines held; no payment-systems law or e-money regulation in the rows; no cited absence,
gov.legislate--legislation-enabling-data-interoperability,3,UGA-gov.legislate-nita-u-act-2009,,,,,,,2026-07-31,0,NITA-U Act is the enabling statute; no sharing obligations or implementing acts on record,
gov.legislate--ai-legislation-regulations,2,UGA-gov.legislate-ai-legal-framework|UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,2026-07-31,0,government landscape assessment found no AI framework; no rule with legal effect on record,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-07-31,0,no electronic-transactions law in the rows; rows show a sovereignty bill and Wi-Fi licensing enforcement only,
gov.legislate--statistics-legislation,3,UGA-gov.legislate-uganda-bureau-of-statistics-act,,,,,,,2026-07-31,0,1998 Act in force; independence and confidentiality provisions not on record,
gov.legislate--access-to-information-legislation,3,UGA-gov.legislate-access-to-information-act-2005,,,,,,,2026-07-31,0,Act in force; no oversight mechanism or request statistics on record,
