indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,UGA-gov.policy-nita-u-strategic-plan,,,,,,,2026-08-31,0,IT authority's own five-year plan stands in; no national DTS adopted in these rows; plan document not held,
gov.policy--ict-strategy,3,UGA-gov.policy-digital-uganda-vision-2040|UGA-gov.policy-ict-ministry-strategic-plan,,,,,,,2026-08-31,0,Vision 2040 and ministry plan adopted; no implementation reporting on record,
gov.policy--broadband-strategy,3,UGA-gov.policy-national-broadband-policy-2018,,,,,,,2026-08-31,0,2018 policy adopted and under ITU review; targets not itemised; no funding or progress against targets on record,
gov.policy--data-storage-cloud-strategy,2,UGA-gov.policy-green-data-centre-strategy|UGA-gov.policy-nita-u-strategic-plan,,,,,,,2026-08-31,0,green data-centre strategy and national data-centre target only; no government hosting or cloud policy on record,
gov.policy--data-interoperability-framework-roadmap,3,UGA-gov.standards-egif-reference-architecture|UGA-gov.standards-government-enterprise-architecture-e,,,,,,,2026-08-31,0,e-GIF adopted and renewed May 2026; no binding instrument or conformance on record,
gov.policy--ai-strategy,2,UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,2026-08-31,0,strategy still in drafting at window close; no adopted text or gazette record,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,unplaced: rows show the data protection act and its enforcement but no localisation rule or cited absence,
gov.policy--data-governance-policy,2,UGA-gov.policy-national-data-strategy,,,,,,,2026-08-31,0,national data strategy in drafting on the permanent secretary's account; no adoption on record,
gov.policy--open-data-policy,2,UGA-data.open-open-government-data-policy|UGA-data.open-national-sdg-open-data-portal,,,,,,,2026-08-31,0,draft policy never adopted; SDG portal publishes with no policy behind it,
gov.legislate--data-protection-legislation,3,UGA-gov.protect-data-protection-privacy-act,,,,,,,2026-08-31,0,act in force with enforcement acts; implementing regulations not on record,
gov.legislate--cybersecurity-legislation,3,UGA-gov.legislate-computer-misuse-act-ss,,,,,,,2026-08-31,0,Computer Misuse Act in force with sections nullified 2026-03; no regulations or agency under it on record,
gov.legislate--legislation-covering-digital-id,3,UGA-gov.legislate-registration-of-persons-act,,,,,,,2026-08-31,0,act in force; regulations and grievance and oversight provisions not on record,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,unplaced: rows hold only microfinance digital-lending guidelines and a planned lender rule; no payment-systems law on record,
gov.legislate--legislation-enabling-data-interoperability,3,UGA-gov.legislate-nita-u-act-2009,,,,,,,2026-08-31,0,NITA-U Act is the enabling statute; no sharing obligations or implementing acts on record,
gov.legislate--ai-legislation-regulations,2,UGA-gov.legislate-ai-legal-framework|UGA-tech.ai-ai-emerging-technologies-strategy,,,,,,,2026-08-31,0,no AI framework per ministry-ITU assessment; strategy consultation under way,
gov.legislate--e-commerce-legislation,,,,,,,,,2026-08-31,0,unplaced: rows hold a sovereignty bill and Wi-Fi enforcement; no electronic-transactions law or cited absence,
gov.legislate--statistics-legislation,3,UGA-gov.legislate-uganda-bureau-of-statistics-act,,,,,,,2026-08-31,0,1998 Act in force; independence and confidentiality provisions not on record,
gov.legislate--access-to-information-legislation,3,UGA-gov.legislate-access-to-information-act-2005,,,,,,,2026-08-31,0,act in force with court rulings; no oversight mechanism established by law on record,
gov.protect--data-protection-authority,3,UGA-gov.protect-pdpo-decision-adlegal-v|UGA-gov.protect-pdpo-orders-against-google|UGA-gov.protect-beera-ku-guard-awareness,,,,,,,2026-08-31,0,office enforcing against private controllers; statutory independence and budget not on record,
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,unplaced: mapped rows show awareness campaigns and tax data demands; the act sits under data-protection legislation,
gov.regional--regional-policy-collaboration,3,UGA-gov.regional-uganda-s-seat-atu,,,,,,,2026-08-31,0,ATU Administrative Council seat and floor contribution; no regional guideline domesticated on record,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,EAC Treaty and proposals only; no REC model law referenced in a domestic draft on record,
gov.regional--shared-regional-infrastructure,2,UGA-gov.regional-eac-cross-border-payment-masterplan|UGA-infra.connect-northern-corridor-regional-satellite,,,,,,,2026-08-31,0,regional payment masterplan and satellite study planned; no shared asset in service on these rows,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,only an unexecuted health data-sharing agreement here; transfer-assessment evidence sits under the DPA rows,
gov.standards--national-interoperability-standards,3,UGA-gov.standards-government-enterprise-architecture-e,,,,,,,2026-08-31,0,renewed e-GIF delivered May 2026; documents not held; no mandate or conformance testing,
gov.standards--national-quality-standards,2,UGA-gov.standards-uganda-national-bureau-of-standards,,,,,,,2026-08-31,0,standards body active; no ICT or data standard or quality policy adopted on record,
gov.standards--adoption-of-international-standards,2,UGA-gov.standards-ppda-iso-27001|UGA-gov.standards-unbs-ai-standards-work-programme,,,,,,,2026-08-31,0,sporadic: one ISO 27001 certification and AI standards still drafts; ISO membership not on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,unplaced: civil-society UPR submission and a UNESCO project; no consultation on a digital instrument on record,
gov.discourse--open-discussion-of-government-policy,2,UGA-gov.legislate-ucc-order-suspending-public|UGA-infra.connect-social-media-ott-restriction,,,,,,,2026-08-31,0,January 2026 shutdown and social media block within the 12 months,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,UGA-finance.budget-domestic-state-digital-transformation|UGA-finance.budget-national-budget-fy2026-27,,,,,,,2026-08-31,0,recurring domestically financed ICT vote; no dedicated fund cited in these rows,
finance.new--mobilisation-of-non-state-finance,1,,0.01452,per cent of GDP,2026,outputs/non-state-finance/UGA-nonstate.csv@2024-01-01,,,2026-08-31,0,"2 private commitment(s) starting 2024–2026, over GDP 2025 (WDI)",
infra.connect--mobile-penetration,1,,43.3,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,on a survey figure via itu-sdg-5b1-mobile-ownership-10plus,
infra.connect--internet-usage,1,UGA-infra.connect-census-ict-use,8.9,% of population,2024,2025-09-30-ubos-nphc2024-final-report-vol1,,,2026-08-31,0,2024 census figure,
infra.connect--mobile-affordability,1,,6.07,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,on published tariffs collected by itu-price-basket-5gb-gni,
infra.connect--national-fibre-backbone,2,UGA-infra.connect-backbone-infrastructure-phase-v|UGA-infra.connect-bayobab-kampala-malaba-fibre,,,,,,,2026-08-31,0,Phase V under way and one commercial route lit; national reach and length not on record,
