indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,GNQ-gov.policy-adige|GNQ-gov.policy-ndp2035,,,,,,,2026-08-31,0,ADIGE agenda ran to 2025 and has lapsed; no successor digital strategy adopted by the as-at,
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,Only a tender to draft a new telecoms law; no ICT policy drafted or adopted on record,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,Coverage target sits in a ministry half-year plan; no national broadband plan on record,
gov.policy--data-storage-cloud-strategy,,,,,,,,,2026-08-31,0,Only the .GQ domain recovery row; nothing on government hosting or cloud policy,
gov.policy--data-interoperability-framework-roadmap,1,GNQ-dpi.exchange-interop,,,,,,,2026-08-31,0,World Bank diagnostic names it absent; August agency handover restates ministries' limited data-sharing,
gov.policy--ai-strategy,2,GNQ-tech.ai-strategy,,,,,,,2026-08-31,0,AI bill in drafting; no strategy adopted or published,
gov.policy--data-localisation-policies,,,,,,,,,2026-08-31,0,Electronic laws package held but no localisation provision shown on the rows,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,Data protection laws only; no national data policy drafted or adopted on record,
gov.policy--open-data-policy,1,GNQ-data.open-portal,,,,,,,2026-08-31,0,no portal or policy; transparency law carries no publication scheme,
gov.legislate--data-protection-legislation,3,GNQ-gov.protect-dataprotectionlaw,,,,,,,2026-08-31,0,Ley 1/2016 in force; the Organo Rector decree never issued,
gov.legislate--cybersecurity-legislation,3,GNQ-gov.legislate-ley72024,,,,,,,2026-08-31,0,Ley 7/2024 in force; ANCIC not operating and prosecutions post-date the as-at,
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-08-31,0,unplaced: only a 1957 civil registry law and a draft tax-number recoding decree; no ID law or bill on record,
gov.legislate--digital-payments-legislation,,,,,,,,,2026-08-31,0,ATM and point-of-sale plan only; no payment-systems or e-money instrument on the rows,
gov.legislate--legislation-enabling-data-interoperability,,,,,,,,,2026-08-31,0,Procurement bill and business window decree do not provide for data sharing between public bodies,
gov.legislate--ai-legislation-regulations,2,GNQ-tech.ai-strategy,,,,,,,2026-08-31,0,Anteproyecto de ley de IA in drafting; no text or enactment,
gov.legislate--e-commerce-legislation,3,GNQ-gov.policy-data-protection-laws-2017,,,,,,,2026-08-31,0,2017 electronic laws package in force; no trust-service or enforcement acts on record,
gov.legislate--statistics-legislation,,,,,,,,,2026-08-31,0,unplaced: census decree and statistics strategy held; no statistics act or bill on record,
gov.legislate--access-to-information-legislation,2,GNQ-gov.legislate-transparency-law,,,,,,,2026-08-31,0,Bill passed the Senate May 2026; promulgation not shown on listed sources,
gov.protect--data-protection-authority,2,GNQ-gov.protect-dataprotectionlaw,,,,,,,2026-08-31,0,Organo Rector provided for in Ley 1/2016 but never constituted,
gov.protect--national-data-protection-readiness,3,GNQ-gov.protect-data-protection-readiness,,,,,,,2026-08-31,0,Law in force; no supervisory authority operating,
gov.regional--regional-policy-collaboration,3,GNQ-gov.regional-lusophone,,,,,,,2026-08-31,0,Took part in the Lusophone data governance workshop; no regional guideline domesticated,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo signed July 2026 and not ratified; no REC instrument domesticated or referenced on record,
gov.regional--shared-regional-infrastructure,3,GNQ-infra.connect-gabonaccords,,,,,,,2026-08-31,0,Gabon backbone link in service; no traffic or capacity figure published,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,Only a border screening connection; no transfer rule on the rows,
gov.standards--national-interoperability-standards,1,GNQ-dpi.exchange-interop,,,,,,,2026-08-31,0,no framework or standard published; standards agency AGENOR still pre-launch,
gov.standards--national-quality-standards,,,,,,,,,2026-08-31,0,unplaced: only the telecom regulator's quality-of-service order; no standards body or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-08-31,0,unplaced: no ISO membership or adoption of international standards on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-08-31,0,Observatory created by decree but never convened; no consultation on record,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-08-31,0,unplaced: press law reform bills in committee; no record of shutdowns or blocking either way,
finance.budget--sustainable-domestic-financing-of-digital-transformation,2,GNQ-finance.budget-digital,,,,,,,2026-08-31,0,Telecoms ministry appropriation in the 2026 budget law; no digital programme line or fund,
