row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
MWI-infra.connect-access-communications-licence,MWI,infra.connect,Infrastructure,instrument,Access Communications licence,"Implemented, marginal share",2026-07-20,Licensed 2007,2007-01-01,No change,"Licensed 2007, holding a small share of mobile subscribers and available mainly in major cities",Unchanged at 2026-07-20; has not significantly challenged the two-operator duopoly,2026-07-20-malawi-seeks-new-telecom-competition,,No subscriber figure is held; the base carries only a small number
MWI-infra.connect-additional-operator-licensing,MWI,infra.connect,Infrastructure,instrument,Additional mobile operator licensing round,Planned,2026-07-24,Minister told Parliament the President had authorised the ministry to identify an investor,2026-07-17,Advanced,Did not exist; no proposal for a new licensing round appears in the base at 2025-08-01,"The ICT minister told Parliament that additional operator licences were under consideration, and that the President had authorised the ministry to identify an investor able to roll out a network without delay; no bid timetable, licence terms or spectrum allocation is stated. The minister conceded that foreign-exchange shortages constrain incumbents' equipment imports and that earlier licensees who took spectrum without launching had licences revoked, ending in litigation",2026-07-18-namalomba-parliament-new-operators-nyasatimes|2026-07-20-malawi-seeks-new-telecom-competition|2026-07-24-malawi24-mp-pushes-third-telecom-player,,The parliamentary session is dated from three Malawian outlets publishing 2026-07-18 that place it on Friday
MWI-infra.connect-airtel-5g-sites,MWI,infra.connect,Infrastructure,measure,Airtel Malawi 5G sites in service,,2026-05-22,111 sites across 10 districts reported at the 27th annual general meeting,,Baseline not held,No figure held at 2025-08-01,"111 sites across 10 districts (company-reported), after 58 new sites added on MWK 50.8bn of network capital expenditure in the 2025 financial year",2026-05-22-airtel-satellite-connectivity-agm-techafricanews,,"The compiled intersection page states an Airtel 5G launch in November 2025, but that date is not in the body of the cited source"
MWI-infra.connect-airtel-satellite-plan,MWI,infra.connect,Infrastructure,instrument,Airtel Malawi satellite connectivity plan,Planned,2026-05-22,Interest signalled at the 27th annual general meeting,,Advanced,Did not exist; no operator satellite position appears in the base at 2025-08-01,"Interest signalled in satellite connectivity to complement terrestrial networks in hard-to-reach areas and improve resilience; no partner, licence, capital allocation or timetable is stated",2026-05-22-airtel-satellite-connectivity-agm-techafricanews,,"An intention on the record at a shareholders' meeting, not a project"
MWI-infra.connect-dmap-tower-programme,MWI,infra.connect,Infrastructure,instrument,Communication tower programme,In development,2026-03-26,Procurement of service providers for more than 90 towers advanced,,Advanced,"Did not exist as a named line; the acceleration project appraisal itemises component allocations and carries no tower-infrastructure line, the nearest being rural connectivity at US$20m","The regulator advancing procurement for more than 90 towers, with the project stated as committed to around 100; a study cited at the same meeting puts the requirement for nationwide coverage above 1,000 towers. No contract award, site list or completion date is on record",2024-05-05-dmap-world-bank-appraisal-pid|2026-03-26-dmap-90-telecom-towers-rural-connectivity-techafricanews,,"The 1,000-plus requirement is a study cited in the meeting, unnamed and undated in the source"
MWI-infra.connect-ctn-lilongwe,MWI,infra.connect,Infrastructure,instrument,Converged Technology Networks fixed-wireless network,Implemented,2026-08-11,"Five new base stations switched on in Lilongwe, 11 August 2026",,Advanced,,"4G LTE fixed-wireless coverage extended to Areas 9, 25 and 36, Airwing and Chitipi, taking the network to nineteen named neighbourhoods across the capital, with free long-term connectivity for more than twenty secondary schools under a partnership with unconnected.org and the Internet Society",2026-08-11-itweb-lilongwe-expanded-4g-access,,"Coverage is stated by neighbourhood; no subscriber, throughput or population-covered figure is published."
MWI-infra.connect-digital-malawi-acceleration,MWI,infra.connect,Infrastructure,instrument,Digital Malawi Acceleration Project,Implemented,2026-06-11,Tower procurement advanced at a Blantyre stakeholder meeting,2024-11-01,Advanced,"Approved 2024-06-27 and launched November 2024 at a total operation cost of US$90.00m, a US$70.00m grant plus US$20.00m unguaranteed commercial financing, with targets of 2,000 schools, 500 further government offices, digital ID enrolment and an affordable-devices programme; no delivery recorded","Procurement of service providers for more than 90 towers being advanced, the national data centre being upgraded to an AI-ready state, and 25 e-services being onboarded to the data-exchange platform","2024-05-05-dmap-world-bank-appraisal-pid|2025-06-24 Malawi boosts digital economy with connectivity, plans 2M digital ID enrollments|2026-03-26-dmap-90-telecom-towers-rural-connectivity-techafricanews|2026-06-11-government-data-sharing-regulation-boma-lathu-itweb",,"The US$150m figure the ICT minister used on 2026-07-17 is the multi-phase programme appraisal envelope, not this project's cost; the November 2024 launch is month precision"
MWI-infra.connect-huawei-ict-investment-plan,MWI,infra.connect,Infrastructure,instrument,Four-year ICT investment plan,Planned,2026-06-11,Roadmap presented to the vendor in China,2026-06-09,Advanced,Did not exist; no such investment plan appears in the base at 2025-08-01,"A proposed US$180m four-year plan built round two projects: a one-stop digital government platform covering passport applications, business registration and tax payments; and a high-speed network linking all 28 districts with ring protection against cable failures. Funding structure, implementation timeline and any agreements reached have not been made public",2026-06-09-huawei-180m-ict-investment-plan-malawi24|2026-06-11-government-data-sharing-regulation-boma-lathu-itweb,,"Event date inferred from on Monday in a source published Tuesday; the amount is the minister's, given in dollars with no kwacha equivalent"
MWI-infra.connect-tnm-network-investment,MWI,infra.connect,Infrastructure,measure,Incumbent mobile operator network investment,,2026-08-17,"Figure given by the operator, reported 2026-08-17",,Baseline not held,Not held,"US$31m stated by the second mobile operator as invested to expand network capacity and coverage nationally, to meet growing voice and data demand",2026-08-17-malawi-tnm-network-investment,,"the operator's own figure; no period, site count or coverage outcome is attached to it, and the commitment date is not stated"
MWI-infra.connect-international-transit,MWI,infra.connect,Infrastructure,instrument,International capacity and submarine cable landing arrangements,Not held,,,,,,,,,
