row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
MWI-infra.energy-data-centre-delivered-load,MWI,infra.energy,Infrastructure,Delivered IT load of the national and commercial data centres,"An acceleration-project procurement or supervision document, or an operator data-sheet, stating design and delivered critical load and backup generation",2026-08-29,"absence stands, dated - the reading is recorded on the ledger row"
MWI-infra.energy-school-electrification,MWI,infra.energy,Infrastructure,Electrification programme for the roughly 900 schools with no connectivity,"A Ministry of Education or Ministry of Energy programme document, or the 2026/27 budget detail, naming a school-electrification line with a school count and appropriation",,
MWI-infra.energy-rural-base-station-power,MWI,infra.energy,Infrastructure,Off-grid and solar powering of rural base stations under the tower programme,"The regulator's tower procurement tender documents, which would state the power specification for the more than 90 sites",,
MWI-infra.capacity-government-cloud,MWI,infra.capacity,Infrastructure,Government cloud or shared hosting service for ministries and agencies,An e-government department service catalogue or project component report stating what the national data centre actually offers agencies and on what terms,,
MWI-infra.capacity-regulator-staffing,MWI,infra.capacity,Infrastructure,"Engineering and operations staffing of the regulator, the response team and the e-government department",An establishment table or annual report giving approved and filled technical posts,,
MWI-infra.cybersec-cert-incidents,MWI,infra.cybersec,Infrastructure,Incidents handled by the computer emergency response team,A response team or regulator annual report giving incidents reported and resolved by year,,
MWI-infra.cybersec-critical-infrastructure-designation,MWI,infra.cybersec,Infrastructure,Critical information infrastructure designation,A statutory instrument or regulator notice designating critical information infrastructure and the obligations attaching to it; named as a World Bank assistance area in March 2026 with no instrument on file,,
MWI-infra.connect-fibre-backbone-route-length,MWI,infra.connect,Infrastructure,National fibre backbone route length and operating status,"A regulator sector report or ICT ministry statement giving fibre kilometres in service and the operator, against roughly US$140m of Chinese lending committed across two phases",,
MWI-infra.connect-subscriber-coverage-series,MWI,infra.connect,Infrastructure,Mobile and internet subscriber and coverage series,"A regulator quarterly or annual sector statistics report giving subscribers, penetration and population coverage by technology; the base has no regulator-published series for Malawi at all",,
MWI-infra.connect-international-transit,MWI,infra.connect,Infrastructure,International capacity and submarine cable landing arrangements,"A record of Malawi's transit arrangements through Mozambique, Tanzania or Zambia and the cable systems they reach; Malawi is landlocked and the base says nothing about how its traffic leaves the country",,
MWI-infra.store-data-localisation-requirement,MWI,infra.store,Infrastructure,Data localisation or residency requirement,"The Data Protection Act's cross-border transfer provisions or an implementing regulation; sovereignty is the stated rationale for local hosting throughout, with no legal requirement identified",2026-08-29,
MWI-dpi.id-death-registration-coverage,MWI,dpi.id,Digital public infrastructure,Death registration coverage,"A registration bureau figure for deaths registered after 2025; the last held figure is under 200,000 stated at 2025-05-28 against over 3.5m births registered",,
MWI-dpi.registry-customary-land-registration,MWI,dpi.registry,Digital public infrastructure,Customary land registration under the Customary Land Act 2016,A lands ministry figure for customary estates registered and district land registries operating; the only source held is a 2020 donor programme reflection reporting three district registries,,
MWI-dpi.govtech-driving-licence-renewal,MWI,dpi.govtech,Digital public infrastructure,Driver's licence online renewal,"A road traffic directorate or national platform service listing; it is named as a presidential directive target and an industry association ask, with no delivery record",,
MWI-dpi.pay-cbdc-proof-of-concept,MWI,dpi.pay,Digital public infrastructure,Central bank digital currency proof of concept,"The National Payments Systems Vision and Strategy document itself; the held press account of the launch names no such work, and the wiki holds no central bank publication",,
MWI-data.statistics-nso-release-programme,MWI,data.statistics,Digital public infrastructure,National Statistical Office release programme,"The office's published release calendar, or the census and integrated household survey report pages; no statistical office output at all is held for Malawi",,
MWI-data.statistics-finscope-next-round,MWI,data.statistics,Digital public infrastructure,"Financial inclusion consumer survey, next round",A survey round later than the 2023 edition published August 2024; the base holds no successor and no announced fieldwork date,,
MWI-gov.protect-data-protection-enforcement,MWI,gov.protect,Governance and regulation,Enforcement under the Data Protection Act 2024,"A regulator enforcement register, annual report or published determination; no fine, order, breach notification, complaint or prosecution under the Act appears in anything held, more than two years after commencement",,
MWI-gov.protect-misinformation-tracking-system,MWI,gov.protect,Governance and regulation,Regulator misinformation and disinformation tracking system,"A regulator notice or procurement record establishing when the system was introduced, its legal basis and its data-handling terms; the base has only a newspaper year-review reporting its introduction in 2025",,
MWI-gov.standards-lilongwe-declaration-text,MWI,gov.standards,Governance and regulation,"Lilongwe Declaration on Collaborative Regulation, text","The regional regulators' association publication of the Declaration, unpublished at 2026-08-05, so a named-analyst commentary is the whole of the wiki's account and the seven action areas are nowhere enumerated",,
MWI-gov.regional-au-sadc-instrument-ratification,MWI,gov.regional,Governance and regulation,Ratification or transposition of AU or SADC data instruments,"An instrument of ratification for the AU Malabo Convention, or a Malawian instrument transposing the AU Data Policy Framework or a regional model law; the base records only that the Data Protection Act aligns closely with the continental framework, in a third-party legal review",2026-08-29,
MWI-geopol.china-safe-city-current-position,MWI,geopol.china,Artificial intelligence and the technology sector,Current position on the Chinese safe-city surveillance package,"A government or regulator statement, or a procurement record, showing whether the 2023 rejection still stands",,
MWI-tech.ai-national-ai-strategy-text,MWI,tech.ai,Artificial intelligence and the technology sector,"Adopted National AI Strategy, text and adoption instrument","The gazetted or Cabinet-approved strategy document, or a Ministry of ICT publication recording its adoption date",,
MWI-tech.ai-ai-governance-institution,MWI,tech.ai,Artificial intelligence and the technology sector,Artificial intelligence governance institution,"A founding instrument or ministerial statement naming the body, its mandate and its budget line",,
MWI-tech.ai-cosoma-ai-directive,MWI,tech.ai,Artificial intelligence and the technology sector,Copyright society directive on AI-generated works,"The body's own statement, circular or board minute stating the rule, its effective date and its test for wholly AI-generated",,
MWI-tech.ai-military-ai-doctrine,MWI,tech.ai,Artificial intelligence and the technology sector,"Military artificial intelligence doctrine, oversight or procurement record","A defence ministry policy, a parliamentary defence-committee record, or a procurement register entry for the defence-force training pipeline",,
MWI-tech.industry-ict-share-of-gdp,MWI,tech.industry,Artificial intelligence and the technology sector,ICT sector share of GDP and sector employment,"A statistical office national-accounts release or a regulator sector report giving ICT value added and employment, dated",,
MWI-tech.industry-ict-exports-after-2023,MWI,tech.industry,Artificial intelligence and the technology sector,Official ICT services export series after 2023,A central bank balance-of-payments services table or statistical office trade-in-services release for 2024 or later,,
MWI-tech.industry-licensed-firm-register,MWI,tech.industry,Artificial intelligence and the technology sector,Count of licensed technology firms and data centre operators,"A regulator licence register or Registrar General extract listing ICT operators, dated",,
MWI-tech.innovate-startup-act,MWI,tech.innovate,Artificial intelligence and the technology sector,Startup Act or innovation legislation,"A bill, act or Cabinet paper establishing a startup registration or incentive regime; nothing of the kind is held for Malawi",,
MWI-tech.innovate-technology-hub-inventory,MWI,tech.innovate,Artificial intelligence and the technology sector,Technology hubs and incubators operating in Malawi,"A directory or survey naming the hubs, their operators and their status; the base holds only one university innovation lab and one university facility",2026-08-30,"absence stands, dated - the reading is recorded on the ledger row"
MWI-tech.innovate-startup-funding-raised,MWI,tech.innovate,Artificial intelligence and the technology sector,"Startup funding raised, deals or jobs created","A deal-tracker dataset or an association report giving dated, per-year totals for Malawian startups",,
MWI-finance.budget-national-budget-documents,MWI,finance.budget,Finance,Malawi national budget documents,"The 2025/26 and 2026/27 Approved Estimates of Expenditure on Recurrent and Capital Budget, or the Budget Statement itself; there is no domestic budget archive for Malawi, so every appropriation figure held is a journalist's or minister's reading",,
MWI-finance.budget-universal-service-fund-accounts,MWI,finance.budget,Finance,Universal Service Fund accounts,"A regulator annual report or fund financial statement giving levy income, balance and project disbursement; the only statement held is the Director General's remark that funding is insufficient",,
MWI-finance.new-domestic-state-financing,MWI,finance.new,Finance,Domestic state financing of digital transformation,"A Ministry of Information and Digitalization vote in the Approved Estimates; the hub's financing block records the domestic-state series as pending, so all tracked deals are external",,
MWI-finance.mou-huawei-signed-instrument,MWI,finance.mou,Finance,The Malawi-vendor signed instrument,"A signed memorandum or framework agreement; only the ministry's account of a June 2026 meeting is held, with funding structure and timeline expressly not made public",,
MWI-capacity.training-acceleration-project-training-results,MWI,capacity.training,Inclusion and capacity,Acceleration project training and skills results,A project implementation status and results report against the results framework; the base holds only the appraisal targets and no reported achievement,,
MWI-include.access-data-device-affordability,MWI,include.access,Inclusion and capacity,Retail data and device affordability,"A regulator-published tariff schedule or an affordability series; the base holds the appraisal's statement that 2GB costs almost 10% of annual gross national income per head, and nothing dated since",,
MWI-gov.policy-cloud-and-data-storage-policy,MWI,gov.policy,Governance,National cloud or data-storage policy,"An adopted cloud or data-storage policy, a cabinet paper commissioning one, or a hosting standard binding ministries; the government's own 2025 readiness assessment states none exists and recommends developing one, while the national data centre is being expanded to a cloud platform without it",2026-08-29,
