title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Cybersurveillance !,Newsmada,,2026-09-05,day,MDG,gov.discourse; gov.legislate,assemblee-nationale-madagascar,2026-09-05,https://newsmada.com/2026/09/05/cybersurveillance/
Tsimbazaza : les deputes ajournent le vote du projet de loi sur la cybercriminalite,L'Express de Madagascar,,2026-09-05,day,MDG,gov.legislate; infra.cybersec; gov.protect,assemblee-nationale-madagascar,2026-09-05,https://www.lexpress.mg/2026/09/tsimbazaza-les-deputes-ajournent-le.html
"AfDB, AXIAN Take Digital Finance to 34,000 Women-led Businesses in Africa",Ecofin Agency,,2026-09-04,day,MDG; TZA; SEN; TGO; COM,dpi.pay; finance.new,african-development-bank; axian-telecom; mvola; wefi,2026-09-06,https://www.ecofinagency.com/news-finances/0409-58613-afdb-axian-take-digital-finance-to-34-000-women-led-businesses-in-africa
Madagascar strengthens trust architecture for national digital ID,Biometric Update,,2026-09-04,day,MDG,dpi.id; gov.legislate; infra.cybersec,prodigy-madagascar; assemblee-nationale-madagascar; world-bank,2026-09-05,https://www.biometricupdate.com/202609/madagascar-strengthens-trust-architecture-for-national-digital-id
Loi sur la cybercriminalite : une police numerique au coeur du dispositif,L'Express de Madagascar,,2026-09-03,day,MDG,gov.legislate; infra.cybersec,assemblee-nationale-madagascar,2026-09-04,https://www.lexpress.mg/2026/09/loi-sur-la-cybercriminalite-une-police.html
Loi sur la cybercriminalite : l''Etat renforce les controles alors que l''acces a l''information reste en suspens,Madagascar-Tribune,,2026-09-03,day,MDG,gov.legislate; gov.discourse,assemblee-nationale-madagascar,2026-09-04,https://www.madagascar-tribune.com/Loi-sur-la-cybercriminalite-l-Etat-renforce-les-controles-alors-que-l-acces-a-l.html
Cybercriminalite : l''etau se resserre autour des faux comptes,L'Express de Madagascar,,2026-09-02,day,MDG,gov.legislate; gov.protect,assemblee-nationale-madagascar,2026-09-04,https://www.lexpress.mg/2026/09/cybercriminalite-letau-se-resserre.html
"African Development Bank and AXIAN Launch Digital Finance Programme to Support 34,000 Women-led Businesses in Africa",African Development Bank Group (distributed by APO Group),,2026-09-02,day,MDG; TZA; SEN; TGO; COM; XSS,finance.new; dpi.pay,african-development-bank; axian-group,2026-09-04,https://afdb.africa-newsroom.com/press/african-development-bank-and-axian-launch-digital-finance-programme-to-support-34000-womenled-businesses-in-africa
Madagascar actualise son arsenal face à la montée des risques numériques,We are Tech,,2026-09-01,day,MDG,gov.legislate; infra.cybersec,government-of-madagascar; assemblee-nationale-madagascar; hanoi-convention; unodc,2026-09-01,https://www.wearetech.africa/fr/fils/actualites/tech/madagascar-actualise-son-arsenal-face-a-la-montee-des-risques-numeriques
52011 - HeliosTowers Bond 2026,International Finance Corporation (IFC),,2026-09-01,day,COD; GHA; MDG; MWI; COG; SEN; ZAF; TZA,finance.new; infra.connect,ifc; helios-towers,2026-09-04,https://disclosures.ifc.org/project-detail/SII/52011/heliostowers-bond-2026
Volavolan-dalana momba ny heloka an'habaka,tiatanindrazana.mg,Toky R,2026-08-31,day,MDG,gov.legislate; infra.cybersec,assemblee-nationale-madagascar; ministere-numerique-madagascar,2026-09-01,https://www.tiatanindrazana.mg/fandriampahalemana/volavolan-dalana-momba-ny-heloka-anhabaka-67905.php
Madagascar à l'Assemblée générale annuelle de la Fonction publique de la SADC,moov.mg,,2026-08-31,day,MDG,gov.discourse; dpi.govtech; gov.regional,sadc; ministere-du-travail-de-l-emploi-et-de-la-fonction-publique-madagascar,2026-09-01,https://moov.mg/article/120425-fonction-publique-madagascar-defend-une-administration-tournee-vers-les-citoyens-a-la-sadc
PRA managé,Hodi,,2026-08-31,day,MDG,infra.store,hodi,2026-09-02,https://hodi.host/mg/store/pra-manage
Tac 1 Ambohimanambola: la Jirama entreprit des travaux d'urgence,Newsmada,,2026-08-29,day,MDG,infra.energy,jirama-madagascar,2026-09-02,https://newsmada.com/2026/08/29/tac-1-ambohimanambola-la-jirama-entreprit-des-travaux-durgence/
