row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
COG-infra.cybersec-agency-annual-report-state,COG,infra.cybersec,Infrastructure,Agency annual report on the state of national cybersecurity,"any single published annual report, or a board deliberation showing the statutory obligation waived",,
COG-infra.capacity-cybersecurity-ict-workforce-stock,COG,infra.capacity,Infrastructure,National cybersecurity and ICT workforce stock,"the national training plan now out to tender, an agency or regulator annual report, or an international index country profile with workforce data",,
COG-infra.energy-energy-cost-reliability-digital,COG,infra.energy,Infrastructure,Energy cost and reliability for digital infrastructure,"the industry report's underlying cost tables, a regulator cost-of-service study, or the gas-plant data-centre feasibility study output",,
COG-gov.protect-registration-notification-enforcement-regime,COG,gov.protect,Governance and regulation,"Registration, notification and enforcement regime","the 2019 data-protection law itself, the December 2025 appointing decree, or any commission deliberation, guidance note or fee schedule",,
COG-gov.legislate-electronic-communications-framework-law,COG,gov.legislate,Governance and regulation,Electronic-communications framework law of 2009,"the 2009 law's number and gazette text, and any bill or ordinance revising it",,
COG-data.open-open-data-portal-or,COG,data.open,Governance and regulation,National open-data portal or dataset-release policy,"an open-data portal or its founding instrument, the statistics institute's dissemination policy, or a transparency-code provision obliging machine-readable publication",,
COG-gov.discourse-public-debate-data-governance,COG,gov.discourse,Governance and regulation,Public debate on data governance and digital rights,"any held Congolese civil-society, academic, parliamentary or press argument about data governance or digital rights as such",,
COG-geopol.usa-united-states-technology-presence,COG,geopol.usa,Artificial intelligence and the technology sector,United States technology presence,"a US company, agency or fund instrument naming Congo-Brazzaville",,
COG-geopol.india-indian-technology-presence,COG,geopol.india,Artificial intelligence and the technology sector,Indian technology presence,"an Indian line of credit, export-bank facility, information-technology services contract or capacity programme naming Congo-Brazzaville",,
COG-geopol.gulf-gulf-state-technology-presence,COG,geopol.gulf,Artificial intelligence and the technology sector,Gulf-state technology presence,"a Gulf sovereign-fund or telecom investment, data-centre commitment or memorandum naming Congo-Brazzaville",,
COG-finance.budget-audited-outturn-any-digital,COG,finance.budget,"Inclusion, capacity and finance",Audited outturn for any digital line,"a settlement law later than exercise 2020, with its annexed tables reproduced",,
COG-capacity.literacy-digital-literacy,COG,capacity.literacy,"Inclusion, capacity and finance",National digital-literacy programme,"a national digital-literacy programme document, a fund or project training outturn broken out by literacy rather than skills, or a published digital-literacy rate",,
