row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
ZMB-infra.connect-4g-population-coverage,ZMB,infra.connect,Infrastructure,instrument,4G and mobile broadband population coverage,Not held,,,,,,,,,
ZMB-infra.connect-border-post-connectivity,ZMB,infra.connect,Infrastructure,instrument,Border-post connectivity upgrade across five trade corridors,Planned,2026-08-05,National standard set out and an independent ICT audit commissioned,2026-08-05,Advanced,"No named border-connectivity programme is on the record; gaps at Nakonde, Victoria Falls, Kazungula and Chirundu","A single national standard announced through the government network - tiered 10 to 100 Mbps, dual links with automatic failover, enterprise-grade firewalls - and an independent network specialist firm commissioned to audit ICT infrastructure at five border posts; no budget, timetable or completion date published",2026-08-05-zambia-border-connectivity-gwan-upgrade,,The audit precedes the procurement rather than following it
ZMB-infra.connect-chanida-cassacatiza-interconnector,ZMB,infra.connect,Infrastructure,instrument,Chanida-Cassacatiza cross-border fibre interconnector,Implemented,2026-02-23,Commissioned 2026-02-23,2026-02-23,Advanced,Did not exist; the base records cross-border infrastructure as missing at the January 2025 appraisal,"The national backbone linked to Mozambique's submarine cable network under an operator partnership, with the minister stating Zambia is now fibre-linked to eight neighbours",2026-02-23 Zambia and Mozambique launch fibre-optic interconnector at Chanida–Cassacatiza border|2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094),,"No capacity, cost or funder is stated for the interconnector"
ZMB-infra.connect-communication-towers-phase-2,ZMB,infra.connect,Infrastructure,instrument,Communication Towers Project Phase 2,Implemented,2017-01-01,"Disbursement at 87.8% as reported by the Ministry of Finance, July 2022",2017-08-04,No change,"US$302,034,321.68 China Eximbank government concessional loan signed 2017-08-04 financing a vendor contract, 87.8% disbursed as of July 2022; scope 808 communication towers and 1,009 wireless stations, targeting 92% network coverage and data access for 40% of the country from a 5% baseline","Unchanged; no completion, handover or final tower count is held",2017-01-01-eximbank-cn-zmb-004-china-eximbank-provides-302-government-concessional,,Figures are third-party-database-sourced from Zambian ministry reporting
ZMB-infra.connect-mtn-direct-to-cell,ZMB,infra.connect,Infrastructure,instrument,Direct-to-cell satellite trials,Piloting,2026-07-28,Zambia named as a trial site,2026-07-28,Baseline not held,No position held on satellite direct-to-cell in Zambia,"Zambia named by an operator as a site of its direct-to-cell satellite trials, in an argument for regulatory parity between terrestrial operators and satellite entrants",2026-07-28-mtn-asante-leo-satellites-device-affordability-licence-passporting,,"Operator statement; no licence, spectrum decision or trial result is held"
ZMB-infra.connect-broadband-pricing,ZMB,infra.connect,Infrastructure,instrument,Fixed and mobile broadband pricing,Not held,,,,,,,,,
ZMB-infra.connect-government-wide-area-network,ZMB,infra.connect,Infrastructure,instrument,Government Wide Area Network,Implemented,2026-08-05,Phase 1 declared complete 2026-03-24; border-post gaps confirmed 2026-08-05,,Advanced,"Site works complete at 12 Western Province sites, with last-mile connections by the state operator outstanding and the network not fully usable","All 116 councils reported connected and phase 1 completed, and North-Western Province local authorities and post offices connected over fibre; connectivity gaps persist at four named border posts",2025-02-12-itweb-zambia-deploys-govt-wan-service-delivery|2026-03-25-kalemba-zambia-cdf-ecouncil-116-councils-gwan|2026-07-08-smart-zambia-expands-digital-infrastructure|2026-08-05-zambia-border-connectivity-gwan-upgrade,,The 2025-02-12 primary establishes that connected has at times meant completed site works rather than live end-to-end service
ZMB-infra.connect-govlink-private-4g,ZMB,infra.connect,Infrastructure,instrument,GovLink Private 4G,Implemented,2026-07-17,Launched at Ndola Teaching Hospital,2026-07-15,Advanced,Did not exist; no government-owned mobile network is on the record before July 2026,"Government-owned shared 4G network for public institutions, live at Ndola Teaching Hospital, with the national electronic health record and its hospital tier migrating onto it; run by the state ICT institute with three named partners and the health ministry",2026-07-16-zambia-govlink-private-4g-itweb|2026-07-16-zambia-govlink-private-4g-techafricanews|2026-07-17-zambia-govlink-private-4g,,Clinician accounts at the launch site are operator statements; no baseline or measured outcome is held
ZMB-infra.connect-ihs-tower-portfolio,ZMB,infra.connect,Infrastructure,instrument,Independent tower portfolio,Implemented,2021-01-01,Development-finance equity exited 2021-03-31; a US$75m loan fully disbursed from 2021,2015-10-27,No change,"Sole independent tower operator with over 1,700 towers serving all major mobile operators; US$65,523,810 in development-finance equity committed in 2015 and 2017 and exited in March 2021, plus a US$75,000,000 senior loan in 2021","Unchanged; no tower count, ownership change or investment after 2021 is held",2015-01-01-bii-zmb-001-ihs-zambia-equity-investment-telecoms-tower|2021-01-01-ifc-zmb-001-ihs-zambia-ifc-loan-covid-relief,,"The over-1,700 figure is the financiers' own and is not dated more precisely than 2021"
ZMB-infra.connect-internet-users,ZMB,infra.connect,Infrastructure,measure,Internet users as a share of population,,2025-11-08,Compiler reading for October 2025,,No change,"7.13m users, 33.0% of population (January 2025), up 2.8% year on year with the rate unchanged; 14.5m offline","7.29m users, 33.0% of population (October 2025), up 199,000 year on year with the rate unchanged; 14.8m offline",2025-03-03 Digital 2025 - Zambia (DataReportal)|2025-11-08-digital-2026-zambia-datareportal,,"Cited, not absorbed; the adoption rate has been flat across two annual readings"
ZMB-infra.connect-fixed-broadband-speed,ZMB,infra.connect,Infrastructure,measure,Median fixed broadband download speed,,2025-03-03,Speed-test reading reported in the January 2025 compilation,,Baseline not held,"16.50 Mbps, down 38.0% year on year (January 2025), corroborating the load-shedding constraint on digital services",No later reading is held,2025-03-03 Digital 2025 - Zambia (DataReportal),,"Cited, not absorbed"
ZMB-infra.connect-mobile-connections,ZMB,infra.connect,Infrastructure,measure,Mobile connections,,2025-11-08,Industry association reading for October 2025,,Advanced,"19.9m connections, 92.1% of population (January 2025), down 1.1% year on year","23.5m connections, 106% of population (October 2025), up 1.3m year on year, of which 92.4% classed as broadband - a share the publisher states is not a proxy for mobile internet use",2025-03-03 Digital 2025 - Zambia (DataReportal)|2025-11-08-digital-2026-zambia-datareportal,,"Connections, not people; the regulator's separate administrative series counts subscriptions per 100 inhabitants"
ZMB-infra.connect-national-fibre-length,ZMB,infra.connect,Infrastructure,measure,National fibre network length,,2026-05-15,Ministerial statement at the third digital economy roundtable,,"Advanced, figures irreconcilable","10,000 km of fibre optic cable in place, with the acceleration project aiming to add at least 2,000 km (World Bank appraisal, January 2025)","Expanded from 15,000 km in 2021 to more than 45,000 km, and national coverage 94% (minister, 2026-05-15) - government-reported and not reconcilable with the appraisal figure",2025-01-20 PID Appraisal Stage - Digital Zambia Acceleration Project (P505094)|2026-05-15-zambia-approves-k255m-digital-infrastructure,,Neither figure states whether it counts backbone only or backbone plus metropolitan and access network
ZMB-infra.connect-zesco-backbone-phase-2,ZMB,infra.connect,Infrastructure,instrument,"National ICT Development Project Phase II, backbone extension","Planned, financing undrawn",2017-01-01,Disbursement at 0% as of July 2022,2017-12-28,No change,"US$333,200,000 China Eximbank preferential buyer's credit signed 2017-12-28, to be on-lent to the electricity utility against a US$392m vendor contract; scope 2,700 km of backbone across 64 sites, 3,600 km of metropolitan network in 17 districts and 2,750 km of access network; 0% disbursed","Unchanged; no drawdown, cancellation or construction record is held",2017-01-01-eximbank-cn-zmb-005-china-eximbank-provides-3332-million-preferential,,The largest single undrawn digital-infrastructure commitment the base holds for Zambia; corruption allegations from a former utility board chairman are on the record
ZMB-infra.connect-zicta-quality-of-service,ZMB,infra.connect,Infrastructure,instrument,Quality-of-service enforcement regime,Planned,2026-05-15,Quarterly network-performance reporting announced,,Advanced,The regulator investigating internet service disruptions and requesting an operator report; no enforcement or reporting regime stated,"The regulator states it will take visible action against mobile operators over poor quality of service and will publish quarterly public network-performance reports; no report, penalty or named operator action is on file",2025-06-13-zicta-investigating-internet-disruption|2026-02-17-zicta-action-mobile-operators-poor-network|2026-05-15-zambia-approves-k255m-digital-infrastructure,,Both regulator items are paywalled ledes; a provincial minister names four districts where poor service blocks access to social cash transfers and farm input subsidies
ZMB-infra.connect-starlink-licence-terms,ZMB,infra.connect,Infrastructure,instrument,Satellite operator licence terms in Zambia,Not held,,,,,,,,,
